Date,TFX
2010-01-04,46.944671630859375
2010-01-05,46.44554138183594
2010-01-06,46.91083908081055
2010-01-07,47.3422966003418
2010-01-08,47.6214714050293
2010-01-11,51.3438835144043
2010-01-12,50.91242599487305
2010-01-13,50.7601432800293
2010-01-14,50.59940719604492
2010-01-15,49.76185989379883
2010-01-19,51.47077941894531
2010-01-20,51.25080871582031
2010-01-21,50.85319900512695
2010-01-22,49.76185989379883
2010-01-25,49.51652145385742
2010-01-26,49.53343963623047
2010-01-27,49.431907653808594
2010-01-28,49.33038330078125
2010-01-29,48.35748291015625
2010-02-01,48.83124923706055
2010-02-02,49.52497100830078
2010-02-03,49.321929931640625
2010-02-04,48.17137145996094
2010-02-05,48.027557373046875
2010-02-08,48.40823745727539
2010-02-09,48.94123840332031
2010-02-10,48.53515625
2010-02-11,48.85663986206055
2010-02-12,48.94123840332031
2010-02-16,49.99874496459961
2010-02-17,49.99029541015625
2010-02-18,49.93106460571289
2010-02-19,50.54865646362305
2010-02-22,50.455562591552734
2010-02-23,50.590946197509766
2010-02-24,50.54018020629883
2010-02-25,50.49788284301758
2010-02-26,51.55538558959961
2010-03-01,52.18495178222656
2010-03-02,53.79283142089844
2010-03-03,53.775840759277344
2010-03-04,53.35044860839844
2010-03-05,54.11613464355469
2010-03-08,53.80986785888672
2010-03-09,53.69076156616211
2010-03-10,53.51211166381836
2010-03-11,52.7974853515625
2010-03-12,52.950618743896484
2010-03-15,52.6868782043457
2010-03-16,52.84001159667969
2010-03-17,53.30792999267578
2010-03-18,54.10763931274414
2010-03-19,53.375999450683594
2010-03-22,54.218223571777344
2010-03-23,54.47345733642578
2010-03-24,53.4015007019043
2010-03-25,53.835391998291016
2010-03-26,53.580169677734375
2010-03-29,54.89031982421875
2010-03-30,54.83927917480469
2010-03-31,54.507476806640625
2010-04-01,54.703147888183594
2010-04-05,55.06047439575195
2010-04-06,54.86479949951172
2010-04-07,54.77972412109375
2010-04-08,54.1586799621582
2010-04-09,54.422401428222656
2010-04-12,54.03107833862305
2010-04-13,54.1842041015625
2010-04-14,55.911231994628906
2010-04-15,55.630470275878906
2010-04-16,54.79673385620117
2010-04-19,55.04344940185547
2010-04-20,56.16643142700195
2010-04-21,55.783599853515625
2010-04-22,54.83927917480469
2010-04-23,55.55390167236328
2010-04-26,55.17107391357422
2010-04-27,52.36358642578125
2010-04-28,52.84001159667969
2010-04-29,53.886436462402344
2010-04-30,52.167930603027344
2010-05-03,52.73793029785156
2010-05-04,51.49582290649414
2010-05-05,50.95135498046875
2010-05-06,49.70924758911133
2010-05-07,49.44552230834961
2010-05-10,50.832252502441406
2010-05-11,50.925846099853516
2010-05-12,51.78144073486328
2010-05-13,50.942935943603516
2010-05-14,49.47984313964844
2010-05-17,49.950435638427734
2010-05-18,49.78786087036133
2010-05-19,49.34294891357422
2010-05-20,47.708744049072266
2010-05-21,47.72583770751953
2010-05-24,47.837074279785156
2010-05-25,47.409278869628906
2010-05-26,47.161155700683594
2010-05-27,48.69268798828125
2010-05-28,47.9825325012207
2010-06-01,47.075592041015625
2010-06-02,48.615692138671875
2010-06-03,48.667015075683594
2010-06-04,46.93870162963867
2010-06-07,46.76755905151367
2010-06-08,46.10874938964844
2010-06-09,45.9461784362793
2010-06-10,47.8028564453125
2010-06-11,48.21355438232422
2010-06-14,48.667015075683594
2010-06-15,49.51407241821289
2010-06-16,49.83066177368164
2010-06-17,50.18143844604492
2010-06-18,49.96754837036133
2010-06-21,49.99321365356445
2010-06-22,49.394287109375
2010-06-23,49.206058502197266
2010-06-24,47.965415954589844
2010-06-25,47.86274719238281
2010-06-28,48.316226959228516
2010-06-29,47.28092956542969
2010-06-30,46.442440032958984
2010-07-01,45.467044830322266
2010-07-02,45.680946350097656
2010-07-06,46.01464080810547
2010-07-07,47.17824935913086
