Date,IESC
2010-01-04,5.929999828338623
2010-01-05,5.690000057220459
2010-01-06,5.650000095367432
2010-01-07,5.690000057220459
2010-01-08,5.559999942779541
2010-01-11,5.510000228881836
2010-01-12,5.539999961853027
2010-01-13,5.650000095367432
2010-01-14,5.349999904632568
2010-01-15,5.25
2010-01-19,5.639999866485596
2010-01-20,5.460000038146973
2010-01-21,5.25
2010-01-22,5.369999885559082
2010-01-25,5.360000133514404
2010-01-26,5.25
2010-01-27,5.300000190734863
2010-01-28,5.099999904632568
2010-01-29,5.139999866485596
2010-02-01,5.199999809265137
2010-02-02,5.28000020980835
2010-02-03,5.139999866485596
2010-02-04,5.03000020980835
2010-02-05,4.980000019073486
2010-02-08,4.760000228881836
2010-02-09,4.860000133514404
2010-02-10,4.860000133514404
2010-02-11,4.820000171661377
2010-02-12,4.929999828338623
2010-02-16,5.010000228881836
2010-02-17,5.019999980926514
2010-02-18,5.0
2010-02-19,5.099999904632568
2010-02-22,5.090000152587891
2010-02-23,5.119999885559082
2010-02-24,5.010000228881836
2010-02-25,4.900000095367432
2010-02-26,4.739999771118164
2010-03-01,4.650000095367432
2010-03-02,4.75
2010-03-03,4.860000133514404
2010-03-04,4.880000114440918
2010-03-05,5.070000171661377
2010-03-08,5.110000133514404
2010-03-09,5.090000152587891
2010-03-10,5.199999809265137
2010-03-11,5.239999771118164
2010-03-12,5.179999828338623
2010-03-15,5.360000133514404
2010-03-16,5.449999809265137
2010-03-17,5.679999828338623
2010-03-18,5.710000038146973
2010-03-19,5.75
2010-03-22,5.75
2010-03-23,5.820000171661377
2010-03-24,5.690000057220459
2010-03-25,5.699999809265137
2010-03-26,5.699999809265137
2010-03-29,5.820000171661377
2010-03-30,5.71999979019165
2010-03-31,5.650000095367432
2010-04-01,5.25
2010-04-05,5.360000133514404
2010-04-06,5.320000171661377
2010-04-07,5.389999866485596
2010-04-08,5.46999979019165
2010-04-09,5.5
2010-04-12,5.440000057220459
2010-04-13,5.429999828338623
2010-04-14,5.579999923706055
2010-04-15,5.570000171661377
2010-04-16,5.510000228881836
2010-04-19,5.199999809265137
2010-04-20,5.610000133514404
2010-04-21,5.789999961853027
2010-04-22,6.050000190734863
2010-04-23,6.360000133514404
2010-04-26,6.320000171661377
2010-04-27,5.96999979019165
2010-04-28,6.110000133514404
2010-04-29,6.380000114440918
2010-04-30,6.230000019073486
2010-05-03,6.389999866485596
2010-05-04,6.199999809265137
2010-05-05,6.21999979019165
2010-05-06,5.809999942779541
2010-05-07,5.550000190734863
2010-05-10,6.139999866485596
2010-05-11,6.010000228881836
2010-05-12,6.019999980926514
2010-05-13,5.949999809265137
2010-05-14,5.489999771118164
2010-05-17,5.590000152587891
2010-05-18,5.510000228881836
2010-05-19,5.25
2010-05-20,4.920000076293945
2010-05-21,5.400000095367432
2010-05-24,5.25
2010-05-25,4.809999942779541
2010-05-26,4.46999979019165
2010-05-27,5.099999904632568
2010-05-28,4.980000019073486
2010-06-01,4.900000095367432
2010-06-02,4.889999866485596
2010-06-03,4.869999885559082
2010-06-04,4.409999847412109
2010-06-07,4.340000152587891
2010-06-08,4.360000133514404
2010-06-09,4.440000057220459
2010-06-10,4.829999923706055
2010-06-11,4.849999904632568
2010-06-14,5.019999980926514
2010-06-15,5.03000020980835
2010-06-16,5.059999942779541
2010-06-17,4.900000095367432
2010-06-18,4.900000095367432
2010-06-21,4.650000095367432
2010-06-22,4.510000228881836
2010-06-23,4.389999866485596
2010-06-24,4.079999923706055
2010-06-25,4.079999923706055
2010-06-28,3.869999885559082
2010-06-29,3.430000066757202
2010-06-30,3.490000009536743
2010-07-01,3.4600000381469727
2010-07-02,3.4800000190734863
2010-07-06,3.4600000381469727
2010-07-07,3.309999942779541
2010-07-08,3.2899999618530273
2010-07-09,3.2699999809265137
2010-07-12,3.4700000286102295
2010-07-13,3.5899999141693115
2010-07-14,3.5
2010-07-15,3.5
2010-07-16,3.5299999713897705
2010-07-19,3.5
2010-07-20,3.5299999713897705
2010-07-21,3.5399999618530273
2010-07-22,3.5899999141693115
2010-07-23,3.7699999809265137
2010-07-26,3.809999942779541
2010-07-27,3.549999952316284
2010-07-28,3.549999952316284
2010-07-29,3.7799999713897705
2010-07-30,3.6500000953674316
2010-08-02,3.7300000190734863
2010-08-03,3.6500000953674316
2010-08-04,3.700000047683716
2010-08-05,3.700000047683716
2010-08-06,3.7300000190734863
2010-08-09,3.75
2010-08-10,3.450000047683716
2010-08-11,3.309999942779541
2010-08-12,3.4000000953674316
2010-08-13,3.180000066757202
2010-08-16,3.8399999141693115
2010-08-17,3.3499999046325684
2010-08-18,3.390000104904175
2010-08-19,3.2899999618530273
2010-08-20,3.450000047683716
2010-08-23,3.299999952316284
2010-08-24,3.2699999809265137
2010-08-25,3.0999999046325684
2010-08-26,3.130000114440918
2010-08-27,3.1700000762939453
2010-08-30,3.3299999237060547
2010-08-31,3.5
2010-09-01,3.6500000953674316
2010-09-02,3.700000047683716
2010-09-03,3.5999999046325684
2010-09-07,3.2300000190734863
2010-09-08,3.319999933242798
2010-09-09,3.299999952316284
2010-09-10,3.390000104904175
2010-09-13,3.3399999141693115
2010-09-14,3.3499999046325684
2010-09-15,3.7300000190734863
2010-09-16,3.700000047683716
2010-09-17,3.559999942779541
2010-09-20,3.690000057220459
2010-09-21,3.569999933242798
2010-09-22,3.450000047683716
2010-09-23,3.4000000953674316
2010-09-24,3.4200000762939453
2010-09-27,3.509999990463257
2010-09-28,3.509999990463257
2010-09-29,3.7799999713897705
2010-09-30,3.759999990463257
2010-10-01,3.450000047683716
2010-10-04,3.3299999237060547
2010-10-05,3.299999952316284
2010-10-06,3.3399999141693115
2010-10-07,3.3299999237060547
2010-10-08,3.5299999713897705
2010-10-11,3.4800000190734863
2010-10-12,3.4600000381469727
2010-10-13,3.5399999618530273
2010-10-14,3.4700000286102295
2010-10-15,3.390000104904175
2010-10-18,3.450000047683716
2010-10-19,3.440000057220459
2010-10-20,3.559999942779541
2010-10-21,3.569999933242798
2010-10-22,3.509999990463257
2010-10-25,3.5299999713897705
2010-10-26,3.799999952316284
2010-10-27,3.7100000381469727
2010-10-28,3.630000114440918
2010-10-29,3.609999895095825
2010-11-01,3.5899999141693115
2010-11-02,3.4600000381469727
2010-11-03,3.4700000286102295
2010-11-04,3.7799999713897705
2010-11-05,3.7100000381469727
2010-11-08,3.450000047683716
2010-11-09,3.440000057220459
2010-11-10,3.430000066757202
2010-11-11,3.490000009536743
2010-11-12,3.5199999809265137
2010-11-15,3.609999895095825
2010-11-16,3.640000104904175
2010-11-17,3.700000047683716
2010-11-18,3.680000066757202
2010-11-19,3.640000104904175
2010-11-22,3.5299999713897705
2010-11-23,3.430000066757202
2010-11-24,3.4000000953674316
2010-11-26,3.390000104904175
2010-11-29,3.309999942779541
2010-11-30,3.1500000953674316
2010-12-01,3.1700000762939453
2010-12-02,3.1500000953674316
2010-12-03,3.2200000286102295
2010-12-06,3.3299999237060547
2010-12-07,3.240000009536743
2010-12-08,3.2200000286102295
2010-12-09,3.240000009536743
2010-12-10,3.240000009536743
2010-12-13,3.2799999713897705
2010-12-14,3.2899999618530273
2010-12-15,3.4000000953674316
2010-12-16,3.490000009536743
2010-12-17,3.430000066757202
2010-12-20,3.5899999141693115
2010-12-21,3.569999933242798
2010-12-22,3.509999990463257
2010-12-23,3.569999933242798
2010-12-27,3.609999895095825
2010-12-28,3.5299999713897705
2010-12-29,3.5399999618530273
2010-12-30,3.440000057220459
2010-12-31,3.5199999809265137
2011-01-03,3.549999952316284
2011-01-04,3.630000114440918
2011-01-05,3.609999895095825
2011-01-06,3.609999895095825
2011-01-07,3.5999999046325684
2011-01-10,3.630000114440918
2011-01-11,3.630000114440918
2011-01-12,3.619999885559082
2011-01-13,3.619999885559082
2011-01-14,3.640000104904175
2011-01-18,3.890000104904175
2011-01-19,3.740000009536743
2011-01-20,3.809999942779541
2011-01-21,3.8299999237060547
2011-01-24,3.8299999237060547
2011-01-25,3.859999895095825
2011-01-26,3.9700000286102295
2011-01-27,3.75
2011-01-28,3.8399999141693115
2011-01-31,3.7699999809265137
2011-02-01,3.799999952316284
2011-02-02,4.059999942779541
2011-02-03,3.940000057220459
2011-02-04,4.050000190734863
2011-02-07,4.050000190734863
2011-02-08,4.039999961853027
2011-02-09,4.360000133514404
2011-02-10,4.349999904632568
2011-02-11,4.380000114440918
2011-02-14,4.190000057220459
2011-02-15,4.110000133514404
2011-02-16,3.890000104904175
2011-02-17,3.8299999237060547
2011-02-18,4.019999980926514
2011-02-22,3.8499999046325684
2011-02-23,3.609999895095825
2011-02-24,3.6700000762939453
2011-02-25,3.759999990463257
2011-02-28,3.8299999237060547
2011-03-01,3.700000047683716
2011-03-02,4.019999980926514
2011-03-03,4.230000019073486
2011-03-04,4.159999847412109
2011-03-07,4.139999866485596
2011-03-08,4.079999923706055
2011-03-09,3.950000047683716
