Date,VRT
2018-08-02,9.945293426513672
2018-08-03,9.945293426513672
2018-08-06,9.915427207946777
2018-08-07,9.905472755432129
2018-08-08,9.905472755432129
2018-08-09,9.855697631835938
2018-08-10,9.805919647216797
2018-08-13,9.766098976135254
2018-08-14,9.756144523620605
2018-08-15,9.805919647216797
2018-08-16,9.815875053405762
2018-08-17,9.786008834838867
2018-08-20,9.786008834838867
2018-08-21,9.756144523620605
2018-08-22,9.756144523620605
2018-08-23,9.766098976135254
2018-08-24,9.756144523620605
2018-08-27,9.706367492675781
2018-08-28,9.706367492675781
2018-08-29,9.756144523620605
2018-08-30,9.756144523620605
2018-08-31,9.686455726623535
2018-09-04,9.746188163757324
2018-09-05,9.756144523620605
2018-09-06,9.756144523620605
2018-09-07,9.73623275756836
2018-09-10,9.82582950592041
2018-09-11,9.706367492675781
2018-09-12,9.756144523620605
2018-09-13,9.756144523620605
2018-09-14,9.756144523620605
2018-09-17,9.706367492675781
2018-09-18,9.726277351379395
2018-09-19,9.73623275756836
2018-09-20,9.686455726623535
2018-09-21,9.706367492675781
2018-09-24,9.726277351379395
2018-09-25,9.726277351379395
2018-09-26,9.70536994934082
2018-09-27,9.706367492675781
2018-09-28,9.706367492675781
2018-10-01,9.706367492675781
2018-10-02,9.686455726623535
2018-10-03,9.68944263458252
2018-10-04,9.716322898864746
2018-10-05,9.67650032043457
2018-10-08,9.706367492675781
2018-10-09,9.67650032043457
2018-10-10,9.696412086486816
2018-10-11,9.696412086486816
2018-10-12,9.706367492675781
2018-10-15,9.686455726623535
2018-10-16,9.696412086486816
2018-10-17,9.706367492675781
2018-10-18,9.716322898864746
2018-10-19,9.776054382324219
2018-10-22,9.706367492675781
2018-10-23,9.716322898864746
2018-10-24,9.65658950805664
2018-10-25,9.716322898864746
2018-10-26,9.65658950805664
2018-10-29,9.706367492675781
2018-10-30,9.696412086486816
2018-10-31,9.666545867919922
2018-11-01,9.666545867919922
2018-11-02,9.706367492675781
2018-11-05,9.67650032043457
2018-11-06,9.726277351379395
2018-11-07,9.65658950805664
2018-11-08,9.65658950805664
2018-11-09,9.795965194702148
2018-11-12,9.786008834838867
2018-11-13,9.706367492675781
2018-11-14,9.756144523620605
2018-11-15,9.756144523620605
2018-11-16,9.805919647216797
2018-11-19,9.706367492675781
2018-11-20,9.766098976135254
2018-11-21,9.706367492675781
2018-11-23,9.786008834838867
2018-11-26,9.706367492675781
2018-11-27,10.014979362487793
2018-11-28,9.766098976135254
2018-11-29,9.82582950592041
2018-11-30,9.805919647216797
2018-12-03,9.776054382324219
2018-12-04,9.776054382324219
2018-12-06,9.805919647216797
2018-12-07,9.73623275756836
2018-12-10,9.835785865783691
2018-12-11,9.805919647216797
2018-12-12,9.82582950592041
2018-12-13,9.756144523620605
2018-12-14,9.67650032043457
2018-12-17,9.706367492675781
2018-12-18,9.706367492675781
2018-12-19,9.776054382324219
2018-12-20,9.756144523620605
2018-12-21,9.756144523620605
2018-12-24,9.756144523620605
2018-12-26,9.756144523620605
2018-12-27,9.686455726623535
2018-12-28,9.686455726623535
2018-12-31,9.756144523620605
2019-01-02,9.706367492675781
2019-01-03,9.706367492675781
2019-01-04,9.73623275756836
2019-01-07,9.766098976135254
2019-01-08,9.756144523620605
2019-01-09,9.776054382324219
2019-01-10,9.726277351379395
2019-01-11,9.795965194702148
2019-01-14,9.786008834838867
2019-01-15,9.805919647216797
2019-01-16,9.766098976135254
2019-01-17,9.805919647216797
2019-01-18,9.805919647216797
2019-01-22,9.786008834838867
2019-01-23,9.835785865783691
2019-01-24,9.82582950592041
2019-01-25,9.815875053405762
2019-01-28,9.82582950592041
2019-01-29,9.815875053405762
2019-01-30,9.845741271972656
2019-01-31,9.82582950592041
2019-02-01,9.905472755432129
2019-02-04,9.786008834838867
2019-02-05,9.815875053405762
2019-02-06,9.905472755432129
2019-02-07,9.905472755432129
2019-02-08,9.905472755432129
2019-02-11,9.895519256591797
2019-02-12,9.93533706665039
2019-02-13,9.8855619430542
2019-02-14,9.8855619430542
2019-02-15,9.845741271972656
2019-02-19,9.845741271972656
2019-02-20,9.815875053405762
2019-02-21,9.905472755432129
2019-02-22,9.855697631835938
2019-02-25,9.855697631835938
2019-02-26,9.905472755432129
2019-02-27,9.8855619430542
2019-02-28,9.8855619430542
2019-03-01,9.895519256591797
2019-03-04,9.905472755432129
2019-03-05,9.95524787902832
2019-03-06,9.985113143920898
2019-03-07,9.925383567810059
2019-03-08,9.925383567810059
2019-03-11,9.915427207946777
2019-03-12,9.8855619430542
2019-03-13,9.905472755432129
2019-03-14,9.905472755432129
2019-03-15,9.93533706665039
2019-03-18,9.945293426513672
2019-03-19,9.93533706665039
2019-03-20,9.925383567810059
2019-03-21,9.895519256591797
2019-03-22,9.905472755432129
2019-03-25,9.925383567810059
2019-03-26,9.965205192565918
2019-03-27,9.945293426513672
2019-03-28,9.95325756072998
2019-03-29,9.97515869140625
2019-04-01,9.945293426513672
2019-04-02,9.95524787902832
2019-04-03,9.97515869140625
2019-04-04,9.925383567810059
2019-04-05,9.965205192565918
2019-04-08,9.985113143920898
2019-04-09,9.95524787902832
2019-04-10,9.95524787902832
2019-04-11,9.945293426513672
2019-04-12,9.95524787902832
2019-04-15,10.024934768676758
2019-04-16,10.024934768676758
2019-04-17,10.005024909973145
2019-04-18,10.005024909973145
2019-04-22,9.965205192565918
2019-04-23,10.014979362487793
2019-04-24,10.054801940917969
2019-04-25,10.034889221191406
2019-04-26,10.074710845947266
2019-04-29,10.054801940917969
2019-04-30,10.074710845947266
2019-05-01,10.074710845947266
2019-05-02,10.054801940917969
2019-05-03,10.054801940917969
2019-05-06,10.054801940917969
2019-05-07,10.04484748840332
2019-05-08,10.064756393432617
2019-05-09,10.014979362487793
2019-05-10,10.034889221191406
2019-05-13,10.014979362487793
2019-05-14,10.034889221191406
2019-05-15,10.054801940917969
2019-05-16,10.054801940917969
2019-05-17,10.054801940917969
2019-05-20,10.04484748840332
2019-05-21,10.04484748840332
2019-05-22,10.04484748840332
2019-05-23,10.014979362487793
2019-05-24,10.024934768676758
2019-05-28,10.024934768676758
2019-05-29,10.034889221191406
2019-05-30,10.034889221191406
2019-05-31,10.034889221191406
2019-06-03,10.054801940917969
2019-06-04,10.054801940917969
2019-06-05,10.054801940917969
2019-06-06,10.04484748840332
2019-06-07,10.054801940917969
2019-06-10,10.04484748840332
2019-06-11,10.041857719421387
2019-06-12,10.054801940917969
2019-06-13,10.04484748840332
2019-06-14,10.054801940917969
2019-06-17,10.054801940917969
2019-06-18,10.054801940917969
2019-06-19,10.064756393432617
2019-06-20,10.064756393432617
2019-06-21,10.144397735595703
2019-06-24,10.10457706451416
2019-06-25,10.084667205810547
2019-06-26,10.094621658325195
2019-06-27,10.074710845947266
2019-06-28,10.094621658325195
2019-07-01,10.064756393432617
2019-07-02,10.094621658325195
2019-07-03,10.094621658325195
2019-07-05,10.084667205810547
2019-07-08,10.114533424377441
2019-07-09,10.119507789611816
2019-07-10,10.154354095458984
2019-07-11,10.12448787689209
2019-07-12,10.134444236755371
2019-07-15,10.144397735595703
2019-07-16,10.144397735595703
2019-07-17,10.10457706451416
2019-07-18,10.114533424377441
2019-07-19,10.134444236755371
2019-07-22,10.154354095458984
2019-07-23,10.154354095458984
2019-07-24,10.164307594299316
2019-07-25,10.134444236755371
2019-07-26,10.18421745300293
2019-07-29,10.174263954162598
2019-07-30,10.204130172729492
2019-07-31,10.144397735595703
2019-08-01,10.154354095458984
2019-08-02,10.204130172729492
2019-08-05,10.134444236755371
2019-08-06,10.174263954162598
2019-08-07,10.134444236755371
2019-08-08,10.134444236755371
2019-08-09,10.144397735595703
2019-08-12,10.144397735595703
2019-08-13,10.18421745300293
2019-08-14,10.204130172729492
2019-08-15,10.194175720214844
2019-08-16,10.194175720214844
2019-08-19,10.199151992797852
2019-08-20,10.074710845947266
2019-08-21,10.204130172729492
2019-08-22,10.204130172729492
2019-08-23,10.149375915527344
2019-08-26,10.174263954162598
2019-08-27,10.154354095458984
2019-08-28,10.144397735595703
2019-08-29,10.12448787689209
2019-08-30,10.204130172729492
2019-09-03,10.18421745300293
2019-09-04,10.187206268310547
2019-09-05,10.18421745300293
2019-09-06,10.144397735595703
2019-09-09,10.144397735595703
2019-09-10,10.144397735595703
2019-09-11,10.154354095458984
2019-09-12,10.154354095458984
2019-09-13,10.194175720214844
2019-09-16,10.174263954162598
2019-09-17,10.174263954162598
2019-09-18,10.174263954162598
2019-09-19,10.174263954162598
2019-09-20,10.23399543762207
2019-09-23,10.204130172729492
2019-09-24,10.18421745300293
2019-09-25,10.194175720214844
2019-09-26,10.224040985107422
2019-09-27,10.224040985107422
2019-09-30,10.154354095458984
2019-10-01,10.18421745300293
2019-10-02,10.174263954162598
2019-10-03,10.18421745300293
2019-10-04,10.224040985107422
2019-10-07,10.204130172729492
2019-10-08,10.18421745300293
2019-10-09,10.18421745300293
2019-10-10,10.194175720214844
2019-10-11,10.18421745300293
2019-10-14,10.18421745300293
2019-10-15,10.174263954162598
2019-10-16,10.194175720214844
2019-10-17,10.174263954162598
2019-10-18,10.174263954162598
2019-10-21,10.194175720214844
2019-10-22,10.194175720214844
2019-10-23,10.224040985107422
2019-10-24,10.224040985107422
2019-10-25,10.224040985107422
2019-10-28,10.224040985107422
2019-10-29,10.224040985107422
2019-10-30,10.23399543762207
2019-10-31,10.224040985107422
2019-11-01,10.224040985107422
2019-11-04,10.224040985107422
2019-11-05,10.194175720214844
2019-11-06,10.224040985107422
2019-11-07,10.224040985107422
2019-11-08,10.194175720214844
2019-11-11,10.194175720214844
2019-11-12,10.209107398986816
2019-11-13,10.194175720214844
2019-11-14,10.194175720214844
2019-11-15,10.23399543762207
2019-11-18,10.194175720214844
2019-11-19,10.194175720214844
2019-11-20,10.194175720214844
2019-11-21,10.204130172729492
2019-11-22,10.204130172729492
2019-11-25,10.18421745300293
2019-11-26,10.18421745300293
2019-11-27,10.18421745300293
2019-11-29,10.18421745300293
2019-12-02,10.303683280944824
2019-12-03,10.333545684814453
2019-12-04,10.333545684814453
2019-12-05,10.328569412231445
2019-12-06,10.343504905700684
2019-12-09,10.403233528137207
2019-12-10,10.57247257232666
2019-12-11,10.990593910217285
2019-12-12,11.020461082458496
2019-12-13,10.891040802001953
2019-12-16,10.851222038269043
2019-12-17,10.841266632080078
2019-12-18,10.801445960998535
2019-12-19,10.811399459838867
2019-12-20,10.930862426757812
2019-12-23,10.900997161865234
2019-12-24,10.851222038269043
2019-12-26,10.871132850646973
2019-12-27,10.891040802001953
2019-12-30,10.871132850646973
2019-12-31,10.980637550354004
2020-01-02,11.169790267944336
2020-01-03,11.18970012664795
2020-01-06,11.269341468811035
2020-01-07,11.358939170837402
2020-01-08,11.398759841918945
2020-01-09,11.697418212890625
2020-01-10,11.617774963378906
2020-01-13,11.617774963378906
2020-01-14,11.647640228271484
2020-01-15,11.65759563446045
2020-01-16,11.617774963378906
2020-01-17,11.348982810974121
2020-01-21,11.448535919189453
2020-01-22,11.538131713867188
2020-01-23,11.647640228271484
2020-01-24,11.85669994354248
2020-01-27,12.105581283569336
2020-01-28,12.45401668548584
2020-01-29,12.573478698730469
2020-01-30,12.434104919433594
2020-01-31,12.344508171081543
2020-02-03,12.324597358703613
2020-02-04,12.633210182189941
2020-02-05,12.73276138305664
2020-02-06,12.802449226379395
2020-02-07,12.822359085083008
2020-02-10,12.94182300567627
2020-02-11,12.692939758300781
2020-02-12,12.444059371948242
2020-02-13,12.613299369812012
2020-02-14,12.94182300567627
