Date,USB
2010-01-04,14.39104175567627
2010-01-05,14.755854606628418
2010-01-06,14.913097381591797
2010-01-07,15.202428817749023
2010-01-08,15.227584838867188
2010-01-11,15.296780586242676
2010-01-12,15.290483474731445
2010-01-13,15.542069435119629
2010-01-14,15.93204116821289
2010-01-15,15.485469818115234
2010-01-19,15.403701782226562
2010-01-20,15.73076343536377
2010-01-21,15.812532424926758
2010-01-22,15.516918182373047
2010-01-25,15.604979515075684
2010-01-26,15.290483474731445
2010-01-27,15.79996109008789
2010-01-28,15.718193054199219
2010-01-29,15.774801254272461
2010-02-01,15.837693214416504
2010-02-02,15.642708778381348
2010-02-03,15.384835243225098
2010-02-04,14.875361442565918
2010-02-05,15.076637268066406
2010-02-08,14.77471923828125
2010-02-09,14.77471923828125
2010-02-10,14.850196838378906
2010-02-11,14.77471923828125
2010-02-12,14.63005542755127
2010-02-16,15.007447242736816
2010-02-17,14.925681114196777
2010-02-18,15.038894653320312
2010-02-19,15.183554649353027
2010-02-22,15.441437721252441
2010-02-23,15.2653226852417
2010-02-24,15.586104393005371
2010-02-25,15.284186363220215
2010-02-26,15.479178428649902
2010-03-01,15.416280746459961
2010-03-02,15.560940742492676
2010-03-03,15.504335403442383
2010-03-04,15.560940742492676
2010-03-05,15.850279808044434
2010-03-08,15.718193054199219
2010-03-09,15.516918182373047
2010-03-10,15.699324607849121
2010-03-11,16.02010154724121
2010-03-12,16.145891189575195
2010-03-15,16.29056167602539
2010-03-16,16.42893409729004
2010-03-17,16.48554229736328
2010-03-18,16.3471736907959
2010-03-19,16.4415225982666
2010-03-22,16.491832733154297
2010-03-23,16.510700225830078
2010-03-24,16.472959518432617
2010-03-25,16.460378646850586
2010-03-26,16.38491439819336
2010-03-29,16.35970687866211
2010-03-30,16.296680450439453
2010-03-31,16.309284210205078
2010-04-01,16.536155700683594
2010-04-05,16.681100845336914
2010-04-06,17.065515518188477
2010-04-07,16.826032638549805
2010-04-08,17.097013473510742
2010-04-09,17.11592674255371
2010-04-12,17.336496353149414
2010-04-13,17.349098205566406
2010-04-14,17.802825927734375
2010-04-15,17.80913543701172
2010-04-16,17.29867935180664
2010-04-19,17.399511337280273
2010-04-20,17.77762222290039
2010-04-21,17.607471466064453
2010-04-22,17.248271942138672
2010-04-23,17.20416259765625
2010-04-26,16.93317413330078
2010-04-27,16.529850006103516
2010-04-28,16.74410629272461
2010-04-29,17.197856903076172
2010-04-30,16.870145797729492
2010-05-03,17.15373420715332
2010-05-04,16.70000457763672
2010-05-05,16.649585723876953
2010-05-06,16.05721092224121
2010-05-07,15.849241256713867
2010-05-10,16.72521209716797
2010-05-11,16.813434600830078
2010-05-12,16.939481735229492
2010-05-13,16.624380111694336
2010-05-14,16.076114654541016
2010-05-17,16.13913345336914
2010-05-18,15.351396560668945
2010-05-19,15.2190580368042
2010-05-20,14.62668228149414
2010-05-21,15.111924171447754
2010-05-24,14.866158485412598
2010-05-25,15.055212020874023
2010-05-26,14.891357421875
2010-05-27,15.395505905151367
2010-05-28,15.099318504333496
2010-06-01,14.677096366882324
2010-06-02,15.118234634399414
2010-06-03,14.85354995727539
2010-06-04,14.399812698364258
2010-06-07,14.154037475585938
2010-06-08,14.330493927001953
2010-06-09,14.223363876342773
2010-06-10,14.922874450683594
2010-06-11,14.689695358276367
2010-06-14,14.380905151367188
2010-06-15,14.620382308959961
2010-06-16,14.569960594177246
2010-06-17,14.53215217590332
