Date,PLMR
2019-04-17,18.989999771118164
2019-04-18,18.5
2019-04-22,18.790000915527344
2019-04-23,19.489999771118164
2019-04-24,18.979999542236328
2019-04-25,19.110000610351562
2019-04-26,19.15999984741211
2019-04-29,19.979999542236328
2019-04-30,19.979999542236328
2019-05-01,20.0
2019-05-02,19.8799991607666
2019-05-03,19.889999389648438
2019-05-06,19.799999237060547
2019-05-07,19.389999389648438
2019-05-08,19.649999618530273
2019-05-09,19.290000915527344
2019-05-10,19.110000610351562
2019-05-13,19.329999923706055
2019-05-14,20.0
2019-05-15,20.190000534057617
2019-05-16,19.770000457763672
2019-05-17,22.299999237060547
2019-05-20,23.3799991607666
2019-05-21,23.459999084472656
2019-05-22,23.6200008392334
2019-05-23,22.729999542236328
2019-05-24,24.360000610351562
2019-05-28,23.75
2019-05-29,24.1299991607666
2019-05-30,23.700000762939453
2019-05-31,23.200000762939453
2019-06-03,23.389999389648438
2019-06-04,23.709999084472656
2019-06-05,23.739999771118164
2019-06-06,23.40999984741211
2019-06-07,22.90999984741211
2019-06-10,23.40999984741211
2019-06-11,23.209999084472656
2019-06-12,23.5
2019-06-13,24.670000076293945
2019-06-14,24.700000762939453
2019-06-17,24.799999237060547
2019-06-18,24.829999923706055
2019-06-19,23.84000015258789
2019-06-20,23.549999237060547
2019-06-21,23.350000381469727
2019-06-24,24.350000381469727
2019-06-25,23.329999923706055
2019-06-26,24.459999084472656
2019-06-27,24.829999923706055
2019-06-28,24.040000915527344
2019-07-01,23.829999923706055
2019-07-02,24.059999465942383
2019-07-03,24.190000534057617
2019-07-05,24.200000762939453
2019-07-08,24.3700008392334
2019-07-09,24.56999969482422
2019-07-10,25.15999984741211
2019-07-11,25.190000534057617
2019-07-12,25.600000381469727
2019-07-15,25.760000228881836
2019-07-16,25.420000076293945
2019-07-17,24.84000015258789
2019-07-18,25.360000610351562
2019-07-19,26.450000762939453
2019-07-22,26.389999389648438
2019-07-23,27.0
2019-07-24,27.170000076293945
2019-07-25,26.84000015258789
2019-07-26,27.079999923706055
2019-07-29,27.190000534057617
2019-07-30,28.610000610351562
2019-07-31,28.649999618530273
2019-08-01,28.829999923706055
2019-08-02,28.75
2019-08-05,28.1200008392334
2019-08-06,29.34000015258789
2019-08-07,29.420000076293945
2019-08-08,29.219999313354492
2019-08-09,29.729999542236328
2019-08-12,29.84000015258789
2019-08-13,34.33000183105469
2019-08-14,34.09000015258789
2019-08-15,35.130001068115234
2019-08-16,36.529998779296875
2019-08-19,36.86000061035156
2019-08-20,34.95000076293945
2019-08-21,35.099998474121094
2019-08-22,34.279998779296875
2019-08-23,33.83000183105469
2019-08-26,33.88999938964844
2019-08-27,33.310001373291016
2019-08-28,32.79999923706055
2019-08-29,34.560001373291016
2019-08-30,34.029998779296875
2019-09-03,33.97999954223633
2019-09-04,35.040000915527344
2019-09-05,34.91999816894531
2019-09-06,34.77000045776367
2019-09-09,35.38999938964844
2019-09-10,34.959999084472656
2019-09-11,34.77000045776367
2019-09-12,34.540000915527344
2019-09-13,35.040000915527344
2019-09-16,34.31999969482422
2019-09-17,34.29999923706055
2019-09-18,34.65999984741211
2019-09-19,35.91999816894531
2019-09-20,37.939998626708984
2019-09-23,38.0099983215332
2019-09-24,35.58000183105469
2019-09-25,36.79999923706055
2019-09-26,36.5
2019-09-27,36.540000915527344
2019-09-30,39.41999816894531
2019-10-01,38.540000915527344
2019-10-02,37.61000061035156
2019-10-03,37.709999084472656
2019-10-04,38.45000076293945
2019-10-07,38.9900016784668
2019-10-08,38.02000045776367
2019-10-09,38.0
2019-10-10,38.75
2019-10-11,39.40999984741211
2019-10-14,40.900001525878906
2019-10-15,40.65999984741211
2019-10-16,41.779998779296875
2019-10-17,42.15999984741211
2019-10-18,43.47999954223633
2019-10-21,45.09000015258789
2019-10-22,46.619998931884766
2019-10-23,43.0099983215332
2019-10-24,42.959999084472656
2019-10-25,44.119998931884766
2019-10-28,44.91999816894531
2019-10-29,45.439998626708984
2019-10-30,44.84000015258789
2019-10-31,45.150001525878906
2019-11-01,44.099998474121094
2019-11-04,40.81999969482422
2019-11-05,43.04999923706055
2019-11-06,44.0
2019-11-07,44.84000015258789
2019-11-08,45.119998931884766
2019-11-11,44.86000061035156
2019-11-12,44.61000061035156
2019-11-13,45.2400016784668
2019-11-14,45.54999923706055
2019-11-15,46.5
2019-11-18,47.869998931884766
2019-11-19,48.15999984741211
2019-11-20,50.31999969482422
2019-11-21,50.709999084472656
2019-11-22,48.849998474121094
2019-11-25,50.7599983215332
2019-11-26,52.189998626708984
2019-11-27,53.77000045776367
2019-11-29,54.56999969482422
2019-12-02,52.970001220703125
2019-12-03,50.25
2019-12-04,50.560001373291016
2019-12-05,50.79999923706055
2019-12-06,51.75
2019-12-09,53.029998779296875
2019-12-10,54.11000061035156
2019-12-11,54.31999969482422
2019-12-12,51.119998931884766
2019-12-13,50.7599983215332
2019-12-16,53.880001068115234
2019-12-17,53.77000045776367
2019-12-18,53.45000076293945
2019-12-19,53.4900016784668
2019-12-20,55.5099983215332
2019-12-23,52.279998779296875
2019-12-24,52.369998931884766
2019-12-26,51.97999954223633
2019-12-27,50.63999938964844
2019-12-30,48.599998474121094
2019-12-31,50.4900016784668
2020-01-02,48.43000030517578
2020-01-03,48.720001220703125
2020-01-06,51.75
2020-01-07,50.040000915527344
2020-01-08,50.79999923706055
2020-01-09,50.529998779296875
2020-01-10,48.540000915527344
2020-01-13,49.68000030517578
2020-01-14,48.41999816894531
2020-01-15,48.0
2020-01-16,48.72999954223633
2020-01-17,48.560001373291016
2020-01-21,48.720001220703125
2020-01-22,51.0099983215332
2020-01-23,51.7599983215332
2020-01-24,51.90999984741211
2020-01-27,52.310001373291016
2020-01-28,54.529998779296875
2020-01-29,52.7599983215332
2020-01-30,53.689998626708984
2020-01-31,53.45000076293945
2020-02-03,53.86000061035156
2020-02-04,54.70000076293945
2020-02-05,54.25
2020-02-06,53.61000061035156
2020-02-07,53.95000076293945
2020-02-10,58.279998779296875
2020-02-11,58.09000015258789
2020-02-12,58.060001373291016
2020-02-13,58.869998931884766
2020-02-14,57.83000183105469
2020-02-18,56.619998931884766
2020-02-19,57.619998931884766
2020-02-20,61.47999954223633
2020-02-21,60.02000045776367
2020-02-24,57.849998474121094
2020-02-25,54.619998931884766
2020-02-26,53.040000915527344
2020-02-27,51.779998779296875
2020-02-28,50.810001373291016
2020-03-02,52.63999938964844
2020-03-03,54.06999969482422
2020-03-04,55.91999816894531
2020-03-05,55.810001373291016
2020-03-06,54.36000061035156
2020-03-09,50.93000030517578
2020-03-10,51.119998931884766
2020-03-11,47.5099983215332
2020-03-12,42.5099983215332
2020-03-13,47.11000061035156
2020-03-16,41.959999084472656
2020-03-17,47.25
2020-03-18,42.61000061035156
2020-03-19,43.61000061035156
2020-03-20,47.93000030517578
2020-03-23,46.150001525878906
2020-03-24,50.9900016784668
2020-03-25,50.84000015258789
2020-03-26,56.29999923706055
2020-03-27,55.540000915527344
2020-03-30,59.2599983215332
2020-03-31,58.15999984741211
2020-04-01,54.720001220703125
2020-04-02,54.459999084472656
2020-04-03,48.9900016784668
2020-04-06,52.54999923706055
2020-04-07,50.41999816894531
2020-04-08,53.61000061035156
2020-04-09,56.63999938964844
2020-04-13,51.83000183105469
2020-04-14,56.52000045776367
2020-04-15,55.869998931884766
2020-04-16,55.2400016784668
2020-04-17,58.189998626708984
2020-04-20,63.349998474121094
2020-04-21,55.15999984741211
2020-04-22,58.974998474121094
2020-04-23,56.27000045776367
2020-04-24,56.27000045776367
2020-04-27,56.29999923706055
2020-04-28,56.33000183105469
2020-04-29,60.41999816894531
2020-04-30,58.5
2020-05-01,53.790000915527344
2020-05-04,53.869998931884766
2020-05-05,57.560001373291016
2020-05-06,56.25
2020-05-07,60.540000915527344
