Date,SW
2010-01-04,6.162635326385498
2010-01-05,6.162635326385498
2010-01-06,6.162635326385498
2010-01-07,6.162635326385498
2010-01-08,6.162635326385498
2010-01-11,6.162635326385498
2010-01-12,6.162635326385498
2010-01-13,6.162635326385498
2010-01-14,6.162635326385498
2010-01-15,6.162635326385498
2010-01-19,6.162635326385498
2010-01-20,6.162635326385498
2010-01-21,6.162635326385498
2010-01-22,6.162635326385498
2010-01-25,6.162635326385498
2010-01-26,6.162635326385498
2010-01-27,6.162635326385498
2010-01-28,6.162635326385498
2010-01-29,6.162635326385498
2010-02-01,6.365796089172363
2010-02-02,6.365796089172363
2010-02-03,6.365796089172363
2010-02-04,6.365796089172363
2010-02-05,6.365796089172363
2010-02-08,6.365796089172363
2010-02-09,6.365796089172363
2010-02-10,6.365796089172363
2010-02-11,6.365796089172363
2010-02-12,5.925609111785889
2010-02-16,5.925609111785889
2010-02-17,5.925609111785889
2010-02-18,5.925609111785889
2010-02-19,5.925609111785889
2010-02-22,5.925609111785889
2010-02-23,5.925609111785889
2010-02-24,5.925609111785889
2010-02-25,5.925609111785889
2010-02-26,5.925609111785889
2010-03-01,5.925609111785889
2010-03-02,5.925609111785889
2010-03-03,5.925609111785889
2010-03-04,5.925609111785889
2010-03-05,5.925609111785889
2010-03-08,5.925609111785889
2010-03-09,5.925609111785889
2010-03-10,5.925609111785889
2010-03-11,5.925609111785889
2010-03-12,5.925609111785889
2010-03-15,5.925609111785889
2010-03-16,5.925609111785889
2010-03-17,5.925609111785889
2010-03-18,5.925609111785889
2010-03-19,5.925609111785889
2010-03-22,5.925609111785889
2010-03-23,5.925609111785889
2010-03-24,5.925609111785889
2010-03-25,5.925609111785889
2010-03-26,5.925609111785889
2010-03-29,5.925609111785889
2010-03-30,5.417698860168457
2010-03-31,5.417698860168457
2010-04-01,5.417698860168457
2010-04-05,5.417698860168457
2010-04-06,5.417698860168457
2010-04-07,5.417698860168457
2010-04-08,5.417698860168457
2010-04-09,5.417698860168457
2010-04-12,5.417698860168457
2010-04-13,5.417698860168457
2010-04-14,5.417698860168457
2010-04-15,6.501239776611328
2010-04-16,6.501239776611328
2010-04-19,6.501239776611328
2010-04-20,6.501239776611328
2010-04-21,6.501239776611328
2010-04-22,6.2303547859191895
2010-04-23,6.2303547859191895
2010-04-26,6.2303547859191895
2010-04-27,6.2303547859191895
2010-04-28,6.2303547859191895
2010-04-29,6.2303547859191895
2010-04-30,6.2303547859191895
2010-05-03,6.2303547859191895
2010-05-04,6.2303547859191895
2010-05-05,6.2303547859191895
2010-05-06,6.2303547859191895
2010-05-07,6.2303547859191895
2010-05-10,6.2303547859191895
2010-05-11,6.2303547859191895
2010-05-12,6.2303547859191895
2010-05-13,6.2303547859191895
2010-05-14,6.2303547859191895
2010-05-17,6.2303547859191895
2010-05-18,6.2303547859191895
2010-05-19,6.2303547859191895
2010-05-20,6.2303547859191895
2010-05-21,6.2303547859191895
2010-05-24,6.2303547859191895
2010-05-25,6.2303547859191895
2010-05-26,6.2303547859191895
2010-05-27,6.2303547859191895
2010-05-28,6.2303547859191895
2010-06-01,6.2303547859191895
2010-06-02,6.2303547859191895
2010-06-03,6.2303547859191895
2010-06-04,6.2303547859191895
2010-06-07,6.2303547859191895
2010-06-08,6.2303547859191895
2010-06-09,6.2303547859191895
2010-06-10,6.2303547859191895
2010-06-11,6.2303547859191895
2010-06-14,6.2303547859191895
2010-06-15,6.2303547859191895
2010-06-16,6.2303547859191895
2010-06-17,6.2303547859191895
2010-06-18,6.2303547859191895
2010-06-21,6.2303547859191895
2010-06-22,6.2303547859191895
2010-06-23,6.2303547859191895
2010-06-24,6.2303547859191895
2010-06-25,6.2303547859191895
2010-06-28,6.2303547859191895
2010-06-29,6.2303547859191895
2010-06-30,6.2303547859191895
2010-07-01,6.2303547859191895
2010-07-02,6.2303547859191895
2010-07-06,6.2303547859191895
2010-07-07,6.2303547859191895
2010-07-08,6.2303547859191895
2010-07-09,6.2303547859191895
2010-07-12,6.2303547859191895
