Date,GSHD
2018-04-27,14.30648136138916
2018-04-30,13.443551063537598
2018-05-01,13.634305000305176
2018-05-02,13.579802513122559
2018-05-03,13.970393180847168
2018-05-04,13.94314193725586
2018-05-07,14.379148483276367
2018-05-08,15.123994827270508
2018-05-09,15.287496566772461
2018-05-10,15.378331184387207
2018-05-11,15.287496566772461
2018-05-14,15.051325798034668
2018-05-15,14.960492134094238
2018-05-16,14.760655403137207
2018-05-17,14.170228958129883
2018-05-18,14.715238571166992
2018-05-21,14.715238571166992
2018-05-22,14.61531925201416
2018-05-23,14.942325592041016
2018-05-24,14.969575881958008
2018-05-25,14.905991554260254
2018-05-29,14.924159049987793
2018-05-30,15.024076461791992
2018-05-31,14.669820785522461
2018-06-01,14.742486953735352
2018-06-04,14.715238571166992
2018-06-05,15.805254936218262
2018-06-06,15.541834831237793
2018-06-07,17.022441864013672
2018-06-08,17.712785720825195
2018-06-11,19.202476501464844
2018-06-12,20.74666976928711
2018-06-13,20.228912353515625
2018-06-14,21.873022079467773
2018-06-15,21.591432571411133
2018-06-18,23.099292755126953
2018-06-19,24.652565002441406
2018-06-20,24.162057876586914
2018-06-21,23.689716339111328
2018-06-22,23.816883087158203
2018-06-25,24.452728271484375
2018-06-26,25.615413665771484
2018-06-27,24.07122230529785
2018-06-28,23.662464141845703
2018-06-29,22.672365188598633
2018-07-02,21.58234977722168
2018-07-03,21.745853424072266
2018-07-05,22.39986228942871
2018-07-06,22.68144989013672
2018-07-09,24.171140670776367
2018-07-10,22.66328239440918
2018-07-11,22.699615478515625
2018-07-12,24.252893447875977
2018-07-13,23.671550750732422
2018-07-16,23.47171401977539
2018-07-17,25.65174674987793
2018-07-18,25.17032241821289
2018-07-19,26.41476058959961
2018-07-20,24.452728271484375
2018-07-23,24.134807586669922
2018-07-24,23.989471435546875
2018-07-25,25.31566047668457
2018-07-26,25.088573455810547
2018-07-27,24.398231506347656
2018-07-30,24.271059036254883
2018-07-31,24.6798152923584
2018-08-01,24.643482208251953
2018-08-02,25.224824905395508
2018-08-03,25.1430721282959
2018-08-06,24.85240364074707
2018-08-07,24.806983947753906
2018-08-08,24.053054809570312
2018-08-09,23.62613296508789
2018-08-10,24.752485275268555
2018-08-13,24.007640838623047
2018-08-14,23.835052490234375
2018-08-15,24.6798152923584
2018-08-16,24.389142990112305
2018-08-17,24.171140670776367
2018-08-20,24.61623191833496
2018-08-21,24.61623191833496
2018-08-22,24.234725952148438
2018-08-23,24.252893447875977
2018-08-24,24.034887313842773
2018-08-27,24.15297508239746
2018-08-28,24.797901153564453
2018-08-29,27.17777442932129
2018-08-30,26.178590774536133
2018-08-31,28.176956176757812
2018-09-04,30.6567440032959
2018-09-05,29.194305419921875
2018-09-06,27.53203010559082
2018-09-07,28.67654800415039
2018-09-10,30.520490646362305
2018-09-11,32.11919021606445
2018-09-12,32.19185256958008
2018-09-13,32.537025451660156
2018-09-14,33.091121673583984
2018-09-17,32.40985870361328
2018-09-18,32.33719253540039
2018-09-19,32.01927185058594
2018-09-20,31.801259994506836
2018-09-21,32.24635696411133
2018-09-24,30.73849868774414
2018-09-25,29.18522071838379
2018-09-26,27.94986915588379
2018-09-27,30.048152923583984
2018-09-28,30.765748977661133
2018-10-01,28.994470596313477
2018-10-02,28.086122512817383
2018-10-03,25.987836837768555
2018-10-04,26.287593841552734
2018-10-05,26.832599639892578
2018-10-08,26.423843383789062
2018-10-09,26.32392692565918
2018-10-10,25.915170669555664
2018-10-11,25.71533203125
2018-10-12,25.01590347290039
2018-10-15,23.93497085571289
2018-10-16,23.989471435546875
2018-10-17,25.706249237060547
2018-10-18,25.57908058166504
2018-10-19,26.015085220336914
2018-10-22,26.051420211791992
2018-10-23,26.687265396118164
2018-10-24,27.77728271484375
2018-10-25,30.184404373168945
2018-10-26,28.24053955078125
2018-10-29,28.9581356048584
2018-10-30,32.01927185058594
2018-10-31,31.138172149658203
2018-11-01,32.16460418701172
2018-11-02,32.85494613647461
2018-11-05,32.700531005859375
2018-11-06,29.026262283325195
2018-11-07,28.803714752197266
2018-11-08,26.478343963623047
2018-11-09,25.724416732788086
2018-11-12,24.5253963470459
2018-11-13,23.562549591064453
2018-11-14,22.57244873046875
2018-11-15,20.319746017456055
2018-11-16,19.947322845458984
2018-11-19,21.50059700012207
2018-11-20,22.09102439880371
2018-11-21,21.82760238647461
2018-11-23,22.145523071289062
2018-11-26,22.636032104492188
2018-11-27,21.754934310913086
2018-11-28,22.981204986572266
2018-11-29,24.107555389404297
2018-11-30,23.090206146240234
2018-12-03,23.998554229736328
2018-12-04,23.11745834350586
2018-12-06,24.08938980102539
2018-12-07,24.062137603759766
2018-12-10,24.470897674560547
