Date,SRPT
2010-01-04,9.479999542236328
2010-01-05,9.300000190734863
2010-01-06,9.0
2010-01-07,9.119999885559082
2010-01-08,9.300000190734863
2010-01-11,9.300000190734863
2010-01-12,9.0
2010-01-13,9.420000076293945
2010-01-14,9.479999542236328
2010-01-15,9.539999961853027
2010-01-19,9.899999618530273
2010-01-20,10.739999771118164
2010-01-21,10.020000457763672
2010-01-22,9.65999984741211
2010-01-25,9.300000190734863
2010-01-26,9.239999771118164
2010-01-27,9.119999885559082
2010-01-28,8.760000228881836
2010-01-29,8.760000228881836
2010-02-01,8.699999809265137
2010-02-02,8.640000343322754
2010-02-03,8.880000114440918
2010-02-04,8.520000457763672
2010-02-05,8.520000457763672
2010-02-08,8.9399995803833
2010-02-09,8.699999809265137
2010-02-10,8.100000381469727
2010-02-11,8.34000015258789
2010-02-12,8.760000228881836
2010-02-16,8.760000228881836
2010-02-17,8.880000114440918
2010-02-18,8.640000343322754
2010-02-19,8.640000343322754
2010-02-22,8.520000457763672
2010-02-23,8.640000343322754
2010-02-24,8.699999809265137
2010-02-25,8.579999923706055
2010-02-26,8.640000343322754
2010-03-01,9.0
2010-03-02,8.579999923706055
2010-03-03,8.579999923706055
2010-03-04,7.739999771118164
2010-03-05,8.15999984741211
2010-03-08,8.039999961853027
2010-03-09,7.800000190734863
2010-03-10,7.920000076293945
2010-03-11,7.920000076293945
2010-03-12,7.860000133514404
2010-03-15,7.260000228881836
2010-03-16,7.800000190734863
2010-03-17,7.559999942779541
2010-03-18,7.739999771118164
2010-03-19,7.739999771118164
2010-03-22,7.739999771118164
2010-03-23,7.980000019073486
2010-03-24,8.039999961853027
2010-03-25,7.440000057220459
2010-03-26,7.739999771118164
2010-03-29,7.619999885559082
2010-03-30,7.079999923706055
2010-03-31,7.079999923706055
2010-04-01,6.900000095367432
2010-04-05,7.199999809265137
2010-04-06,7.019999980926514
2010-04-07,6.900000095367432
2010-04-08,7.079999923706055
2010-04-09,7.199999809265137
2010-04-12,7.380000114440918
2010-04-13,7.380000114440918
2010-04-14,7.320000171661377
2010-04-15,7.380000114440918
2010-04-16,7.320000171661377
2010-04-19,7.199999809265137
2010-04-20,7.440000057220459
2010-04-21,7.320000171661377
2010-04-22,7.619999885559082
2010-04-23,8.279999732971191
2010-04-26,8.100000381469727
2010-04-27,7.800000190734863
2010-04-28,7.619999885559082
2010-04-29,7.860000133514404
2010-04-30,7.920000076293945
2010-05-03,7.800000190734863
2010-05-04,7.440000057220459
2010-05-05,7.800000190734863
2010-05-06,7.260000228881836
2010-05-07,6.900000095367432
2010-05-10,7.5
2010-05-11,7.679999828338623
2010-05-12,7.980000019073486
2010-05-13,8.34000015258789
2010-05-14,8.34000015258789
2010-05-17,8.460000038146973
2010-05-18,8.579999923706055
2010-05-19,8.460000038146973
2010-05-20,7.860000133514404
2010-05-21,8.039999961853027
2010-05-24,8.34000015258789
2010-05-25,8.399999618530273
2010-05-26,8.220000267028809
2010-05-27,8.579999923706055
2010-05-28,8.579999923706055
2010-06-01,8.34000015258789
2010-06-02,9.180000305175781
2010-06-03,8.819999694824219
2010-06-04,8.34000015258789
2010-06-07,8.220000267028809
2010-06-08,7.800000190734863
2010-06-09,7.980000019073486
2010-06-10,8.699999809265137
2010-06-11,8.699999809265137
2010-06-14,9.65999984741211
2010-06-15,9.65999984741211
2010-06-16,10.199999809265137
2010-06-17,10.260000228881836
2010-06-18,10.739999771118164
2010-06-21,10.739999771118164
2010-06-22,10.020000457763672
2010-06-23,9.960000038146973
2010-06-24,10.079999923706055
2010-06-25,10.199999809265137
2010-06-28,10.020000457763672
2010-06-29,9.359999656677246
2010-06-30,9.65999984741211
2010-07-01,9.420000076293945
2010-07-02,9.239999771118164
2010-07-06,8.699999809265137
2010-07-07,8.819999694824219
2010-07-08,9.420000076293945
2010-07-09,9.84000015258789
2010-07-12,9.359999656677246
2010-07-13,9.65999984741211
2010-07-14,9.960000038146973
2010-07-15,9.779999732971191
2010-07-16,10.859999656677246
2010-07-19,11.640000343322754
2010-07-20,11.039999961853027
2010-07-21,10.859999656677246
2010-07-22,10.739999771118164
2010-07-23,10.800000190734863
2010-07-26,11.460000038146973
2010-07-27,11.100000381469727
2010-07-28,11.399999618530273
2010-07-29,11.279999732971191
2010-07-30,11.699999809265137
2010-08-02,11.880000114440918
2010-08-03,11.579999923706055
2010-08-04,11.880000114440918
2010-08-05,11.699999809265137
2010-08-06,11.819999694824219
2010-08-09,11.9399995803833
2010-08-10,12.180000305175781
2010-08-11,11.9399995803833
2010-08-12,11.880000114440918
2010-08-13,11.460000038146973
2010-08-16,12.0
2010-08-17,12.420000076293945
2010-08-18,12.119999885559082
2010-08-19,12.0600004196167
2010-08-20,12.239999771118164
2010-08-23,12.180000305175781
2010-08-24,12.479999542236328
2010-08-25,13.079999923706055
2010-08-26,12.300000190734863
2010-08-27,12.65999984741211
2010-08-30,12.600000381469727
2010-08-31,12.539999961853027
2010-09-01,12.899999618530273
2010-09-02,12.84000015258789
2010-09-03,13.079999923706055
2010-09-07,12.65999984741211
2010-09-08,12.899999618530273
2010-09-09,12.720000267028809
2010-09-10,12.600000381469727
2010-09-13,12.65999984741211
2010-09-14,11.9399995803833
2010-09-15,12.0600004196167
2010-09-16,11.699999809265137
2010-09-17,11.699999809265137
2010-09-20,11.880000114440918
2010-09-21,11.279999732971191
2010-09-22,11.34000015258789
2010-09-23,11.699999809265137
2010-09-24,11.640000343322754
2010-09-27,11.279999732971191
2010-09-28,11.100000381469727
2010-09-29,10.920000076293945
2010-09-30,10.979999542236328
2010-10-01,10.739999771118164
2010-10-04,10.380000114440918
2010-10-05,10.5600004196167
2010-10-06,11.039999961853027
2010-10-07,10.680000305175781
2010-10-08,11.039999961853027
2010-10-11,11.100000381469727
2010-10-12,11.100000381469727
2010-10-13,11.279999732971191
2010-10-14,11.460000038146973
2010-10-15,11.460000038146973
2010-10-18,12.420000076293945
2010-10-19,12.0
2010-10-20,12.119999885559082
2010-10-21,12.420000076293945
2010-10-22,12.720000267028809
2010-10-25,12.65999984741211
2010-10-26,12.84000015258789
2010-10-27,12.779999732971191
2010-10-28,12.479999542236328
2010-10-29,12.720000267028809
2010-11-01,11.760000228881836
2010-11-02,11.699999809265137
2010-11-03,11.9399995803833
2010-11-04,12.180000305175781
2010-11-05,12.119999885559082
2010-11-08,11.640000343322754
2010-11-09,11.220000267028809
2010-11-10,11.279999732971191
2010-11-11,11.220000267028809
2010-11-12,10.979999542236328
2010-11-15,11.100000381469727
2010-11-16,10.5600004196167
2010-11-17,10.979999542236328
2010-11-18,11.34000015258789
2010-11-19,11.15999984741211
2010-11-22,11.279999732971191
2010-11-23,10.979999542236328
2010-11-24,10.920000076293945
2010-11-26,10.680000305175781
2010-11-29,10.859999656677246
2010-11-30,11.039999961853027
2010-12-01,11.039999961853027
2010-12-02,10.859999656677246
2010-12-03,10.859999656677246
2010-12-06,10.800000190734863
2010-12-07,11.039999961853027
2010-12-08,11.220000267028809
2010-12-09,11.100000381469727
2010-12-10,11.100000381469727
2010-12-13,10.979999542236328
2010-12-14,11.520000457763672
2010-12-15,11.760000228881836
2010-12-16,11.880000114440918
2010-12-17,12.119999885559082
