Date,ANDE
2010-01-04,13.345396041870117
2010-01-05,13.294807434082031
2010-01-06,13.244216918945312
2010-01-07,13.148102760314941
2010-01-08,12.879972457885742
2010-01-11,12.971038818359375
2010-01-12,12.637150764465332
2010-01-13,13.203746795654297
2010-01-14,13.411160469055176
2010-01-15,13.43646240234375
2010-01-19,13.613517761230469
2010-01-20,13.375747680664062
2010-01-21,13.90693473815918
2010-01-22,13.911992073059082
2010-01-25,13.745052337646484
2010-01-26,13.684345245361328
2010-01-27,13.765288352966309
2010-01-28,13.98788070678711
2010-01-29,13.648932456970215
2010-02-01,14.12446403503418
2010-02-02,14.412825584411621
2010-02-03,14.412825584411621
2010-02-04,13.932231903076172
2010-02-05,13.92211627960205
2010-02-08,14.63036060333252
2010-02-09,14.549417495727539
2010-02-10,15.1058988571167
2010-02-11,15.662376403808594
2010-02-12,15.991211891174316
2010-02-16,16.15814971923828
2010-02-17,16.54768180847168
2010-02-18,15.859672546386719
2010-02-19,16.051902770996094
2010-02-22,16.15814971923828
2010-02-23,16.102502822875977
2010-02-24,16.249210357666016
2010-02-25,16.36556053161621
2010-02-26,16.34027099609375
2010-03-01,16.567920684814453
2010-03-02,16.785446166992188
2010-03-03,16.370620727539062
2010-03-04,16.492034912109375
2010-03-05,16.947341918945312
2010-03-08,17.190174102783203
2010-03-09,17.073810577392578
2010-03-10,16.942285537719727
2010-03-11,16.99287223815918
2010-03-12,17.336875915527344
2010-03-15,17.23569679260254
2010-03-16,17.64040756225586
2010-03-17,17.802289962768555
2010-03-18,16.99287223815918
2010-03-19,16.714622497558594
2010-03-22,16.583097457885742
2010-03-23,16.466737747192383
2010-03-24,16.67921257019043
2010-03-25,16.633686065673828
2010-03-26,16.572980880737305
2010-03-29,16.932165145874023
2010-03-30,17.10970115661621
2010-03-31,16.98288917541504
2010-04-01,16.840845108032227
2010-04-05,17.256799697875977
2010-04-06,17.094478607177734
2010-04-07,16.886503219604492
2010-04-08,16.632884979248047
2010-04-09,16.749547958374023
2010-04-12,17.0031795501709
2010-04-13,17.155353546142578
2010-04-14,17.246662139892578
2010-04-15,17.581453323364258
2010-04-16,17.662607192993164
2010-04-19,17.064050674438477
2010-04-20,17.10970115661621
2010-04-21,17.11984634399414
2010-04-22,17.327823638916016
2010-04-23,17.75391387939453
2010-04-26,17.997394561767578
2010-04-27,18.01260757446289
2010-04-28,18.205371856689453
2010-04-29,18.859725952148438
2010-04-30,18.332189559936523
2010-05-03,18.76842498779297
2010-05-04,18.575666427612305
2010-05-05,18.357547760009766
2010-05-06,17.916234970092773
2010-05-07,17.256799697875977
2010-05-10,17.4140567779541
2010-05-11,17.98725700378418
2010-05-12,18.01260757446289
2010-05-13,18.144502639770508
2010-05-14,17.748844146728516
2010-05-17,17.840150833129883
2010-05-18,17.581453323364258
2010-05-19,17.129989624023438
2010-05-20,16.1611328125
2010-05-21,16.343748092651367
2010-05-24,16.054609298706055
2010-05-25,16.12562370300293
2010-05-26,16.1154842376709
2010-05-27,17.16550064086914
2010-05-28,16.602441787719727
2010-06-01,16.83578109741211
2010-06-02,16.815492630004883
2010-06-03,17.074199676513672
2010-06-04,16.242300033569336
2010-06-07,15.709673881530762
2010-06-08,15.298794746398926
2010-06-09,15.450972557067871
2010-06-10,15.587931632995605
2010-06-11,15.978525161743164
2010-06-14,16.65317153930664
2010-06-15,17.190860748291016
2010-06-16,17.124919891357422
2010-06-17,16.866220474243164
2010-06-18,17.32274627685547
2010-06-21,17.368406295776367
2010-06-22,17.37854766845703
2010-06-23,17.75391387939453
2010-06-24,17.576377868652344
2010-06-25,18.007539749145508
2010-06-28,17.708255767822266
2010-06-29,16.716562271118164
2010-06-30,16.57416534423828
2010-07-01,16.54364585876465
2010-07-02,16.396162033081055
2010-07-06,16.10627555847168
2010-07-07,16.487709045410156
2010-07-08,16.67588233947754
2010-07-09,17.20986557006836
2010-07-12,16.803010940551758
2010-07-13,17.316667556762695
2010-07-14,17.09798240661621
