Date,SCCO
2010-01-04,21.028459548950195
2010-01-05,21.236120223999023
2010-01-06,21.926279067993164
2010-01-07,21.7186222076416
2010-01-08,22.146146774291992
2010-01-11,22.17057991027832
2010-01-12,21.242231369018555
2010-01-13,21.07732391357422
2010-01-14,20.76583480834961
2010-01-15,20.295551300048828
2010-01-19,20.570388793945312
2010-01-20,19.764190673828125
2010-01-21,18.670923233032227
2010-01-22,18.115140914916992
2010-01-25,18.35944366455078
2010-01-26,17.815866470336914
2010-01-27,17.724254608154297
2010-01-28,16.869182586669922
2010-01-29,16.26453399658203
2010-02-01,17.43719482421875
2010-02-02,17.95634651184082
2010-02-03,17.089059829711914
2010-02-04,16.35614776611328
2010-02-05,16.973011016845703
2010-02-08,16.70427894592285
2010-02-09,17.235641479492188
2010-02-10,17.113492965698242
2010-02-11,18.060165405273438
2010-02-12,18.273942947387695
2010-02-16,19.165647506713867
2010-02-17,18.499916076660156
2010-02-18,18.81140899658203
2010-02-19,18.939661026000977
2010-02-22,18.622066497802734
2010-02-23,17.974666595458984
2010-02-24,17.74257469177246
2010-02-25,17.608205795288086
2010-02-26,17.931909561157227
2010-03-01,18.371652603149414
2010-03-02,18.38998031616211
2010-03-03,18.438833236694336
2010-03-04,18.622066497802734
2010-03-05,19.159534454345703
2010-03-08,19.300012588500977
2010-03-09,19.214502334594727
2010-03-10,19.245044708251953
2010-03-11,19.06792640686035
2010-03-12,19.568748474121094
2010-03-15,19.116783142089844
2010-03-16,19.63593292236328
2010-03-17,19.831375122070312
2010-03-18,19.385517120361328
2010-03-19,18.780866622924805
2010-03-22,19.01906394958496
2010-03-23,19.434377670288086
2010-03-24,18.921340942382812
2010-03-25,18.634286880493164
2010-03-26,18.872480392456055
2010-03-29,19.611499786376953
2010-03-30,19.489347457885742
2010-03-31,19.34276580810547
2010-04-01,20.17340087890625
2010-04-05,20.930740356445312
2010-04-06,21.065101623535156
2010-04-07,20.78415870666504
2010-04-08,21.065101623535156
2010-04-09,21.309419631958008
2010-04-12,21.321626663208008
2010-04-13,21.39491844177246
2010-04-14,21.44378089904785
2010-04-15,20.949068069458008
2010-04-16,20.319974899291992
2010-04-19,19.92909812927246
2010-04-20,19.544313430786133
2010-04-21,19.26947784423828
2010-04-22,19.25725746154785
2010-04-23,19.214502334594727
2010-04-26,19.53209686279297
2010-04-27,18.677034378051758
2010-04-28,18.664817810058594
2010-04-29,19.04959487915039
2010-04-30,18.677034378051758
2010-05-03,18.365549087524414
2010-05-04,17.626527786254883
2010-05-05,17.699819564819336
2010-05-06,16.814218521118164
2010-05-07,16.74703025817871
2010-05-10,18.46053123474121
2010-05-11,18.131324768066406
2010-05-12,18.510215759277344
2010-05-13,18.137531280517578
2010-05-14,17.58470916748047
2010-05-17,17.069156646728516
2010-05-18,16.833118438720703
2010-05-19,16.746158599853516
2010-05-20,16.26787757873535
2010-05-21,17.29898452758789
2010-05-24,16.901445388793945
2010-05-25,17.24928855895996
2010-05-26,17.156118392944336
2010-05-27,18.485370635986328
2010-05-28,18.31145477294922
2010-06-01,17.33624839782715
2010-06-02,18.385990142822266
2010-06-03,18.025726318359375
2010-06-04,16.93871307373047
2010-06-07,16.305139541625977
2010-06-08,17.323823928833008
2010-06-09,17.553651809692383
2010-06-10,18.66550636291504
2010-06-11,18.982297897338867
2010-06-14,18.88912010192871
2010-06-15,19.491640090942383
2010-06-16,19.22454071044922
2010-06-17,18.85806655883789
2010-06-18,18.833221435546875
2010-06-21,19.26181411743164
2010-06-22,18.72762680053711
2010-06-23,18.708986282348633
2010-06-24,18.10026741027832
2010-06-25,18.379779815673828
2010-06-28,17.932554244995117
2010-06-29,16.789642333984375
2010-06-30,16.485279083251953
2010-07-01,16.479061126708984
2010-07-02,16.423154830932617
2010-07-06,16.93250274658203
2010-07-07,17.95740509033203
2010-07-08,18.32387924194336
2010-07-09,18.814584732055664
2010-07-12,18.069202423095703
2010-07-13,18.764892578125
2010-07-14,18.677934646606445
2010-07-15,18.50401496887207
2010-07-16,17.969820022583008
2010-07-19,18.18101692199707
2010-07-20,19.013351440429688
2010-07-21,19.305288314819336
2010-07-22,19.907812118530273
2010-07-23,20.038249969482422
2010-07-26,19.96371078491211
2010-07-27,19.392253875732422
2010-07-28,19.553752899169922
2010-07-29,19.37362289428711
2010-07-30,19.510272979736328
2010-08-02,20.118995666503906
2010-08-03,19.73388671875
2010-08-04,19.70282745361328
2010-08-05,19.367406845092773
2010-08-06,19.05682945251465
2010-08-09,19.26802635192871
2010-08-10,19.129718780517578
2010-08-11,18.43191909790039
2010-08-12,18.601655960083008
2010-08-13,18.406774520874023
2010-08-16,18.633087158203125
2010-08-17,19.035423278808594
2010-08-18,18.890832901000977
2010-08-19,18.51364517211914
