Date,ALSN
2012-03-15,18.683815002441406
2012-03-16,19.602035522460938
2012-03-19,19.841577529907227
2012-03-20,19.801652908325195
2012-03-21,19.362503051757812
2012-03-22,18.739702224731445
2012-03-23,18.77962875366211
2012-03-26,19.16288948059082
2012-03-27,19.16288948059082
2012-03-28,19.16288948059082
2012-03-29,19.10699462890625
2012-03-30,19.067066192626953
2012-04-02,19.633975982666016
2012-04-03,19.97730827331543
2012-04-04,19.250717163085938
2012-04-05,19.338546752929688
2012-04-09,18.635910034179688
2012-04-10,17.9652042388916
2012-04-11,17.446210861206055
2012-04-12,17.653810501098633
2012-04-13,17.84543800354004
2012-04-16,18.18877410888672
2012-04-17,18.228694915771484
2012-04-18,18.26064109802246
2012-04-19,17.589937210083008
2012-04-20,16.935197830200195
2012-04-23,17.486129760742188
2012-04-24,16.695669174194336
2012-04-25,16.6397762298584
2012-04-26,16.368297576904297
2012-04-27,17.07892417907715
2012-04-30,16.68767738342285
2012-05-01,16.847375869750977
2012-05-02,16.671716690063477
2012-05-03,16.001012802124023
2012-05-04,15.569849014282227
2012-05-07,15.513957977294922
2012-05-08,15.482016563415527
2012-05-09,15.561861038208008
2012-05-10,15.95310115814209
2012-05-11,15.969077110290527
2012-05-14,15.378217697143555
2012-05-15,15.33031177520752
2012-05-16,15.114051818847656
2012-05-17,14.553385734558105
2012-05-18,14.617456436157227
2012-05-21,14.81770133972168
2012-05-22,15.033957481384277
2012-05-23,15.05798625946045
2012-05-24,14.64949893951416
2012-05-25,14.2169828414917
2012-05-29,15.00191593170166
2012-05-30,14.937840461730957
2012-05-31,14.79366397857666
2012-06-01,14.617456436157227
2012-06-04,14.873763084411621
2012-06-05,14.961868286132812
2012-06-06,15.514535903930664
2012-06-07,15.498516082763672
2012-06-08,15.218178749084473
2012-06-11,14.6014404296875
2012-06-12,14.505324363708496
2012-06-13,14.729597091674805
2012-06-14,14.809686660766602
2012-06-15,15.074007034301758
2012-06-18,14.74560546875
2012-06-19,15.370363235473633
2012-06-20,14.945860862731934
2012-06-21,14.617456436157227
2012-06-22,14.000720977783203
2012-06-25,13.20777416229248
2012-06-26,13.295880317687988
2012-06-27,13.528156280517578
2012-06-28,13.61626148223877
2012-06-29,14.064798355102539
2012-07-02,14.08082103729248
2012-07-03,14.857742309570312
2012-07-05,14.961868286132812
2012-07-06,14.729597091674805
2012-07-09,14.737598419189453
2012-07-10,14.120864868164062
2012-07-11,13.736404418945312
2012-07-12,12.983509063720703
2012-07-13,13.095641136169434
2012-07-16,13.13569164276123
2012-07-17,13.41602611541748
2012-07-18,13.536168098449707
2012-07-19,13.520145416259766
2012-07-20,13.896601676940918
2012-07-23,14.184943199157715
2012-07-24,13.520145416259766
2012-07-25,13.57621955871582
2012-07-26,14.297074317932129
2012-07-27,14.489306449890137
2012-07-30,14.729597091674805
2012-07-31,15.065996170043945
2012-08-01,14.281059265136719
2012-08-02,13.976688385009766
2012-08-03,14.176939964294434
2012-08-06,13.920626640319824
2012-08-07,14.321107864379883
2012-08-08,14.825708389282227
2012-08-09,15.009930610656738
2012-08-10,15.234198570251465
2012-08-13,15.314542770385742
2012-08-14,15.515413284301758
2012-08-15,15.314542770385742
2012-08-16,15.427031517028809
2012-08-17,15.499348640441895
2012-08-20,15.370793342590332
2012-08-21,15.354718208312988
2012-08-22,15.595760345458984
2012-08-23,15.539522171020508
2012-08-24,15.394891738891602
2012-08-27,15.443110466003418
2012-08-28,15.22615909576416
2012-08-29,15.161881446838379
2012-08-30,14.559268951416016
2012-08-31,14.278038024902344
2012-09-04,14.069133758544922
2012-09-05,14.077169418334961
2012-09-06,14.4708833694458
2012-09-07,15.282407760620117
2012-09-10,15.587735176086426
2012-09-11,15.169916152954102
2012-09-12,15.603800773620605
2012-09-13,15.796639442443848
2012-09-14,16.39122772216797
2012-09-17,16.02161407470703
2012-09-18,15.499348640441895
2012-09-19,15.611833572387695
2012-09-20,15.603800773620605
2012-09-21,15.668082237243652
2012-09-24,15.652016639709473
2012-09-25,15.668082237243652
2012-09-26,15.692182540893555
2012-09-27,16.134105682373047
2012-09-28,16.16624641418457
2012-10-01,16.60816192626953
2012-10-02,16.270702362060547
2012-10-03,16.07785987854004
2012-10-04,15.997511863708496
2012-10-05,16.045726776123047
2012-10-08,15.676115989685059
2012-10-09,15.386862754821777
2012-10-10,14.671751976013184
2012-10-11,14.784236907958984
2012-10-12,15.001184463500977
2012-10-15,15.18598747253418
2012-10-16,15.234198570251465
2012-10-17,15.684148788452148
2012-10-18,15.668082237243652
2012-10-19,15.732357025146484
2012-10-22,15.105637550354004
2012-10-23,15.587735176086426
2012-10-24,15.676115989685059
2012-10-25,15.812715530395508
2012-10-26,15.627910614013672
2012-10-31,16.222496032714844
2012-11-01,16.576025009155273
2012-11-02,16.680484771728516
2012-11-05,16.977771759033203
2012-11-06,17.122398376464844
2012-11-07,16.945632934570312
2012-11-08,17.154544830322266
2012-11-09,17.283098220825195
2012-11-12,17.35540771484375
2012-11-13,17.33934783935547
2012-11-14,17.339351654052734
2012-11-15,16.75921630859375
2012-11-16,16.92036247253418
2012-11-19,16.79144859313965
2012-11-20,16.63029670715332
2012-11-21,16.936479568481445
2012-11-23,16.936479568481445
2012-11-26,16.718929290771484
2012-11-27,16.557785034179688
2012-11-28,16.888137817382812
