Date,LEG
2010-01-04,11.039859771728516
2010-01-05,10.921441078186035
2010-01-06,11.050626754760742
2010-01-07,11.405881881713867
2010-01-08,11.400497436523438
2010-01-11,11.352055549621582
2010-01-12,10.99141788482666
2010-01-13,11.131364822387695
2010-01-14,11.147512435913086
2010-01-15,11.298227310180664
2010-01-19,11.389731407165527
2010-01-20,11.303611755371094
2010-01-21,10.959122657775879
2010-01-22,10.776107788085938
2010-01-25,10.889144897460938
2010-01-26,10.856851577758789
2010-01-27,10.792258262634277
2010-01-28,10.66307258605957
2010-01-29,9.82876205444336
2010-02-01,10.162484169006348
2010-02-02,10.393935203552246
2010-02-03,10.307820320129395
2010-02-04,10.04406452178955
2010-02-05,9.931031227111816
2010-02-08,9.882583618164062
2010-02-09,10.04406452178955
2010-02-10,9.963323593139648
2010-02-11,10.092510223388672
2010-02-12,10.108658790588379
2010-02-16,10.437000274658203
2010-02-17,10.485444068908691
2010-02-18,10.544657707214355
2010-02-19,10.44776725769043
2010-02-22,10.474679946899414
2010-02-23,10.33473014831543
2010-02-24,10.404706001281738
2010-02-25,10.146337509155273
2010-02-26,10.200163841247559
2010-03-01,10.404706001281738
2010-03-02,10.506979942321777
2010-03-03,10.716898918151855
2010-03-04,10.910675048828125
2010-03-05,11.093687057495117
2010-03-08,11.195959091186523
2010-03-09,11.325143814086914
2010-03-10,11.599658012390137
2010-03-11,11.583312034606934
2010-03-12,11.599660873413086
2010-03-15,11.51793384552002
2010-03-16,11.648696899414062
2010-03-17,11.730423927307129
2010-03-18,11.828493118286133
2010-03-19,11.697731018066406
2010-03-22,11.735871315002441
2010-03-23,11.828493118286133
2010-03-24,11.719525337219238
2010-03-25,11.774005889892578
2010-03-26,11.774005889892578
2010-03-29,11.730423927307129
2010-03-30,11.866637229919434
2010-03-31,11.790353775024414
2010-04-01,11.817594528198242
2010-04-05,11.839385986328125
2010-04-06,11.861186981201172
2010-04-07,11.730423927307129
2010-04-08,11.812142372131348
2010-04-09,11.932011604309082
2010-04-12,11.893874168395996
2010-04-13,11.899317741394043
2010-04-14,12.06277084350586
2010-04-15,12.128151893615723
2010-04-16,12.024633407592773
2010-04-19,12.051873207092285
2010-04-20,12.335192680358887
2010-04-21,12.607616424560547
2010-04-22,12.967206001281738
2010-04-23,13.054377555847168
2010-04-26,13.130661010742188
2010-04-27,12.95631217956543
2010-04-28,13.28866195678711
2010-04-29,13.495704650878906
2010-04-30,13.364944458007812
2010-05-03,13.631916046142578
2010-05-04,13.27777099609375
2010-05-05,12.98900318145752
2010-05-06,12.514994621276855
2010-05-07,12.106359481811523
2010-05-10,12.994452476501465
2010-05-11,13.15245246887207
2010-05-12,13.41942310333252
2010-05-13,13.245075225830078
2010-05-14,13.11976146697998
2010-05-17,13.174250602722168
2010-05-18,12.983555793762207
2010-05-19,12.858240127563477
2010-05-20,12.280707359313965
2010-05-21,12.422370910644531
2010-05-24,12.231675148010254
2010-05-25,12.269813537597656
2010-05-26,12.242570877075195
2010-05-27,12.820099830627441
2010-05-28,12.683889389038086
2010-06-01,12.531338691711426
2010-06-02,12.787409782409668
2010-06-03,12.79286003112793
2010-06-04,12.188090324401855
2010-06-07,11.790353775024414
2010-06-08,11.948356628417969
2010-06-09,11.997390747070312
2010-06-10,12.5040922164917
2010-06-11,12.531643867492676
2010-06-14,12.564717292785645
2010-06-15,12.834748268127441
2010-06-16,12.724525451660156
2010-06-17,12.443474769592285
2010-06-18,12.404894828796387
2010-06-21,12.404894828796387
2010-06-22,12.112829208374023
2010-06-23,11.964030265808105
2010-06-24,11.649916648864746
2010-06-25,11.826262474060059
2010-06-28,11.793197631835938
2010-06-29,11.258645057678223
2010-06-30,11.054738998413086
2010-07-01,10.823287963867188
2010-07-02,10.75164794921875
2010-07-06,10.65245246887207
2010-07-07,11.170470237731934
2010-07-08,11.253132820129395
2010-07-09,11.374370574951172
2010-07-12,11.258645057678223
2010-07-13,11.523163795471191
2010-07-14,11.44050121307373
2010-07-15,11.385395050048828
2010-07-16,11.021679878234863
2010-07-19,11.126386642456055
2010-07-20,11.264155387878418
2010-07-21,11.319267272949219
2010-07-22,11.749109268188477
2010-07-23,11.776666641235352
2010-07-26,12.17344856262207
2010-07-27,11.798707008361816
2010-07-28,11.46254825592041
2010-07-29,11.446014404296875
2010-07-30,11.484588623046875
2010-08-02,11.688491821289062
2010-08-03,11.506629943847656
2010-08-04,11.705022811889648
2010-08-05,11.649916648864746
2010-08-06,11.611339569091797
2010-08-09,11.809728622436523
2010-08-10,11.506629943847656
2010-08-11,11.10434341430664
2010-08-12,10.966567039489746
2010-08-13,10.845332145690918
2010-08-16,10.845332145690918
2010-08-17,11.06025505065918
2010-08-18,11.131898880004883
2010-08-19,10.856354713439941
2010-08-20,10.790220260620117
2010-08-23,10.746135711669922
2010-08-24,10.509170532226562
2010-08-25,10.696539878845215
2010-08-26,10.476105690002441
2010-08-27,10.735114097595215
2010-08-30,10.53121566772461
2010-08-31,10.564279556274414
2010-09-01,11.071277618408203
2010-09-02,11.341309547424316
2010-09-03,11.594809532165527
2010-09-07,11.473567962646484
2010-09-08,11.550718307495117
