Date,VOYA
2013-05-02,18.749614715576172
2013-05-03,18.596660614013672
2013-05-06,18.983531951904297
2013-05-07,19.48736000061035
2013-05-08,19.928211212158203
2013-05-09,19.48736000061035
2013-05-10,20.351072311401367
2013-05-13,20.08115005493164
2013-05-14,20.863893508911133
2013-05-15,21.49368667602539
2013-05-16,21.57464599609375
2013-05-17,22.42036247253418
2013-05-20,23.625947952270508
2013-05-21,24.138778686523438
2013-05-22,23.365041732788086
2013-05-23,23.75191307067871
2013-05-24,23.69792366027832
2013-05-28,25.57828712463379
2013-05-29,25.335376739501953
2013-05-30,25.614276885986328
2013-05-31,25.668262481689453
2013-06-03,25.551294326782227
2013-06-04,24.993492126464844
2013-06-05,23.95883560180664
2013-06-06,24.37269401550293
2013-06-07,25.245399475097656
2013-06-10,25.560298919677734
2013-06-11,24.579627990722656
2013-06-12,23.904857635498047
2013-06-13,23.99482536315918
2013-06-14,23.455013275146484
2013-06-17,23.652944564819336
2013-06-18,23.99482536315918
2013-06-19,24.63360595703125
2013-06-20,24.291725158691406
2013-06-21,23.895862579345703
2013-06-24,23.365041732788086
2013-06-25,23.43701171875
2013-06-26,23.616952896118164
2013-06-27,24.255735397338867
2013-06-28,24.345712661743164
2013-07-01,24.849536895751953
2013-07-02,25.254398345947266
2013-07-03,25.182422637939453
2013-07-05,25.00248908996582
2013-07-08,25.27239227294922
2013-07-09,25.767223358154297
2013-07-10,25.614276885986328
2013-07-11,25.72223472595215
2013-07-12,26.109111785888672
2013-07-15,26.540964126586914
2013-07-16,26.58594512939453
2013-07-17,26.711910247802734
2013-07-18,26.85586166381836
2013-07-19,26.75688934326172
2013-07-22,26.927827835083008
2013-07-23,27.080772399902344
2013-07-24,27.350685119628906
2013-07-25,27.755558013916016
2013-07-26,28.088428497314453
2013-07-29,27.377681732177734
2013-07-30,28.034452438354492
2013-07-31,27.998462677001953
2013-08-01,28.763208389282227
2013-08-02,28.98813247680664
2013-08-05,28.961130142211914
2013-08-06,28.853174209594727
2013-08-07,28.187402725219727
2013-08-08,28.565275192260742
2013-08-09,28.565275192260742
2013-08-12,27.971471786499023
2013-08-13,27.719560623168945
2013-08-14,27.60260581970215
2013-08-15,27.15275764465332
2013-08-16,26.954818725585938
2013-08-19,27.044788360595703
2013-08-20,27.503629684448242
2013-08-21,27.170747756958008
2013-08-22,27.323694229125977
2013-08-23,27.260709762573242
2013-08-26,26.79286766052246
2013-08-27,26.307039260864258
2013-08-28,26.199045181274414
2013-08-29,26.26203727722168
2013-08-30,25.9200382232666
2013-09-03,26.03704071044922
2013-09-04,26.27104377746582
2013-09-05,26.487051010131836
2013-09-06,26.793039321899414
2013-09-09,27.099042892456055
2013-09-10,27.324045181274414
2013-09-11,27.26104164123535
2013-09-12,27.18004608154297
2013-09-13,27.045040130615234
2013-09-16,26.613037109375
2013-09-17,26.8470401763916
2013-09-18,27.06303596496582
2013-09-19,26.118043899536133
2013-09-20,26.0820369720459
2013-09-23,26.217041015625
2013-09-24,26.325048446655273
2013-09-25,26.667043685913086
2013-09-26,26.820039749145508
2013-09-27,26.838045120239258
2013-09-30,26.28904151916504
2013-10-01,26.820039749145508
2013-10-02,27.216041564941406
2013-10-03,27.270036697387695
2013-10-04,26.784042358398438
2013-10-07,26.136037826538086
2013-10-08,26.199045181274414
2013-10-09,26.26203727722168
2013-10-10,27.000036239624023
2013-10-11,27.45004653930664
2013-10-14,27.17104721069336
2013-10-15,27.018043518066406
2013-10-16,27.66604232788086
2013-10-17,28.188037872314453
2013-10-18,28.107044219970703
2013-10-21,27.621036529541016
2013-10-22,27.72904396057129
2013-10-23,26.649045944213867
2013-10-24,27.45004653930664
2013-10-25,27.73805046081543
2013-10-28,27.900047302246094
2013-10-29,28.098039627075195
2013-10-30,28.07103729248047
2013-10-31,27.91805076599121
2013-11-01,27.86404037475586
2013-11-04,28.07103729248047
2013-11-05,27.8730411529541
2013-11-06,30.231054306030273
2013-11-07,29.655046463012695
2013-11-08,30.906055450439453
2013-11-11,31.059040069580078
2013-11-12,31.059040069580078
2013-11-13,31.75206184387207
2013-11-14,32.202049255371094
2013-11-15,31.455053329467773
2013-11-18,31.095056533813477
2013-11-19,31.059040069580078
2013-11-20,30.906055450439453
2013-11-21,31.005043029785156
2013-11-22,31.176050186157227
2013-11-25,31.338050842285156
2013-11-26,31.36505889892578
2013-11-27,31.42806053161621
2013-11-29,31.455076217651367
2013-12-02,31.50008773803711
2013-12-03,31.15799331665039
2013-12-04,30.518815994262695
2013-12-05,30.581836700439453
2013-12-06,31.284032821655273
2013-12-09,31.53609275817871
2013-12-10,31.221017837524414
