Date,PCOR
2021-05-20,88.0
2021-05-21,88.62000274658203
2021-05-24,86.20999908447266
2021-05-25,81.9000015258789
2021-05-26,81.44999694824219
2021-05-27,82.30000305175781
2021-05-28,86.41999816894531
2021-06-01,86.41999816894531
2021-06-02,86.56999969482422
2021-06-03,81.4000015258789
2021-06-04,81.23999786376953
2021-06-07,84.45999908447266
2021-06-08,88.4000015258789
2021-06-09,86.73999786376953
2021-06-10,86.58999633789062
2021-06-11,83.98999786376953
2021-06-14,83.95999908447266
2021-06-15,81.94000244140625
2021-06-16,82.26000213623047
2021-06-17,84.83000183105469
2021-06-18,91.05000305175781
2021-06-21,93.19000244140625
2021-06-22,95.80000305175781
2021-06-23,95.77999877929688
2021-06-24,98.33999633789062
2021-06-25,94.5199966430664
2021-06-28,93.51000213623047
2021-06-29,92.97000122070312
2021-06-30,94.94999694824219
2021-07-01,93.06999969482422
2021-07-02,95.70999908447266
2021-07-06,91.7300033569336
2021-07-07,94.18000030517578
2021-07-08,94.80999755859375
2021-07-09,94.98999786376953
2021-07-12,95.7300033569336
2021-07-13,95.51000213623047
2021-07-14,95.58999633789062
2021-07-15,92.37000274658203
2021-07-16,94.44000244140625
2021-07-19,94.20999908447266
2021-07-20,95.0
2021-07-21,95.2300033569336
2021-07-22,96.75
2021-07-23,98.88999938964844
2021-07-26,99.48999786376953
2021-07-27,99.37000274658203
2021-07-28,99.81999969482422
2021-07-29,101.80999755859375
2021-07-30,103.27999877929688
2021-08-02,105.94000244140625
2021-08-03,104.62999725341797
2021-08-04,101.0199966430664
2021-08-05,98.13999938964844
2021-08-06,99.79000091552734
2021-08-09,98.37999725341797
2021-08-10,94.5
2021-08-11,97.08999633789062
2021-08-12,95.97000122070312
2021-08-13,92.8499984741211
2021-08-16,89.94999694824219
2021-08-17,89.3499984741211
2021-08-18,85.83000183105469
2021-08-19,87.44999694824219
2021-08-20,86.0
2021-08-23,87.33000183105469
2021-08-24,87.4800033569336
2021-08-25,88.87999725341797
2021-08-26,89.26000213623047
2021-08-27,95.08000183105469
2021-08-30,94.66999816894531
2021-08-31,90.69999694824219
2021-09-01,95.45999908447266
2021-09-02,98.26000213623047
2021-09-03,102.05000305175781
2021-09-07,99.0
2021-09-08,94.80999755859375
2021-09-09,93.38999938964844
2021-09-10,92.41000366210938
2021-09-13,88.4000015258789
2021-09-14,86.30999755859375
2021-09-15,90.0999984741211
2021-09-16,96.55999755859375
2021-09-17,93.26000213623047
2021-09-20,89.23999786376953
2021-09-21,90.19999694824219
2021-09-22,90.63999938964844
2021-09-23,94.68000030517578
2021-09-24,95.22000122070312
2021-09-27,96.0
2021-09-28,88.0199966430664
2021-09-29,87.86000061035156
2021-09-30,89.33999633789062
2021-10-01,89.98999786376953
2021-10-04,88.30999755859375
2021-10-05,92.93000030517578
2021-10-06,92.98999786376953
2021-10-07,92.12999725341797
2021-10-08,91.30000305175781
2021-10-11,88.1500015258789
2021-10-12,89.70999908447266
2021-10-13,92.7300033569336
2021-10-14,94.87999725341797
2021-10-15,95.25
2021-10-18,95.68000030517578
2021-10-19,98.26000213623047
2021-10-20,100.0999984741211
2021-10-21,104.86000061035156
2021-10-22,100.44999694824219
2021-10-25,98.0
2021-10-26,94.26000213623047
2021-10-27,90.70999908447266
2021-10-28,93.12999725341797
2021-10-29,91.44999694824219
2021-11-01,90.83999633789062
2021-11-02,95.05000305175781
2021-11-03,95.66999816894531
2021-11-04,96.83000183105469
2021-11-05,94.23999786376953
2021-11-08,94.30000305175781
2021-11-09,94.0
2021-11-10,92.19000244140625
2021-11-11,88.63999938964844
2021-11-12,88.88999938964844
2021-11-15,85.54000091552734
2021-11-16,86.95999908447266
2021-11-17,87.2300033569336
2021-11-18,86.48999786376953
2021-11-19,88.75
2021-11-22,83.19999694824219
2021-11-23,78.33000183105469
2021-11-24,80.98999786376953
2021-11-26,79.66000366210938
2021-11-29,83.30000305175781
2021-11-30,84.76000213623047
2021-12-01,78.05000305175781
2021-12-02,82.72000122070312
2021-12-03,78.91999816894531
2021-12-06,82.16999816894531
2021-12-07,87.38999938964844
2021-12-08,88.31999969482422
2021-12-09,82.0199966430664
2021-12-10,82.58000183105469
2021-12-13,81.19999694824219
2021-12-14,77.26000213623047
2021-12-15,79.2699966430664
2021-12-16,76.7699966430664
2021-12-17,77.0199966430664
2021-12-20,75.66999816894531
2021-12-21,79.2699966430664
2021-12-22,80.87999725341797
2021-12-23,81.72000122070312
2021-12-27,82.52999877929688
2021-12-28,81.38999938964844
2021-12-29,81.06999969482422
2021-12-30,80.97000122070312
