Date,GTN
2010-01-04,1.3010412454605103
2010-01-05,1.4739645719528198
2010-01-06,1.6139497756958008
2010-01-07,1.6551222801208496
2010-01-08,1.704528570175171
2010-01-11,1.6798254251480103
2010-01-12,1.5233709812164307
2010-01-13,1.5727776288986206
2010-01-14,1.6057156324386597
2010-01-15,1.7457010746002197
2010-01-19,1.704528570175171
2010-01-20,1.6221846342086792
2010-01-21,1.5563089847564697
2010-01-22,1.5810121297836304
2010-01-25,1.6468875408172607
2010-01-26,1.5727776288986206
2010-01-27,1.63865327835083
2010-01-28,1.6468875408172607
2010-01-29,1.6304187774658203
2010-02-01,1.77040433883667
2010-02-02,1.7127630710601807
2010-02-03,1.7786387205123901
2010-02-04,1.7209975719451904
2010-02-05,1.6304187774658203
2010-02-08,1.6551222801208496
2010-02-09,1.704528570175171
2010-02-10,1.6798254251480103
2010-02-11,1.6962946653366089
2010-02-12,1.63865327835083
2010-02-16,1.6798254251480103
2010-02-17,1.6139497756958008
2010-02-18,1.59748113155365
2010-02-19,1.6468875408172607
2010-02-22,1.59748113155365
2010-02-23,1.4163233041763306
2010-02-24,1.4245579242706299
2010-02-25,1.3998544216156006
2010-02-26,1.3669167757034302
2010-03-01,1.3998544216156006
2010-03-02,1.56454336643219
2010-03-03,1.5727776288986206
2010-03-04,1.5727776288986206
2010-03-05,1.6139497756958008
2010-03-08,1.6962946653366089
2010-03-09,1.7374662160873413
2010-03-10,2.083312749862671
2010-03-11,2.0174381732940674
2010-03-12,2.083312749862671
2010-03-15,1.87745201587677
2010-03-16,1.86098313331604
2010-03-17,1.86098313331604
2010-03-18,1.8939205408096313
2010-03-19,1.7457010746002197
2010-03-22,1.7951074838638306
2010-03-23,1.8198109865188599
2010-03-24,1.7786387205123901
2010-03-25,1.8527486324310303
2010-03-26,1.8198109865188599
2010-03-29,1.8939205408096313
2010-03-30,1.86098313331604
2010-03-31,1.8939205408096313
2010-04-01,1.9762651920318604
2010-04-05,2.058609962463379
2010-04-06,2.075078248977661
2010-04-07,2.182126045227051
2010-04-08,2.206829786300659
2010-04-09,2.264470338821411
2010-04-12,2.39622163772583
2010-04-13,2.5444416999816895
2010-04-14,2.8820536136627197
2010-04-15,2.7008955478668213
2010-04-16,2.676192283630371
2010-04-19,2.62678599357605
2010-04-20,2.799708843231201
2010-04-21,3.1126179695129395
2010-04-22,3.310244560241699
2010-04-23,3.730201005935669
2010-04-26,3.4914021492004395
2010-04-27,3.219665288925171
2010-04-28,3.285540819168091
2010-04-29,3.2443692684173584
2010-04-30,3.0879147052764893
2010-05-03,3.2114312648773193
2010-05-04,3.1949622631073
2010-05-05,2.997335433959961
2010-05-06,2.9149909019470215
2010-05-07,2.8820536136627197
2010-05-10,2.939694404602051
2010-05-11,2.8655848503112793
2010-05-12,3.0467419624328613
2010-05-13,3.0714452266693115
2010-05-14,2.8902876377105713
2010-05-17,2.9479291439056396
2010-05-18,2.840881586074829
2010-05-19,2.6514892578125
2010-05-20,2.2150638103485107
2010-05-21,2.2232983112335205
2010-05-24,2.3056423664093018
2010-05-25,2.1985952854156494
2010-05-26,2.3221116065979004
2010-05-27,2.46209716796875
2010-05-28,2.46209716796875
2010-06-01,2.39622163772583
2010-06-02,2.3468146324157715
2010-06-03,2.4785659313201904
2010-06-04,2.338580369949341
2010-06-07,2.264470338821411
2010-06-08,2.2891736030578613
2010-06-09,2.2315332889556885
2010-06-10,2.297408103942871
2010-06-11,2.3550491333007812
2010-06-14,2.3879873752593994
2010-06-15,2.4703311920166016
2010-06-16,2.5197384357452393
2010-06-17,2.46209716796875
2010-06-18,2.3221116065979004
2010-06-21,2.486800193786621
2010-06-22,2.4703311920166016
2010-06-23,2.486800193786621
2010-06-24,2.363284111022949
2010-06-25,2.3879873752593994
2010-06-28,2.313877582550049
2010-06-29,2.124485492706299
2010-06-30,1.9844996929168701
2010-07-01,1.8527486324310303
2010-07-02,1.9680306911468506
2010-07-06,1.84451425075531
2010-07-07,1.9844996929168701
2010-07-08,2.0174381732940674
2010-07-09,2.0668439865112305
2010-07-12,2.0092031955718994
2010-07-13,2.17389178276062
2010-07-14,2.1574227809906006
2010-07-15,2.108015775680542
2010-07-16,1.9597965478897095
2010-07-19,1.9103895425796509
2010-07-20,1.9597965478897095
2010-07-21,1.87745201587677
2010-07-22,1.9762651920318604
2010-07-23,2.058609962463379
2010-07-26,2.1985952854156494
2010-07-27,2.3221116065979004
2010-07-28,2.1327195167541504
2010-07-29,2.108015775680542
2010-07-30,2.140953779220581
2010-08-02,2.149188280105591
2010-08-03,2.182126045227051
2010-08-04,2.429159641265869
2010-08-05,2.4126906394958496
2010-08-06,2.297408103942871
2010-08-09,2.3879873752593994
2010-08-10,2.2891736030578613
2010-08-11,2.0997819900512695
2010-08-12,1.9680306911468506
2010-08-13,1.9103895425796509
2010-08-16,1.8362793922424316
2010-08-17,1.84451425075531
2010-08-18,1.8362793922424316
2010-08-19,1.671590805053711
2010-08-20,1.7868732213974
2010-08-23,1.7292319536209106
2010-08-24,1.6304187774658203
2010-08-25,1.63865327835083
2010-08-26,1.6304187774658203
2010-08-27,1.688059687614441
2010-08-30,1.6057156324386597
2010-08-31,1.5233709812164307
2010-09-01,1.63865327835083
2010-09-02,1.63865327835083
2010-09-03,1.688059687614441
2010-09-07,1.6139497756958008
2010-09-08,1.7127630710601807
2010-09-09,1.704528570175171
2010-09-10,1.704528570175171
2010-09-13,1.7374662160873413
2010-09-14,1.7209975719451904
2010-09-15,1.7292319536209106
2010-09-16,1.6633565425872803
2010-09-17,1.5892466306686401
2010-09-20,1.671590805053711
2010-09-21,1.6551222801208496
2010-09-22,1.6304187774658203
2010-09-23,1.5892466306686401
2010-09-24,1.6798254251480103
2010-09-27,1.6304187774658203
2010-09-28,1.6468875408172607
2010-09-29,1.63865327835083
2010-09-30,1.6551222801208496
2010-10-01,1.6551222801208496
2010-10-04,1.6057156324386597
2010-10-05,1.6468875408172607
2010-10-06,1.63865327835083
2010-10-07,1.63865327835083
2010-10-08,1.6551222801208496
2010-10-11,1.6468875408172607
2010-10-12,1.6468875408172607
2010-10-13,1.63865327835083
2010-10-14,1.6468875408172607
2010-10-15,1.6468875408172607
2010-10-18,1.6468875408172607
2010-10-19,1.63865327835083
2010-10-20,1.63865327835083
2010-10-21,1.63865327835083
2010-10-22,1.6468875408172607
2010-10-25,1.6468875408172607
2010-10-26,1.6468875408172607
2010-10-27,1.6468875408172607
2010-10-28,1.6139497756958008
2010-10-29,1.6057156324386597
2010-11-01,1.6057156324386597
2010-11-02,1.6468875408172607
2010-11-03,1.6468875408172607
2010-11-04,1.6551222801208496
2010-11-05,1.688059687614441
2010-11-08,1.6633565425872803
2010-11-09,1.6139497756958008
2010-11-10,1.5398398637771606
2010-11-11,1.48219895362854
2010-11-12,1.4492610692977905
2010-11-15,1.3669167757034302
2010-11-16,1.39162015914917
2010-11-17,1.2434000968933105
2010-11-18,1.4163233041763306
2010-11-19,1.4327924251556396
2010-11-22,1.48219895362854
2010-11-23,1.4327924251556396
2010-11-24,1.5563089847564697
2010-11-26,1.6221846342086792
2010-11-29,1.6304187774658203
2010-11-30,1.63865327835083
2010-12-01,1.59748113155365
2010-12-02,1.5563089847564697
2010-12-03,1.54807448387146
2010-12-06,1.5892466306686401
2010-12-07,1.5727776288986206
2010-12-08,1.5810121297836304
2010-12-09,1.63865327835083
2010-12-10,1.6221846342086792
2010-12-13,1.6057156324386597
2010-12-14,1.6304187774658203
2010-12-15,1.6139497756958008
2010-12-16,1.59748113155365
2010-12-17,1.6468875408172607
2010-12-20,1.6057156324386597
2010-12-21,1.6057156324386597
2010-12-22,1.6139497756958008
2010-12-23,1.59748113155365
2010-12-27,1.56454336643219
2010-12-28,1.5727776288986206
2010-12-29,1.6057156324386597
2010-12-30,1.59748113155365
2010-12-31,1.5398398637771606
2011-01-03,1.6139497756958008
2011-01-04,1.6468875408172607
2011-01-05,1.6304187774658203
2011-01-06,1.6304187774658203
2011-01-07,1.6304187774658203
2011-01-10,1.6304187774658203
2011-01-11,1.6304187774658203
2011-01-12,1.6468875408172607
2011-01-13,1.6551222801208496
2011-01-14,1.688059687614441
2011-01-18,1.6468875408172607
2011-01-19,1.6139497756958008
2011-01-20,1.6057156324386597
2011-01-21,1.6304187774658203
2011-01-24,1.63865327835083
2011-01-25,1.6468875408172607
2011-01-26,1.6962946653366089
2011-01-27,1.6798254251480103
2011-01-28,1.6221846342086792
2011-01-31,1.6304187774658203
2011-02-01,1.63865327835083
2011-02-02,1.59748113155365
2011-02-03,1.6057156324386597
2011-02-04,1.59748113155365
2011-02-07,1.56454336643219
2011-02-08,1.5727776288986206
2011-02-09,1.5810121297836304
2011-02-10,1.671590805053711
2011-02-11,1.7374662160873413
2011-02-14,1.8939205408096313
2011-02-15,1.9597965478897095
2011-02-16,1.9350931644439697
2011-02-17,1.8362793922424316
2011-02-18,1.84451425075531
2011-02-22,1.6798254251480103
2011-02-23,1.6633565425872803
2011-02-24,1.6798254251480103
2011-02-25,1.7786387205123901
2011-02-28,1.8280454874038696
2011-03-01,1.8198109865188599
2011-03-02,1.9350931644439697
2011-03-03,1.9103895425796509
2011-03-04,1.8939205408096313
2011-03-07,1.8527486324310303
2011-03-08,1.902154803276062
2011-03-09,1.9103895425796509
2011-03-10,1.9103895425796509
2011-03-11,1.9680306911468506
2011-03-14,1.8856862783432007
2011-03-15,1.7951074838638306
2011-03-16,1.6798254251480103
2011-03-17,1.671590805053711
2011-03-18,1.6798254251480103
2011-03-21,1.7621697187423706
2011-03-22,1.7209975719451904
2011-03-23,1.7457010746002197
2011-03-24,1.753935694694519
2011-03-25,1.7951074838638306
2011-03-28,1.7374662160873413
2011-03-29,1.7292319536209106
2011-03-30,1.7209975719451904
2011-03-31,1.704528570175171
2011-04-01,1.8198109865188599
2011-04-04,1.8692173957824707
2011-04-05,1.902154803276062
2011-04-06,1.9680306911468506
2011-04-07,1.9597965478897095
2011-04-08,1.9597965478897095
2011-04-11,1.7868732213974
2011-04-12,1.7621697187423706
2011-04-13,1.7951074838638306
2011-04-14,1.8033422231674194
2011-04-15,1.8856862783432007
2011-04-18,1.8198109865188599
2011-04-19,1.8198109865188599
2011-04-20,1.9103895425796509
2011-04-21,2.0092031955718994
2011-04-25,2.083312749862671
2011-04-26,2.2150638103485107
2011-04-27,2.2150638103485107
2011-04-28,2.206829786300659
2011-04-29,2.297408103942871
2011-05-02,2.149188280105591
2011-05-03,2.0668439865112305
2011-05-04,2.050375461578369
2011-05-05,1.9680306911468506
2011-05-06,1.9927341938018799
2011-05-09,2.0339066982269287
2011-05-10,2.17389178276062
2011-05-11,2.24800181388855
2011-05-12,2.1903598308563232
2011-05-13,2.1574227809906006
2011-05-16,2.108015775680542
2011-05-17,2.0915472507476807
2011-05-18,2.1985952854156494
2011-05-19,2.297408103942871
2011-05-20,2.3221116065979004
2011-05-23,2.2891736030578613
2011-05-24,2.24800181388855
2011-05-25,2.140953779220581
2011-05-26,2.2150638103485107
2011-05-27,2.17389178276062
2011-05-31,2.182126045227051
2011-06-01,2.1574227809906006
2011-06-02,2.11625075340271
2011-06-03,2.058609962463379
2011-06-06,1.9927341938018799
