Date,BWMN
2021-05-07,14.0
2021-05-10,14.0
2021-05-11,13.949999809265137
2021-05-12,13.75
2021-05-13,13.899999618530273
2021-05-14,13.829999923706055
2021-05-17,13.8100004196167
2021-05-18,13.880000114440918
2021-05-19,13.850000381469727
2021-05-20,13.84000015258789
2021-05-21,13.829999923706055
2021-05-24,13.850000381469727
2021-05-25,13.850000381469727
2021-05-26,13.850000381469727
2021-05-27,13.850000381469727
2021-05-28,13.84000015258789
2021-06-01,13.600000381469727
2021-06-02,13.800000190734863
2021-06-03,13.600000381469727
2021-06-04,13.800000190734863
2021-06-07,12.869999885559082
2021-06-08,13.220000267028809
2021-06-09,12.640000343322754
2021-06-10,13.020000457763672
2021-06-11,13.25
2021-06-14,13.600000381469727
2021-06-15,14.0
2021-06-16,13.90999984741211
2021-06-17,13.960000038146973
2021-06-18,12.970000267028809
2021-06-21,13.680000305175781
2021-06-22,13.710000038146973
2021-06-23,13.630000114440918
2021-06-24,13.720000267028809
2021-06-25,13.699999809265137
2021-06-28,13.850000381469727
2021-06-29,13.890000343322754
2021-06-30,13.850000381469727
2021-07-01,14.0
2021-07-02,13.845000267028809
2021-07-06,13.9399995803833
2021-07-07,13.770000457763672
2021-07-08,13.9399995803833
2021-07-09,13.899999618530273
2021-07-12,13.789999961853027
2021-07-13,13.949999809265137
2021-07-14,13.600000381469727
2021-07-15,13.600000381469727
2021-07-16,13.069999694824219
2021-07-19,13.380000114440918
2021-07-20,12.819999694824219
2021-07-21,12.9399995803833
2021-07-22,13.010000228881836
2021-07-23,12.989999771118164
2021-07-26,12.899999618530273
2021-07-27,12.989999771118164
2021-07-28,12.949999809265137
2021-07-29,12.979999542236328
2021-07-30,12.800000190734863
2021-08-02,12.850000381469727
2021-08-03,13.039999961853027
2021-08-04,13.4399995803833
2021-08-05,13.6899995803833
2021-08-06,13.680000305175781
2021-08-09,13.425000190734863
2021-08-10,13.600000381469727
2021-08-11,13.550000190734863
2021-08-12,13.510000228881836
2021-08-13,13.699999809265137
2021-08-16,13.399999618530273
2021-08-17,13.59000015258789
2021-08-18,13.579999923706055
2021-08-19,13.720000267028809
2021-08-20,13.720000267028809
2021-08-23,13.649999618530273
2021-08-24,14.100000381469727
2021-08-25,13.579999923706055
2021-08-26,13.850000381469727
2021-08-27,13.569999694824219
2021-08-30,13.279999732971191
2021-08-31,13.329999923706055
2021-09-01,13.329999923706055
2021-09-02,13.619999885559082
2021-09-03,13.479999542236328
2021-09-07,13.9399995803833
2021-09-08,13.9399995803833
2021-09-09,13.899999618530273
2021-09-10,13.739999771118164
2021-09-13,13.970000267028809
2021-09-14,13.949999809265137
2021-09-15,13.5
2021-09-16,13.569999694824219
2021-09-17,13.5
2021-09-20,13.25
2021-09-21,13.399999618530273
2021-09-22,14.0
2021-09-23,13.880000114440918
2021-09-24,14.279999732971191
2021-09-27,14.140000343322754
2021-09-28,13.609999656677246
2021-09-29,13.5
2021-09-30,13.75
2021-10-01,13.5600004196167
2021-10-04,13.619999885559082
2021-10-05,13.369999885559082
2021-10-06,13.6850004196167
2021-10-07,13.779999732971191
2021-10-08,13.875
2021-10-11,13.75
2021-10-12,14.0
2021-10-13,14.0
2021-10-14,14.0
2021-10-15,14.09000015258789
2021-10-18,14.170000076293945
2021-10-19,14.5
2021-10-20,14.289999961853027
2021-10-21,14.5
2021-10-22,14.75
2021-10-25,14.8100004196167
2021-10-26,14.75
2021-10-27,14.930000305175781
2021-10-28,14.960000038146973
2021-10-29,15.399999618530273
2021-11-01,17.110000610351562
2021-11-02,17.0
2021-11-03,17.18000030517578
2021-11-04,16.709999084472656
2021-11-05,17.209999084472656
2021-11-08,16.857999801635742
2021-11-09,16.979999542236328
2021-11-10,16.829999923706055
2021-11-11,17.1299991607666
2021-11-12,16.780000686645508
2021-11-15,17.0
2021-11-16,17.25
2021-11-17,17.25
2021-11-18,17.25
2021-11-19,17.239999771118164
2021-11-22,17.139999389648438
2021-11-23,17.170000076293945
2021-11-24,17.600000381469727
2021-11-26,17.5
2021-11-29,17.399999618530273
2021-11-30,16.920000076293945
2021-12-01,17.0
2021-12-02,17.350000381469727
2021-12-03,17.360000610351562
2021-12-06,17.549999237060547
2021-12-07,17.709999084472656
2021-12-08,18.389999389648438
2021-12-09,19.209999084472656
2021-12-10,19.329999923706055
2021-12-13,18.84000015258789
2021-12-14,19.149999618530273
2021-12-15,19.700000762939453
2021-12-16,20.0
2021-12-17,22.010000228881836
2021-12-20,20.940000534057617
2021-12-21,20.829999923706055
2021-12-22,21.0
2021-12-23,21.899999618530273
2021-12-27,22.190000534057617
2021-12-28,21.510000228881836
2021-12-29,21.6299991607666
2021-12-30,21.485000610351562
2021-12-31,21.2450008392334
2022-01-03,21.440000534057617
2022-01-04,21.6299991607666
2022-01-05,21.209999084472656
2022-01-06,21.559999465942383
2022-01-07,21.520000457763672
2022-01-10,21.25
2022-01-11,21.270000457763672
2022-01-12,21.209999084472656
2022-01-13,20.760000228881836
2022-01-14,20.799999237060547
2022-01-18,20.989999771118164
2022-01-19,20.719999313354492
2022-01-20,20.450000762939453
2022-01-21,20.079999923706055
2022-01-24,19.860000610351562
2022-01-25,19.700000762939453
2022-01-26,20.0
2022-01-27,19.200000762939453
2022-01-28,19.40999984741211
2022-01-31,19.700000762939453
2022-02-01,19.700000762939453
2022-02-02,17.010000228881836
2022-02-03,16.09000015258789
2022-02-04,17.0
2022-02-07,15.920000076293945
2022-02-08,16.420000076293945
2022-02-09,16.93000030517578
2022-02-10,16.56999969482422
2022-02-11,16.350000381469727
2022-02-14,16.309999465942383
2022-02-15,16.860000610351562
2022-02-16,16.729999542236328
2022-02-17,16.959999084472656
2022-02-18,16.829999923706055
2022-02-22,17.049999237060547
2022-02-23,17.770000457763672
2022-02-24,17.399999618530273
2022-02-25,17.670000076293945
