Date,CTRA
2010-01-04,8.349185943603516
2010-01-05,8.338354110717773
2010-01-06,8.302236557006836
2010-01-07,8.22818660736084
2010-01-08,8.210126876831055
2010-01-11,7.998823165893555
2010-01-12,7.79113245010376
2010-01-13,7.921164512634277
2010-01-14,7.912134647369385
2010-01-15,7.764044761657715
2010-01-19,7.917556285858154
2010-01-20,7.812806606292725
2010-01-21,7.764044761657715
2010-01-22,7.576213359832764
2010-01-25,7.643040180206299
2010-01-26,7.460634231567383
2010-01-27,7.178895950317383
2010-01-28,7.043445110321045
2010-01-29,6.911607265472412
2010-02-01,7.218867301940918
2010-02-02,7.406838417053223
2010-02-03,7.3110456466674805
2010-02-04,6.945946216583252
2010-02-05,6.949563026428223
2010-02-08,6.806774616241455
2010-02-09,6.936910629272461
2010-02-10,6.926065444946289
2010-02-11,7.05620002746582
2010-02-12,7.139341831207275
2010-02-16,7.379727840423584
2010-02-17,7.300202369689941
2010-02-18,7.399612903594971
2010-02-19,7.468294620513916
2010-02-22,7.433952331542969
2010-02-23,7.179104328155518
2010-02-24,7.258634567260742
2010-02-25,7.307430744171143
2010-02-26,7.255015850067139
2010-03-01,7.368881702423096
2010-03-02,7.368881702423096
2010-03-03,7.385151386260986
2010-03-04,7.273094177246094
2010-03-05,7.477330684661865
2010-03-08,7.480947017669678
2010-03-09,7.39599609375
2010-03-10,7.542397499084473
2010-03-11,7.457450866699219
2010-03-12,7.565892219543457
2010-03-15,7.379727840423584
2010-03-16,7.4393744468688965
2010-03-17,7.522518634796143
2010-03-18,7.142953872680664
2010-03-19,6.8935322761535645
2010-03-22,6.786892890930176
2010-03-23,6.91160774230957
2010-03-24,6.89895486831665
2010-03-25,6.6784467697143555
2010-03-26,6.579039573669434
2010-03-29,6.71097993850708
2010-03-30,6.6224164962768555
2010-03-31,6.6513352394104
2010-04-01,6.821235179901123
2010-04-05,7.021859645843506
2010-04-06,7.0471649169921875
2010-04-07,6.900764465332031
2010-04-08,6.938717365264893
2010-04-09,7.222484111785889
2010-04-12,7.162838459014893
2010-04-13,7.309242248535156
2010-04-14,7.321890830993652
2010-04-15,7.300202369689941
2010-04-16,7.039936065673828
2010-04-19,6.973060607910156
2010-04-20,7.048970699310303
2010-04-21,7.045357704162598
2010-04-22,7.137534141540527
2010-04-23,7.211638450622559
2010-04-26,7.126689434051514
2010-04-27,6.786892890930176
2010-04-28,6.90618371963501
2010-04-29,6.4615559577941895
2010-04-30,6.530238628387451
2010-05-03,6.7344794273376465
2010-05-04,6.582652568817139
2010-05-05,6.289849281311035
2010-05-06,5.928365230560303
2010-05-07,5.767355918884277
2010-05-10,6.092991352081299
2010-05-11,5.993492603302002
2010-05-12,6.2051544189453125
2010-05-13,6.187062740325928
2010-05-14,6.1201276779174805
2010-05-17,5.9717817306518555
2010-05-18,5.951882839202881
2010-05-19,5.948264122009277
2010-05-20,5.561119556427002
2010-05-21,5.673283576965332
2010-05-24,5.486948490142822
2010-05-25,5.698610782623291
2010-05-26,5.8632378578186035
2010-05-27,6.297417163848877
2010-05-28,6.275710105895996
2010-06-01,5.957308769226074
2010-06-02,6.389682292938232
2010-06-03,6.72435998916626
2010-06-04,6.326362609863281
2010-06-07,6.248572826385498
2010-06-08,6.239529132843018
2010-06-09,6.183446407318115
2010-06-10,6.57782506942749
2010-06-11,6.695413112640381
2010-06-14,6.695413112640381
2010-06-15,6.948688983917236
2010-06-16,6.914311408996582
2010-06-17,6.7659711837768555
2010-06-18,6.590487003326416
2010-06-21,6.49822473526001
2010-06-22,6.002536773681641
2010-06-23,5.9536919593811035
2010-06-24,5.877710342407227
2010-06-25,5.957308769226074
2010-06-28,6.036909103393555
2010-06-29,5.713082790374756
2010-06-30,5.666048049926758
2010-07-01,5.658812046051025
2010-07-02,5.595493316650391
2010-07-06,5.642529487609863
2010-07-07,5.8505754470825195
2010-07-08,6.080327987670898
2010-07-09,6.058619499206543
2010-07-12,5.998917579650879
2010-07-13,6.060427188873291
2010-07-14,6.060427188873291
2010-07-15,6.027864933013916
2010-07-16,5.7655463218688965
2010-07-19,5.7727837562561035
2010-07-20,6.009772777557373
2010-07-21,5.922937870025635
2010-07-22,5.928365707397461
2010-07-23,5.7601189613342285
2010-07-26,5.734793186187744
2010-07-27,5.508657455444336
2010-07-28,5.4290571212768555
2010-07-29,5.523129940032959
2010-07-30,5.512277126312256
2010-08-02,5.6606221199035645
2010-08-03,5.843512058258057
2010-08-04,5.9322428703308105
2010-08-05,5.885162830352783
2010-08-06,5.767457485198975
2010-08-09,5.8543782234191895
2010-08-10,5.834460258483887
2010-08-11,5.608107089996338
2010-08-12,5.571889400482178
2010-08-13,5.557405471801758
2010-08-16,5.465053081512451
2010-08-17,5.488592624664307
2010-08-18,5.45961856842041
2010-08-19,5.358214855194092
2010-08-20,5.302078723907471
2010-08-23,5.345536708831787
2010-08-24,5.193429470062256
2010-08-25,5.064861297607422
2010-08-26,5.055807113647461
2010-08-27,5.195239067077637
2010-08-30,5.102889060974121
2010-08-31,5.041319370269775
2010-09-01,5.211538791656494
2010-09-02,5.233266353607178
2010-09-03,5.302078723907471
2010-09-07,5.175321102142334
2010-09-08,5.180753231048584
2010-09-09,5.151780128479004
2010-09-10,5.273105621337891
2010-09-13,5.305699825286865
2010-09-14,5.30932092666626
2010-09-15,5.218780517578125
2010-09-16,5.037698268890381
2010-09-17,4.887401103973389
2010-09-20,5.010537147521973
2010-09-21,5.073915004730225
2010-09-22,4.967075347900391
2010-09-23,5.068482398986816
2010-09-24,5.195239067077637
2010-09-27,5.142726898193359
2010-09-28,5.198861122131348
2010-09-29,5.46867561340332
2010-09-30,5.4523749351501465
2010-10-01,5.533862113952637
2010-10-04,5.390810012817383
2010-10-05,5.562838077545166
2010-10-06,5.709513187408447
2010-10-07,5.675107955932617
2010-10-08,5.8018646240234375
2010-10-11,5.709513187408447
2010-10-12,5.551972389221191
2010-10-13,5.644323348999023
2010-10-14,5.561023712158203
2010-10-15,5.526619911193848
2010-10-18,5.622592449188232
2010-10-19,5.414350509643555
2010-10-20,5.5157551765441895
2010-10-21,5.510321617126465
2010-10-22,5.591809272766113
2010-10-25,5.599054336547852
2010-10-26,5.189807415008545
2010-10-27,5.193429470062256
2010-10-28,5.119185447692871
2010-10-29,5.247753620147705
2010-11-01,5.461431503295898
2010-11-02,5.530241012573242
2010-11-03,5.618973255157471
2010-11-04,5.769270420074463
2010-11-05,5.832647800445557
2010-11-08,5.897899150848389
2010-11-09,6.133523464202881
2010-11-10,6.293028354644775
2010-11-11,6.390898704528809
2010-11-12,6.229585647583008
2010-11-15,6.209649085998535
2010-11-16,6.068273544311523
2010-11-17,6.046525478363037
2010-11-18,6.238652229309082
2010-11-19,6.494213104248047
2010-11-22,6.50508975982666
2010-11-23,6.307524681091309
2010-11-24,6.385463714599609
2010-11-26,6.345587730407715
2010-11-29,6.322024345397949
2010-11-30,6.338337421417236
2010-12-01,6.525027751922607
2010-12-02,6.695402145385742
2010-12-03,6.831340312957764
2010-12-06,6.773338317871094
2010-12-07,6.751588344573975
2010-12-08,6.544963836669922
2010-12-09,6.506901741027832
2010-12-10,6.409023761749268
2010-12-13,6.697213649749756
2010-12-14,6.5649003982543945
2010-12-15,6.550403594970703
2010-12-16,6.525027751922607
2010-12-17,6.639212608337402
2010-12-20,6.6754631996154785
2010-12-21,6.702653884887695
2010-12-22,6.662776947021484
2010-12-23,6.693586826324463
2010-12-27,6.635587215423584
2010-12-28,6.673650741577148
2010-12-29,6.769715785980225
