Date,SEZL
2023-09-13,13.513333320617676
2023-09-14,2.634999990463257
2023-09-15,2.2366669178009033
2023-09-18,2.1549999713897705
2023-09-19,2.9000000953674316
2023-09-20,2.3983330726623535
2023-09-21,2.3666670322418213
2023-09-22,2.2366669178009033
2023-09-25,2.2100000381469727
2023-09-26,2.2083330154418945
2023-09-27,2.191667079925537
2023-09-28,2.2083330154418945
2023-09-29,2.186666965484619
2023-10-02,2.1500000953674316
2023-10-03,2.0416669845581055
2023-10-04,1.9183330535888672
2023-10-05,1.886667013168335
2023-10-06,1.8833329677581787
2023-10-09,1.8566670417785645
2023-10-10,1.7833329439163208
2023-10-11,1.8291670083999634
2023-10-12,1.7683329582214355
2023-10-13,1.7333329916000366
2023-10-16,1.8166669607162476
2023-10-17,1.773332953453064
2023-10-18,1.7999999523162842
2023-10-19,1.878999948501587
2023-10-20,1.8783329725265503
2023-10-23,1.7366670370101929
2023-10-24,1.6666669845581055
2023-10-25,1.650833010673523
2023-10-26,1.3833329677581787
2023-10-27,1.3574999570846558
2023-10-30,1.5301669836044312
2023-10-31,1.5
2023-11-01,1.5833330154418945
2023-11-02,1.539167046546936
2023-11-03,1.5833330154418945
2023-11-06,1.5499999523162842
2023-11-07,1.6333329677581787
2023-11-08,1.6116670370101929
2023-11-09,1.687000036239624
2023-11-10,1.7916669845581055
2023-11-13,1.75
2023-11-14,2.0
2023-11-15,1.900833010673523
2023-11-16,1.9183330535888672
2023-11-17,1.8666670322418213
2023-11-20,1.8300000429153442
2023-11-21,1.7000000476837158
2023-11-22,1.7766669988632202
2023-11-24,1.7000000476837158
2023-11-27,1.7041670083999634
2023-11-28,1.7333329916000366
2023-11-29,1.6883330345153809
2023-11-30,1.6649999618530273
2023-12-01,1.6666669845581055
2023-12-04,1.6833330392837524
2023-12-05,1.6833330392837524
2023-12-06,1.7833329439163208
2023-12-07,1.8666670322418213
2023-12-08,2.075000047683716
2023-12-11,2.0276670455932617
2023-12-12,2.066667079925537
2023-12-13,2.1666669845581055
2023-12-14,2.2750000953674316
2023-12-15,2.413332939147949
2023-12-18,2.483333110809326
2023-12-19,3.1666669845581055
2023-12-20,2.8333330154418945
2023-12-21,2.9116671085357666
2023-12-22,4.068333148956299
2023-12-26,3.196666955947876
2023-12-27,3.1933329105377197
2023-12-28,3.24666690826416
2023-12-29,3.4200000762939453
2024-01-02,3.566667079925537
2024-01-03,3.5333330631256104
2024-01-04,3.3666670322418213
2024-01-05,3.266666889190674
2024-01-08,3.115000009536743
2024-01-09,2.8066670894622803
2024-01-10,2.748332977294922
2024-01-11,2.8333330154418945
2024-01-12,3.043333053588867
2024-01-16,3.4583330154418945
2024-01-17,4.050000190734863
2024-01-18,5.271667003631592
2024-01-19,6.1433329582214355
2024-01-22,6.135000228881836
2024-01-23,5.563333034515381
2024-01-24,5.211667060852051
2024-01-25,5.543333053588867
2024-01-26,5.789999961853027
2024-01-29,6.699999809265137
2024-01-30,6.493332862854004
2024-01-31,6.331666946411133
2024-02-01,7.3333330154418945
2024-02-02,7.066667079925537
2024-02-05,6.468332767486572
2024-02-06,6.5
2024-02-07,6.751667022705078
2024-02-08,7.056666851043701
2024-02-09,7.25333309173584
2024-02-12,7.8333330154418945
2024-02-13,7.608333110809326
2024-02-14,8.158332824707031
2024-02-15,8.083333015441895
2024-02-16,8.296667098999023
2024-02-20,8.489999771118164
2024-02-21,7.7316670417785645
2024-02-22,6.376667022705078
2024-02-23,7.113333225250244
2024-02-26,8.041666984558105
2024-02-27,9.649999618530273
2024-02-28,8.751667022705078
2024-02-29,7.809999942779541
2024-03-01,7.521667003631592
2024-03-04,8.640000343322754
2024-03-05,8.770000457763672
2024-03-06,9.261667251586914
2024-03-07,10.920000076293945
2024-03-08,10.12166690826416
2024-03-11,8.958333015441895
2024-03-12,9.8149995803833
2024-03-13,9.725000381469727
2024-03-14,9.998332977294922
2024-03-15,9.69333267211914
2024-03-18,9.864999771118164
2024-03-19,10.631667137145996
2024-03-20,10.748332977294922
2024-03-21,10.9399995803833
2024-03-22,12.501667022705078
2024-03-25,13.208333015441895
2024-03-26,14.5
2024-03-27,15.416666984558105
2024-03-28,14.081666946411133
2024-04-01,11.376667022705078
2024-04-02,10.90999984741211
2024-04-03,12.463333129882812
2024-04-04,10.850000381469727
2024-04-05,11.326666831970215
2024-04-08,12.039999961853027
2024-04-09,12.079999923706055
2024-04-10,11.449999809265137
2024-04-11,11.268333435058594
2024-04-12,10.858332633972168
2024-04-15,10.868332862854004
2024-04-16,10.03166675567627
2024-04-17,10.726667404174805
2024-04-18,9.791666984558105
2024-04-19,9.313332557678223
2024-04-22,8.216667175292969
2024-04-23,9.308333396911621
2024-04-24,9.100000381469727
2024-04-25,8.760000228881836
2024-04-26,9.831666946411133
2024-04-29,9.109999656677246
2024-04-30,8.438332557678223
2024-05-01,8.274999618530273
2024-05-02,8.618332862854004
2024-05-03,8.41333293914795
2024-05-06,8.438332557678223
2024-05-07,7.308332920074463
2024-05-08,7.456666946411133
2024-05-09,13.098333358764648
2024-05-10,13.956666946411133
2024-05-13,13.016667366027832
2024-05-14,11.766667366027832
2024-05-15,11.973333358764648
2024-05-16,11.454999923706055
2024-05-17,11.151666641235352
2024-05-20,12.363332748413086
2024-05-21,12.778332710266113
2024-05-22,11.34000015258789
2024-05-23,11.3725004196167
2024-05-24,11.536666870117188
2024-05-28,11.526666641235352
2024-05-29,13.133333206176758
2024-05-30,13.528332710266113
2024-05-31,13.363332748413086
2024-06-03,12.946666717529297
2024-06-04,13.345000267028809
2024-06-05,14.976667404174805
2024-06-06,15.583333015441895
2024-06-07,14.274999618530273
2024-06-10,13.170000076293945
2024-06-11,12.008333206176758
2024-06-12,11.808333396911621
2024-06-13,12.666666984558105
2024-06-14,13.543333053588867
2024-06-17,13.416666984558105
2024-06-18,13.808333396911621
2024-06-20,14.226667404174805
2024-06-21,13.510000228881836
2024-06-24,13.236666679382324
2024-06-25,13.58666706085205
2024-06-26,13.666666984558105
2024-06-27,14.654999732971191
2024-06-28,14.703332901000977
2024-07-01,14.824999809265137
2024-07-02,14.8149995803833
2024-07-03,15.033332824707031
2024-07-05,14.988332748413086
2024-07-08,14.868332862854004
2024-07-09,15.873332977294922
2024-07-10,13.66333293914795
2024-07-11,13.696666717529297
2024-07-12,14.596667289733887
2024-07-15,14.274999618530273
2024-07-16,15.225000381469727
2024-07-17,15.0
2024-07-18,14.055000305175781
2024-07-19,13.914999961853027
2024-07-22,14.243332862854004
2024-07-23,14.598333358764648
2024-07-24,13.975000381469727
2024-07-25,13.774999618530273
2024-07-26,14.204999923706055
2024-07-29,13.62833309173584
2024-07-30,13.331666946411133
2024-07-31,14.576666831970215
2024-08-01,12.83666706085205
2024-08-02,12.850000381469727
2024-08-05,12.291666984558105
2024-08-06,13.050000190734863
2024-08-07,13.136667251586914
2024-08-08,17.75
2024-08-09,19.40166664123535
2024-08-12,19.726667404174805
2024-08-13,21.078332901000977
2024-08-14,20.190000534057617
2024-08-15,20.665000915527344
2024-08-16,20.636667251586914
2024-08-19,21.665000915527344
2024-08-20,21.268333435058594
2024-08-21,21.748332977294922
2024-08-22,21.183332443237305
2024-08-23,21.321666717529297
2024-08-26,20.163333892822266
2024-08-27,22.0
2024-08-28,21.661666870117188
2024-08-29,22.241666793823242
2024-08-30,22.704999923706055
2024-09-03,21.81166648864746
2024-09-04,22.391666412353516
2024-09-05,23.038333892822266
2024-09-06,21.11166763305664
2024-09-09,22.125
2024-09-10,22.218332290649414
2024-09-11,23.338333129882812
2024-09-12,24.876667022705078
2024-09-13,25.051666259765625
2024-09-16,25.371667861938477
2024-09-17,24.796667098999023
2024-09-18,24.593332290649414
2024-09-19,26.691667556762695
2024-09-20,27.233333587646484
2024-09-23,27.334999084472656
2024-09-24,29.4950008392334
2024-09-25,28.988332748413086
2024-09-26,29.46500015258789
2024-09-27,28.821666717529297
2024-09-30,28.43166732788086
2024-10-01,27.28499984741211
2024-10-02,27.06166648864746
2024-10-03,24.766666412353516
2024-10-04,25.891666412353516
2024-10-07,27.333332061767578
2024-10-08,27.09166717529297
2024-10-09,26.040000915527344
2024-10-10,26.55666732788086
2024-10-11,29.958332061767578
2024-10-14,31.30500030517578
2024-10-15,33.45166778564453
2024-10-16,33.86333465576172
2024-10-17,36.46500015258789
2024-10-18,37.56999969482422
2024-10-21,32.246665954589844
2024-10-22,32.0283317565918
2024-10-23,31.69499969482422
2024-10-24,34.78166580200195
2024-10-25,35.49333190917969
2024-10-28,36.81999969482422
2024-10-29,36.06999969482422
2024-10-30,38.27333450317383
2024-10-31,35.776668548583984
2024-11-01,35.5
2024-11-04,33.3033332824707
2024-11-05,34.119998931884766
2024-11-06,40.33833312988281
2024-11-07,41.744998931884766
2024-11-08,71.913330078125
2024-11-11,71.20166778564453
2024-11-12,61.32500076293945
2024-11-13,63.68166732788086
2024-11-14,62.03333282470703
2024-11-15,64.16666412353516
2024-11-18,66.62333679199219
2024-11-19,70.9800033569336
2024-11-20,65.0199966430664
2024-11-21,74.34166717529297
2024-11-22,77.33000183105469
2024-11-25,77.33333587646484
2024-11-26,71.40916442871094
2024-11-27,69.15833282470703
2024-11-29,70.67166900634766
2024-12-02,63.836666107177734
2024-12-03,64.00666809082031
