Date,ETD
2010-01-04,6.950135231018066
2010-01-05,6.823400497436523
2010-01-06,6.737220764160156
2010-01-07,7.073066234588623
2010-01-08,7.235897064208984
2010-01-11,7.312224388122559
2010-01-12,7.449617862701416
2010-01-13,7.683689117431641
2010-01-14,7.653158187866211
2010-01-15,7.490325450897217
2010-01-19,7.566653728485107
2010-01-20,7.352933883666992
2010-01-21,7.54121208190918
2010-01-22,7.688778877258301
2010-01-25,7.642979145050049
2010-01-26,7.617538928985596
2010-01-27,7.581917762756348
2010-01-28,7.475058555603027
2010-01-29,7.373289108276367
2010-02-01,7.271519184112549
2010-02-02,7.6328043937683105
2010-02-03,7.561563014984131
2010-02-04,7.352933883666992
2010-02-05,7.383470058441162
2010-02-08,7.179922103881836
2010-02-09,7.403819561004639
2010-02-10,7.531034469604492
2010-02-11,7.561563014984131
2010-02-12,7.709132671356201
2010-02-16,8.136571884155273
2010-02-17,8.207809448242188
2010-02-18,8.060243606567383
2010-02-19,7.968647480010986
2010-02-22,7.999178886413574
2010-02-23,7.815990924835205
2010-02-24,7.963560581207275
2010-02-25,8.039886474609375
2010-02-26,8.121306419372559
2010-03-01,8.151835441589355
2010-03-02,8.177279472351074
2010-03-03,10.23304557800293
2010-03-04,9.907379150390625
2010-03-05,10.207602500915527
2010-03-08,10.370431900024414
2010-03-09,10.309370994567871
2010-03-10,11.082836151123047
2010-03-11,10.757163047790527
2010-03-12,10.497648239135742
2010-03-15,10.528181076049805
2010-03-16,10.777517318725586
2010-03-17,10.640127182006836
2010-03-18,10.568888664245605
2010-03-19,10.192338943481445
2010-03-22,10.446763038635254
2010-03-23,10.665573120117188
2010-03-24,10.57397747039795
2010-03-25,10.746989250183105
2010-03-26,10.940353393554688
2010-03-29,10.746989250183105
2010-03-30,10.568888664245605
2010-03-31,10.497648239135742
2010-04-01,10.991236686706543
2010-04-05,11.05738639831543
2010-04-06,11.199871063232422
2010-04-07,10.807161331176758
2010-04-08,10.909163475036621
2010-04-09,11.215167999267578
2010-04-12,11.250865936279297
2010-04-13,11.215167999267578
2010-04-14,11.449771881103516
2010-04-15,11.291670799255371
2010-04-16,10.99586296081543
2010-04-19,11.011164665222168
2010-04-20,11.281473159790039
2010-04-21,11.867985725402832
2010-04-22,12.418797492980957
2010-04-23,12.75030517578125
2010-04-26,12.847207069396973
2010-04-27,12.10258960723877
2010-04-28,10.965262413024902
2010-04-29,10.77145767211914
2010-04-30,10.302249908447266
2010-05-03,10.480749130249023
2010-05-04,10.123743057250977
2010-05-05,9.99623966217041
2010-05-06,9.955437660217285
2010-05-07,9.501529693603516
2010-05-10,10.455251693725586
2010-05-11,10.302249908447266
2010-05-12,10.924463272094727
2010-05-13,10.664355278015137
2010-05-14,10.414446830749512
2010-05-17,10.649054527282715
2010-05-18,10.475647926330566
2010-05-19,10.23084545135498
2010-05-20,9.741232872009277
2010-05-21,9.914640426635742
2010-05-24,10.062541961669922
2010-05-25,9.991137504577637
2010-05-26,9.940142631530762
2010-05-27,10.516451835632324
2010-05-28,10.302249908447266
2010-06-01,9.664731979370117
2010-06-02,9.751434326171875
2010-06-03,9.833033561706543
2010-06-04,9.083316802978516
2010-06-07,8.614108085632324
2010-06-08,8.216296195983887
2010-06-09,8.374401092529297
2010-06-10,8.797711372375488
2010-06-11,9.027217864990234
2010-06-14,9.307721138000488
2010-06-15,9.037418365478516
2010-06-16,8.695704460144043
2010-06-17,8.56820297241211
2010-06-18,8.532501220703125
2010-06-21,8.374401092529297
2010-06-22,8.160197257995605
2010-06-23,8.399906158447266
2010-06-24,7.900090217590332
2010-06-25,8.119393348693848
2010-06-28,7.961289405822754
2010-06-29,7.1656718254089355
2010-06-30,7.13507080078125
2010-07-01,7.08406925201416
2010-07-02,6.925966262817383
2010-07-06,6.4006524085998535
2010-07-07,7.00999641418457
2010-07-08,7.138011455535889
2010-07-09,7.260900020599365
2010-07-12,7.015113353729248
2010-07-13,7.557891845703125
2010-07-14,7.409397602081299
2010-07-15,7.214818000793457
2010-07-16,6.764209270477295
2010-07-19,6.764209270477295
2010-07-20,7.0816850662231445
2010-07-21,7.6654205322265625
2010-07-22,8.126266479492188
2010-07-23,8.26452350616455
2010-07-26,8.817537307739258
2010-07-27,8.382295608520508
2010-07-28,8.059703826904297
2010-07-29,7.8753662109375
2010-07-30,7.85488224029541
2010-08-02,8.059703826904297
2010-08-03,7.947049617767334
2010-08-04,8.213318824768066
2010-08-05,7.993136405944824
2010-08-06,7.849761486053467
2010-08-09,7.9572930335998535
2010-08-10,7.69102668762207
2010-08-11,7.481082916259766
2010-08-12,7.527166843414307
2010-08-13,7.122646808624268
2010-08-16,7.086803913116455
2010-08-17,7.609097480773926
2010-08-18,7.6654205322265625
2010-08-19,7.163610935211182
2010-08-20,7.347947597503662
2010-08-23,7.127768039703369
2010-08-24,6.958788871765137
2010-08-25,7.358190059661865
2010-08-26,7.050958156585693
2010-08-27,7.327469825744629
2010-08-30,6.979273319244385
2010-08-31,6.907585620880127
2010-09-01,7.429877281188965
2010-09-02,7.9368109703063965
2010-09-03,8.110909461975098
2010-09-07,7.675662517547607
2010-09-08,7.7575907707214355
2010-09-09,7.7934346199035645
2010-09-10,7.9572930335998535
2010-09-13,8.126266479492188
2010-09-14,7.921448707580566
2010-09-15,8.044342041015625
2010-09-16,7.7934346199035645
2010-09-17,7.988016605377197
2010-09-20,8.48470687866211
2010-09-21,8.69976806640625
2010-09-22,8.310609817504883
2010-09-23,8.23379898071289
2010-09-24,8.848262786865234
2010-09-27,8.817537307739258
2010-09-28,8.858504295349121
2010-09-29,9.00187873840332
2010-09-30,8.940431594848633
2010-10-01,8.95067310333252
2010-10-04,8.715126991271973
2010-10-05,9.662426948547363
2010-10-06,9.518671989440918
2010-10-07,9.472463607788086
2010-10-08,9.605949401855469
2010-10-11,9.54433822631836
2010-10-12,9.698365211486816
2010-10-13,9.667561531066895
2010-10-14,9.534072875976562
2010-10-15,9.426257133483887
2010-10-18,9.734304428100586
2010-10-19,9.025794982910156
2010-10-20,8.384026527404785
2010-10-21,8.194067001342773
2010-10-22,7.947628021240234
2010-10-25,8.01950454711914
2010-10-26,8.040043830871582
2010-10-27,8.055445671081543
2010-10-28,7.5831074714660645
2010-10-29,7.7884697914123535
2010-11-01,7.7833380699157715
2010-11-02,7.891152858734131
2010-11-03,7.942497730255127
2010-11-04,8.28134536743164
2010-11-05,8.224872589111328
