Date,CPRI
2011-12-15,24.200000762939453
2011-12-16,24.100000381469727
2011-12-19,24.8799991607666
2011-12-20,25.450000762939453
2011-12-21,26.549999237060547
2011-12-22,27.270000457763672
2011-12-23,27.0
2011-12-27,27.200000762939453
2011-12-28,27.40999984741211
2011-12-29,27.219999313354492
2011-12-30,27.25
2012-01-03,27.149999618530273
2012-01-04,26.399999618530273
2012-01-05,26.450000762939453
2012-01-06,26.0
2012-01-09,26.200000762939453
2012-01-10,26.420000076293945
2012-01-11,26.139999389648438
2012-01-12,26.100000381469727
2012-01-13,26.559999465942383
2012-01-17,28.049999237060547
2012-01-18,28.399999618530273
2012-01-19,28.68000030517578
2012-01-20,29.350000381469727
2012-01-23,29.760000228881836
2012-01-24,29.5
2012-01-25,30.5
2012-01-26,29.780000686645508
2012-01-27,29.850000381469727
2012-01-30,29.84000015258789
2012-01-31,30.950000762939453
2012-02-01,31.299999237060547
2012-02-02,31.670000076293945
2012-02-03,32.5099983215332
2012-02-06,33.130001068115234
2012-02-07,32.65999984741211
2012-02-08,33.209999084472656
2012-02-09,33.970001220703125
2012-02-10,33.470001220703125
2012-02-13,33.61000061035156
2012-02-14,42.849998474121094
2012-02-15,42.849998474121094
2012-02-16,42.25
2012-02-17,41.81999969482422
2012-02-21,41.099998474121094
2012-02-22,41.04999923706055
2012-02-23,40.7599983215332
2012-02-24,41.5099983215332
2012-02-27,43.65999984741211
2012-02-28,42.689998626708984
2012-02-29,43.25
2012-03-01,45.72999954223633
2012-03-02,47.95000076293945
2012-03-05,48.630001068115234
2012-03-06,46.810001373291016
2012-03-07,46.099998474121094
2012-03-08,47.08000183105469
2012-03-09,49.59000015258789
2012-03-12,48.56999969482422
2012-03-13,48.75
2012-03-14,47.56999969482422
2012-03-15,47.650001525878906
2012-03-16,46.279998779296875
2012-03-19,45.31999969482422
2012-03-20,48.09000015258789
2012-03-21,48.630001068115234
2012-03-22,48.720001220703125
2012-03-23,47.0
2012-03-26,47.08000183105469
2012-03-27,46.529998779296875
2012-03-28,45.02000045776367
2012-03-29,45.689998626708984
2012-03-30,46.59000015258789
2012-04-02,46.150001525878906
2012-04-03,47.0099983215332
2012-04-04,47.45000076293945
2012-04-05,47.529998779296875
2012-04-09,46.79999923706055
2012-04-10,43.16999816894531
2012-04-11,42.900001525878906
2012-04-12,43.97999954223633
2012-04-13,43.619998931884766
2012-04-16,42.099998474121094
2012-04-17,42.880001068115234
2012-04-18,42.97999954223633
2012-04-19,41.900001525878906
2012-04-20,41.279998779296875
2012-04-23,43.38999938964844
2012-04-24,41.31999969482422
2012-04-25,42.560001373291016
2012-04-26,44.36000061035156
2012-04-27,45.900001525878906
2012-04-30,45.66999816894531
2012-05-01,48.11000061035156
2012-05-02,48.619998931884766
2012-05-03,45.959999084472656
2012-05-04,43.79999923706055
2012-05-07,44.099998474121094
2012-05-08,41.75
2012-05-09,41.5
2012-05-10,40.18000030517578
2012-05-11,40.619998931884766
2012-05-14,40.20000076293945
2012-05-15,40.75
2012-05-16,40.13999938964844
2012-05-17,37.790000915527344
2012-05-18,37.54999923706055
2012-05-21,40.709999084472656
2012-05-22,41.779998779296875
2012-05-23,41.959999084472656
2012-05-24,40.939998626708984
2012-05-25,41.20000076293945
2012-05-29,41.95000076293945
2012-05-30,40.0
2012-05-31,39.380001068115234
2012-06-01,37.7599983215332
2012-06-04,37.369998931884766
2012-06-05,38.72999954223633
2012-06-06,38.59000015258789
2012-06-07,36.040000915527344
2012-06-08,38.369998931884766
2012-06-11,38.18000030517578
2012-06-12,41.099998474121094
2012-06-13,38.84000015258789
2012-06-14,37.689998626708984
2012-06-15,39.25
2012-06-18,39.40999984741211
2012-06-19,41.11000061035156
2012-06-20,41.970001220703125
2012-06-21,41.349998474121094
2012-06-22,42.86000061035156
2012-06-25,42.540000915527344
2012-06-26,43.939998626708984
2012-06-27,43.209999084472656
2012-06-28,40.689998626708984
2012-06-29,41.84000015258789
2012-07-02,42.88999938964844
2012-07-03,42.66999816894531
2012-07-05,44.439998626708984
2012-07-06,43.540000915527344
2012-07-09,42.619998931884766
2012-07-10,42.619998931884766
2012-07-11,40.689998626708984
2012-07-12,39.04999923706055
2012-07-13,39.400001525878906
2012-07-16,38.90999984741211
2012-07-17,38.91999816894531
2012-07-18,40.630001068115234
2012-07-19,41.66999816894531
2012-07-20,39.97999954223633
2012-07-23,39.65999984741211
2012-07-24,39.900001525878906
2012-07-25,39.529998779296875
2012-07-26,41.439998626708984
2012-07-27,41.33000183105469
2012-07-30,41.47999954223633
2012-07-31,41.290000915527344
2012-08-01,40.40999984741211
2012-08-02,39.59000015258789
2012-08-03,41.189998626708984
2012-08-06,42.849998474121094
2012-08-07,43.2599983215332
2012-08-08,42.84000015258789
2012-08-09,43.0
2012-08-10,42.31999969482422
2012-08-13,42.349998474121094
2012-08-14,49.33000183105469
2012-08-15,49.38999938964844
2012-08-16,49.529998779296875
2012-08-17,52.09000015258789
2012-08-20,51.959999084472656
2012-08-21,51.5
2012-08-22,51.83000183105469
2012-08-23,51.66999816894531
2012-08-24,53.91999816894531
2012-08-27,53.689998626708984
2012-08-28,53.84000015258789
2012-08-29,53.4900016784668
2012-08-30,52.54999923706055
2012-08-31,53.95000076293945
2012-09-04,53.4900016784668
2012-09-05,52.97999954223633
2012-09-06,55.5
2012-09-07,56.029998779296875
2012-09-10,53.5
2012-09-11,53.31999969482422
2012-09-12,52.9900016784668
2012-09-13,54.13999938964844
2012-09-14,53.59000015258789
2012-09-17,53.95000076293945
2012-09-18,52.599998474121094
2012-09-19,52.52000045776367
2012-09-20,52.4900016784668
2012-09-21,57.349998474121094
2012-09-24,54.5
2012-09-25,52.29999923706055
2012-09-26,52.79999923706055
2012-09-27,53.2599983215332
2012-09-28,53.18000030517578
2012-10-01,52.900001525878906
2012-10-02,53.0099983215332
2012-10-03,52.970001220703125
2012-10-04,53.43000030517578
2012-10-05,53.459999084472656
2012-10-08,53.33000183105469
2012-10-09,52.04999923706055
2012-10-10,52.22999954223633
2012-10-11,53.09000015258789
2012-10-12,52.97999954223633
2012-10-15,53.88999938964844
2012-10-16,56.79999923706055
2012-10-17,56.06999969482422
2012-10-18,56.470001220703125
2012-10-19,55.04999923706055
2012-10-22,54.79999923706055
2012-10-23,55.0
2012-10-24,55.25
2012-10-25,54.060001373291016
2012-10-26,54.4900016784668
2012-10-31,54.689998626708984
2012-11-01,56.970001220703125
2012-11-02,56.20000076293945
2012-11-05,56.4900016784668
2012-11-06,55.81999969482422
2012-11-07,54.61000061035156
2012-11-08,50.70000076293945
2012-11-09,50.43000030517578
2012-11-12,50.58000183105469
2012-11-13,51.0099983215332
2012-11-14,48.11000061035156
2012-11-15,48.4900016784668
2012-11-16,50.31999969482422
2012-11-19,50.61000061035156
2012-11-20,51.38999938964844
2012-11-21,51.2400016784668
2012-11-23,51.470001220703125
2012-11-26,51.47999954223633
2012-11-27,51.400001525878906
2012-11-28,53.45000076293945
2012-11-29,53.040000915527344
2012-11-30,53.150001525878906
2012-12-03,53.5
2012-12-04,52.459999084472656
2012-12-05,50.400001525878906
2012-12-06,51.439998626708984
2012-12-07,51.599998474121094
2012-12-10,49.75
2012-12-11,50.91999816894531
2012-12-12,49.790000915527344
2012-12-13,49.310001373291016
2012-12-14,49.880001068115234
2012-12-17,51.18000030517578
2012-12-18,53.40999984741211
2012-12-19,53.439998626708984
2012-12-20,55.11000061035156
2012-12-21,53.4900016784668
2012-12-24,53.56999969482422
2012-12-26,50.029998779296875
2012-12-27,49.40999984741211
2012-12-28,49.18000030517578
2012-12-31,51.029998779296875
2013-01-02,51.5099983215332
2013-01-03,52.04999923706055
2013-01-04,52.22999954223633
2013-01-07,52.529998779296875
2013-01-08,53.0
2013-01-09,53.310001373291016
2013-01-10,52.0099983215332
2013-01-11,52.939998626708984
2013-01-14,54.459999084472656
2013-01-15,54.31999969482422
2013-01-16,54.11000061035156
2013-01-17,53.060001373291016
2013-01-18,54.47999954223633
2013-01-22,54.95000076293945
2013-01-23,55.630001068115234
2013-01-24,56.72999954223633
2013-01-25,58.08000183105469
2013-01-28,57.75
2013-01-29,57.470001220703125
2013-01-30,56.31999969482422
2013-01-31,56.130001068115234
2013-02-01,55.720001220703125
2013-02-04,54.90999984741211
2013-02-05,55.380001068115234
2013-02-06,55.869998931884766
2013-02-07,56.65999984741211
2013-02-08,57.099998474121094
2013-02-11,57.0
2013-02-12,62.0
2013-02-13,61.349998474121094
2013-02-14,61.66999816894531
2013-02-15,63.27000045776367
2013-02-19,64.83999633789062
2013-02-20,61.5
2013-02-21,59.0
2013-02-22,59.11000061035156
2013-02-25,57.86000061035156
2013-02-26,59.2400016784668
2013-02-27,59.459999084472656
2013-02-28,59.279998779296875
2013-03-01,59.22999954223633
2013-03-04,59.27000045776367
2013-03-05,60.52000045776367
2013-03-06,61.189998626708984
2013-03-07,58.209999084472656
2013-03-08,58.189998626708984
2013-03-11,55.0
2013-03-12,56.279998779296875
2013-03-13,58.5099983215332
2013-03-14,58.04999923706055
2013-03-15,57.380001068115234
2013-03-18,58.099998474121094
2013-03-19,56.150001525878906
2013-03-20,56.380001068115234
2013-03-21,55.04999923706055
2013-03-22,55.61000061035156
2013-03-25,55.41999816894531
2013-03-26,55.220001220703125
2013-03-27,56.40999984741211
2013-03-28,56.790000915527344
2013-04-01,55.5
2013-04-02,54.15999984741211
2013-04-03,54.959999084472656
2013-04-04,54.65999984741211
2013-04-05,54.97999954223633
2013-04-08,56.29999923706055
2013-04-09,55.689998626708984
2013-04-10,55.099998474121094
2013-04-11,57.310001373291016
2013-04-12,56.0
2013-04-15,54.0
2013-04-16,52.970001220703125
2013-04-17,53.91999816894531
2013-04-18,53.61000061035156
2013-04-19,53.08000183105469
2013-04-22,52.36000061035156
2013-04-23,54.09000015258789
2013-04-24,53.52000045776367
2013-04-25,56.63999938964844
2013-04-26,56.119998931884766
2013-04-29,56.04999923706055
2013-04-30,56.939998626708984
2013-05-01,56.5
2013-05-02,57.04999923706055
2013-05-03,58.040000915527344
2013-05-06,57.09000015258789
2013-05-07,58.40999984741211
2013-05-08,57.97999954223633
2013-05-09,59.40999984741211
2013-05-10,60.36000061035156
2013-05-13,60.97999954223633
2013-05-14,61.34000015258789
2013-05-15,60.5
2013-05-16,59.27000045776367
2013-05-17,60.61000061035156
2013-05-20,60.58000183105469
2013-05-21,61.22999954223633
2013-05-22,60.459999084472656
2013-05-23,59.810001373291016
2013-05-24,60.09000015258789
2013-05-28,61.97999954223633
2013-05-29,63.95000076293945
2013-05-30,65.68000030517578
2013-05-31,62.81999969482422
2013-06-03,62.2400016784668
2013-06-04,61.56999969482422
2013-06-05,61.2400016784668
2013-06-06,61.93000030517578
2013-06-07,62.689998626708984
2013-06-10,62.16999816894531
2013-06-11,61.27000045776367
2013-06-12,60.529998779296875
2013-06-13,59.5
2013-06-14,60.79999923706055
