Date,TDS
2010-01-04,21.237977981567383
2010-01-05,21.1950626373291
2010-01-06,21.1950626373291
2010-01-07,21.066312789916992
2010-01-08,20.765888214111328
2010-01-11,21.10309410095215
2010-01-12,20.784284591674805
2010-01-13,20.949827194213867
2010-01-14,20.900766372680664
2010-01-15,20.54517364501953
2010-01-19,20.66165542602539
2010-01-20,20.318317413330078
2010-01-21,20.158916473388672
2010-01-22,19.833969116210938
2010-01-25,19.81557846069336
2010-01-26,19.600988388061523
2010-01-27,19.840097427368164
2010-01-28,19.74813461303711
2010-01-29,19.34347915649414
2010-02-01,19.58259391784668
2010-02-02,19.509021759033203
2010-02-03,19.355745315551758
2010-02-04,18.89591407775879
2010-02-05,18.540319442749023
2010-02-08,18.607751846313477
2010-02-09,18.87751579284668
2010-02-10,18.810083389282227
2010-02-11,18.859128952026367
2010-02-12,19.110504150390625
2010-02-16,19.20859718322754
2010-02-17,19.18407440185547
2010-02-18,19.27604103088379
2010-02-19,19.368005752563477
2010-02-22,19.502891540527344
2010-02-23,19.128894805908203
2010-02-24,19.233129501342773
2010-02-25,18.92044448852539
2010-02-26,19.135026931762695
2010-03-01,19.52741241455078
2010-03-02,20.04855728149414
2010-03-03,20.158916473388672
2010-03-04,19.993379592895508
2010-03-05,20.152782440185547
2010-03-08,20.42254638671875
2010-03-09,20.453203201293945
2010-03-10,20.943693161010742
2010-03-11,21.066312789916992
2010-03-12,21.04791259765625
2010-03-15,21.160490036010742
2010-03-16,21.2589111328125
2010-03-17,21.308115005493164
2010-03-18,21.2896671295166
2010-03-19,21.019004821777344
2010-03-22,21.123580932617188
2010-03-23,21.129724502563477
2010-03-24,21.11127471923828
2010-03-25,20.79140853881836
2010-03-26,20.63147735595703
2010-03-29,20.85291862487793
2010-03-30,21.012849807739258
2010-03-31,20.822166442871094
2010-04-01,21.062070846557617
2010-04-05,21.32657241821289
2010-04-06,21.301963806152344
2010-04-07,20.96979331970215
2010-04-08,21.15433692932129
2010-04-09,21.418840408325195
2010-04-12,21.240453720092773
2010-04-13,21.240453720092773
2010-04-14,21.541868209838867
2010-04-15,21.53571128845215
2010-04-16,20.99440574645996
2010-04-19,21.240453720092773
2010-04-20,21.437297821044922
2010-04-21,21.578777313232422
2010-04-22,21.78791618347168
2010-04-23,21.837133407592773
2010-04-26,21.5910701751709
2010-04-27,21.443443298339844
2010-04-28,21.603389739990234
2010-04-29,21.732561111450195
2010-04-30,21.32042694091797
2010-05-03,21.81867790222168
2010-05-04,20.988256454467773
2010-05-05,20.975948333740234
2010-05-06,19.83795928955078
2010-05-07,19.284337997436523
2010-05-10,20.194734573364258
2010-05-11,20.194734573364258
2010-05-12,21.006698608398438
2010-05-13,20.932889938354492
2010-05-14,20.446929931640625
2010-05-17,20.656076431274414
2010-05-18,20.489992141723633
2010-05-19,20.52690887451172
2010-05-20,19.22282600402832
2010-05-21,19.431974411010742
2010-05-24,19.302793502807617
2010-05-25,18.92756462097168
2010-05-26,19.22282600402832
2010-05-27,20.047101974487305
2010-05-28,20.225486755371094
2010-06-01,19.653417587280273
2010-06-02,20.163976669311523
2010-06-03,19.98558235168457
2010-06-04,19.505779266357422
2010-06-07,19.142858505249023
2010-06-08,18.989078521728516
2010-06-09,19.16131019592285
2010-06-10,19.868709564208984
2010-06-11,19.98558235168457
2010-06-14,19.870155334472656
2010-06-15,20.265216827392578
2010-06-16,20.191144943237305
2010-06-17,20.135581970214844
2010-06-18,19.86397933959961
2010-06-21,19.672626495361328
2010-06-22,19.623247146606445
2010-06-23,19.820777893066406
2010-06-24,19.29608726501465
2010-06-25,19.438060760498047
2010-06-28,19.52448081970215
2010-06-29,18.740537643432617
2010-06-30,18.759056091308594
2010-07-01,18.69733428955078
2010-07-02,18.672636032104492
2010-07-06,18.419551849365234
2010-07-07,19.05535316467285
2010-07-08,19.419546127319336
2010-07-09,19.40102767944336
2010-07-12,19.333126068115234
2010-07-13,19.8886775970459
2010-07-14,19.820777893066406
2010-07-15,19.802257537841797
2010-07-16,19.02448272705078
2010-07-19,19.005962371826172
2010-07-20,19.407207489013672
2010-07-21,19.654109954833984
2010-07-22,20.524465560913086
2010-07-23,20.81458854675293
2010-07-26,21.147916793823242
2010-07-27,21.067678451538086
2010-07-28,20.931875228881836
2010-07-29,21.01212501525879
2010-07-30,21.067678451538086
2010-08-02,21.567665100097656
2010-08-03,21.092361450195312
2010-08-04,21.221996307373047
2010-08-05,21.444211959838867
2010-08-06,20.462738037109375
2010-08-09,20.34545135498047
2010-08-10,19.907194137573242
2010-08-11,19.289913177490234
2010-08-12,19.370162963867188
2010-08-13,19.184980392456055
2010-08-16,19.40102767944336
2010-08-17,19.623247146606445
2010-08-18,19.826946258544922
2010-08-19,19.363990783691406
2010-08-20,19.283742904663086
2010-08-23,19.018321990966797
2010-08-24,18.604740142822266
2010-08-25,18.73436164855957
2010-08-26,18.66646957397461
2010-08-27,18.993627548217773
2010-08-30,18.783750534057617
2010-08-31,17.8331356048584
2010-09-01,18.530658721923828
2010-09-02,18.66029167175293
2010-09-03,19.12325096130371
2010-09-07,18.80227279663086
2010-09-08,19.05535316467285
2010-09-09,19.215843200683594
