Date,SLB
2010-01-04,46.15864944458008
2010-01-05,46.289337158203125
2010-01-06,47.32105255126953
2010-01-07,47.809383392333984
2010-01-08,48.59347915649414
2010-01-11,48.59347915649414
2010-01-12,47.86442565917969
2010-01-13,48.731048583984375
2010-01-14,49.03368377685547
2010-01-15,48.71729278564453
2010-01-19,48.78606414794922
2010-01-20,47.520511627197266
2010-01-21,46.98401641845703
2010-01-22,44.872459411621094
2010-01-25,45.26450729370117
2010-01-26,45.223243713378906
2010-01-27,45.18886184692383
2010-01-28,44.45288848876953
2010-01-29,43.64815902709961
2010-02-01,44.56295394897461
2010-02-02,45.47772216796875
2010-02-03,45.38831329345703
2010-02-04,42.98786163330078
2010-02-05,42.68522644042969
2010-02-08,42.72649383544922
2010-02-09,43.854496002197266
2010-02-10,43.7788200378418
2010-02-11,44.542301177978516
2010-02-12,44.369808197021484
2010-02-16,45.301361083984375
2010-02-17,45.1495475769043
2010-02-18,45.411766052246094
2010-02-19,44.093780517578125
2010-02-22,42.485984802246094
2010-02-23,42.00984573364258
2010-02-24,42.03056716918945
2010-02-25,41.9615592956543
2010-02-26,42.16165542602539
2010-03-01,42.38247299194336
2010-03-02,43.341636657714844
2010-03-03,43.63144302368164
2010-03-04,43.38993453979492
2010-03-05,44.03168487548828
2010-03-08,44.4940185546875
2010-03-09,44.23179244995117
2010-03-10,44.30080032348633
2010-03-11,44.093780517578125
2010-03-12,44.535396575927734
2010-03-15,44.3766975402832
2010-03-16,45.21165466308594
2010-03-17,45.956878662109375
2010-03-18,45.02534866333008
2010-03-19,44.38359069824219
2010-03-22,43.81086730957031
2010-03-23,43.493438720703125
2010-03-24,42.92760467529297
2010-03-25,41.92705154418945
2010-03-26,42.55499267578125
2010-03-29,43.52104568481445
2010-03-30,43.507232666015625
2010-03-31,43.7901496887207
2010-04-01,44.55611801147461
2010-04-05,45.3841667175293
2010-04-06,46.08799743652344
2010-04-07,45.57047653198242
2010-04-08,45.970703125
2010-04-09,45.908599853515625
2010-04-12,45.756797790527344
2010-04-13,45.20475387573242
2010-04-14,46.30191421508789
2010-04-15,46.37783432006836
2010-04-16,45.40485382080078
2010-04-19,45.01841735839844
2010-04-20,46.8194694519043
2010-04-21,46.936763763427734
2010-04-22,47.04717254638672
2010-04-23,50.152374267578125
2010-04-26,50.15925216674805
2010-04-27,48.516944885253906
2010-04-28,48.99998092651367
2010-04-29,50.47669982910156
2010-04-30,49.282901763916016
2010-05-03,49.20701599121094
2010-05-04,47.5785026550293
2010-05-05,46.43993377685547
2010-05-06,45.09434509277344
2010-05-07,43.376136779785156
2010-05-10,46.11560821533203
2010-05-11,46.122501373291016
2010-05-12,45.99140167236328
2010-05-13,46.1915168762207
2010-05-14,44.770023345947266
2010-05-17,44.266292572021484
2010-05-18,43.983375549316406
2010-05-19,43.1898307800293
2010-05-20,40.8643798828125
2010-05-21,41.74763107299805
2010-05-24,39.74650192260742
2010-05-25,40.33993911743164
2010-05-26,40.5400505065918
2010-05-27,41.41640853881836
2010-05-28,38.881980895996094
2010-06-01,35.83513259887695
2010-06-02,38.9927864074707
2010-06-03,39.21438217163086
2010-06-04,38.59808349609375
2010-06-07,37.55246353149414
2010-06-08,38.47343826293945
2010-06-09,38.4111213684082
2010-06-10,40.97323989868164
2010-06-11,41.18790054321289
2010-06-14,40.62006378173828
2010-06-15,42.150428771972656
2010-06-16,42.10889434814453
2010-06-17,42.4897346496582
2010-06-18,41.91498947143555
2010-06-21,41.776485443115234
2010-06-22,40.34309387207031
2010-06-23,40.391578674316406
2010-06-24,39.56753158569336
2010-06-25,40.31538772583008
2010-06-28,39.706024169921875
2010-06-29,38.14104461669922
2010-06-30,38.321083068847656
2010-07-01,38.265689849853516
2010-07-02,38.05793762207031
2010-07-06,38.45957565307617
2010-07-07,39.84450912475586
2010-07-08,40.53699493408203
2010-07-09,40.550838470458984
2010-07-12,40.336177825927734
2010-07-13,40.592376708984375
2010-07-14,40.77933883666992
2010-07-15,40.62701416015625
2010-07-16,39.24898147583008
2010-07-19,40.95939254760742
2010-07-20,42.26814651489258
2010-07-21,41.26406478881836
2010-07-22,42.448184967041016
2010-07-23,41.097877502441406
2010-07-26,40.75164031982422
2010-07-27,40.80705642700195
2010-07-28,41.361019134521484
2010-07-29,41.41641616821289
2010-07-30,41.31254959106445
2010-08-02,43.44536209106445
2010-08-03,43.52843475341797
2010-08-04,43.56998825073242
2010-08-05,43.805423736572266
2010-08-06,43.1683464050293
2010-08-09,43.45226287841797
2010-08-10,43.03678894042969
2010-08-11,41.58953094482422
2010-08-12,41.063262939453125
2010-08-13,40.689327239990234
2010-08-16,41.11171340942383
2010-08-17,41.76264953613281
2010-08-18,40.98016357421875
2010-08-19,40.03840637207031
2010-08-20,39.09666061401367
2010-08-23,38.653472900390625
2010-08-24,37.92637252807617
2010-08-25,37.87098693847656
2010-08-26,37.01925277709961
2010-08-27,38.61191177368164
2010-08-30,37.65269470214844
2010-08-31,37.068843841552734
2010-09-01,38.35474395751953
2010-09-02,39.21664047241211
2010-09-03,39.87697219848633
2010-09-07,39.71015930175781
2010-09-08,40.551204681396484
2010-09-09,40.683258056640625
2010-09-10,41.225440979003906
2010-09-13,41.80931854248047
2010-09-14,40.905696868896484
2010-09-15,40.446929931640625
2010-09-16,40.43999099731445
2010-09-17,40.384395599365234
2010-09-20,40.89875793457031
2010-09-21,41.211544036865234
2010-09-22,40.996063232421875
2010-09-23,40.39134216308594
2010-09-24,42.14989471435547
2010-09-27,41.60773849487305
2010-09-28,41.906612396240234
2010-09-29,42.76156234741211
2010-09-30,42.82413101196289
2010-10-01,43.394100189208984
2010-10-04,42.539146423339844
2010-10-05,43.76247024536133
2010-10-06,43.88066482543945
2010-10-07,43.78335952758789
2010-10-08,44.17954635620117
2010-10-11,44.13785934448242
2010-10-12,43.553977966308594
2010-10-13,44.91634750366211
2010-10-14,44.666099548339844
2010-10-15,44.83293914794922
2010-10-18,44.839881896972656
2010-10-19,43.88761901855469
2010-10-20,44.68696212768555
2010-10-21,44.70085144042969
2010-10-22,47.10584259033203
2010-10-25,47.63410568237305
2010-10-26,48.03726577758789
2010-10-27,48.12762451171875
2010-10-28,48.502967834472656
2010-10-29,48.57943344116211
2010-11-01,48.77406311035156
2010-11-02,49.677650451660156
2010-11-03,50.1920280456543
