Date,BBBY
2010-01-04,13.710000038146973
2010-01-05,13.8100004196167
2010-01-06,13.199999809265137
2010-01-07,13.239999771118164
2010-01-08,13.100000381469727
2010-01-11,13.270000457763672
2010-01-12,12.819999694824219
2010-01-13,12.9399995803833
2010-01-14,12.699999809265137
2010-01-15,12.680000305175781
2010-01-19,12.640000343322754
2010-01-20,12.529999732971191
2010-01-21,12.350000381469727
2010-01-22,12.180000305175781
2010-01-25,11.949999809265137
2010-01-26,11.630000114440918
2010-01-27,11.869999885559082
2010-01-28,11.920000076293945
2010-01-29,11.859999656677246
2010-02-01,12.069999694824219
2010-02-02,11.420000076293945
2010-02-03,11.399999618530273
2010-02-04,11.100000381469727
2010-02-05,11.420000076293945
2010-02-08,11.180000305175781
2010-02-09,11.449999809265137
2010-02-10,11.619999885559082
2010-02-11,11.890000343322754
2010-02-12,11.800000190734863
2010-02-16,11.859999656677246
2010-02-17,11.869999885559082
2010-02-18,12.229999542236328
2010-02-19,12.109999656677246
2010-02-22,11.920000076293945
2010-02-23,12.020000457763672
2010-02-24,12.479999542236328
2010-02-25,12.460000038146973
2010-02-26,12.3100004196167
2010-03-01,12.899999618530273
2010-03-02,13.359999656677246
2010-03-03,13.279999732971191
2010-03-04,13.079999923706055
2010-03-05,13.430000305175781
2010-03-08,14.1899995803833
2010-03-09,14.59000015258789
2010-03-10,14.34000015258789
2010-03-11,14.529999732971191
2010-03-12,14.529999732971191
2010-03-15,14.4399995803833
2010-03-16,14.970000267028809
2010-03-17,14.640000343322754
2010-03-18,14.15999984741211
2010-03-19,14.010000228881836
2010-03-22,14.149999618530273
2010-03-23,14.3100004196167
2010-03-24,14.020000457763672
2010-03-25,13.770000457763672
2010-03-26,13.760000228881836
2010-03-29,13.739999771118164
2010-03-30,13.699999809265137
2010-03-31,16.229999542236328
2010-04-01,16.899999618530273
2010-04-05,18.68000030517578
2010-04-06,19.8700008392334
2010-04-07,19.709999084472656
2010-04-08,19.780000686645508
2010-04-09,20.110000610351562
2010-04-12,21.110000610351562
2010-04-13,20.6299991607666
2010-04-14,20.989999771118164
2010-04-15,20.780000686645508
2010-04-16,19.889999389648438
2010-04-19,19.8700008392334
2010-04-20,20.149999618530273
2010-04-21,19.920000076293945
2010-04-22,20.889999389648438
2010-04-23,20.149999618530273
2010-04-26,20.200000762939453
2010-04-27,19.799999237060547
2010-04-28,19.260000228881836
2010-04-29,19.1299991607666
2010-04-30,18.5
2010-05-03,19.729999542236328
2010-05-04,23.8799991607666
2010-05-05,22.950000762939453
2010-05-06,23.020000457763672
2010-05-07,21.899999618530273
2010-05-10,23.190000534057617
2010-05-11,23.579999923706055
2010-05-12,23.920000076293945
2010-05-13,23.469999313354492
2010-05-14,22.709999084472656
2010-05-17,22.329999923706055
2010-05-18,21.559999465942383
2010-05-19,22.15999984741211
2010-05-20,20.81999969482422
2010-05-21,23.049999237060547
2010-05-24,22.719999313354492
2010-05-25,22.649999618530273
2010-05-26,23.190000534057617
2010-05-27,22.8799991607666
2010-05-28,22.5
2010-06-01,21.690000534057617
2010-06-02,22.209999084472656
2010-06-03,23.18000030517578
2010-06-04,21.040000915527344
2010-06-07,19.6200008392334
2010-06-08,20.31999969482422
2010-06-09,20.239999771118164
2010-06-10,21.239999771118164
2010-06-11,21.780000686645508
2010-06-14,21.860000610351562
2010-06-15,22.329999923706055
2010-06-16,21.610000610351562
2010-06-17,21.639999389648438
2010-06-18,21.450000762939453
2010-06-21,20.889999389648438
2010-06-22,19.969999313354492
2010-06-23,19.90999984741211
2010-06-24,19.3700008392334
2010-06-25,20.450000762939453
2010-06-28,20.0
2010-06-29,18.360000610351562
2010-06-30,18.06999969482422
2010-07-01,18.40999984741211
2010-07-02,17.959999084472656
2010-07-06,17.079999923706055
2010-07-07,17.969999313354492
2010-07-08,18.450000762939453
2010-07-09,18.780000686645508
2010-07-12,18.729999542236328
2010-07-13,19.829999923706055
2010-07-14,20.110000610351562
2010-07-15,20.149999618530273
2010-07-16,17.860000610351562
2010-07-19,18.399999618530273
2010-07-20,18.90999984741211
2010-07-21,18.270000457763672
2010-07-22,19.3700008392334
2010-07-23,20.270000457763672
2010-07-26,20.40999984741211
2010-07-27,20.81999969482422
2010-07-28,19.989999771118164
2010-07-29,19.729999542236328
2010-07-30,19.770000457763672
2010-08-02,20.209999084472656
2010-08-03,19.780000686645508
2010-08-04,20.25
2010-08-05,20.18000030517578
2010-08-06,16.780000686645508
2010-08-09,16.040000915527344
2010-08-10,15.130000114440918
2010-08-11,14.6899995803833
2010-08-12,14.470000267028809
2010-08-13,13.8100004196167
2010-08-16,14.029999732971191
2010-08-17,14.220000267028809
2010-08-18,13.989999771118164
2010-08-19,13.869999885559082
2010-08-20,13.899999618530273
2010-08-23,13.710000038146973
2010-08-24,13.529999732971191
2010-08-25,14.350000381469727
2010-08-26,14.210000038146973
2010-08-27,14.710000038146973
2010-08-30,13.920000076293945
2010-08-31,14.010000228881836
2010-09-01,14.65999984741211
2010-09-02,14.880000114440918
2010-09-03,14.90999984741211
2010-09-07,14.630000114440918
2010-09-08,14.640000343322754
2010-09-09,14.930000305175781
2010-09-10,14.850000381469727
2010-09-13,14.819999694824219
2010-09-14,14.890000343322754
2010-09-15,15.15999984741211
2010-09-16,14.65999984741211
2010-09-17,14.369999885559082
2010-09-20,15.329999923706055
2010-09-21,15.510000228881836
2010-09-22,14.6899995803833
2010-09-23,14.489999771118164
2010-09-24,15.449999809265137
2010-09-27,15.390000343322754
2010-09-28,15.720000267028809
2010-09-29,16.3799991607666
2010-09-30,15.720000267028809
2010-10-01,15.710000038146973
2010-10-04,15.289999961853027
2010-10-05,15.770000457763672
2010-10-06,15.600000381469727
2010-10-07,15.510000228881836
2010-10-08,16.219999313354492
2010-10-11,16.299999237060547
2010-10-12,17.200000762939453
2010-10-13,17.010000228881836
2010-10-14,17.09000015258789
2010-10-15,16.75
2010-10-18,16.579999923706055
2010-10-19,15.960000038146973
2010-10-20,15.859999656677246
2010-10-21,15.779999732971191
2010-10-22,16.059999465942383
2010-10-25,16.139999389648438
2010-10-26,16.030000686645508
2010-10-27,16.06999969482422
2010-10-28,15.869999885559082
2010-10-29,13.40999984741211
2010-11-01,12.6899995803833
2010-11-02,12.890000343322754
2010-11-03,13.020000457763672
2010-11-04,13.390000343322754
2010-11-05,13.899999618530273
2010-11-08,13.65999984741211
2010-11-09,13.630000114440918
2010-11-10,13.869999885559082
2010-11-11,14.300000190734863
2010-11-12,14.229999542236328
2010-11-15,14.069999694824219
2010-11-16,13.390000343322754
2010-11-17,13.289999961853027
2010-11-18,13.609999656677246
2010-11-19,13.859999656677246
2010-11-22,13.770000457763672
2010-11-23,13.5
2010-11-24,13.979999542236328
2010-11-26,14.220000267028809
2010-11-29,15.369999885559082
2010-11-30,15.420000076293945
2010-12-01,15.699999809265137
2010-12-02,15.670000076293945
2010-12-03,15.8100004196167
2010-12-06,15.84000015258789
2010-12-07,16.15999984741211
2010-12-08,16.25
2010-12-09,16.360000610351562
2010-12-10,16.31999969482422
2010-12-13,16.200000762939453
2010-12-14,16.40999984741211
2010-12-15,16.489999771118164
2010-12-16,17.299999237060547
2010-12-17,16.889999389648438
2010-12-20,16.469999313354492
2010-12-21,16.639999389648438
2010-12-22,16.65999984741211
2010-12-23,16.260000228881836
2010-12-27,16.799999237060547
2010-12-28,16.530000686645508
2010-12-29,16.75
2010-12-30,16.670000076293945
2010-12-31,16.479999542236328
2011-01-03,16.59000015258789
2011-01-04,16.469999313354492
2011-01-05,16.790000915527344
2011-01-06,16.709999084472656
2011-01-07,16.0
2011-01-10,16.100000381469727
2011-01-11,16.25
2011-01-12,16.459999084472656
2011-01-13,16.510000228881836
2011-01-14,16.93000030517578
2011-01-18,16.8799991607666
2011-01-19,15.949999809265137
2011-01-20,16.010000228881836
2011-01-21,15.869999885559082
2011-01-24,15.869999885559082
2011-01-25,15.84000015258789
2011-01-26,15.84000015258789
2011-01-27,15.420000076293945
2011-01-28,14.829999923706055
2011-01-31,14.920000076293945
2011-02-01,15.420000076293945
2011-02-02,15.010000228881836
