Date,RHP
2010-01-04,10.45872688293457
2010-01-05,10.388023376464844
2010-01-06,10.691033363342285
2010-01-07,10.680930137634277
2010-01-08,10.918289184570312
2010-01-11,11.145537376403809
2010-01-12,11.014237403869629
2010-01-13,11.039484024047852
2010-01-14,11.059687614440918
2010-01-15,11.019288063049316
2010-01-19,11.049585342407227
2010-01-20,10.872832298278809
2010-01-21,10.675877571105957
2010-01-22,10.428425788879395
2010-01-25,10.297124862670898
2010-01-26,10.307222366333008
2010-01-27,10.22137451171875
2010-01-28,9.973917961120605
2010-01-29,9.716361045837402
2010-02-01,9.933517456054688
2010-02-02,10.140570640563965
2010-02-03,9.903217315673828
2010-02-04,9.554762840270996
2010-02-05,9.605263710021973
2010-02-08,9.792113304138184
2010-02-09,9.948665618896484
2010-02-10,10.70617961883545
2010-02-11,11.165738105773926
2010-02-12,11.362692832946777
2010-02-16,11.468743324279785
2010-02-17,11.423294067382812
2010-02-18,11.251591682434082
2010-02-19,11.398042678833008
2010-02-22,11.59499454498291
2010-02-23,11.473794937133789
2010-02-24,11.499043464660645
2010-02-25,11.554594993591309
2010-02-26,11.367740631103516
2010-03-01,11.817201614379883
2010-03-02,11.968700408935547
2010-03-03,11.913152694702148
2010-03-04,11.908103942871094
2010-03-05,12.403011322021484
2010-03-08,12.397955894470215
2010-03-09,12.670665740966797
2010-03-10,12.953469276428223
2010-03-11,12.670665740966797
2010-03-12,12.615111351013184
2010-03-15,12.670665740966797
2010-03-16,12.877716064453125
2010-03-17,12.90296745300293
2010-03-18,12.781765937805176
2010-03-19,12.58481216430664
2010-03-22,12.721162796020508
2010-03-23,13.175673484802246
2010-03-24,13.660478591918945
2010-03-25,14.044285774230957
2010-03-26,14.23619270324707
2010-03-29,14.493741035461426
2010-03-30,14.746253967285156
2010-03-31,14.791705131530762
2010-04-01,15.013904571533203
2010-04-05,15.352255821228027
2010-04-06,15.367409706115723
2010-04-07,15.50376033782959
2010-04-08,15.539109230041504
2010-04-09,15.337109565734863
2010-04-12,15.145204544067383
2010-04-13,15.256308555603027
2010-04-14,15.32196044921875
2010-04-15,15.786561965942383
2010-04-16,15.362354278564453
2010-04-19,15.589614868164062
2010-04-20,15.630016326904297
2010-04-21,16.3117733001709
2010-04-22,16.96828842163086
2010-04-23,16.82183074951172
2010-04-26,17.321792602539062
2010-04-27,17.049087524414062
2010-04-28,16.836984634399414
2010-04-29,17.3470458984375
2010-04-30,17.044036865234375
2010-05-03,15.11490249633789
2010-05-04,13.973584175109863
2010-05-05,14.003883361816406
2010-05-06,13.569578170776367
2010-05-07,12.993874549865723
2010-05-10,13.933183670043945
2010-05-11,13.77158260345459
2010-05-12,14.347288131713867
2010-05-13,14.039240837097168
2010-05-14,13.564530372619629
2010-05-17,13.630183219909668
2010-05-18,13.584732055664062
2010-05-19,13.195869445800781
2010-05-20,12.241408348083496
2010-05-21,12.599963188171387
2010-05-24,12.620162963867188
2010-05-25,12.559558868408203
2010-05-26,12.448464393615723
2010-05-27,13.670580863952637
2010-05-28,13.428178787231445
2010-06-01,12.781765937805176
2010-06-02,13.236271858215332
2010-06-03,13.32717227935791
2010-06-04,12.534310340881348
2010-06-07,11.645495414733887
2010-06-08,11.842450141906738
2010-06-09,11.771746635437012
2010-06-10,12.307058334350586
2010-06-11,12.685813903808594
2010-06-14,12.741361618041992
2010-06-15,13.498876571655273
2010-06-16,14.024084091186523
2010-06-17,13.988737106323242
2010-06-18,13.660478591918945
2010-06-21,13.413026809692383
2010-06-22,12.796919822692871
2010-06-23,12.852466583251953
2010-06-24,12.302005767822266
2010-06-25,12.534310340881348
2010-06-28,12.27170467376709
2010-06-29,11.584894180297852
2010-06-30,11.15563678741455
2010-07-01,11.196040153503418
2010-07-02,11.196040153503418
2010-07-06,11.26169204711914
2010-07-07,12.034351348876953
2010-07-08,12.12525463104248
2010-07-09,12.337358474731445
2010-07-12,12.57975959777832
2010-07-13,13.51402473449707
2010-07-14,13.85743522644043
2010-07-15,13.594825744628906
2010-07-16,12.791869163513184
2010-07-19,13.049420356750488
2010-07-20,13.69078254699707
2010-07-21,13.685733795166016
2010-07-22,14.23619270324707
2010-07-23,14.675549507141113
2010-07-26,15.039155960083008
2010-07-27,14.761398315429688
2010-07-28,14.781599998474121
2010-07-29,14.902804374694824
2010-07-30,14.640193939208984
2010-08-02,15.003801345825195
2010-08-03,14.710896492004395
2010-08-04,15.15025520324707
2010-08-05,14.816944122314453
2010-08-06,14.922998428344727
2010-08-09,14.862405776977539
2010-08-10,14.301839828491211
2010-08-11,13.680680274963379
2010-08-12,13.650376319885254
2010-08-13,13.438277244567871
2010-08-16,13.933183670043945
2010-08-17,14.271540641784668
2010-08-18,14.342238426208496
2010-08-19,13.615030288696289
2010-08-20,13.847332954406738
2010-08-23,13.387775421142578
2010-08-24,13.079715728759766
2010-08-25,13.18072509765625
2010-08-26,13.30697250366211
2010-08-27,13.887739181518555
2010-08-30,13.26152229309082
2010-08-31,13.211026191711426
2010-09-01,13.781681060791016
2010-09-02,14.751296997070312
2010-09-03,14.917950630187988
2010-09-07,14.554341316223145
2010-09-08,14.508893966674805
2010-09-09,14.5038480758667
2010-09-10,14.645248413085938
2010-09-13,14.83714771270752
2010-09-14,14.65534496307373
2010-09-15,14.822003364562988
2010-09-16,14.786652565002441
2010-09-17,14.731097221374512
2010-09-20,15.382559776306152
2010-09-21,15.468413352966309
2010-09-22,14.832096099853516
2010-09-23,14.271540641784668
2010-09-24,15.392658233642578
2010-09-27,15.332062721252441
2010-09-28,15.584561347961426
2010-09-29,15.660313606262207
2010-09-30,15.402756690979004
2010-10-01,15.43305778503418
