Date,CEG
2022-01-19,40.65599060058594
2022-01-20,43.55999755859375
2022-01-21,43.55999755859375
2022-01-24,41.430389404296875
2022-01-25,40.5572509765625
2022-01-26,41.836952209472656
2022-01-27,44.29567337036133
2022-01-28,45.25399398803711
2022-01-31,46.463985443115234
2022-02-01,48.18703079223633
2022-02-02,51.313663482666016
2022-02-03,51.904151916503906
2022-02-04,48.535518646240234
2022-02-07,44.59575271606445
2022-02-08,44.04399108886719
2022-02-09,45.79606628417969
2022-02-10,45.54439163208008
2022-02-11,46.55112075805664
2022-02-14,46.570472717285156
2022-02-15,46.463985443115234
2022-02-16,45.68959045410156
2022-02-17,43.84071731567383
2022-02-18,43.956871032714844
2022-02-22,42.1467170715332
2022-02-23,41.711116790771484
2022-02-24,43.042598724365234
2022-02-25,42.644412994384766
2022-02-28,44.65475082397461
2022-03-01,46.412593841552734
2022-03-02,48.034454345703125
2022-03-03,48.09272384643555
2022-03-04,49.530059814453125
2022-03-07,50.16133499145508
2022-03-08,50.812015533447266
2022-03-09,49.85055160522461
2022-03-10,49.84084701538086
2022-03-11,47.89847946166992
2022-03-14,49.48151397705078
2022-03-15,49.811710357666016
2022-03-16,50.27787780761719
2022-03-17,49.520355224609375
2022-03-18,47.597415924072266
2022-03-21,47.80137252807617
2022-03-22,49.6660270690918
2022-03-23,49.520355224609375
2022-03-24,50.89942932128906
2022-03-25,52.249359130859375
2022-03-28,55.14348220825195
2022-03-29,54.70644760131836
2022-03-30,55.84272766113281
2022-03-31,54.62874984741211
2022-04-01,56.34772872924805
2022-04-04,56.697364807128906
2022-04-05,57.29948806762695
2022-04-06,57.882198333740234
2022-04-07,59.154441833496094
2022-04-08,62.174800872802734
2022-04-11,58.93107223510742
2022-04-12,60.08676528930664
2022-04-13,62.349609375
2022-04-14,60.747169494628906
2022-04-18,61.48526382446289
2022-04-19,64.78726959228516
2022-04-20,63.52473068237305
2022-04-21,60.863712310791016
2022-04-22,60.6306266784668
2022-04-25,60.475250244140625
2022-04-26,58.222110748291016
2022-04-27,58.358070373535156
2022-04-28,59.54291534423828
2022-04-29,57.50343322753906
2022-05-02,56.522544860839844
2022-05-03,57.97932434082031
2022-05-04,60.02850341796875
2022-05-05,58.42605972290039
2022-05-06,58.532875061035156
2022-05-09,55.959259033203125
2022-05-10,55.39598083496094
2022-05-11,55.71647262573242
2022-05-12,52.05681610107422
2022-05-13,53.16668701171875
2022-05-16,55.094356536865234
2022-05-17,57.75220489501953
2022-05-18,55.76612091064453
2022-05-19,55.717445373535156
2022-05-20,55.152774810791016
2022-05-23,55.104095458984375
2022-05-24,55.27933883666992
2022-05-25,57.60616683959961
2022-05-26,60.81895446777344
2022-05-27,64.83979034423828
2022-05-31,60.43927001953125
2022-06-01,61.96776580810547
2022-06-02,62.065128326416016
2022-06-03,63.447593688964844
2022-06-06,64.63533020019531
2022-06-07,64.7911148071289
2022-06-08,63.05816650390625
2022-06-09,59.59225845336914
2022-06-10,58.20978927612305
2022-06-13,54.01369857788086
2022-06-14,53.001182556152344
2022-06-15,56.66180419921875
2022-06-16,56.720211029052734
2022-06-17,56.564453125
2022-06-21,58.78418731689453
2022-06-22,57.64510726928711
2022-06-23,57.09991455078125
2022-06-24,57.713260650634766
2022-06-27,57.84955978393555
2022-06-28,56.54498291015625
2022-06-29,55.79533004760742
2022-06-30,55.74665069580078
2022-07-01,56.07765579223633
2022-07-05,53.48796844482422
2022-07-06,55.25986099243164
2022-07-07,57.547752380371094
2022-07-08,58.073482513427734
2022-07-11,58.25846481323242
2022-07-12,57.66458511352539
2022-07-13,58.23899459838867
2022-07-14,56.38920974731445
2022-07-15,54.18893814086914
2022-07-18,53.36140441894531
2022-07-19,53.546382904052734
2022-07-20,52.64096450805664
2022-07-21,52.72858810424805
2022-07-22,52.57280731201172
2022-07-25,53.50743865966797
2022-07-26,54.033164978027344
2022-07-27,54.062374114990234
2022-07-28,62.88292694091797
2022-07-29,64.35301208496094
2022-08-01,63.57416534423828
2022-08-02,64.09989166259766
2022-08-03,65.39473724365234
2022-08-04,65.67706298828125
2022-08-05,72.3363037109375
2022-08-08,73.88427734375
2022-08-09,73.71875762939453
2022-08-10,75.0817642211914
2022-08-11,76.74656677246094
2022-08-12,79.4881820678711
2022-08-15,79.19558715820312
2022-08-16,79.39065551757812
2022-08-17,77.73262786865234
2022-08-18,79.58570861816406
2022-08-19,78.84447479248047
2022-08-22,77.683837890625
2022-08-23,77.78138732910156
2022-08-24,78.38609313964844
2022-08-25,80.69756317138672
2022-08-26,78.83472442626953
2022-08-29,79.0005111694336
2022-08-30,77.72285461425781
2022-08-31,79.57595825195312
2022-09-01,80.48299407958984
2022-09-02,79.06877899169922
2022-09-06,80.22942352294922
2022-09-07,80.85362243652344
2022-09-08,83.67229461669922
2022-09-09,85.34981536865234
2022-09-12,85.95452880859375
2022-09-13,84.24771118164062
2022-09-14,85.87651062011719
2022-09-15,84.6573486328125
2022-09-16,83.45771789550781
2022-09-19,87.15415954589844
2022-09-20,85.58389282226562
2022-09-21,85.1255111694336
2022-09-22,83.27239227294922
2022-09-23,81.78015899658203
2022-09-26,80.87312316894531
2022-09-27,81.89720916748047
2022-09-28,82.92129516601562
2022-09-29,80.99016571044922
2022-09-30,81.136474609375
2022-10-03,84.45252990722656
2022-10-04,87.13465118408203
2022-10-05,85.9935302734375
2022-10-06,84.15018463134766
2022-10-07,82.30683898925781
2022-10-10,82.62869262695312
2022-10-11,80.83409881591797
2022-10-12,80.13188171386719
2022-10-13,81.75091552734375
2022-10-14,79.25409698486328
2022-10-17,83.08708953857422
2022-10-18,84.37451171875
2022-10-19,83.57475280761719
2022-10-20,82.4726333618164
2022-10-21,85.1255111694336
2022-10-24,85.4180908203125
2022-10-25,85.97402954101562
