Date,ENS
2010-01-04,20.154386520385742
2010-01-05,20.012834548950195
2010-01-06,19.915510177612305
2010-01-07,19.464296340942383
2010-01-08,19.70316505432129
2010-01-11,19.85358238220215
2010-01-12,19.579309463500977
2010-01-13,19.63239288330078
2010-01-14,19.81818199157715
2010-01-15,19.986291885375977
2010-01-19,20.27824592590332
2010-01-20,19.579309463500977
2010-01-21,19.02191734313965
2010-01-22,18.588397979736328
2010-01-25,18.951139450073242
2010-01-26,18.588397979736328
2010-01-27,18.668027877807617
2010-01-28,18.013315200805664
2010-01-29,17.243593215942383
2010-02-01,17.87175941467285
2010-02-02,18.261045455932617
2010-02-03,18.42029571533203
2010-02-04,18.74764633178711
2010-02-05,19.6412410736084
2010-02-08,19.136934280395508
2010-02-09,19.278499603271484
2010-02-10,19.15462875366211
2010-02-11,19.36697006225586
2010-02-12,19.6766300201416
2010-02-16,19.986291885375977
2010-02-17,20.172088623046875
2010-02-18,20.31363296508789
2010-02-19,20.41097068786621
2010-02-22,20.349031448364258
2010-02-23,19.809337615966797
2010-02-24,20.402109146118164
2010-02-25,20.55251693725586
2010-02-26,20.16323471069336
2010-03-01,20.641002655029297
2010-03-02,20.676387786865234
2010-03-03,21.030282974243164
2010-03-04,20.871030807495117
2010-03-05,21.41071891784668
2010-03-08,21.30455207824707
2010-03-09,21.472652435302734
2010-03-10,21.941566467285156
2010-03-11,22.07427215576172
2010-03-12,21.844240188598633
2010-03-15,21.976953506469727
2010-03-16,22.021190643310547
2010-03-17,22.07427215576172
2010-03-18,21.915023803710938
2010-03-19,21.45494842529297
2010-03-22,21.80885124206543
2010-03-23,22.109664916992188
2010-03-24,21.463808059692383
2010-03-25,21.45494842529297
2010-03-26,21.58765983581543
2010-03-29,21.80885124206543
2010-03-30,21.923873901367188
2010-03-31,21.81770133972168
2010-04-01,22.339693069458008
2010-04-05,22.613969802856445
2010-04-06,22.596271514892578
2010-04-07,22.596271514892578
2010-04-08,22.569726943969727
2010-04-09,22.737829208374023
2010-04-12,22.78207015991211
2010-04-13,22.888229370117188
2010-04-14,23.00324821472168
2010-04-15,23.233287811279297
2010-04-16,23.250978469848633
2010-04-19,23.153661727905273
2010-04-20,23.074024200439453
2010-04-21,23.330608367919922
2010-04-22,23.578330993652344
2010-04-23,23.799514770507812
2010-04-26,23.87029457092285
2010-04-27,23.304059982299805
2010-04-28,23.489866256713867
2010-04-29,23.843759536743164
2010-04-30,22.897085189819336
2010-05-03,23.843759536743164
2010-05-04,22.2689208984375
2010-05-05,21.30455207824707
2010-05-06,20.91526222229004
2010-05-07,20.0482177734375
2010-05-10,21.37533187866211
2010-05-11,21.065673828125
2010-05-12,21.800003051757812
2010-05-13,22.578577041625977
2010-05-14,22.286617279052734
2010-05-17,22.711284637451172
2010-05-18,22.60511589050293
2010-05-19,22.127355575561523
2010-05-20,20.959497451782227
2010-05-21,20.729461669921875
2010-05-24,20.44635772705078
2010-05-25,19.70316505432129
2010-05-26,19.977441787719727
2010-05-27,20.791397094726562
2010-05-28,19.906658172607422
2010-06-01,19.26964569091797
2010-06-02,20.00398063659668
2010-06-03,21.649599075317383
2010-06-04,21.109901428222656
2010-06-07,19.88011932373047
2010-06-08,19.30504035949707
2010-06-09,20.251705169677734
2010-06-10,20.826793670654297
2010-06-11,21.118751525878906
2010-06-14,20.87987518310547
2010-06-15,21.35763168334961
2010-06-16,21.35763168334961
2010-06-17,21.198381423950195
2010-06-18,21.28685188293457
2010-06-21,21.065673828125
