Date,MANH
2010-01-04,6.202499866485596
2010-01-05,6.117499828338623
2010-01-06,6.025000095367432
2010-01-07,5.942500114440918
2010-01-08,5.932499885559082
2010-01-11,5.804999828338623
2010-01-12,5.815000057220459
2010-01-13,5.787499904632568
2010-01-14,5.832499980926514
2010-01-15,5.707499980926514
2010-01-19,5.877500057220459
2010-01-20,5.724999904632568
2010-01-21,5.707499980926514
2010-01-22,5.492499828338623
2010-01-25,5.377500057220459
2010-01-26,5.400000095367432
2010-01-27,5.53249979019165
2010-01-28,5.332499980926514
2010-01-29,5.242499828338623
2010-02-01,5.412499904632568
2010-02-02,5.409999847412109
2010-02-03,5.557499885559082
2010-02-04,5.579999923706055
2010-02-05,5.664999961853027
2010-02-08,5.672500133514404
2010-02-09,5.704999923706055
2010-02-10,5.724999904632568
2010-02-11,5.752500057220459
2010-02-12,5.922500133514404
2010-02-16,6.112500190734863
2010-02-17,6.112500190734863
2010-02-18,6.167500019073486
2010-02-19,6.222499847412109
2010-02-22,6.317500114440918
2010-02-23,6.375
2010-02-24,6.429999828338623
2010-02-25,6.315000057220459
2010-02-26,6.317500114440918
2010-03-01,6.457499980926514
2010-03-02,6.522500038146973
2010-03-03,6.494999885559082
2010-03-04,6.485000133514404
2010-03-05,6.739999771118164
2010-03-08,6.744999885559082
2010-03-09,6.809999942779541
2010-03-10,6.847499847412109
2010-03-11,6.789999961853027
2010-03-12,6.864999771118164
2010-03-15,6.829999923706055
2010-03-16,6.737500190734863
2010-03-17,6.737500190734863
2010-03-18,6.722499847412109
2010-03-19,6.602499961853027
2010-03-22,6.710000038146973
2010-03-23,6.71750020980835
2010-03-24,6.607500076293945
2010-03-25,6.53249979019165
2010-03-26,6.460000038146973
2010-03-29,6.387499809265137
2010-03-30,6.474999904632568
2010-03-31,6.369999885559082
2010-04-01,6.397500038146973
2010-04-05,6.599999904632568
2010-04-06,6.664999961853027
2010-04-07,6.542500019073486
2010-04-08,6.552499771118164
2010-04-09,6.71750020980835
2010-04-12,6.71999979019165
2010-04-13,6.75
2010-04-14,6.875
2010-04-15,6.855000019073486
2010-04-16,6.822500228881836
2010-04-19,6.724999904632568
2010-04-20,6.827499866485596
2010-04-21,7.607500076293945
2010-04-22,7.710000038146973
2010-04-23,7.362500190734863
2010-04-26,7.380000114440918
2010-04-27,7.447500228881836
2010-04-28,7.327499866485596
2010-04-29,7.260000228881836
2010-04-30,7.164999961853027
2010-05-03,7.267499923706055
2010-05-04,7.112500190734863
2010-05-05,7.162499904632568
2010-05-06,7.235000133514404
2010-05-07,7.0625
2010-05-10,7.372499942779541
2010-05-11,7.489999771118164
2010-05-12,7.730000019073486
2010-05-13,7.570000171661377
2010-05-14,7.364999771118164
2010-05-17,7.552499771118164
2010-05-18,7.527500152587891
2010-05-19,7.46999979019165
2010-05-20,6.96750020980835
2010-05-21,6.972499847412109
2010-05-24,6.945000171661377
2010-05-25,6.795000076293945
2010-05-26,6.952499866485596
2010-05-27,7.25
2010-05-28,7.237500190734863
2010-06-01,7.232500076293945
2010-06-02,7.215000152587891
2010-06-03,7.375
2010-06-04,7.135000228881836
2010-06-07,6.932499885559082
2010-06-08,6.877500057220459
2010-06-09,6.940000057220459
2010-06-10,7.130000114440918
2010-06-11,7.267499923706055
2010-06-14,7.235000133514404
2010-06-15,7.352499961853027
2010-06-16,7.309999942779541
2010-06-17,7.307499885559082
2010-06-18,7.377500057220459
2010-06-21,7.517499923706055
2010-06-22,7.302499771118164
2010-06-23,7.304999828338623
2010-06-24,7.232500076293945
2010-06-25,7.297500133514404
2010-06-28,7.287499904632568
2010-06-29,6.989999771118164
2010-06-30,6.887499809265137
2010-07-01,6.822500228881836
2010-07-02,6.784999847412109
2010-07-06,6.672500133514404
2010-07-07,6.829999923706055
2010-07-08,6.947500228881836
2010-07-09,6.977499961853027
2010-07-12,6.927499771118164
2010-07-13,7.099999904632568
2010-07-14,7.03000020980835
2010-07-15,7.019999980926514
2010-07-16,6.897500038146973
2010-07-19,6.929999828338623
2010-07-20,7.019999980926514
2010-07-21,6.625
2010-07-22,6.997499942779541
2010-07-23,7.0625
2010-07-26,6.985000133514404
2010-07-27,6.977499961853027
2010-07-28,6.832499980926514
2010-07-29,6.762499809265137
2010-07-30,6.715000152587891
2010-08-02,6.71750020980835
2010-08-03,6.664999961853027
2010-08-04,6.769999980926514
2010-08-05,6.607500076293945
2010-08-06,6.554999828338623
2010-08-09,6.617499828338623
2010-08-10,6.510000228881836
2010-08-11,6.307499885559082
2010-08-12,6.307499885559082
2010-08-13,6.335000038146973
2010-08-16,6.320000171661377
2010-08-17,6.494999885559082
2010-08-18,6.512499809265137
2010-08-19,6.420000076293945
2010-08-20,6.474999904632568
2010-08-23,6.420000076293945
2010-08-24,6.40500020980835
2010-08-25,6.505000114440918
2010-08-26,6.394999980926514
2010-08-27,6.659999847412109
2010-08-30,6.525000095367432
2010-08-31,6.512499809265137
2010-09-01,6.787499904632568
2010-09-02,6.862500190734863
2010-09-03,7.010000228881836
2010-09-07,6.835000038146973
2010-09-08,6.925000190734863
2010-09-09,6.897500038146973
2010-09-10,6.852499961853027
2010-09-13,7.172500133514404
2010-09-14,7.132500171661377
2010-09-15,7.135000228881836
2010-09-16,7.114999771118164
2010-09-17,7.215000152587891
2010-09-20,7.40749979019165
2010-09-21,7.324999809265137
2010-09-22,7.340000152587891
2010-09-23,7.15749979019165
2010-09-24,7.429999828338623
2010-09-27,7.392499923706055
2010-09-28,7.367499828338623
2010-09-29,7.380000114440918
2010-09-30,7.337500095367432
2010-10-01,7.397500038146973
2010-10-04,7.167500019073486
2010-10-05,7.434999942779541
2010-10-06,7.139999866485596
2010-10-07,7.21750020980835
2010-10-08,7.297500133514404
2010-10-11,7.287499904632568
2010-10-12,7.300000190734863
2010-10-13,7.442500114440918
2010-10-14,7.477499961853027
2010-10-15,7.489999771118164
2010-10-18,7.5
2010-10-19,7.21999979019165
2010-10-20,7.380000114440918
2010-10-21,7.425000190734863
2010-10-22,7.489999771118164
2010-10-25,7.514999866485596
2010-10-26,7.585000038146973
2010-10-27,7.6875
2010-10-28,7.650000095367432
2010-10-29,7.695000171661377
2010-11-01,7.619999885559082
2010-11-02,7.775000095367432
2010-11-03,7.702499866485596
2010-11-04,7.8125
2010-11-05,7.75
2010-11-08,7.800000190734863
2010-11-09,7.699999809265137
2010-11-10,7.764999866485596
2010-11-11,7.625
