Date,PLXS
2010-01-04,29.40999984741211
2010-01-05,30.059999465942383
2010-01-06,30.18000030517578
2010-01-07,30.1299991607666
2010-01-08,29.739999771118164
2010-01-11,29.149999618530273
2010-01-12,28.799999237060547
2010-01-13,28.65999984741211
2010-01-14,28.790000915527344
2010-01-15,28.200000762939453
2010-01-19,28.729999542236328
2010-01-20,28.979999542236328
2010-01-21,33.06999969482422
2010-01-22,33.369998931884766
2010-01-25,34.2599983215332
2010-01-26,34.95000076293945
2010-01-27,35.02000045776367
2010-01-28,34.29999923706055
2010-01-29,34.0099983215332
2010-02-01,34.13999938964844
2010-02-02,33.45000076293945
2010-02-03,33.34000015258789
2010-02-04,31.68000030517578
2010-02-05,31.600000381469727
2010-02-08,31.239999771118164
2010-02-09,32.02000045776367
2010-02-10,31.809999465942383
2010-02-11,32.83000183105469
2010-02-12,33.41999816894531
2010-02-16,34.65999984741211
2010-02-17,34.65999984741211
2010-02-18,35.470001220703125
2010-02-19,35.70000076293945
2010-02-22,35.41999816894531
2010-02-23,34.349998474121094
2010-02-24,35.209999084472656
2010-02-25,35.2599983215332
2010-02-26,34.4900016784668
2010-03-01,35.540000915527344
2010-03-02,36.290000915527344
2010-03-03,35.7599983215332
2010-03-04,35.90999984741211
2010-03-05,36.16999816894531
2010-03-08,36.099998474121094
2010-03-09,37.2400016784668
2010-03-10,37.4900016784668
2010-03-11,37.45000076293945
2010-03-12,37.220001220703125
2010-03-15,36.88999938964844
2010-03-16,37.400001525878906
2010-03-17,37.720001220703125
2010-03-18,37.4900016784668
2010-03-19,37.2599983215332
2010-03-22,37.25
2010-03-23,37.970001220703125
2010-03-24,36.40999984741211
2010-03-25,36.09000015258789
2010-03-26,36.75
2010-03-29,36.650001525878906
2010-03-30,36.630001068115234
2010-03-31,36.029998779296875
2010-04-01,36.95000076293945
2010-04-05,37.7599983215332
2010-04-06,37.560001373291016
2010-04-07,36.91999816894531
2010-04-08,37.16999816894531
2010-04-09,36.849998474121094
2010-04-12,36.75
2010-04-13,36.84000015258789
2010-04-14,37.86000061035156
2010-04-15,38.189998626708984
2010-04-16,37.5
2010-04-19,37.369998931884766
2010-04-20,39.65999984741211
2010-04-21,38.79999923706055
2010-04-22,38.900001525878906
2010-04-23,37.95000076293945
2010-04-26,38.939998626708984
2010-04-27,38.0
2010-04-28,37.97999954223633
2010-04-29,39.0
2010-04-30,37.08000183105469
2010-05-03,37.86000061035156
2010-05-04,36.11000061035156
2010-05-05,35.18000030517578
2010-05-06,33.540000915527344
2010-05-07,33.25
2010-05-10,35.459999084472656
2010-05-11,35.369998931884766
2010-05-12,37.560001373291016
2010-05-13,37.349998474121094
2010-05-14,35.88999938964844
2010-05-17,35.83000183105469
2010-05-18,34.349998474121094
2010-05-19,34.15999984741211
2010-05-20,32.88999938964844
2010-05-21,33.36000061035156
2010-05-24,33.34000015258789
2010-05-25,33.439998626708984
2010-05-26,33.7599983215332
2010-05-27,35.220001220703125
2010-05-28,34.04999923706055
2010-06-01,32.91999816894531
2010-06-02,33.79999923706055
2010-06-03,34.29999923706055
2010-06-04,33.060001373291016
2010-06-07,32.4900016784668
2010-06-08,32.20000076293945
2010-06-09,28.93000030517578
2010-06-10,31.18000030517578
2010-06-11,31.399999618530273
2010-06-14,31.3700008392334
2010-06-15,32.029998779296875
2010-06-16,30.6299991607666
2010-06-17,30.799999237060547
2010-06-18,30.6200008392334
2010-06-21,30.43000030517578
2010-06-22,29.549999237060547
2010-06-23,29.600000381469727
2010-06-24,29.510000228881836
2010-06-25,29.5
2010-06-28,29.459999084472656
2010-06-29,27.31999969482422
2010-06-30,26.739999771118164
2010-07-01,26.56999969482422
2010-07-02,26.56999969482422
2010-07-06,26.6200008392334
2010-07-07,27.760000228881836
2010-07-08,28.09000015258789
2010-07-09,28.25
2010-07-12,28.010000228881836
2010-07-13,29.309999465942383
2010-07-14,30.049999237060547
2010-07-15,30.1200008392334
2010-07-16,28.5
2010-07-19,28.809999465942383
2010-07-20,29.84000015258789
2010-07-21,28.860000610351562
2010-07-22,30.260000228881836
2010-07-23,30.3700008392334
2010-07-26,31.040000915527344
2010-07-27,30.389999389648438
2010-07-28,29.600000381469727
2010-07-29,29.540000915527344
2010-07-30,29.200000762939453
2010-08-02,29.31999969482422
2010-08-03,28.8799991607666
2010-08-04,29.399999618530273
2010-08-05,29.540000915527344
2010-08-06,29.420000076293945
2010-08-09,29.610000610351562
2010-08-10,28.959999084472656
2010-08-11,27.979999542236328
2010-08-12,26.360000610351562
2010-08-13,25.110000610351562
2010-08-16,25.170000076293945
2010-08-17,25.719999313354492
2010-08-18,25.6299991607666
2010-08-19,24.989999771118164
2010-08-20,24.020000457763672
2010-08-23,23.600000381469727
2010-08-24,23.09000015258789
2010-08-25,22.459999084472656
2010-08-26,22.329999923706055
2010-08-27,23.149999618530273
2010-08-30,22.950000762939453
2010-08-31,23.010000228881836
2010-09-01,23.459999084472656
2010-09-02,24.280000686645508
2010-09-03,24.940000534057617
2010-09-07,24.649999618530273
2010-09-08,25.020000457763672
2010-09-09,24.65999984741211
2010-09-10,25.510000228881836
2010-09-13,26.290000915527344
2010-09-14,26.420000076293945
2010-09-15,26.610000610351562
2010-09-16,26.350000381469727
2010-09-17,26.40999984741211
2010-09-20,27.969999313354492
2010-09-21,27.1200008392334
2010-09-22,26.760000228881836
2010-09-23,26.950000762939453
2010-09-24,28.209999084472656
2010-09-27,28.18000030517578
2010-09-28,28.829999923706055
2010-09-29,29.399999618530273
2010-09-30,29.350000381469727
2010-10-01,30.729999542236328
2010-10-04,29.270000457763672
2010-10-05,30.5
2010-10-06,30.3799991607666
2010-10-07,30.489999771118164
2010-10-08,30.899999618530273
2010-10-11,30.739999771118164
2010-10-12,31.1299991607666
2010-10-13,32.02000045776367
2010-10-14,31.950000762939453
2010-10-15,32.439998626708984
2010-10-18,33.25
2010-10-19,32.709999084472656
2010-10-20,32.9900016784668
2010-10-21,32.77000045776367
2010-10-22,32.709999084472656
2010-10-25,33.33000183105469
2010-10-26,33.25
2010-10-27,33.59000015258789
2010-10-28,30.68000030517578
2010-10-29,30.350000381469727
2010-11-01,29.389999389648438
2010-11-02,29.93000030517578
2010-11-03,30.31999969482422
2010-11-04,31.420000076293945
2010-11-05,31.6299991607666
2010-11-08,31.219999313354492
2010-11-09,30.959999084472656
2010-11-10,30.639999389648438
2010-11-11,29.950000762939453
2010-11-12,29.0
2010-11-15,28.950000762939453
2010-11-16,27.290000915527344
2010-11-17,27.649999618530273
2010-11-18,28.200000762939453
2010-11-19,27.719999313354492
2010-11-22,27.739999771118164
2010-11-23,27.200000762939453
2010-11-24,27.920000076293945
2010-11-26,27.65999984741211
2010-11-29,27.700000762939453
2010-11-30,27.139999389648438
2010-12-01,27.989999771118164
2010-12-02,27.829999923706055
2010-12-03,28.209999084472656
2010-12-06,28.290000915527344
2010-12-07,28.760000228881836
2010-12-08,28.329999923706055
2010-12-09,28.540000915527344
2010-12-10,28.739999771118164
2010-12-13,27.899999618530273
2010-12-14,27.8799991607666
2010-12-15,27.690000534057617
2010-12-16,27.920000076293945
2010-12-17,28.549999237060547
2010-12-20,28.510000228881836
2010-12-21,29.690000534057617
2010-12-22,30.6299991607666
2010-12-23,30.549999237060547
2010-12-27,30.8700008392334
2010-12-28,30.520000457763672
2010-12-29,30.719999313354492
2010-12-30,30.850000381469727
2010-12-31,30.940000534057617
2011-01-03,31.770000457763672
2011-01-04,30.399999618530273
2011-01-05,30.920000076293945
2011-01-06,30.600000381469727
2011-01-07,30.110000610351562
2011-01-10,30.290000915527344
2011-01-11,30.209999084472656
2011-01-12,29.8799991607666
2011-01-13,29.549999237060547
2011-01-14,30.639999389648438
2011-01-18,30.940000534057617
2011-01-19,30.649999618530273
2011-01-20,29.0
2011-01-21,27.389999389648438
2011-01-24,27.270000457763672
2011-01-25,27.399999618530273
2011-01-26,27.729999542236328
2011-01-27,27.950000762939453
2011-01-28,27.139999389648438
2011-01-31,27.040000915527344
2011-02-01,28.100000381469727
2011-02-02,28.6200008392334
2011-02-03,28.290000915527344
2011-02-04,29.1200008392334
2011-02-07,28.649999618530273
2011-02-08,28.450000762939453
2011-02-09,28.510000228881836
2011-02-10,28.940000534057617
2011-02-11,29.1299991607666
2011-02-14,29.1299991607666
2011-02-15,28.829999923706055
2011-02-16,29.270000457763672
2011-02-17,31.510000228881836
2011-02-18,32.810001373291016
2011-02-22,32.0
2011-02-23,30.559999465942383
2011-02-24,30.809999465942383
2011-02-25,31.520000457763672
2011-02-28,31.43000030517578
2011-03-01,29.530000686645508
2011-03-02,29.420000076293945
2011-03-03,30.200000762939453
2011-03-04,29.450000762939453
2011-03-07,29.100000381469727
2011-03-08,29.489999771118164
2011-03-09,29.639999389648438
2011-03-10,28.84000015258789
2011-03-11,29.239999771118164
2011-03-14,29.6299991607666
2011-03-15,29.530000686645508
2011-03-16,29.190000534057617
2011-03-17,29.1299991607666
2011-03-18,29.299999237060547
2011-03-21,29.959999084472656
2011-03-22,30.329999923706055
2011-03-23,31.489999771118164
2011-03-24,32.18000030517578
2011-03-25,32.849998474121094
2011-03-28,32.66999816894531
2011-03-29,34.130001068115234
2011-03-30,35.11000061035156
2011-03-31,35.060001373291016
2011-04-01,34.79999923706055
2011-04-04,34.650001525878906
2011-04-05,34.7599983215332
2011-04-06,34.45000076293945
2011-04-07,33.93000030517578
2011-04-08,33.29999923706055
2011-04-11,33.20000076293945
2011-04-12,32.540000915527344
2011-04-13,32.810001373291016
2011-04-14,33.27000045776367
2011-04-15,33.25
2011-04-18,33.0099983215332
2011-04-19,33.0
2011-04-20,33.72999954223633
2011-04-21,36.91999816894531
2011-04-25,36.41999816894531
2011-04-26,36.7400016784668
2011-04-27,36.66999816894531
2011-04-28,36.560001373291016
2011-04-29,36.4900016784668
2011-05-02,36.7400016784668
2011-05-03,35.75
2011-05-04,35.380001068115234
2011-05-05,35.439998626708984
2011-05-06,35.86000061035156
2011-05-09,36.689998626708984
2011-05-10,37.33000183105469
2011-05-11,36.619998931884766
2011-05-12,37.20000076293945
2011-05-13,36.470001220703125
2011-05-16,35.7400016784668
2011-05-17,36.0
2011-05-18,36.25
2011-05-19,36.93000030517578
2011-05-20,36.900001525878906
2011-05-23,36.08000183105469
2011-05-24,35.7599983215332
2011-05-25,36.86000061035156
2011-05-26,37.15999984741211
2011-05-27,37.400001525878906
2011-05-31,37.279998779296875
2011-06-01,36.349998474121094
2011-06-02,35.970001220703125
2011-06-03,35.189998626708984
2011-06-06,35.22999954223633
2011-06-07,35.5
2011-06-08,34.18000030517578
2011-06-09,34.33000183105469
2011-06-10,31.790000915527344
2011-06-13,31.729999542236328
2011-06-14,32.11000061035156
2011-06-15,31.200000762939453
2011-06-16,30.860000610351562
2011-06-17,30.709999084472656
2011-06-20,30.81999969482422
2011-06-21,31.889999389648438
2011-06-22,31.639999389648438
2011-06-23,32.060001373291016
2011-06-24,31.889999389648438
2011-06-27,32.650001525878906
2011-06-28,33.65999984741211
2011-06-29,34.040000915527344
2011-06-30,34.810001373291016
2011-07-01,34.849998474121094
2011-07-05,34.560001373291016
2011-07-06,34.099998474121094
2011-07-07,34.63999938964844
2011-07-08,34.79999923706055
2011-07-11,33.58000183105469
2011-07-12,32.880001068115234
2011-07-13,33.060001373291016
2011-07-14,32.20000076293945
2011-07-15,32.189998626708984
2011-07-18,31.649999618530273
2011-07-19,33.209999084472656
2011-07-20,33.380001068115234
2011-07-21,30.290000915527344
2011-07-22,30.56999969482422
2011-07-25,29.780000686645508
2011-07-26,30.59000015258789
2011-07-27,28.969999313354492
2011-07-28,29.06999969482422
2011-07-29,29.510000228881836
2011-08-01,29.239999771118164
2011-08-02,28.219999313354492
2011-08-03,29.15999984741211
2011-08-04,28.450000762939453
2011-08-05,27.040000915527344
2011-08-08,24.56999969482422
2011-08-09,26.18000030517578
2011-08-10,25.1200008392334
2011-08-11,26.540000915527344
2011-08-12,26.329999923706055
2011-08-15,26.90999984741211
2011-08-16,26.31999969482422
2011-08-17,26.299999237060547
2011-08-18,24.700000762939453
2011-08-19,24.420000076293945
2011-08-22,24.209999084472656
2011-08-23,25.34000015258789
2011-08-24,25.360000610351562
2011-08-25,23.850000381469727
2011-08-26,25.030000686645508
2011-08-29,26.3799991607666
2011-08-30,26.719999313354492
2011-08-31,26.579999923706055
2011-09-01,26.270000457763672
2011-09-02,24.8799991607666
2011-09-06,24.3799991607666
2011-09-07,25.31999969482422
2011-09-08,25.229999542236328
2011-09-09,24.040000915527344
2011-09-12,24.489999771118164
2011-09-13,25.15999984741211
2011-09-14,26.31999969482422
2011-09-15,26.760000228881836
2011-09-16,26.940000534057617
2011-09-19,25.940000534057617
2011-09-20,24.0
2011-09-21,22.959999084472656
2011-09-22,22.18000030517578
2011-09-23,22.389999389648438
2011-09-26,22.8700008392334
2011-09-27,24.329999923706055
2011-09-28,22.969999313354492
2011-09-29,23.549999237060547
2011-09-30,22.6200008392334
2011-10-03,21.389999389648438
2011-10-04,23.639999389648438
2011-10-05,24.510000228881836
2011-10-06,26.0
2011-10-07,25.610000610351562
2011-10-10,26.670000076293945
2011-10-11,26.299999237060547
2011-10-12,26.68000030517578
2011-10-13,26.510000228881836
2011-10-14,27.34000015258789
2011-10-17,26.559999465942383
2011-10-18,27.729999542236328
2011-10-19,26.65999984741211
2011-10-20,27.0
