Date,SCL
2010-01-04,26.95090103149414
2010-01-05,26.513233184814453
2010-01-06,26.127761840820312
2010-01-07,26.408830642700195
2010-01-08,26.079580307006836
2010-01-11,26.24018669128418
2010-01-12,25.995258331298828
2010-01-13,27.12759017944336
2010-01-14,26.858552932739258
2010-01-15,26.766204833984375
2010-01-19,26.85453987121582
2010-01-20,26.300418853759766
2010-01-21,26.11170768737793
2010-01-22,25.144010543823242
2010-01-25,25.41303825378418
2010-01-26,25.232345581054688
2010-01-27,24.642091751098633
2010-01-28,23.822965621948242
2010-01-29,23.481657028198242
2010-02-01,23.3933162689209
2010-02-02,22.9074649810791
2010-02-03,22.84724235534668
2010-02-04,22.24493408203125
2010-02-05,22.42161750793457
2010-02-08,22.09636878967285
2010-02-09,20.144916534423828
2010-02-10,18.93630599975586
2010-02-11,19.514509201049805
2010-02-12,20.160974502563477
2010-02-16,19.948169708251953
2010-02-17,20.08469009399414
2010-02-18,20.333646774291992
2010-02-19,20.450084686279297
2010-02-22,20.349706649780273
2010-02-23,19.695209503173828
2010-02-24,19.8323917388916
2010-02-25,19.493446350097656
2010-02-26,19.1827449798584
2010-03-01,19.53379249572754
2010-03-02,20.034147262573242
2010-03-03,20.37713623046875
2010-03-04,20.865371704101562
2010-03-05,21.373790740966797
2010-03-08,20.958181381225586
2010-03-09,21.268878936767578
2010-03-10,21.389925003051758
2010-03-11,21.264848709106445
2010-03-12,21.684494018554688
2010-03-15,21.563440322875977
2010-03-16,21.587648391723633
2010-03-17,21.628005981445312
2010-03-18,22.13642120361328
2010-03-19,21.833797454833984
2010-03-22,22.071861267089844
2010-03-23,22.059757232666016
2010-03-24,21.66834831237793
2010-03-25,21.2930908203125
2010-03-26,21.123613357543945
2010-03-29,21.849931716918945
2010-03-30,22.64484214782715
2010-03-31,22.552038192749023
2010-04-01,22.394670486450195
2010-04-05,22.66097640991211
2010-04-06,23.31063461303711
2010-04-07,23.27431297302246
2010-04-08,23.59308624267578
2010-04-09,24.153961181640625
2010-04-12,24.327463150024414
2010-04-13,24.468690872192383
2010-04-14,24.33149528503418
2010-04-15,24.87220573425293
2010-04-16,24.735008239746094
2010-04-19,24.90851593017578
2010-04-20,29.2381591796875
2010-04-21,29.452007293701172
2010-04-22,30.17833137512207
2010-04-23,30.327606201171875
2010-04-26,30.283233642578125
2010-04-27,30.76744270324707
2010-04-28,30.069372177124023
2010-04-29,31.986038208007812
2010-04-30,30.56568717956543
2010-05-03,30.73516845703125
2010-05-04,29.92814826965332
2010-05-05,28.963769912719727
2010-05-06,28.084125518798828
2010-05-07,27.809730529785156
2010-05-10,29.48833656311035
2010-05-11,30.230785369873047
2010-05-12,30.37200927734375
2010-05-13,29.95235824584961
2010-05-14,29.383405685424805
2010-05-17,30.255002975463867
2010-05-18,29.581132888793945
2010-05-19,29.71430015563965
2010-05-20,28.297983169555664
2010-05-21,29.173593521118164
2010-05-24,29.41165542602539
2010-05-25,28.778133392333984
2010-05-26,28.36113739013672
2010-05-27,29.968467712402344
2010-05-28,29.203256607055664
2010-06-01,28.774093627929688
2010-06-02,29.349018096923828
2010-06-03,29.948230743408203
2010-06-04,27.72954559326172
2010-06-07,26.944107055664062
2010-06-08,26.413707733154297
2010-06-09,26.664731979370117
2010-06-10,27.243696212768555
2010-06-11,27.80242347717285
2010-06-14,27.753828048706055
2010-06-15,28.26801872253418
2010-06-16,28.24372100830078
2010-06-17,28.40566635131836
2010-06-18,29.506927490234375
2010-06-21,29.178970336914062
2010-06-22,29.053451538085938
2010-06-23,29.195171356201172
2010-06-24,28.22347640991211
2010-06-25,28.24372100830078
2010-06-28,28.19109344482422
2010-06-29,27.644512176513672
2010-06-30,27.70525360107422
2010-07-01,27.83480453491211
2010-07-02,26.745704650878906
2010-07-06,25.644466400146484
2010-07-07,25.883329391479492
2010-07-08,27.91577911376953
2010-07-09,28.041284561157227
2010-07-12,27.680953979492188
2010-07-13,28.875301361083984
2010-07-14,28.83078956604004
2010-07-15,28.95223617553711
2010-07-16,27.421833038330078
2010-07-19,27.50686264038086
2010-07-20,27.936031341552734
2010-07-21,27.19916343688965
2010-07-22,28.280153274536133
2010-07-23,28.96844482421875
2010-07-26,28.340904235839844
2010-07-27,26.64853858947754
2010-07-28,26.478490829467773
2010-07-29,26.454204559326172
2010-07-30,26.725465774536133
2010-08-02,27.316572189331055
2010-08-03,26.680925369262695
2010-08-04,26.676877975463867
2010-08-05,25.960262298583984
2010-08-06,25.54324722290039
2010-08-09,26.26795768737793
2010-08-10,24.98453140258789
2010-08-11,24.19502830505371
2010-08-12,23.91162109375
2010-08-13,23.41767692565918
2010-08-16,23.648452758789062
2010-08-17,23.782066345214844
2010-08-18,23.66464614868164
2010-08-19,22.668664932250977
2010-08-20,22.680814743041992
2010-08-23,22.324525833129883
2010-08-24,22.466230392456055
2010-08-25,22.737491607666016
2010-08-26,22.247608184814453
2010-08-27,22.670515060424805
2010-08-30,22.117481231689453
2010-08-31,22.548519134521484
2010-09-01,22.91449737548828
2010-09-02,22.86163902282715
2010-09-03,23.365880966186523
2010-09-07,22.85350227355957
2010-09-08,22.764036178588867
2010-09-09,23.69525718688965
2010-09-10,23.569196701049805
2010-09-13,24.223899841308594
2010-09-14,24.049039840698242
2010-09-15,24.09377098083496
2010-09-16,24.10190200805664
2010-09-17,24.272701263427734
2010-09-20,25.256776809692383
2010-09-21,25.11038589477539
2010-09-22,24.992454528808594
2010-09-23,23.955516815185547
2010-09-24,24.492292404174805
2010-09-27,24.406888961791992
2010-09-28,24.386550903320312
2010-09-29,24.162900924682617
2010-09-30,24.036848068237305
2010-10-01,24.040908813476562
2010-10-04,24.02464485168457
2010-10-05,24.47601890563965
2010-10-06,24.293031692504883
2010-10-07,24.903003692626953
2010-10-08,25.297447204589844
2010-10-11,24.598018646240234
2010-10-12,25.114450454711914
2010-10-13,26.244937896728516
2010-10-14,25.931808471679688
2010-10-15,25.610563278198242
2010-10-18,26.005014419555664
2010-10-19,26.045673370361328
2010-10-20,26.972837448120117
2010-10-21,27.184293746948242
2010-10-22,27.273733139038086
2010-10-25,27.8267879486084
2010-10-26,27.696659088134766
2010-10-27,27.725120544433594
2010-10-28,27.558399200439453
2010-10-29,27.424203872680664
2010-11-01,27.46079444885254
2010-11-02,28.24969482421875
2010-11-03,28.583141326904297
2010-11-04,29.583480834960938
2010-11-05,29.526567459106445
2010-11-08,29.53062629699707
2010-11-09,29.27851676940918
2010-11-10,29.78275489807129
2010-11-11,30.31139373779297
2010-11-12,29.774616241455078
2010-11-15,29.522480010986328
2010-11-16,28.656349182128906
2010-11-17,27.895898818969727
2010-11-18,28.70513343811035
2010-11-19,29.07111358642578
2010-11-22,29.030458450317383
2010-11-23,28.701066970825195
2010-11-24,29.35576629638672
2010-11-26,29.482280731201172
2010-11-29,28.79665756225586
2010-11-30,28.792577743530273
2010-12-01,28.825220108032227
2010-12-02,29.01704216003418
2010-12-03,28.947662353515625
2010-12-06,29.490463256835938
2010-12-07,29.547588348388672
2010-12-08,29.88632583618164
2010-12-09,29.882240295410156
2010-12-10,30.143436431884766
2010-12-13,29.718990325927734
2010-12-14,30.22505760192871
2010-12-15,30.498504638671875
2010-12-16,31.200454711914062
2010-12-17,31.049457550048828
2010-12-20,31.22494125366211
2010-12-21,31.40043830871582
2010-12-22,30.92293930053711
2010-12-23,30.71071434020996
2010-12-27,31.39227867126465
2010-12-28,30.947425842285156
2010-12-29,31.033132553100586
2010-12-30,31.208627700805664
2010-12-31,31.12697982788086
2011-01-03,31.52695083618164
2011-01-04,30.739282608032227
2011-01-05,31.502470016479492
2011-01-06,30.767850875854492
2011-01-07,30.25362205505371
2011-01-10,29.76388931274414
2011-01-11,29.931215286254883
2011-01-12,30.159757614135742
2011-01-13,30.212820053100586
2011-01-14,30.433198928833008
2011-01-18,30.412776947021484
2011-01-19,30.38831329345703
2011-01-20,30.30259895324707
2011-01-21,30.4454345703125
2011-01-24,30.420961380004883
2011-01-25,30.135271072387695
2011-01-26,30.792341232299805
2011-01-27,30.686233520507812
2011-01-28,29.816936492919922
2011-01-31,29.5965576171875
2011-02-01,30.849477767944336
2011-02-02,29.64961814880371
2011-02-03,29.718990325927734
2011-02-04,30.604612350463867
2011-02-07,30.820907592773438
2011-02-08,30.739282608032227
2011-02-09,29.83734893798828
2011-02-10,29.841428756713867
2011-02-11,29.180280685424805
2011-02-14,28.747676849365234
2011-02-15,28.13958740234375
2011-02-16,28.60891342163086
2011-02-17,28.947662353515625
2011-02-18,29.249652862548828
2011-02-22,28.792577743530273
2011-02-23,28.470165252685547
2011-02-24,28.703659057617188
2011-02-25,28.97401237487793
2011-02-28,28.7528133392334
2011-03-01,28.7446231842041
2011-03-02,28.593063354492188
2011-03-03,29.04775619506836
2011-03-04,29.391860961914062
2011-03-07,29.158361434936523
2011-03-08,29.785125732421875
2011-03-09,29.715482711791992
2011-03-10,29.10511016845703
2011-03-11,28.601245880126953
2011-03-14,28.801979064941406
2011-03-15,28.695470809936523
2011-03-16,28.523412704467773
2011-03-17,28.519325256347656
2011-03-18,28.470165252685547
2011-03-21,29.092824935913086
2011-03-22,29.17475128173828
2011-03-23,29.268980026245117
