Date,TOWN
2010-01-04,7.494254112243652
2010-01-05,7.443052768707275
2010-01-06,7.2382588386535645
2010-01-07,7.174258708953857
2010-01-08,7.142258644104004
2010-01-11,7.129461765289307
2010-01-12,7.065459251403809
2010-01-13,7.065459251403809
2010-01-14,7.219057559967041
2010-01-15,7.065459251403809
2010-01-19,7.135861396789551
2010-01-20,7.007861614227295
2010-01-21,6.886264801025391
2010-01-22,6.8094658851623535
2010-01-25,6.969461917877197
2010-01-26,6.745465278625488
2010-01-27,6.956662178039551
2010-01-28,6.815864086151123
2010-01-29,6.841464996337891
2010-02-01,6.918263912200928
2010-02-02,7.097461223602295
2010-02-03,7.097461223602295
2010-02-04,7.065459251403809
2010-02-05,7.142258644104004
2010-02-08,6.969461917877197
2010-02-09,7.0142621994018555
2010-02-10,6.8990607261657715
2010-02-11,7.084659576416016
2010-02-12,7.219057559967041
2010-02-16,7.462253570556641
2010-02-17,7.615850925445557
2010-02-18,7.711848258972168
2010-02-19,7.647849082946777
2010-02-22,7.731045246124268
2010-02-23,7.667048454284668
2010-02-24,7.769446849822998
2010-02-25,7.74384880065918
2010-02-26,7.8526434898376465
2010-03-01,8.057441711425781
2010-03-02,8.217437744140625
2010-03-03,8.332634925842285
2010-03-04,8.44143295288086
2010-03-05,8.838223457336426
2010-03-08,8.556631088256836
2010-03-09,8.543828964233398
2010-03-10,8.6846284866333
2010-03-11,8.793429374694824
2010-03-12,8.812625885009766
2010-03-15,8.934223175048828
2010-03-16,8.908624649047852
2010-03-17,8.889425277709961
2010-03-18,8.703825950622559
2010-03-19,9.375814437866211
2010-03-22,9.350215911865234
2010-03-23,9.555009841918945
2010-03-24,9.484610557556152
2010-03-25,9.241418838500977
2010-03-26,9.183815956115723
2010-03-29,9.273917198181152
2010-03-30,9.621451377868652
2010-03-31,8.984310150146484
2010-04-01,9.151638984680176
2010-04-05,9.402633666992188
2010-04-06,9.878880500793457
2010-04-07,10.194229125976562
2010-04-08,10.097697257995605
2010-04-09,10.168490409851074
2010-04-12,10.303640365600586
2010-04-13,10.355125427246094
2010-04-14,10.612553596496582
2010-04-15,10.824934959411621
2010-04-16,10.74127197265625
2010-04-19,10.606120109558105
2010-04-20,10.792757034301758
2010-04-21,10.98582935333252
2010-04-22,10.908604621887207
2010-04-23,11.04375171661377
2010-04-26,10.721962928771973
2010-04-27,10.174925804138184
2010-04-28,10.084821701049805
2010-04-29,10.509583473205566
2010-04-30,10.316513061523438
2010-05-03,10.651168823242188
2010-05-04,10.406612396240234
2010-05-05,10.387300491333008
2010-05-06,10.033339500427246
2010-05-07,9.621451377868652
2010-05-10,10.297202110290527
2010-05-11,10.464533805847168
2010-05-12,10.86998462677002
2010-05-13,10.8120698928833
2010-05-14,10.670477867126465
2010-05-17,10.8120698928833
2010-05-18,10.844239234924316
2010-05-19,10.709091186523438
2010-05-20,10.014031410217285
2010-05-21,10.226411819458008
2010-05-24,9.602148056030273
2010-05-25,9.331840515136719
2010-05-26,9.241743087768555
2010-05-27,9.647191047668457
2010-05-28,9.3768892288208
2010-06-01,8.95856761932373
2010-06-02,9.415505409240723
2010-06-03,9.550654411315918
2010-06-04,8.862031936645508
2010-06-07,8.733315467834473
2010-06-08,8.675396919250488
2010-06-09,8.649646759033203
2010-06-10,8.881340026855469
2010-06-11,8.945698738098145
2010-06-14,8.971440315246582
2010-06-15,9.331840515136719
2010-06-16,9.338275909423828
2010-06-17,9.518479347229004
2010-06-18,9.627882957458496
2010-06-21,9.402633666992188
2010-06-22,9.22886848449707
2010-06-23,9.647191047668457
2010-06-24,9.370457649230957
2010-06-25,9.750166893005371
2010-06-28,9.911911964416504
2010-06-29,9.543129920959473
2010-06-30,9.39432144165039
2010-07-01,9.03847599029541
2010-07-02,8.721450805664062
2010-07-06,8.954362869262695
2010-07-07,9.08376407623291
2010-07-08,9.387847900390625
2010-07-09,9.672526359558105
2010-07-12,9.84721565246582
2010-07-13,10.332459449768066
2010-07-14,10.235408782958984
2010-07-15,10.183650016784668
2010-07-16,9.73076057434082
2010-07-19,9.769573211669922
2010-07-20,10.125420570373535
2010-07-21,9.69193172454834
2010-07-22,10.177181243896484
2010-07-23,10.351865768432617
2010-07-26,10.468328475952148
2010-07-27,10.643016815185547
2010-07-28,10.3065767288208
2010-07-29,9.94426155090332
2010-07-30,9.963672637939453
2010-08-02,10.332459449768066
2010-08-03,10.157769203186035
2010-08-04,10.319520950317383
2010-08-05,9.989551544189453
2010-08-06,9.763105392456055
2010-08-09,9.950733184814453
2010-08-10,9.685467720031738
2010-08-11,9.10317325592041
2010-08-12,9.064356803894043
2010-08-13,8.857316017150879
2010-08-16,9.01906681060791
2010-08-17,9.180811882019043
2010-08-18,9.614296913146973
2010-08-19,9.407258987426758
2010-08-20,9.724286079406738
2010-08-23,9.355500221252441
2010-08-24,9.129053115844727
2010-08-25,9.452548027038574
2010-08-26,9.21963119506836
2010-08-27,9.685467720031738
2010-08-30,9.200220108032227
2010-08-31,9.25197696685791
2010-09-01,9.73076057434082
2010-09-02,9.601356506347656
2010-09-03,9.840742111206055
2010-09-07,9.543129920959473
2010-09-08,9.614296913146973
2010-09-09,9.471955299377441
2010-09-10,9.258451461791992
2010-09-13,9.737223625183105
2010-09-14,9.562538146972656
2010-09-15,9.562538146972656
2010-09-16,9.15493106842041
2010-09-17,9.329619407653809
2010-09-20,9.911911964416504
2010-09-21,9.769573211669922
2010-09-22,9.459019660949707
2010-09-23,9.342560768127441
2010-09-24,9.743696212768555
2010-09-27,9.426669120788574
2010-09-28,9.48521900177002
2010-09-29,9.537264823913574
2010-09-30,9.73243236541748
2010-10-01,9.875558853149414
2010-10-04,9.654365539550781
2010-10-05,9.758456230163574
2010-10-06,9.849534034729004
2010-10-07,9.797490119934082
2010-10-08,10.044703483581543
2010-10-11,10.038199424743652
2010-10-12,10.070727348327637
2010-10-13,10.25288200378418
2010-10-14,10.278909683227539
2010-10-15,10.220355987548828
2010-10-18,10.337456703186035
2010-10-19,9.979652404785156
2010-10-20,10.142291069030762
2010-10-21,9.901577949523926
2010-10-22,9.986153602600098
2010-10-25,9.843029975891113
2010-10-26,9.784480094909668
2010-10-27,9.745442390441895
2010-10-28,9.563283920288086
2010-10-29,9.433175086975098
2010-11-01,9.361610412597656
2010-11-02,10.18783187866211
2010-11-03,10.20083999633789
2010-11-04,10.41552734375
2010-11-05,10.539133071899414
2010-11-08,10.539133071899414
2010-11-09,10.148796081542969
2010-11-10,10.233369827270508
2010-11-11,10.155302047729492
2010-11-12,9.95362377166748
2010-11-15,9.92760181427002
2010-11-16,9.680386543273926
2010-11-17,9.790987014770508
2010-11-18,9.966638565063477
2010-11-19,10.181321144104004
2010-11-22,10.129280090332031
2010-11-23,10.135784149169922
2010-11-24,10.298425674438477
2010-11-26,10.103255271911621
2010-11-29,10.20083999633789
2010-11-30,10.044703483581543
2010-12-01,10.278909683227539
2010-12-02,10.38950252532959
2010-12-03,10.343964576721191
2010-12-06,10.311434745788574
2010-12-07,10.402515411376953
2010-12-08,10.356976509094238
2010-12-09,10.363482475280762
2010-12-10,10.376492500305176
2010-12-13,10.356976509094238
2010-12-14,10.409019470214844
2010-12-15,10.278909683227539
2010-12-16,10.428537368774414
2010-12-17,10.356976509094238
2010-12-20,10.356976509094238
2010-12-21,10.526124000549316
2010-12-22,10.695268630981445
2010-12-23,10.682257652282715
2010-12-27,10.695268630981445
2010-12-28,10.688762664794922
2010-12-29,10.72144889831543
2010-12-30,10.636463165283203
2010-12-31,10.38803768157959
2011-01-03,10.734524726867676
2011-01-04,10.37496280670166
2011-01-05,10.865272521972656
2011-01-06,10.786826133728027
2011-01-07,10.525325775146484
2011-01-10,10.49263858795166
2011-01-11,10.675687789916992
2011-01-12,10.937185287475586
2011-01-13,10.937185287475586
2011-01-14,11.061396598815918
2011-01-18,10.950262069702148
2011-01-19,10.786826133728027
2011-01-20,10.62338924407959
2011-01-21,10.100391387939453
2011-01-24,10.080779075622559
2011-01-25,10.26382827758789
2011-01-26,10.538399696350098
2011-01-27,10.355353355407715
2011-01-28,9.845428466796875
2011-01-31,9.740826606750488
2011-02-01,9.956567764282227
2011-02-02,9.85850715637207
2011-02-03,9.891192436218262
2011-02-04,9.721220016479492
2011-02-07,9.642768859863281
2011-02-08,9.708142280578613
2011-02-09,9.59046745300293
2011-02-10,9.675456047058105
2011-02-11,9.88465404510498
2011-02-14,9.773516654968262
2011-02-15,9.714683532714844
2011-02-16,9.721220016479492
2011-02-17,9.701605796813965
2011-02-18,9.740826606750488
2011-02-22,9.642768859863281
2011-02-23,9.505481719970703
2011-02-24,9.616617202758789
2011-02-25,9.721220016479492
2011-02-28,9.734295845031738
2011-03-01,9.505481719970703
2011-03-02,9.551243782043457
2011-03-03,9.681991577148438
2011-03-04,9.544706344604492
2011-03-07,9.43356990814209
2011-03-08,9.577390670776367
2011-03-09,9.66892147064209
2011-03-10,9.237442970275879
2011-03-11,9.22436809539795
2011-03-14,9.165533065795898
2011-03-15,9.198219299316406
2011-03-16,9.00863265991211
2011-03-17,9.119768142700195
2011-03-18,9.394341468811035
2011-03-21,9.727755546569824
2011-03-22,9.66892147064209
2011-03-23,10.26382827758789
2011-03-24,10.093851089477539
2011-03-25,10.074239730834961
