Date,RDDT
2025-05-05,116.33000183105469
2025-05-06,109.98999786376953
2025-05-07,105.52999877929688
2025-05-08,107.83000183105469
2025-05-09,108.45999908447266
2025-05-12,111.20999908447266
2025-05-13,112.83999633789062
2025-05-14,125.31999969482422
2025-05-15,113.58999633789062
2025-05-16,113.2300033569336
2025-05-19,107.98999786376953
2025-05-20,105.63999938964844
2025-05-21,95.8499984741211
2025-05-22,98.31999969482422
2025-05-23,100.76000213623047
2025-05-27,104.62000274658203
2025-05-28,105.43000030517578
2025-05-29,109.02999877929688
2025-05-30,112.3499984741211
2025-06-02,112.11000061035156
2025-06-03,110.86000061035156
2025-06-04,118.20999908447266
2025-06-05,112.23999786376953
2025-06-06,121.29000091552734
2025-06-09,117.52999877929688
2025-06-10,117.08999633789062
2025-06-11,115.02999877929688
2025-06-12,116.19999694824219
2025-06-13,118.18000030517578
2025-06-16,126.19999694824219
2025-06-17,133.83999633789062
2025-06-18,141.16000366210938
2025-06-20,139.14999389648438
2025-06-23,134.13999938964844
2025-06-24,140.7899932861328
2025-06-25,141.67999267578125
2025-06-26,143.9499969482422
2025-06-27,143.00999450683594
2025-06-30,150.57000732421875
2025-07-01,152.22999572753906
2025-07-02,159.33999633789062
2025-07-03,157.02999877929688
2025-07-07,153.3699951171875
2025-07-08,145.9600067138672
2025-07-09,145.64999389648438
2025-07-10,143.0
2025-07-11,145.58999633789062
2025-07-14,146.3800048828125
2025-07-15,144.8000030517578
2025-07-16,144.30999755859375
2025-07-17,142.52000427246094
2025-07-18,148.24000549316406
2025-07-21,146.2899932861328
2025-07-22,145.8000030517578
2025-07-23,146.10000610351562
2025-07-24,148.1300048828125
2025-07-25,149.66000366210938
2025-07-28,151.60000610351562
2025-07-29,144.85000610351562
2025-07-30,149.3300018310547
2025-07-31,160.58999633789062
2025-08-01,188.63999938964844
2025-08-04,201.75999450683594
2025-08-05,199.08999633789062
2025-08-06,212.80999755859375
2025-08-07,211.82000732421875
2025-08-08,215.44000244140625
2025-08-11,220.75
2025-08-12,224.02000427246094
2025-08-13,234.77000427246094
2025-08-14,243.47000122070312
2025-08-15,246.5
2025-08-18,241.75999450683594
2025-08-19,228.17999267578125
2025-08-20,218.3699951171875
2025-08-21,218.64999389648438
2025-08-22,217.30999755859375
2025-08-25,219.72999572753906
2025-08-26,219.42999267578125
2025-08-27,211.10000610351562
2025-08-28,225.5399932861328
2025-08-29,225.0800018310547
2025-09-02,220.05999755859375
2025-09-03,223.13999938964844
2025-09-04,232.11000061035156
2025-09-05,240.0
2025-09-08,229.97999572753906
2025-09-09,240.1999969482422
2025-09-10,259.0299987792969
2025-09-11,260.5400085449219
2025-09-12,254.2899932861328
2025-09-15,263.6400146484375
2025-09-16,266.6600036621094
2025-09-17,266.4700012207031
2025-09-18,270.7099914550781
2025-09-19,264.4800109863281
