Date,UE
2015-01-16,15.753612518310547
2015-01-20,15.49740219116211
2015-01-21,15.701053619384766
2015-01-22,16.2069034576416
2015-01-23,15.668209075927734
2015-01-26,15.674783706665039
2015-01-27,15.48426342010498
2015-01-28,15.274044036865234
2015-01-29,15.819311141967773
2015-01-30,15.595941543579102
2015-02-02,15.523681640625
2015-02-03,15.79302978515625
2015-02-04,15.740472793579102
2015-02-05,16.121501922607422
2015-02-06,15.871862411499023
2015-02-09,15.786460876464844
2015-02-10,15.957271575927734
2015-02-11,15.89157772064209
2015-02-12,15.957271575927734
2015-02-13,16.07552146911621
2015-02-17,15.79302978515625
2015-02-18,15.852148056030273
2015-02-19,15.839018821716309
2015-02-20,15.865296363830566
2015-02-23,15.865296363830566
2015-02-24,15.714193344116211
2015-02-25,15.668209075927734
2015-02-26,15.687917709350586
2015-02-27,15.727335929870605
2015-03-02,15.766755104064941
2015-03-03,15.661638259887695
2015-03-04,15.49740219116211
2015-03-05,15.707625389099121
2015-03-06,15.457988739013672
2015-03-09,15.839018821716309
2015-03-10,15.668209075927734
2015-03-11,15.582808494567871
2015-03-12,15.62256145477295
2015-03-13,15.629181861877441
2015-03-16,15.543050765991211
2015-03-17,15.576188087463379
2015-03-18,15.861065864562988
2015-03-19,15.821314811706543
2015-03-20,15.801436424255371
2015-03-23,16.013456344604492
2015-03-24,16.112829208374023
2015-03-25,15.69543743133545
2015-03-26,15.907451629638672
2015-03-27,15.66893482208252
2015-03-30,15.755070686340332
2015-03-31,15.702062606811523
2015-04-01,15.702062606811523
2015-04-02,15.662304878234863
2015-04-06,15.91407585144043
2015-04-07,15.794814109802246
2015-04-08,15.861065864562988
2015-04-09,15.702062606811523
2015-04-10,15.894195556640625
2015-04-13,15.761693000793457
2015-04-14,15.847819328308105
2015-04-15,15.715316772460938
2015-04-16,15.64905834197998
2015-04-17,15.615936279296875
2015-04-20,15.576188087463379
2015-04-21,15.629181861877441
2015-04-22,15.615936279296875
2015-04-23,15.562931060791016
2015-04-24,15.503303527832031
2015-04-27,15.417173385620117
2015-04-28,15.390669822692871
2015-04-29,15.191906929016113
2015-04-30,14.993151664733887
2015-05-01,14.907021522521973
2015-05-04,14.887146949768066
2015-05-05,14.536005973815918
2015-05-06,14.502874374389648
2015-05-07,14.555875778198242
2015-05-08,14.642006874084473
2015-05-11,14.41674518585205
2015-05-12,14.436625480651855
2015-05-13,14.33724308013916
2015-05-14,14.5625
2015-05-15,14.675135612487793
2015-05-18,14.695011138916016
2015-05-19,14.701637268066406
2015-05-20,14.714883804321289
2015-05-21,14.655259132385254
2015-05-22,14.655259132385254
2015-05-26,14.5625
2015-05-27,14.642006874084473
2015-05-28,14.56912899017334
2015-05-29,14.31074333190918
2015-06-01,14.449877738952637
2015-06-02,14.496248245239258
2015-06-03,14.456500053405762
2015-06-04,14.522756576538086
2015-06-05,14.496248245239258
2015-06-08,14.555875778198242
2015-06-09,14.4299955368042
2015-06-10,14.63538646697998
2015-06-11,14.802533149719238
2015-06-12,15.003107070922852
2015-06-15,14.72230052947998
2015-06-16,14.675500869750977
2015-06-17,14.916189193725586
2015-06-18,15.096713066101074
2015-06-19,14.976361274719238
2015-06-22,14.896130561828613
2015-06-23,14.942930221557617
2015-06-24,14.728988647460938
2015-06-25,14.56852912902832
2015-06-26,14.40138053894043
2015-06-29,13.98016357421875
2015-06-30,13.899940490722656
2015-07-01,13.966795921325684
2015-07-02,14.026968002319336
2015-07-06,14.026968002319336
2015-07-07,14.207486152648926
2015-07-08,14.073765754699707
2015-07-09,14.0537109375
2015-07-10,14.187432289123535
2015-07-13,14.301088333129883
2015-07-14,14.341201782226562
2015-07-15,14.361260414123535
2015-07-16,14.394693374633789
2015-07-17,14.42812442779541
2015-07-20,14.347891807556152
2015-07-21,14.301088333129883
2015-07-22,14.334518432617188
2015-07-23,14.073765754699707
2015-07-24,13.913310050964355
2015-07-27,14.327839851379395
2015-07-28,14.294404983520508
2015-07-29,14.334518432617188
2015-07-30,14.334518432617188
2015-07-31,14.354573249816895
2015-08-03,14.46823501586914
2015-08-04,14.46823501586914
2015-08-05,14.461549758911133
2015-08-06,14.668814659118652
2015-08-07,14.896130561828613
2015-08-10,14.655444145202637
2015-08-11,14.949616432189941
2015-08-12,15.029847145080566
2015-08-13,15.203682899475098
2015-08-14,15.170259475708008
2015-08-17,15.417628288269043
2015-08-18,15.330716133117676
2015-08-19,15.237109184265137
2015-08-20,15.003107070922852
2015-08-21,14.702241897583008
2015-08-24,13.926677703857422
2015-08-25,13.612444877624512
2015-08-26,14.06039810180664
2015-08-27,14.334518432617188
2015-08-28,14.260974884033203
2015-08-31,13.98016357421875
2015-09-01,13.552268981933594
2015-09-02,13.739477157592773
2015-09-03,13.859820365905762
2015-09-04,13.451985359191895
2015-09-08,13.625815391540527
2015-09-09,13.492097854614258
2015-09-10,13.478727340698242
2015-09-11,13.796111106872559
2015-09-14,13.910909652709961
2015-09-15,14.154012680053711
2015-09-16,14.36335277557373
2015-09-17,14.646973609924316
2015-09-18,14.626714706420898
2015-09-21,14.680732727050781
2015-09-22,14.424124717712402
2015-09-23,14.349843978881836
2015-09-24,14.241798400878906
2015-09-25,14.390363693237305
2015-09-28,14.275565147399902
2015-09-29,14.57944393157959
2015-09-30,14.57944393157959
2015-10-01,14.5726957321167
2015-10-02,14.748262405395508
2015-10-05,14.99812126159668
2015-10-06,14.99812126159668
2015-10-07,15.227717399597168
2015-10-08,15.356023788452148
2015-10-09,15.268235206604004
2015-10-12,15.34251594543457
2015-10-13,15.335763931274414
2015-10-14,15.261489868164062
2015-10-15,15.659910202026367
2015-10-16,15.767948150634766
2015-10-19,16.065078735351562
2015-10-20,16.12584686279297
2015-10-21,16.004302978515625
2015-10-22,16.05832290649414
2015-10-23,15.984044075012207
2015-10-26,16.024560928344727
2015-10-27,16.05832290649414
2015-10-28,16.36895179748535
2015-10-29,16.233901977539062
2015-10-30,16.031309127807617
2015-11-02,16.429725646972656
2015-11-03,16.139352798461914
2015-11-04,16.233901977539062
2015-11-05,16.40947151184082
2015-11-06,15.936771392822266
2015-11-09,15.65315055847168
2015-11-10,15.869243621826172
2015-11-11,15.896255493164062
2015-11-12,15.632892608642578
2015-11-13,15.43031120300293
2015-11-16,15.599128723144531
2015-11-17,15.774702072143555
2015-11-18,15.882745742797852
2015-11-19,15.957027435302734
2015-11-20,16.044818878173828
2015-11-23,15.997550010681152
2015-11-24,16.031309127807617
2015-11-25,16.05832290649414
2015-11-27,16.416215896606445
2015-11-30,16.200132369995117
2015-12-01,16.34193992614746
2015-12-02,15.970537185668945
2015-12-03,15.605874061584473
2015-12-04,15.997550010681152
2015-12-07,15.842227935791016
2015-12-08,15.740931510925293
2015-12-09,15.734183311462402
2015-12-10,15.592377662658691
2015-12-11,15.35395622253418
2015-12-14,15.32671070098877
2015-12-15,15.381204605102539
2015-12-16,15.714986801147461
2015-12-17,15.599191665649414
2015-12-18,15.52425765991211
2015-12-21,15.483386039733887
2015-12-22,15.612815856933594
2015-12-23,15.708176612854004
2015-12-24,15.871660232543945
2015-12-28,15.926158905029297
2015-12-29,16.2735595703125
2015-12-30,16.185007095336914
2015-12-31,15.97383975982666
2016-01-04,15.721796989440918
2016-01-05,16.055578231811523
2016-01-06,16.048768997192383
2016-01-07,15.70136547088623
2016-01-08,15.27221965789795
2016-01-11,15.510634422302246
2016-01-12,15.653678894042969
2016-01-13,15.299463272094727
2016-01-14,15.135976791381836
2016-01-15,15.183663368225098
2016-01-19,15.52425765991211
2016-01-20,15.3062744140625
2016-01-21,15.510634422302246
2016-01-22,16.021520614624023
2016-01-25,15.810352325439453
2016-01-26,16.443859100341797
2016-01-27,15.994270324707031
