Date,ODFL
2010-01-04,4.180088043212891
2010-01-05,4.269996166229248
2010-01-06,4.348489761352539
2010-01-07,4.138698577880859
2010-01-08,4.195785045623779
2010-01-11,4.171525001525879
2010-01-12,4.150115966796875
2010-01-13,4.1729512214660645
2010-01-14,4.162961959838867
2010-01-15,4.0559258460998535
2010-01-19,3.9788615703582764
2010-01-20,3.9289112091064453
2010-01-21,3.8332924842834473
2010-01-22,3.7876241207122803
2010-01-25,3.809030771255493
2010-01-26,3.8532721996307373
2010-01-27,3.887523889541626
2010-01-28,3.9417550563812256
2010-01-29,3.9246292114257812
2010-02-01,4.011683464050293
2010-02-02,4.000268459320068
2010-02-03,4.0487895011901855
2010-02-04,3.968870162963867
2010-02-05,3.938900947570801
2010-02-08,3.9374711513519287
2010-02-09,4.035947799682617
2010-02-10,4.018820762634277
2010-02-11,4.053071022033691
2010-02-12,4.070196628570557
2010-02-16,4.041653633117676
2010-02-17,4.128711223602295
2010-02-18,4.114436626434326
2010-02-19,4.160106658935547
2010-02-22,4.254297733306885
2010-02-23,4.222900867462158
2010-02-24,4.294257640838623
2010-02-25,4.349917411804199
2010-02-26,4.387022018432617
2010-03-01,4.345634460449219
2010-03-02,4.328508377075195
2010-03-03,4.374178886413574
2010-03-04,4.37560510635376
2010-03-05,4.444106578826904
2010-03-08,4.572549819946289
2010-03-09,4.755223274230957
2010-03-10,4.756650924682617
2010-03-11,4.7894744873046875
2010-03-12,4.7837677001953125
2010-03-15,4.78091287612915
2010-03-16,4.919346332550049
2010-03-17,4.852269172668457
2010-03-18,4.803746700286865
2010-03-19,4.756650924682617
2010-03-22,4.7837677001953125
2010-03-23,4.793756484985352
2010-03-24,4.736670970916748
2010-03-25,4.729535102844238
2010-03-26,4.7223992347717285
2010-03-29,4.712409973144531
2010-03-30,4.768067359924316
2010-03-31,4.765214443206787
2010-04-01,4.723827362060547
2010-04-05,4.816591262817383
2010-04-06,4.906501293182373
2010-04-07,4.946461200714111
2010-04-08,4.982138633728027
2010-04-09,4.962159633636475
2010-04-12,4.955023288726807
2010-04-13,4.930761814117432
2010-04-14,5.127706527709961
2010-04-15,5.320371150970459
2010-04-16,5.297534942626953
2010-04-19,5.2347412109375
2010-04-20,5.179081916809082
2010-04-21,5.219043731689453
2010-04-22,5.253295421600342
2010-04-23,5.331787586212158
2010-04-26,5.420269966125488
2010-04-27,5.351767539978027
2010-04-28,5.087747573852539
2010-04-29,5.281836986541748
2010-04-30,5.120571613311768
2010-05-03,5.250441551208496
2010-05-04,5.167665481567383
2010-05-05,5.177657604217529
2010-05-06,5.036370754241943
2010-05-07,4.86796760559082
2010-05-10,5.211906909942627
2010-05-11,5.38173770904541
2010-05-12,5.42169713973999
2010-05-13,5.294681549072266
2010-05-14,5.296109676361084
2010-05-17,5.370321273803711
2010-05-18,5.306097984313965
2010-05-19,5.318943500518799
2010-05-20,4.932188987731934
2010-05-21,5.026381015777588
2010-05-24,4.935042381286621
2010-05-25,4.9293341636657715
2010-05-26,4.953596115112305
2010-05-27,5.166238784790039
2010-05-28,5.086318016052246
2010-06-01,4.976430892944336
2010-06-02,5.114861488342285
2010-06-03,5.249011993408203
2010-06-04,4.932188987731934
2010-06-07,4.6895751953125
2010-06-08,4.652470111846924
2010-06-09,4.839426517486572
2010-06-10,5.036370754241943
2010-06-11,5.140551567077637
2010-06-14,5.233314514160156
2010-06-15,5.297534942626953
2010-06-16,5.24330472946167
2010-06-17,5.199062347412109
2010-06-18,5.2989630699157715
2010-06-21,5.256148815155029
2010-06-22,4.919346332550049
2010-06-23,4.993555545806885
2010-06-24,4.946461200714111
2010-06-25,4.960732936859131
2010-06-28,5.059202194213867
2010-06-29,5.023526191711426
2010-06-30,5.014963150024414
2010-07-01,4.969294548034668
2010-07-02,4.984993934631348
2010-07-06,4.822300434112549
2010-07-07,5.016388416290283
2010-07-08,5.077754974365234
2010-07-09,5.121997833251953
2010-07-12,5.103445529937744
2010-07-13,5.237595558166504
2010-07-14,5.2775559425354
2010-07-15,5.150540828704834
2010-07-16,5.114861488342285
2010-07-19,5.186220169067383
2010-07-20,5.224752426147461
2010-07-21,5.042077541351318
2010-07-22,5.214761734008789
2010-07-23,5.403143882751465
2010-07-26,5.505899429321289
2010-07-27,5.425978183746338
2010-07-28,5.739949703216553
2010-07-29,5.637195587158203
2010-07-30,5.627204895019531
2010-08-02,5.558701515197754
2010-08-03,5.407425880432129
2010-08-04,5.5301594734191895
2010-08-05,5.344630718231201
2010-08-06,5.354622840881348
2010-08-09,5.424550533294678
2010-08-10,5.259002685546875
2010-08-11,5.103445529937744
2010-08-12,5.176228046417236
2010-08-13,5.079184055328369
2010-08-16,5.140551567077637
2010-08-17,5.307525634765625
2010-08-18,5.453094005584717
2010-08-19,5.2775559425354
2010-08-20,5.314661979675293
2010-08-23,5.253295421600342
2010-08-24,5.086318016052246
2010-08-25,5.176228046417236
2010-08-26,5.154821395874023
2010-08-27,5.36461067199707
2010-08-30,5.163385391235352
2010-08-31,4.975003242492676
2010-09-01,5.3496270179748535
2010-09-02,5.36461067199707
2010-09-03,5.358188152313232
2010-09-07,5.321796894073486
2010-09-08,5.452381134033203
2010-09-09,5.358188152313232
2010-09-10,5.321796894073486
2010-09-13,5.422410488128662
2010-09-14,5.405284404754639
2010-09-15,5.418129920959473
2010-09-16,5.52516508102417
2010-09-17,5.565838813781738
2010-09-20,5.544430255889893
2010-09-21,5.544430255889893
2010-09-22,5.488772392272949
2010-09-23,5.332501411437988
2010-09-24,5.51874303817749
2010-09-27,5.529445648193359
2010-09-28,5.540149211883545
2010-09-29,5.527305603027344
2010-09-30,5.441676139831543
2010-10-01,5.356048107147217
2010-10-04,5.27684211730957
2010-10-05,5.443817138671875
2010-10-06,5.371033668518066
2010-10-07,5.394579887390137
2010-10-08,5.409566402435303
2010-10-11,5.371033668518066
2010-10-12,5.4481000900268555
2010-10-13,5.5679779052734375
2010-10-14,5.527305603027344
2010-10-15,5.550853252410889
2010-10-18,5.557275772094727
2010-10-19,5.467366695404053
2010-10-20,5.602231502532959
2010-10-21,5.578681945800781
2010-10-22,5.636480331420898
2010-10-25,5.666449546813965
2010-10-26,5.570118427276611
2010-10-27,5.98113489151001
2010-10-28,5.987557411193848
2010-10-29,6.004681587219238
2010-11-01,5.880521774291992
2010-11-02,5.957587718963623
2010-11-03,6.060340404510498
2010-11-04,6.141688346862793
2010-11-05,6.107436656951904
2010-11-08,6.081748962402344
2010-11-09,5.936179161071777
2010-11-10,5.955446243286133
2010-11-11,5.972572326660156
2010-11-12,5.9597272872924805
2010-11-15,5.908350944519043
2010-11-16,5.8762407302856445
2010-11-17,5.966149806976318
2010-11-18,6.000400543212891
2010-11-19,6.107436656951904
2010-11-22,6.141688346862793
2010-11-23,6.190923690795898
2010-11-24,6.35147762298584
2010-11-26,6.28725528717041
2010-11-29,6.255145072937012
2010-11-30,6.182361125946045
2010-12-01,6.319366931915283
2010-12-02,6.443527698516846
2010-12-03,6.561266899108887
2010-12-06,6.604081630706787
2010-12-07,6.698273181915283
2010-12-08,6.582672595977783
2010-12-09,6.554844379425049
2010-12-10,6.627629280090332
2010-12-13,6.48848295211792
2010-12-14,6.520594120025635
2010-12-15,6.512030124664307
2010-12-16,6.601940155029297
2010-12-17,6.554844379425049
2010-12-20,6.5762505531311035
2010-12-21,6.7753376960754395
2010-12-22,6.764634132385254
2010-12-23,6.783899784088135
2010-12-27,6.81601095199585
2010-12-28,6.751789569854736
2010-12-29,6.773197174072266
2010-12-30,6.858824729919434
2010-12-31,6.848120212554932
2011-01-03,6.95301628112793
2011-01-04,6.95301628112793
2011-01-05,6.9423112869262695
2011-01-06,6.989408493041992
2011-01-07,7.006533622741699
2011-01-10,6.99368953704834
2011-01-11,6.940170764923096
2011-01-12,7.002251625061035
2011-01-13,7.066474437713623
2011-01-14,7.109289169311523
2011-01-18,7.077178001403809
2011-01-19,6.912343502044678
2011-01-20,6.830996036529541
2011-01-21,6.8117289543151855
2011-01-24,6.873808860778809
2011-01-25,6.925186634063721
2011-01-26,6.99368953704834
2011-01-27,7.143540382385254
2011-01-28,6.89093542098999
2011-01-31,6.886654853820801
2011-02-01,6.997970104217529
2011-02-02,6.589095592498779
2011-02-03,6.44138765335083
2011-02-04,6.527015209197998
2011-02-07,6.462794780731201
2011-02-08,6.479919910430908
2011-02-09,6.434964179992676
2011-02-10,6.569831371307373
2011-02-11,6.653317928314209
2011-02-14,6.741086006164551
2011-02-15,6.758211612701416
2011-02-16,6.7796196937561035
2011-02-17,6.826714515686035
2011-02-18,6.914483547210693
2011-02-22,6.689708232879639
2011-02-23,6.516310691833496
2011-02-24,6.482061386108398
2011-02-25,6.610502243041992
2011-02-28,6.586955547332764
2011-03-01,6.482061386108398
2011-03-02,6.490622520446777
2011-03-03,6.863105773925781
2011-03-04,6.901638984680176
2011-03-07,6.860964775085449
2011-03-08,7.0429253578186035
2011-03-09,7.015096664428711
2011-03-10,6.925186634063721
2011-03-11,7.045065879821777
2011-03-14,7.006533622741699
2011-03-15,7.027941703796387
2011-03-16,7.081459045410156
2011-03-17,7.20989990234375
2011-03-18,7.271981239318848
2011-03-21,7.3640313148498535
2011-03-22,7.276262283325195
2011-03-23,7.2933878898620605
2011-03-24,7.342622756958008
2011-03-25,7.344764709472656
2011-03-28,7.319076061248779
2011-03-29,7.338343143463135
2011-03-30,7.492474555969238
2011-03-31,7.511740207672119
2011-04-01,7.550273895263672
2011-04-04,7.648746013641357
2011-04-05,7.682998180389404
2011-04-06,7.749359130859375
2011-04-07,7.661589622497559
2011-04-08,7.537428379058838
2011-04-11,7.473208904266357
2011-04-12,7.426111221313477
2011-04-13,7.357609748840332
2011-04-14,7.447519302368164
2011-04-15,7.411126136779785
2011-04-18,7.3040924072265625
2011-04-19,7.2933878898620605
2011-04-20,7.357609748840332
2011-04-21,7.4239702224731445
2011-04-25,7.250575065612793
2011-04-26,7.387578010559082
2011-04-27,8.053337097167969
2011-04-28,8.134688377380371
2011-04-29,8.010527610778809
2011-05-02,7.993400573730469
2011-05-03,7.9291791915893555
2011-05-04,7.882081031799316
2011-05-05,7.954867362976074
2011-05-06,7.94202184677124
2011-05-09,8.008381843566895
2011-05-10,8.087591171264648
2011-05-11,7.9355998039245605
2011-05-12,7.901349067687988
2011-05-13,7.790032386779785
2011-05-16,7.706544399261475
2011-05-17,7.597369194030762
2011-05-18,7.727950096130371
2011-05-19,7.764344215393066
2011-05-20,7.79859733581543
2011-05-23,7.7750468254089355
2011-05-24,7.653026103973389
2011-05-25,7.732234477996826
2011-05-26,7.939881324768066
2011-05-27,7.894928932189941
2011-05-31,7.991257190704346
2011-06-01,7.496756076812744
2011-06-02,7.586665153503418
2011-06-03,7.391861438751221
2011-06-06,7.306232929229736
2011-06-07,7.342622756958008
2011-06-08,7.2933878898620605
2011-06-09,7.4325337409973145
2011-06-10,7.374736309051514
2011-06-13,7.3597493171691895
2011-06-14,7.623056411743164
2011-06-15,7.460361957550049
2011-06-16,7.522444248199463
2011-06-17,7.526725769042969
2011-06-20,7.573819160461426
2011-06-21,7.796455383300781
2011-06-22,7.751500606536865
2011-06-23,7.785750389099121
