Date,KOP
2010-01-04,27.086711883544922
2010-01-05,27.61298942565918
2010-01-06,26.619840621948242
2010-01-07,26.484025955200195
2010-01-08,27.001821517944336
2010-01-11,27.740320205688477
2010-01-12,27.519620895385742
2010-01-13,27.6809024810791
2010-01-14,27.46868896484375
2010-01-15,26.662281036376953
2010-01-19,27.15461540222168
2010-01-20,26.83205795288086
2010-01-21,25.507850646972656
2010-01-22,24.36190414428711
2010-01-25,24.36190414428711
2010-01-26,23.852603912353516
2010-01-27,23.912015914916992
2010-01-28,23.742252349853516
2010-01-29,23.69980812072754
2010-02-01,24.36190414428711
2010-02-02,24.506210327148438
2010-02-03,24.268535614013672
2010-02-04,23.733766555786133
2010-02-05,23.759225845336914
2010-02-08,22.935840606689453
2010-02-09,23.22445297241211
2010-02-10,22.986774444580078
2010-02-11,23.260631561279297
2010-02-12,23.602949142456055
2010-02-16,23.902482986450195
2010-02-17,23.782672882080078
2010-02-18,23.705652236938477
2010-02-19,24.510093688964844
2010-02-22,24.0479736328125
2010-02-23,23.87681007385254
2010-02-24,24.02229118347168
2010-02-25,24.02229118347168
2010-02-26,23.791223526000977
2010-03-01,24.227680206298828
2010-03-02,24.775402069091797
2010-03-03,24.741165161132812
2010-03-04,24.647029876708984
2010-03-05,25.451478958129883
2010-03-08,25.468589782714844
2010-03-09,25.348787307739258
2010-03-10,25.186182022094727
2010-03-11,25.117712020874023
2010-03-12,25.10059356689453
2010-03-15,25.134830474853516
2010-03-16,25.134830474853516
2010-03-17,25.023574829101562
2010-03-18,24.83530616760254
2010-03-19,24.099313735961914
2010-03-22,24.02229118347168
2010-03-23,24.219125747680664
2010-03-24,24.50153923034668
2010-03-25,24.510093688964844
2010-03-26,24.989347457885742
2010-03-29,24.860977172851562
2010-03-30,24.869535446166992
2010-03-31,24.236244201660156
2010-04-01,24.629913330078125
2010-04-05,24.647029876708984
2010-04-06,24.270479202270508
2010-04-07,23.12369728088379
2010-04-08,23.42323112487793
2010-04-09,23.252073287963867
2010-04-12,23.021007537841797
2010-04-13,23.37187957763672
2010-04-14,23.953824996948242
2010-04-15,24.07364273071289
2010-04-16,24.467304229736328
2010-04-19,23.885364532470703
2010-04-20,24.561443328857422
2010-04-21,24.31325912475586
2010-04-22,24.287588119506836
2010-04-23,25.30599021911621
2010-04-26,24.903766632080078
2010-04-27,24.826740264892578
2010-04-28,24.595680236816406
2010-04-29,24.89521026611328
2010-04-30,24.107873916625977
2010-05-03,24.25335693359375
2010-05-04,24.07364273071289
2010-05-05,23.37187957763672
2010-05-06,25.999191284179688
2010-05-07,25.271760940551758
2010-05-10,27.599538803100586
2010-05-11,27.830598831176758
2010-05-12,28.600811004638672
2010-05-13,27.963329315185547
2010-05-14,27.68766212463379
2010-05-17,27.661808013916016
2010-05-18,27.007095336914062
2010-05-19,25.671817779541016
2010-05-20,23.595674514770508
2010-05-21,24.09532928466797
2010-05-24,23.388919830322266
2010-05-25,23.121868133544922
2010-05-26,22.96680450439453
2010-05-27,24.02641487121582
2010-05-28,23.337234497070312
2010-06-01,21.976106643676758
2010-06-02,23.18216896057129
2010-06-03,23.854116439819336
2010-06-04,22.863428115844727
2010-06-07,22.04503059387207
2010-06-08,21.795204162597656
2010-06-09,21.648752212524414
2010-06-10,22.59636688232422
2010-06-11,23.3286190032959
2010-06-14,23.23386001586914
2010-06-15,23.569835662841797
2010-06-16,23.190786361694336
2010-06-17,22.958194732666016
2010-06-18,22.613595962524414
2010-06-21,22.17424774169922
2010-06-22,21.30415916442871
2010-06-23,21.140483856201172
2010-06-24,20.959569931030273
2010-06-25,21.10602378845215
2010-06-28,20.63221549987793
2010-06-29,19.701831817626953
2010-06-30,19.365856170654297
2010-07-01,19.78797149658203
2010-07-02,19.219404220581055
2010-07-06,18.349319458007812
2010-07-07,18.599153518676758
2010-07-08,20.037797927856445
2010-07-09,20.787281036376953
2010-07-12,19.960269927978516
2010-07-13,21.355852127075195
2010-07-14,21.123254776000977
2010-07-15,20.22732925415039
2010-07-16,19.408926010131836
2010-07-19,19.408926010131836
2010-07-20,19.641523361206055
2010-07-21,19.42615509033203
2010-07-22,20.40823745727539
2010-07-23,21.18355941772461
2010-07-26,21.66598129272461
2010-07-27,21.93303680419922
2010-07-28,21.08017921447754
2010-07-29,21.872732162475586
2010-07-30,21.398929595947266
2010-08-02,21.82967185974121
2010-08-03,21.22663116455078
2010-08-04,21.976106643676758
2010-08-05,20.69251823425293
2010-08-06,20.253171920776367
2010-08-09,20.994035720825195
2010-08-10,20.787281036376953
2010-08-11,19.925811767578125
2010-08-12,19.943204879760742
2010-08-13,19.786651611328125
2010-08-16,20.447662353515625
2010-08-17,21.099966049194336
2010-08-18,21.030385971069336
2010-08-19,20.299802780151367
2010-08-20,19.786651611328125
2010-08-23,19.012582778930664
2010-08-24,18.229808807373047
2010-08-25,18.212419509887695
2010-08-26,17.86452865600586
2010-08-27,18.255901336669922
2010-08-30,17.46444320678711
2010-08-31,17.39485740661621
2010-09-01,18.482038497924805
2010-09-02,18.690773010253906
2010-09-03,19.682283401489258
2010-09-07,19.55182456970215
2010-09-08,19.725772857666016
2010-09-09,20.091064453125
2010-09-10,20.6476993560791
2010-09-13,21.04778289794922
2010-09-14,21.13475227355957
2010-09-15,21.291309356689453
2010-09-16,21.482648849487305
2010-09-17,21.456558227539062
2010-09-20,22.352399826049805
