Date,LNN
2010-01-04,35.6567268371582
2010-01-05,36.25593185424805
2010-01-06,36.990150451660156
2010-01-07,38.55144119262695
2010-01-08,38.77086639404297
2010-01-11,38.77086639404297
2010-01-12,37.26866912841797
2010-01-13,36.69475173950195
2010-01-14,37.0914306640625
2010-01-15,36.83824920654297
2010-01-19,37.2095832824707
2010-01-20,36.44158935546875
2010-01-21,35.12502670288086
2010-01-22,34.44145202636719
2010-01-25,34.56801986694336
2010-01-26,35.192543029785156
2010-01-27,35.48793029785156
2010-01-28,35.08283615112305
2010-01-29,33.96038818359375
2010-02-01,34.011016845703125
2010-02-02,33.56374740600586
2010-02-03,33.209285736083984
2010-02-04,31.217557907104492
2010-02-05,30.896865844726562
2010-02-08,30.939054489135742
2010-02-09,32.221858978271484
2010-02-10,32.331809997558594
2010-02-11,33.287452697753906
2010-02-12,33.363582611083984
2010-02-16,33.0506591796875
2010-02-17,32.68701934814453
2010-02-18,33.109859466552734
2010-02-19,33.109859466552734
2010-02-22,32.99991226196289
2010-02-23,31.934316635131836
2010-02-24,32.16265869140625
2010-02-25,32.365631103515625
2010-02-26,31.13088607788086
2010-03-01,32.636253356933594
2010-03-02,32.6616325378418
2010-03-03,33.169071197509766
2010-03-04,34.53912353515625
2010-03-05,35.35948181152344
2010-03-08,35.02118682861328
2010-03-09,35.30875015258789
2010-03-10,35.79078674316406
2010-03-11,36.196739196777344
2010-03-12,36.76337432861328
2010-03-15,36.112152099609375
2010-03-16,35.596275329589844
2010-03-17,35.604732513427734
2010-03-18,35.29182052612305
2010-03-19,35.24106979370117
2010-03-22,35.58782196044922
2010-03-23,36.30669021606445
2010-03-24,35.77387237548828
2010-03-25,35.27489471435547
2010-03-26,35.20722961425781
2010-03-29,35.410221099853516
2010-03-30,36.07833480834961
2010-03-31,35.02118682861328
2010-04-01,34.42072677612305
2010-04-05,33.21980667114258
2010-04-06,33.059104919433594
2010-04-07,33.03374481201172
2010-04-08,33.059104919433594
2010-04-09,33.40587615966797
2010-04-12,33.39741897583008
2010-04-13,33.67649459838867
2010-04-14,33.95559310913086
2010-04-15,34.082435607910156
2010-04-16,33.61729049682617
2010-04-19,32.780033111572266
2010-04-20,33.346656799316406
2010-04-21,33.63421630859375
2010-04-22,34.10781478881836
2010-04-23,34.073978424072266
2010-04-26,33.8625602722168
2010-04-27,32.839237213134766
2010-04-28,33.09294509887695
2010-04-29,33.27054977416992
2010-04-30,32.16265869140625
2010-05-03,32.9576301574707
2010-05-04,31.942777633666992
2010-05-05,31.283100128173828
2010-05-06,30.961748123168945
2010-05-07,30.378185272216797
2010-05-10,31.477622985839844
2010-05-11,31.181621551513672
2010-05-12,31.978334426879883
2010-05-13,32.13935470581055
2010-05-14,31.427413940429688
2010-05-17,30.893468856811523
2010-05-18,30.435771942138672
2010-05-19,30.418827056884766
2010-05-20,29.249187469482422
2010-05-21,29.757728576660156
2010-05-24,29.17291259765625
2010-05-25,29.25766944885254
2010-05-26,29.028833389282227
2010-05-27,29.834007263183594
2010-05-28,28.96102523803711
2010-06-01,28.045663833618164
2010-06-02,28.477922439575195
2010-06-03,29.26615333557129
2010-06-04,28.155853271484375
2010-06-07,27.23201560974121
2010-06-08,27.97786521911621
2010-06-09,28.11346435546875
2010-06-10,29.25766944885254
2010-06-11,29.834007263183594
2010-06-14,29.1813907623291
2010-06-15,29.478029251098633
2010-06-16,30.189985275268555
2010-06-17,30.512067794799805
2010-06-18,30.75783348083496
2010-06-21,30.800233840942383
2010-06-22,30.342533111572266
2010-06-23,29.808584213256836
2010-06-24,29.64755630493164
2010-06-25,29.7492618560791
2010-06-28,28.79999542236328
2010-06-29,27.469331741333008
2010-06-30,26.85909080505371
2010-07-01,27.325244903564453
2010-07-02,26.90993881225586
2010-07-06,26.647201538085938
2010-07-07,27.0625
2010-07-08,28.50334930419922
2010-07-09,29.088163375854492
2010-07-12,27.630355834960938
2010-07-13,28.384693145751953
2010-07-14,28.206703186035156
2010-07-15,28.528772354125977
2010-07-16,27.477798461914062
2010-07-19,28.045663833618164
2010-07-20,28.384693145751953
2010-07-21,27.98633575439453
2010-07-22,28.630483627319336
2010-07-23,29.30852508544922
2010-07-26,29.232255935668945
2010-07-27,29.300045013427734
2010-07-28,28.969511032104492
2010-07-29,29.25766944885254
2010-07-30,29.478029251098633
2010-08-02,29.34243392944336
2010-08-03,30.19845199584961
2010-08-04,30.622236251831055
2010-08-05,32.01222229003906
2010-08-06,32.20716857910156
2010-08-09,32.00375747680664
2010-08-10,31.266387939453125
2010-08-11,29.82554054260254
2010-08-12,30.19845199584961
2010-08-13,29.00478744506836
2010-08-16,29.701454162597656
2010-08-17,31.08627700805664
2010-08-18,31.562044143676758
2010-08-19,30.967344284057617
2010-08-20,30.967344284057617
2010-08-23,30.55103874206543
2010-08-24,30.61901092529297
2010-08-25,31.02680206298828
2010-08-26,31.19672966003418
2010-08-27,32.088783264160156
2010-08-30,31.018308639526367
2010-08-31,31.324161529541016
2010-09-01,32.71747970581055
2010-09-02,33.45661163330078
2010-09-03,34.093807220458984
2010-09-07,33.38014602661133
2010-09-08,33.533077239990234
2010-09-09,33.43962860107422
2010-09-10,33.3631591796875
2010-09-13,33.8304328918457
2010-09-14,33.864410400390625
2010-09-15,34.01734924316406
2010-09-16,34.15327835083008
2010-09-17,34.849937438964844
2010-09-20,36.396183013916016
2010-09-21,36.10732650756836
2010-09-22,36.464134216308594
2010-09-23,36.09031677246094
2010-09-24,36.854949951171875
2010-09-27,37.20326614379883
2010-09-28,36.98239517211914
2010-09-29,37.619571685791016
2010-09-30,36.8039665222168
2010-10-01,36.31971740722656
2010-10-04,35.036827087402344
2010-10-05,36.32820510864258
2010-10-06,37.050357818603516
2010-10-07,36.8039665222168
2010-10-08,41.02641296386719
2010-10-11,41.45119857788086
2010-10-12,41.4172248840332
2010-10-13,43.42223358154297
2010-10-14,43.01443099975586
2010-10-15,43.47322082519531
2010-10-18,43.583641052246094
2010-10-19,41.88448715209961
2010-10-20,49.08896255493164
2010-10-21,48.92753982543945
2010-10-22,49.53072738647461
2010-10-25,48.18840408325195
2010-10-26,48.5112419128418
2010-10-27,48.07794952392578
2010-10-28,48.08644485473633
2010-10-29,48.9785270690918
2010-11-01,47.96751403808594
2010-11-02,48.4942512512207
2010-11-03,50.19343566894531
2010-11-04,53.2689208984375
2010-11-05,52.521297454833984
2010-11-08,52.92908477783203
2010-11-09,53.93158721923828
2010-11-10,55.57978820800781
2010-11-11,54.16098403930664
2010-11-12,49.95417404174805
2010-11-15,50.26893615722656
2010-11-16,50.25193405151367
2010-11-17,50.53266143798828
2010-11-18,50.975032806396484
2010-11-19,49.99671173095703
2010-11-22,50.260440826416016
2010-11-23,49.06092834472656
2010-11-24,52.012916564941406
2010-11-26,51.91932678222656
2010-11-29,49.63090515136719
2010-11-30,50.22641372680664
2010-12-01,51.28980255126953
2010-12-02,51.221744537353516
2010-12-03,52.81258010864258
2010-12-06,55.04998016357422
2010-12-07,56.56425476074219
2010-12-08,55.56892395019531
2010-12-09,54.21627426147461
2010-12-10,56.283531188964844
2010-12-13,59.984169006347656
2010-12-14,58.74209976196289
2010-12-15,58.66552734375
2010-12-16,57.91688919067383
2010-12-17,57.10020065307617
2010-12-20,57.90841293334961
2010-12-21,57.46601486206055
2010-12-22,52.744537353515625
2010-12-23,52.591400146484375
