Date,PECO
2021-02-25,4.989490509033203
2021-02-26,4.989490509033203
2021-03-01,4.989490509033203
2021-03-02,4.989490509033203
2021-03-03,4.989490509033203
2021-03-04,4.989490509033203
2021-03-05,4.989490509033203
2021-03-08,4.989490509033203
2021-03-09,4.989490509033203
2021-03-10,4.989490509033203
2021-03-11,4.989490509033203
2021-03-12,4.989490509033203
2021-03-15,4.989490509033203
2021-03-16,4.989490509033203
2021-03-17,4.989490509033203
2021-03-18,4.989490509033203
2021-03-19,4.989490509033203
2021-03-22,4.989490509033203
2021-03-23,4.989490509033203
2021-03-24,4.989490509033203
2021-03-25,4.989490509033203
2021-03-26,4.989490509033203
2021-03-29,4.989490509033203
2021-03-30,4.989490509033203
2021-03-31,4.989490509033203
2021-04-01,4.989490509033203
2021-04-05,4.989490509033203
2021-04-06,4.989490509033203
2021-04-07,4.989490509033203
2021-04-08,4.989490509033203
2021-04-09,4.989490509033203
2021-04-12,4.989490509033203
2021-04-13,4.989490509033203
2021-04-14,4.989490509033203
2021-04-15,4.989490509033203
2021-04-16,4.989490509033203
2021-04-19,4.989490509033203
2021-04-20,5.345261573791504
2021-04-21,5.345261573791504
2021-04-22,5.345261573791504
2021-04-23,5.345261573791504
2021-04-26,5.345261573791504
2021-04-27,5.345261573791504
2021-04-28,5.345261573791504
2021-04-29,5.345261573791504
2021-04-30,5.345261573791504
2021-05-03,5.345261573791504
2021-05-04,5.345261573791504
2021-05-05,5.345261573791504
2021-05-06,5.345261573791504
2021-05-07,5.345261573791504
2021-05-10,5.9266462326049805
2021-05-11,5.9266462326049805
2021-05-12,5.9266462326049805
2021-05-13,5.9266462326049805
2021-05-14,5.9266462326049805
2021-05-17,5.9266462326049805
2021-05-18,5.9266462326049805
2021-05-19,5.857228755950928
2021-05-20,5.857228755950928
2021-05-21,5.813842296600342
2021-05-24,5.813842296600342
2021-05-25,5.813842296600342
2021-05-26,5.813842296600342
2021-05-27,5.813842296600342
2021-05-28,5.813842296600342
2021-06-01,5.813842296600342
2021-06-02,5.813842296600342
2021-06-03,6.299774646759033
2021-06-04,6.377871990203857
2021-06-07,6.377871990203857
2021-06-08,6.377871990203857
2021-06-09,6.377871990203857
2021-06-10,6.377871990203857
2021-06-11,6.377871990203857
2021-06-14,6.377871990203857
2021-06-15,6.377871990203857
2021-06-16,6.377871990203857
2021-06-17,5.076263904571533
2021-06-18,5.076263904571533
2021-06-21,5.076263904571533
2021-06-22,5.076263904571533
2021-06-23,5.076263904571533
2021-06-24,5.076263904571533
2021-06-25,6.273742198944092
2021-06-28,6.273742198944092
2021-06-29,6.273742198944092
2021-06-30,6.273742198944092
2021-07-01,6.273742198944092
2021-07-02,6.273742198944092
2021-07-06,18.82122802734375
2021-07-07,18.82122802734375
2021-07-08,18.82122802734375
2021-07-09,18.82122802734375
2021-07-12,6.325808048248291
2021-07-13,6.325808048248291
2021-07-14,6.325808048248291
2021-07-15,24.14913558959961
2021-07-16,24.253267288208008
2021-07-19,23.5590763092041
2021-07-20,24.34003257751465
2021-07-21,24.29665184020996
2021-07-22,24.05368423461914
2021-07-23,24.322681427001953
2021-07-26,24.29665184020996
2021-07-27,24.34003257751465
2021-07-28,24.05368423461914
2021-07-29,24.201202392578125
2021-07-30,24.29665184020996
2021-08-02,24.357391357421875
2021-08-03,24.253267288208008
2021-08-04,24.29665184020996
2021-08-05,24.556968688964844
2021-08-06,25.676355361938477
2021-08-09,26.101537704467773
2021-08-10,26.24038314819336
2021-08-11,26.509384155273438
2021-08-12,26.292448043823242
2021-08-13,26.227182388305664
2021-08-16,25.948726654052734
2021-08-17,25.783390045166016
2021-08-18,25.809490203857422
2021-08-19,26.000940322875977
2021-08-20,26.340303421020508
2021-08-23,25.905227661132812
2021-08-24,26.174976348876953
2021-08-25,26.366416931152344
2021-08-26,26.357709884643555
2021-08-27,26.218481063842773
2021-08-30,26.3142032623291
2021-08-31,26.15757179260254
2021-09-01,26.061851501464844
2021-09-02,26.20977783203125
2021-09-03,26.218481063842773
2021-09-07,25.931325912475586
2021-09-08,25.861705780029297
2021-09-09,25.38311195373535
2021-09-10,25.139467239379883
2021-09-13,25.470123291015625
2021-09-14,25.710121154785156
2021-09-15,26.06794548034668
2021-09-16,26.364656448364258
2021-09-17,25.404674530029297
2021-09-20,25.63157844543457
2021-09-21,25.596675872802734
2021-09-22,25.94575309753418
2021-09-23,26.12030029296875
2021-09-24,26.207578659057617
2021-09-27,26.495563507080078
2021-09-28,26.58283805847168
2021-09-29,27.054101943969727
2021-09-30,26.801013946533203
2021-10-01,27.420642852783203
2021-10-04,27.254825592041016
2021-10-05,27.193744659423828
2021-10-06,27.167558670043945
2021-10-07,27.473007202148438
2021-10-08,27.21119499206543
2021-10-11,27.586467742919922
2021-10-12,28.0053653717041
2021-10-13,27.98790168762207
2021-10-14,27.804121017456055
2021-10-15,27.506567001342773
2021-10-18,27.61158561706543
2021-10-19,27.305274963378906
2021-10-20,27.681594848632812
2021-10-21,27.235267639160156
2021-10-22,26.850181579589844
2021-10-25,27.060226440429688
2021-10-26,27.349040985107422
2021-10-27,26.928951263427734
2021-10-28,27.033973693847656
2021-10-29,26.37759780883789
2021-11-01,26.876440048217773
2021-11-02,26.69265365600586
2021-11-03,28.189199447631836
2021-11-04,28.215456008911133
2021-11-05,29.431936264038086
2021-11-08,28.58301544189453
2021-11-09,29.143125534057617
2021-11-10,29.825761795043945
2021-11-11,29.922033309936523
2021-11-12,29.41309356689453
2021-11-15,29.895700454711914
2021-11-16,29.553495407104492
2021-11-17,29.1235294342041
2021-11-18,30.02733039855957
2021-11-19,29.167387008666992
2021-11-22,29.439416885375977
2021-11-23,29.59736442565918
2021-11-24,29.456966400146484
2021-11-26,28.465410232543945
2021-11-29,28.281139373779297
2021-11-30,27.526512145996094
2021-12-01,27.5352840423584
2021-12-02,28.412765502929688
2021-12-03,28.8164119720459
2021-12-06,28.48295783996582
2021-12-07,28.518068313598633
2021-12-08,28.60580825805664
2021-12-09,28.105648040771484
2021-12-10,28.167068481445312
2021-12-13,27.429988861083984
2021-12-14,27.253992080688477
2021-12-15,27.535587310791016
2021-12-16,28.17799949645996
2021-12-17,27.905193328857422
2021-12-20,27.39478874206543
2021-12-21,27.579587936401367
2021-12-22,27.51799201965332
2021-12-23,27.456390380859375
2021-12-27,28.125192642211914
2021-12-28,28.20439910888672
2021-12-29,28.934818267822266
2021-12-30,29.28681755065918
2021-12-31,29.07562255859375
2022-01-03,29.6212158203125
2022-01-04,29.920425415039062
2022-01-05,30.043622970581055
2022-01-06,29.542024612426758
2022-01-07,30.131641387939453
2022-01-10,29.674020767211914
2022-01-11,30.078826904296875
2022-01-12,30.765243530273438
2022-01-13,30.774038314819336
2022-01-14,29.295608520507812
2022-01-18,28.236736297607422
2022-01-19,27.40727996826172
2022-01-20,26.98373031616211
2022-01-21,27.4249267578125
2022-01-24,27.557289123535156
2022-01-25,28.086729049682617
2022-01-26,27.963191986083984
2022-01-27,27.248449325561523
2022-01-28,27.724946975708008
2022-01-31,27.813186645507812
2022-02-01,28.245555877685547
2022-02-02,28.236736297607422
2022-02-03,27.998493194580078
2022-02-04,27.82201385498047
2022-02-07,27.86612892150879
2022-02-08,27.954362869262695
2022-02-09,28.642637252807617
2022-02-10,27.83083152770996
2022-02-11,28.148488998413086
2022-02-14,27.732593536376953
2022-02-15,28.78561782836914
2022-02-16,28.989151000976562
2022-02-17,28.874114990234375
2022-02-18,29.015687942504883
2022-02-22,27.847631454467773
2022-02-23,27.484827041625977
2022-02-24,27.591014862060547
2022-02-25,28.56439971923828
2022-02-28,28.599788665771484
2022-03-01,28.334331512451172
2022-03-02,29.272310256958008
2022-03-03,29.74131202697754
2022-03-04,30.343034744262695
2022-03-07,30.865123748779297
2022-03-08,31.16599464416504
2022-03-09,30.3961238861084
2022-03-10,30.130659103393555
2022-03-11,29.767850875854492
2022-03-14,29.279857635498047
2022-03-15,30.007417678833008
2022-03-16,30.175992965698242
2022-03-17,29.767866134643555
2022-03-18,28.68539047241211
2022-03-21,29.25324058532715
2022-03-22,28.978187561035156
2022-03-23,28.7031307220459
2022-03-24,29.12014389038086
2022-03-25,29.599275588989258
2022-03-28,30.27359962463379
2022-03-29,31.17861557006836
2022-03-30,30.974550247192383
2022-03-31,30.513160705566406
2022-04-01,30.8414363861084
2022-04-04,30.743860244750977
2022-04-05,30.797086715698242
2022-04-06,30.93904685974121
2022-04-07,30.601890563964844
2022-04-08,30.708358764648438
2022-04-11,30.752727508544922
2022-04-12,30.557514190673828
2022-04-13,30.81549835205078
2022-04-14,31.100177764892578
2022-04-18,31.50050163269043
2022-04-19,31.90081214904785
2022-04-20,31.9364070892334
2022-04-21,32.06093978881836
2022-04-22,31.322580337524414
2022-04-25,31.42042350769043
2022-04-26,31.11796760559082
2022-04-27,30.81549835205078
2022-04-28,31.215822219848633
2022-04-29,30.121625900268555
2022-05-02,29.614551544189453
2022-05-03,30.397390365600586
2022-05-04,31.046804428100586
2022-05-05,30.24616813659668
2022-05-06,29.810264587402344
2022-05-09,28.493667602539062
2022-05-10,28.31574249267578
2022-05-11,27.808683395385742
2022-05-12,28.538150787353516
2022-05-13,29.965496063232422
2022-05-16,29.974428176879883
2022-05-17,30.64348793029785
2022-05-18,29.89413070678711
2022-05-19,29.385631561279297
2022-05-20,29.064489364624023
2022-05-23,29.394561767578125
2022-05-24,30.75054168701172
2022-05-25,31.339330673217773
2022-05-26,31.571273803710938
2022-05-27,31.464223861694336
2022-05-31,30.099321365356445
2022-06-01,29.903051376342773
2022-06-02,31.3660831451416
2022-06-03,30.714866638183594
2022-06-06,29.3767147064209
2022-06-07,30.5988826751709
2022-06-08,30.340173721313477
2022-06-09,30.019031524658203
2022-06-10,29.519454956054688
2022-06-13,28.50246238708496
2022-06-14,28.636655807495117
2022-06-15,29.62967872619629
2022-06-16,29.21816062927246
2022-06-17,29.692306518554688
2022-06-21,29.38813018798828
2022-06-22,29.334457397460938
2022-06-23,29.173425674438477
2022-06-24,29.781766891479492
2022-06-27,30.54218864440918
2022-06-28,30.399049758911133
2022-06-29,30.35431671142578
2022-06-30,29.88912010192871
2022-07-01,30.407995223999023
2022-07-05,30.5869140625
2022-07-06,30.416948318481445
2022-07-07,30.54218864440918
2022-07-08,30.45272445678711
2022-07-11,30.7390079498291
2022-07-12,31.427860260009766
2022-07-13,30.783737182617188
2022-07-14,30.577430725097656
2022-07-15,30.685062408447266
2022-07-18,30.209686279296875
2022-07-19,30.84652328491211
2022-07-20,30.44288444519043
2022-07-21,30.164831161499023
2022-07-22,30.119985580444336
2022-07-25,29.4472599029541
2022-07-26,29.34859848022461
2022-07-27,29.456235885620117
2022-07-28,30.19175148010254
2022-07-29,30.5325870513916
2022-08-01,30.317317962646484
2022-08-02,29.698413848876953
2022-08-03,29.581796646118164
2022-08-04,29.456235885620117
2022-08-05,29.698413848876953
2022-08-08,30.18277359008789
2022-08-09,29.859865188598633
2022-08-10,30.048221588134766
2022-08-11,30.137924194335938
2022-08-12,31.00131607055664
2022-08-15,30.911375045776367
2022-08-16,31.03728485107422
2022-08-17,30.857425689697266
2022-08-18,30.983333587646484
2022-08-19,30.776477813720703
2022-08-22,30.434715270996094
2022-08-23,29.949052810668945
2022-08-24,29.868106842041016
2022-08-25,30.11994171142578
2022-08-26,29.823143005371094
2022-08-29,29.76018524169922
2022-08-30,29.544342041015625
2022-08-31,29.38243865966797
2022-09-01,29.508365631103516
2022-09-02,29.53534507751465
2022-09-06,29.526350021362305
2022-09-07,30.317794799804688
2022-09-08,30.083961486816406
2022-09-09,30.3537654876709
2022-09-12,31.127227783203125
2022-09-13,29.130626678466797
2022-09-14,28.73490333557129
2022-09-15,28.73760986328125
2022-09-16,28.73760986328125
2022-09-19,28.68349266052246
2022-09-20,27.826595306396484
2022-09-21,27.321475982666016
2022-09-22,26.635955810546875
2022-09-23,26.590858459472656
2022-09-26,25.61669921875
2022-09-27,25.2017822265625
2022-09-28,25.670818328857422
2022-09-29,24.651561737060547
2022-09-30,25.301006317138672
2022-10-03,26.212018966674805
2022-10-04,26.843416213989258
2022-10-05,26.013578414916992
