Date,LEA
2010-01-04,27.572141647338867
2010-01-05,28.514278411865234
2010-01-06,28.788570404052734
2010-01-07,28.70509147644043
2010-01-08,28.812421798706055
2010-01-11,28.67327308654785
2010-01-12,28.236007690429688
2010-01-13,28.35923194885254
2010-01-14,28.379117965698242
2010-01-15,28.323467254638672
2010-01-19,28.224077224731445
2010-01-20,28.24395751953125
2010-01-21,27.86631202697754
2010-01-22,27.42902946472168
2010-01-25,27.786813735961914
2010-01-26,27.826557159423828
2010-01-27,27.44891357421875
2010-01-28,27.476743698120117
2010-01-29,27.34954071044922
2010-02-01,27.874263763427734
2010-02-02,28.208187103271484
2010-02-03,29.384843826293945
2010-02-04,28.31153678894043
2010-02-05,27.2899112701416
2010-02-08,27.902090072631836
2010-02-09,28.220108032226562
2010-02-10,28.025314331054688
2010-02-11,28.12867546081543
2010-02-12,27.945817947387695
2010-02-16,28.39899253845215
2010-02-17,27.99749183654785
2010-02-18,27.854387283325195
2010-02-19,27.945817947387695
2010-02-22,28.04122543334961
2010-02-23,27.69538116455078
2010-02-24,27.631772994995117
2010-02-25,27.389291763305664
2010-02-26,27.536361694335938
2010-03-01,28.319490432739258
2010-03-02,28.685205459594727
2010-03-03,28.943599700927734
2010-03-04,28.71303367614746
2010-03-05,29.317270278930664
2010-03-08,29.49615478515625
2010-03-09,29.357019424438477
2010-03-10,29.34906768798828
2010-03-11,29.31330108642578
2010-03-12,29.535911560058594
2010-03-15,29.46435546875
2010-03-16,29.416656494140625
2010-03-17,30.13615608215332
2010-03-18,30.191814422607422
2010-03-19,30.90337562561035
2010-03-22,31.46388816833496
2010-03-23,31.80177879333496
2010-03-24,31.682527542114258
2010-03-25,31.861413955688477
2010-03-26,32.53718185424805
2010-03-29,32.27880859375
2010-03-30,31.921045303344727
2010-03-31,31.543386459350586
2010-04-01,31.988622665405273
2010-04-05,31.921045303344727
2010-04-06,32.3622932434082
2010-04-07,32.19929885864258
2010-04-08,32.123779296875
2010-04-09,32.084014892578125
2010-04-12,32.084014892578125
2010-04-13,32.119789123535156
2010-04-14,32.76378631591797
2010-04-15,33.30441665649414
2010-04-16,33.0023078918457
2010-04-19,32.59682083129883
2010-04-20,33.12949752807617
2010-04-21,33.01025390625
2010-04-22,32.89496612548828
2010-04-23,33.352134704589844
2010-04-26,33.292484283447266
2010-04-27,31.785884857177734
2010-04-28,31.78985595703125
2010-04-29,32.40999984741211
2010-04-30,32.27085494995117
2010-05-03,32.52527618408203
2010-05-04,31.22934341430664
2010-05-05,30.593320846557617
2010-05-06,29.44447898864746
2010-05-07,28.820371627807617
2010-05-10,30.008962631225586
2010-05-11,29.46435546875
2010-05-12,30.13218879699707
2010-05-13,29.93341636657715
2010-05-14,29.21788787841797
2010-05-17,28.045198440551758
2010-05-18,27.854387283325195
2010-05-19,27.635751724243164
2010-05-20,26.35175132751465
2010-05-21,26.590269088745117
2010-05-24,26.48691177368164
2010-05-25,26.12914276123047
2010-05-26,26.28417205810547
2010-05-27,27.043447494506836
2010-05-28,26.900331497192383
2010-06-01,26.554492950439453
2010-06-02,26.840700149536133
2010-06-03,28.03326988220215
2010-06-04,26.70157241821289
2010-06-07,26.28417205810547
2010-06-08,25.982057571411133
2010-06-09,25.62428855895996
2010-06-10,26.339820861816406
2010-06-11,26.40740966796875
2010-06-14,27.150775909423828
2010-06-15,27.989540100097656
2010-06-16,28.168434143066406
2010-06-17,27.933895111083984
2010-06-18,28.661348342895508
2010-06-21,28.864097595214844
2010-06-22,28.2678165435791
2010-06-23,28.232032775878906
2010-06-24,27.92593765258789
2010-06-25,28.12470817565918
2010-06-28,28.021345138549805
2010-06-29,26.896366119384766
2010-06-30,26.315980911254883
2010-07-01,25.731618881225586
2010-07-02,25.43347930908203
2010-07-06,25.286392211914062
2010-07-07,26.021804809570312
2010-07-08,26.463054656982422
2010-07-09,27.107044219970703
2010-07-12,26.62605094909668
2010-07-13,27.460838317871094
2010-07-14,27.79079246520996
2010-07-15,27.890165328979492
2010-07-16,27.043447494506836
2010-07-19,27.258106231689453
2010-07-20,27.44095802307129
2010-07-21,27.770904541015625
2010-07-22,28.812421798706055
2010-07-23,29.782381057739258
2010-07-26,29.993061065673828
2010-07-27,30.227590560913086
2010-07-28,30.100387573242188
2010-07-29,30.708600997924805
2010-07-30,31.074323654174805
2010-08-02,31.32078742980957
2010-08-03,31.074323654174805
2010-08-04,31.622900009155273
2010-08-05,32.21918487548828
2010-08-06,32.31856918334961
2010-08-09,32.2231559753418
2010-08-10,31.901166915893555
2010-08-11,31.543386459350586
2010-08-12,30.931211471557617
2010-08-13,31.01865577697754
2010-08-16,31.197555541992188
2010-08-17,31.76998519897461
2010-08-18,31.73818588256836
2010-08-19,31.205503463745117
2010-08-20,30.91133689880371
2010-08-23,30.760278701782227
2010-08-24,29.615407943725586
2010-08-25,29.599517822265625
2010-08-26,29.39676284790039
2010-08-27,29.87380027770996
2010-08-30,29.62336540222168
2010-08-31,29.281496047973633
2010-09-01,30.251436233520508
2010-09-02,30.764245986938477
2010-09-03,30.708600997924805
2010-09-07,30.4144287109375
2010-09-08,29.531917572021484
2010-09-09,28.99925422668457
2010-09-10,28.446699142456055
2010-09-13,28.30755615234375
2010-09-14,28.907819747924805
2010-09-15,29.289432525634766
2010-09-16,29.28546714782715
2010-09-17,29.428571701049805
2010-09-20,29.861875534057617
2010-09-21,29.55975914001465
2010-09-22,29.702865600585938
2010-09-23,29.289432525634766
2010-09-24,29.714792251586914
2010-09-27,29.87380027770996
2010-09-28,29.91354751586914
2010-09-29,30.955055236816406
2010-09-30,31.376428604125977
2010-10-01,31.2929630279541
2010-10-04,31.33668327331543
2010-10-05,32.243045806884766
2010-10-06,32.2231559753418
2010-10-07,32.1873893737793
2010-10-08,32.676334381103516
2010-10-11,33.35608673095703
2010-10-12,33.31237030029297
2010-10-13,33.741695404052734
2010-10-14,33.99610900878906
2010-10-15,34.707679748535156
2010-10-18,34.07162857055664
2010-10-19,33.5946159362793
2010-10-20,33.737709045410156
2010-10-21,34.12728500366211
2010-10-22,33.916595458984375
2010-10-25,33.65424346923828
2010-10-26,33.96828079223633
2010-10-27,34.09150314331055
2010-10-28,34.842830657958984
2010-10-29,35.140968322753906
2010-11-01,35.08531951904297
2010-11-02,35.518611907958984
2010-11-03,35.669681549072266
2010-11-04,35.773033142089844
2010-11-05,35.777000427246094
2010-11-08,36.23813247680664
2010-11-09,35.717376708984375
2010-11-10,34.87064743041992
2010-11-11,35.518611907958984
2010-11-12,34.783203125
2010-11-15,34.469154357910156
2010-11-16,34.2703857421875
2010-11-17,34.83488082885742
2010-11-18,34.751399993896484
