Date,ACA
2018-11-05,28.40255355834961
2018-11-06,27.622529983520508
2018-11-07,28.75356674194336
2018-11-08,32.107669830322266
2018-11-09,31.76641082763672
2018-11-12,29.55308723449707
2018-11-13,30.10886001586914
2018-11-14,30.07961082458496
2018-11-15,30.54762077331543
2018-11-16,30.518373489379883
2018-11-19,29.543338775634766
2018-11-20,28.860816955566406
2018-11-21,28.0710506439209
2018-11-23,27.105770111083984
2018-11-26,26.501258850097656
2018-11-27,27.125272750854492
2018-11-28,27.154523849487305
2018-11-29,25.613977432250977
2018-11-30,26.657255172729492
2018-12-03,28.597562789916992
2018-12-04,26.150239944458008
2018-12-06,25.857736587524414
2018-12-07,25.6724796295166
2018-12-10,24.492698669433594
2018-12-11,23.371408462524414
2018-12-12,23.89792823791504
2018-12-13,24.151437759399414
2018-12-14,23.76142692565918
2018-12-17,23.156911849975586
2018-12-18,22.68889617919922
2018-12-19,22.542640686035156
2018-12-20,23.849172592163086
2018-12-21,23.878435134887695
2018-12-24,24.083192825317383
2018-12-26,25.077709197998047
2018-12-27,25.79923439025879
2018-12-28,26.76451873779297
2018-12-31,26.998516082763672
2019-01-02,27.554283142089844
2019-01-03,27.57378578186035
2019-01-04,28.28555679321289
2019-01-07,29.689590454101562
2019-01-08,29.465335845947266
2019-01-09,28.519559860229492
2019-01-10,27.993043899536133
2019-01-11,28.548810958862305
2019-01-14,28.968788146972656
2019-01-15,28.880887985229492
2019-01-16,28.968788146972656
2019-01-17,29.08599281311035
2019-01-18,29.115299224853516
2019-01-22,28.32416534423828
2019-01-23,28.00186538696289
2019-01-24,28.32416534423828
2019-01-25,28.666017532348633
2019-01-28,27.86512565612793
2019-01-29,28.44137954711914
2019-01-30,28.382774353027344
2019-01-31,28.74415397644043
2019-02-01,28.32416534423828
2019-02-04,28.812522888183594
2019-02-05,28.93949317932129
2019-02-06,28.675785064697266
2019-02-07,28.734384536743164
2019-02-08,28.841819763183594
2019-02-11,28.91019630432129
2019-02-12,29.232500076293945
2019-02-13,29.056690216064453
2019-02-14,29.681781768798828
2019-02-15,30.726839065551758
2019-02-19,30.853811264038086
2019-02-20,31.459367752075195
2019-02-21,30.785446166992188
2019-02-22,30.277557373046875
2019-02-25,30.687776565551758
2019-02-26,30.814748764038086
2019-02-27,31.146821975708008
2019-02-28,32.70953369140625
2019-03-01,33.1392822265625
2019-03-04,34.0671501159668
2019-03-05,33.84250259399414
2019-03-06,33.402984619140625
2019-03-07,32.426292419433594
2019-03-08,32.934173583984375
2019-03-11,33.30531692504883
2019-03-12,33.1392822265625
2019-03-13,32.18212890625
2019-03-14,31.3519287109375
2019-03-15,31.185888290405273
2019-03-18,30.785446166992188
2019-03-19,29.261795043945312
2019-03-20,29.193429946899414
2019-03-21,29.04692840576172
2019-03-22,28.363243103027344
2019-03-25,28.16790199279785
2019-03-26,28.568349838256836
2019-03-27,28.089765548706055
2019-03-28,29.056690216064453
2019-03-29,29.838050842285156
2019-04-01,30.004085540771484
2019-04-02,30.179893493652344
2019-04-03,30.77567481994629
2019-04-04,30.853811264038086
2019-04-05,30.570573806762695
2019-04-08,30.384998321533203
2019-04-09,30.10175895690918
2019-04-10,30.150596618652344
2019-04-11,30.150596618652344
2019-04-12,29.93536949157715
2019-04-15,30.042980194091797
2019-04-16,29.866893768310547
2019-04-17,29.592973709106445
2019-04-18,29.260353088378906
2019-04-22,30.28755760192871
2019-04-23,30.14081573486328
2019-04-24,30.3853759765625
2019-04-25,29.925586700439453
2019-04-26,30.189727783203125
2019-04-29,30.199508666992188
2019-04-30,30.453857421875
2019-05-01,30.346248626708984
2019-05-02,29.632104873657227
2019-05-03,36.617027282714844
2019-05-06,36.802894592285156
2019-05-07,35.80504608154297
2019-05-08,35.50178909301758
2019-05-09,35.27678680419922
2019-05-10,35.10069274902344
2019-05-13,34.83655548095703
2019-05-14,35.32569122314453
2019-05-15,35.374610900878906
2019-05-16,35.48221969604492
2019-05-17,34.807212829589844
2019-05-20,34.621337890625
2019-05-21,35.58005142211914
2019-05-22,35.2474365234375
2019-05-23,34.61156463623047
2019-05-24,33.672401428222656
2019-05-28,33.79957580566406
2019-05-29,33.49631118774414
2019-05-30,34.23980712890625
2019-05-31,33.15390396118164
2019-06-03,33.87784194946289
2019-06-04,34.748512268066406
2019-06-05,35.41374206542969
2019-06-06,36.255069732666016
2019-06-07,37.50725555419922
2019-06-10,37.84965896606445
2019-06-11,36.05940246582031
2019-06-12,35.19851303100586
2019-06-13,36.196353912353516
2019-06-14,35.55070495605469
2019-06-17,34.68981170654297
2019-06-18,35.423526763916016
2019-06-19,35.2474365234375
2019-06-20,35.599613189697266
2019-06-21,35.77571105957031
2019-06-24,35.560482025146484
2019-06-25,35.120262145996094
2019-06-26,35.707218170166016
2019-06-27,36.17679977416992
2019-06-28,36.812686920166016
2019-07-01,36.86159896850586
2019-07-02,37.057247161865234
2019-07-03,35.599613189697266
2019-07-05,36.48006820678711
2019-07-08,36.499629974365234
