Date,VTRS
2010-01-04,15.479572296142578
2010-01-05,15.314192771911621
2010-01-06,15.165352821350098
2010-01-07,14.90900993347168
2010-01-08,14.40460205078125
2010-01-11,14.694016456604004
2010-01-12,14.396331787109375
2010-01-13,14.727092742919922
2010-01-14,14.776704788208008
2010-01-15,15.049581527709961
2010-01-19,15.496108055114746
2010-01-20,15.066121101379395
2010-01-21,14.834593772888184
2010-01-22,14.70228385925293
2010-01-25,14.619596481323242
2010-01-26,14.958623886108398
2010-01-27,15.090928077697754
2010-01-28,14.826323509216309
2010-01-29,15.074386596679688
2010-02-01,14.983431816101074
2010-02-02,15.049581527709961
2010-02-03,14.892472267150879
2010-02-04,14.70228385925293
2010-02-05,14.793242454528809
2010-02-08,14.685747146606445
2010-02-09,14.619596481323242
2010-02-10,14.561713218688965
2010-02-11,15.124004364013672
2010-02-12,15.140539169311523
2010-02-16,15.44649600982666
2010-02-17,15.603605270385742
2010-02-18,15.5953369140625
2010-02-19,15.768987655639648
2010-02-22,16.21551513671875
2010-02-23,15.84340763092041
2010-02-24,16.05840301513672
2010-02-25,17.11683464050293
2010-02-26,17.64604949951172
2010-03-01,17.67912483215332
2010-03-02,17.65431785583496
2010-03-03,17.472400665283203
2010-03-04,17.604700088500977
2010-03-05,18.001617431640625
2010-03-08,17.712200164794922
2010-03-09,17.86931610107422
2010-03-10,18.034690856933594
2010-03-11,18.175264358520508
2010-03-12,18.15045738220215
2010-03-15,18.15045738220215
2010-03-16,18.266223907470703
2010-03-17,18.274494171142578
2010-03-18,18.489490509033203
2010-03-19,18.63006019592285
2010-03-22,18.94428253173828
2010-03-23,18.952550888061523
2010-03-24,18.737558364868164
2010-03-25,18.406797409057617
2010-03-26,18.506023406982422
2010-03-29,18.911205291748047
2010-03-30,18.729291915893555
2010-03-31,18.778900146484375
2010-04-01,19.151012420654297
2010-04-05,19.225425720214844
2010-04-06,18.878128051757812
2010-04-07,18.787172317504883
2010-04-08,18.64659881591797
2010-04-09,18.638330459594727
2010-04-12,18.63006019592285
2010-04-13,18.63006019592285
2010-04-14,18.274494171142578
2010-04-15,18.2331485748291
2010-04-16,17.985082626342773
2010-04-19,17.836238861083984
2010-04-20,18.034690856933594
2010-04-21,18.257953643798828
2010-04-22,18.15873146057129
2010-04-23,18.390256881713867
2010-04-26,17.985082626342773
2010-04-27,17.662588119506836
2010-04-28,17.952001571655273
2010-04-29,18.001617431640625
2010-04-30,18.200075149536133
2010-05-03,18.216611862182617
2010-05-04,17.662588119506836
2010-05-05,18.051227569580078
2010-05-06,17.67085838317871
2010-05-07,17.64604949951172
2010-05-10,18.04296112060547
2010-05-11,18.001617431640625
2010-05-12,17.86104393005371
2010-05-13,17.480669021606445
2010-05-14,16.967994689941406
2010-05-17,17.034137725830078
2010-05-18,16.52972984313965
2010-05-19,16.728187561035156
2010-05-20,16.074939727783203
2010-05-21,16.13282012939453
2010-05-24,15.90955638885498
2010-05-25,15.835136413574219
2010-05-26,15.975715637207031
2010-05-27,16.389162063598633
2010-05-28,16.074939727783203
2010-06-01,15.66148853302002
2010-06-02,15.669760704040527
2010-06-03,15.587064743041992
2010-06-04,15.297647476196289
2010-06-07,15.239770889282227
2010-06-08,14.743627548217773
2010-06-09,14.851125717163086
2010-06-10,15.115730285644531
2010-06-11,15.148809432983398
2010-06-14,14.84285831451416
2010-06-15,15.206693649291992
2010-06-16,14.801512718200684
2010-06-17,15.181886672973633
2010-06-18,15.40514850616455
2010-06-21,14.859395027160645
2010-06-22,14.942083358764648
2010-06-23,14.710553169250488
2010-06-24,14.669211387634277
2010-06-25,14.826323509216309
2010-06-28,14.611323356628418
2010-06-29,14.26402759552002
2010-06-30,14.090375900268555
2010-07-01,13.94153881072998
2010-07-02,13.966344833374023
2010-07-06,14.07384204864502
2010-07-07,14.421136856079102
2010-07-08,14.760168075561523
2010-07-09,14.561713218688965
2010-07-12,14.48729133605957
2010-07-13,14.760168075561523
2010-07-14,14.760168075561523
2010-07-15,15.148809432983398
2010-07-16,14.644400596618652
2010-07-19,14.975160598754883
2010-07-20,15.02477741241455
2010-07-21,14.70228385925293
2010-07-22,14.710553169250488
2010-07-23,14.685747146606445
2010-07-26,15.115730285644531
2010-07-27,14.958623886108398
2010-07-28,14.809778213500977
2010-07-29,14.462483406066895
2010-07-30,14.388063430786133
2010-08-02,14.710553169250488
2010-08-03,14.454216957092285
2010-08-04,14.669211387634277
2010-08-05,14.578248023986816
2010-08-06,14.594786643981934
2010-08-09,14.966890335083008
2010-08-10,14.966890335083008
2010-08-11,14.495560646057129
2010-08-12,14.42940902709961
2010-08-13,14.437675476074219
2010-08-16,14.40460205078125
2010-08-17,14.84285831451416
2010-08-18,14.694016456604004
2010-08-19,14.553442001342773
2010-08-20,14.503828048706055
2010-08-23,14.512100219726562
2010-08-24,14.346718788146973
2010-08-25,14.371526718139648
2010-08-26,14.032495498657227
2010-08-27,14.338449478149414
2010-08-30,14.082108497619629
2010-08-31,14.189607620239258
2010-09-01,14.42940902709961
2010-09-02,14.421136856079102
2010-09-03,14.710553169250488
2010-09-07,14.594786643981934
2010-09-08,14.52863597869873
2010-09-09,14.636133193969727
2010-09-10,14.801512718200684
2010-09-13,14.84285831451416
2010-09-14,14.900741577148438
2010-09-15,14.900741577148438
2010-09-16,15.008235931396484
2010-09-17,15.049581527709961
2010-09-20,15.214961051940918
2010-09-21,15.132270812988281
2010-09-22,15.190156936645508
2010-09-23,15.256307601928711
2010-09-24,15.64494800567627
2010-09-27,15.421690940856934
2010-09-28,15.545720100402832
2010-09-29,15.545720100402832
2010-09-30,15.553990364074707
2010-10-01,15.628408432006836
2010-10-04,15.44649600982666
2010-10-05,15.587064743041992
2010-10-06,15.537457466125488
2010-10-07,15.396885871887207
2010-10-08,15.380342483520508
2010-10-11,15.214961051940918
2010-10-12,15.487841606140137
2010-10-13,15.653220176696777
2010-10-14,15.66148853302002
2010-10-15,15.967442512512207
2010-10-18,15.66148853302002
2010-10-19,15.570528984069824
2010-10-20,15.694567680358887
2010-10-21,15.851678848266602
2010-10-22,16.02532196044922
2010-10-25,16.248586654663086
2010-10-26,16.207244873046875
2010-10-27,16.744726181030273
2010-10-28,16.951452255249023
2010-10-29,16.802610397338867
2010-11-01,16.686843872070312
2010-11-02,16.670307159423828
2010-11-03,16.670307159423828
2010-11-04,16.73645782470703
2010-11-05,16.65376853942871
2010-11-08,16.52972984313965
2010-11-09,16.108016967773438
2010-11-10,16.124549865722656
2010-11-11,16.099746704101562
2010-11-12,15.917825698852539
2010-11-15,15.90955638885498
2010-11-16,15.678027153015137
2010-11-17,15.71937084197998
2010-11-18,15.917825698852539
2010-11-19,16.413970947265625
2010-11-22,16.65376853942871
2010-11-23,16.65376853942871
2010-11-24,16.967994689941406
2010-11-26,16.810880661010742
2010-11-29,16.57107925415039
2010-11-30,16.182435989379883
2010-12-01,16.3560848236084
2010-12-02,16.323009490966797
2010-12-03,16.455310821533203
2010-12-06,16.670307159423828
2010-12-07,16.645503997802734
2010-12-08,16.604156494140625
2010-12-09,16.62896156311035
2010-12-10,16.65376853942871
2010-12-13,16.40570068359375
2010-12-14,17.100292205810547
2010-12-15,17.24086570739746
2010-12-16,17.637781143188477
2010-12-17,17.695667266845703
2010-12-20,17.53028106689453
2010-12-21,17.538551330566406
2010-12-22,17.703929901123047
2010-12-23,17.703929901123047
2010-12-27,17.712200164794922
2010-12-28,17.57990074157715
2010-12-29,17.53028106689453
2010-12-30,17.505477905273438
2010-12-31,17.472400665283203
2011-01-03,17.910659790039062
2011-01-04,17.819698333740234
2011-01-05,17.935462951660156
2011-01-06,18.57217788696289
2011-01-07,18.45641326904297
2011-01-10,18.539100646972656
2011-01-11,18.679672241210938
2011-01-12,18.687942504882812
2011-01-13,18.795440673828125
2011-01-14,18.85332489013672
2011-01-18,19.705034255981445
2011-01-19,19.0269718170166
2011-01-20,19.35773277282715
2011-01-21,19.0269718170166
2011-01-24,19.448694229125977
2011-01-25,19.680225372314453
2011-01-26,19.812530517578125
2011-01-27,19.597532272338867
2011-01-28,18.94428253173828
2011-01-31,19.151012420654297
2011-02-01,19.465229034423828
2011-02-02,19.134469985961914
2011-02-03,19.47349739074707
2011-02-04,19.142738342285156
2011-02-07,19.28331184387207
2011-02-08,19.01870346069336
2011-02-09,19.28331184387207
2011-02-10,19.36600685119629
2011-02-11,19.30811882019043
2011-02-14,19.32465934753418
2011-02-15,19.299850463867188
2011-02-16,19.299850463867188
2011-02-17,19.523113250732422
2011-02-18,19.299850463867188
2011-02-22,18.894670486450195
2011-02-23,18.57217788696289
2011-02-24,18.299301147460938
2011-02-25,18.696212768554688
2011-02-28,18.911205291748047
2011-03-01,18.745830535888672
2011-03-02,18.737558364868164
2011-03-03,19.101396560668945
2011-03-04,18.8037109375
2011-03-07,18.63006019592285
2011-03-08,18.886398315429688
2011-03-09,18.737558364868164
2011-03-10,18.464677810668945
2011-03-11,18.481220245361328
2011-03-14,18.381986618041992
2011-03-15,18.026424407958984
2011-03-16,17.480669021606445
2011-03-17,17.76181411743164
2011-03-18,17.910659790039062
2011-03-21,18.026424407958984
2011-03-22,18.241416931152344
2011-03-23,18.15873146057129
2011-03-24,18.472949981689453
2011-03-25,18.448139190673828
2011-03-28,18.291032791137695
2011-03-29,18.563907623291016
2011-03-30,18.836788177490234
2011-03-31,18.737558364868164
2011-04-01,19.20888900756836
2011-04-04,19.32465934753418
2011-04-05,19.291580200195312
2011-04-06,19.18408203125
2011-04-07,19.217161178588867
2011-04-08,19.382539749145508
2011-04-11,19.514842987060547
2011-04-12,19.415616989135742
2011-04-13,19.423879623413086
2011-04-14,19.159278869628906
2011-04-15,19.754642486572266
2011-04-18,19.415616989135742
2011-04-19,19.862140655517578
2011-04-20,20.49885368347168
2011-04-21,20.391357421875
2011-04-25,20.689041137695312
2011-04-26,20.837886810302734
2011-04-27,20.862688064575195
2011-04-28,20.680774688720703
2011-04-29,20.606351852416992
2011-05-02,20.54019546508789
2011-05-03,20.03578758239746
2011-05-04,19.911754608154297
2011-05-05,19.878679275512695
2011-05-06,19.762914657592773
2011-05-09,19.837331771850586
2011-05-10,20.01925277709961
2011-05-11,19.498302459716797
2011-05-12,19.920026779174805
2011-05-13,19.920026779174805
2011-05-16,19.688491821289062
2011-05-17,19.54791831970215
2011-05-18,19.77118682861328
2011-05-19,19.911754608154297
2011-05-20,19.696762084960938
2011-05-23,19.275041580200195
2011-05-24,19.33292579650879
2011-05-25,18.993894577026367
2011-05-26,19.0269718170166
2011-05-27,19.349462509155273
2011-05-31,19.47349739074707
2011-06-01,19.192352294921875
2011-06-02,19.217161178588867
2011-06-03,18.886398315429688
