Date,CMI
2010-01-04,32.281009674072266
2010-01-05,33.04436492919922
2010-01-06,33.34695816040039
2010-01-07,35.03871536254883
2010-01-08,36.90927505493164
2010-01-11,37.823936462402344
2010-01-12,36.68921661376953
2010-01-13,36.297218322753906
2010-01-14,36.37287902832031
2010-01-15,35.57512283325195
2010-01-19,36.40726089477539
2010-01-20,35.396331787109375
2010-01-21,34.020912170410156
2010-01-22,32.851802825927734
2010-01-25,32.75552749633789
2010-01-26,32.52170944213867
2010-01-27,31.91651725769043
2010-01-28,31.32509994506836
2010-01-29,31.0568790435791
2010-02-01,32.281009674072266
2010-02-02,35.134986877441406
2010-02-03,35.650787353515625
2010-02-04,34.454158782958984
2010-02-05,34.71549606323242
2010-02-08,34.4610481262207
2010-02-09,35.92585754394531
2010-02-10,35.747047424316406
2010-02-11,37.72765350341797
2010-02-12,37.78955078125
2010-02-16,39.27500534057617
2010-02-17,38.94733428955078
2010-02-18,39.65784454345703
2010-02-19,39.96137237548828
2010-02-22,39.444007873535156
2010-02-23,38.381683349609375
2010-02-24,38.59552764892578
2010-02-25,38.65070724487305
2010-02-26,39.1680793762207
2010-03-01,40.6718864440918
2010-03-02,40.865047454833984
2010-03-03,40.823638916015625
2010-03-04,41.203041076660156
2010-03-05,41.872188568115234
2010-03-08,41.403106689453125
2010-03-09,42.168792724609375
2010-03-10,41.547943115234375
2010-03-11,41.002994537353516
2010-03-12,41.644535064697266
2010-03-15,41.54106140136719
2010-03-16,41.872188568115234
2010-03-17,41.50657272338867
2010-03-18,40.927127838134766
2010-03-19,40.12002182006836
2010-03-22,41.35481643676758
2010-03-23,43.01039123535156
2010-03-24,42.63789367675781
2010-03-25,42.46542739868164
2010-03-26,43.01728057861328
2010-03-29,43.51395797729492
2010-03-30,42.87241744995117
2010-03-31,42.73446273803711
2010-04-01,43.00347900390625
2010-04-05,45.27300262451172
2010-04-06,44.92119216918945
2010-04-07,44.63835906982422
2010-04-08,44.859107971191406
2010-04-09,45.576534271240234
2010-04-12,44.92808532714844
2010-04-13,45.569610595703125
2010-04-14,46.714725494384766
2010-04-15,46.22494888305664
2010-04-16,45.46613693237305
2010-04-19,45.479942321777344
2010-04-20,46.24565887451172
2010-04-21,46.038692474365234
2010-04-22,46.94926452636719
2010-04-23,48.121952056884766
2010-04-26,48.50136947631836
2010-04-27,49.943111419677734
2010-04-28,50.915733337402344
2010-04-29,52.281585693359375
2010-04-30,49.82582473754883
2010-05-03,50.5294303894043
2010-05-04,48.73590850830078
2010-05-05,48.57035446166992
2010-05-06,46.38360595703125
2010-05-07,45.05225372314453
2010-05-10,49.756839752197266
2010-05-11,49.50159454345703
2010-05-12,51.7987060546875
2010-05-13,51.07439041137695
2010-05-14,49.356754302978516
2010-05-17,49.16358947753906
2010-05-18,48.25302505493164
2010-05-19,47.35055160522461
2010-05-20,44.051856994628906
2010-05-21,45.55250930786133
2010-05-24,44.41837692260742
2010-05-25,44.90937423706055
2010-05-26,45.62858581542969
2010-05-27,48.125083923339844
2010-05-28,47.01169967651367
2010-06-01,45.70465087890625
2010-06-02,48.256473541259766
2010-06-03,48.78205871582031
2010-06-04,45.88444137573242
2010-06-07,43.5262565612793
2010-06-08,45.08226013183594
2010-06-09,45.56635284423828
2010-06-10,48.740562438964844
2010-06-11,49.94386672973633
2010-06-14,50.07526779174805
2010-06-15,52.122257232666016
2010-06-16,51.52753829956055
2010-06-17,51.043434143066406
2010-06-18,51.382301330566406
2010-06-21,51.845645904541016
2010-06-22,49.93695068359375
2010-06-23,50.58702850341797
2010-06-24,49.34912872314453
2010-06-25,50.19975280761719
2010-06-28,48.726741790771484
2010-06-29,45.808387756347656
2010-06-30,45.04075622558594
2010-07-01,44.826385498046875
2010-07-02,44.425289154052734
2010-07-06,43.961952209472656
2010-07-07,46.61750030517578
2010-07-08,47.67557907104492
2010-07-09,49.466697692871094
2010-07-12,48.865047454833984
2010-07-13,50.988128662109375
2010-07-14,51.617435455322266
2010-07-15,50.275814056396484
2010-07-16,48.06285095214844
2010-07-19,48.865047454833984
2010-07-20,50.1651611328125
2010-07-21,50.58702850341797
2010-07-22,52.48877716064453
2010-07-23,53.228759765625
2010-07-26,53.83729553222656
2010-07-27,54.92998504638672
2010-07-28,55.15817642211914
2010-07-29,54.72941589355469
2010-07-30,55.05443572998047
2010-08-02,56.29922866821289
2010-08-03,55.35179901123047
2010-08-04,56.35456466674805
2010-08-05,56.45829772949219
2010-08-06,56.105594635009766
2010-08-09,56.09870147705078
2010-08-10,56.347660064697266
2010-08-11,53.80963897705078
2010-08-12,53.92029571533203
2010-08-13,53.76814270019531
2010-08-16,53.78197479248047
