Date,TKR
2010-01-04,12.524669647216797
2010-01-05,12.560898780822754
2010-01-06,12.938708305358887
2010-01-07,13.43555736541748
2010-01-08,13.82889175415039
2010-01-11,13.466608047485352
2010-01-12,13.228531837463379
2010-01-13,13.269937515258789
2010-01-14,13.316519737243652
2010-01-15,12.938708305358887
2010-01-19,13.285469055175781
2010-01-20,13.197484970092773
2010-01-21,12.467741966247559
2010-01-22,12.012296676635742
2010-01-25,12.390113830566406
2010-01-26,12.276246070861816
2010-01-27,12.084753036499023
2010-01-28,11.851856231689453
2010-01-29,11.598258972167969
2010-02-01,12.472917556762695
2010-02-02,12.503969192504883
2010-02-03,12.736865043640137
2010-02-04,12.064055442810059
2010-02-05,11.727645874023438
2010-02-08,12.038177490234375
2010-02-09,12.353879928588867
2010-02-10,12.265897750854492
2010-02-11,12.49879264831543
2010-02-12,12.840375900268555
2010-02-16,13.109500885009766
2010-02-17,13.549418449401855
2010-02-18,13.585769653320312
2010-02-19,13.783114433288574
2010-02-22,13.746759414672852
2010-02-23,13.487092971801758
2010-02-24,13.554607391357422
2010-02-25,13.611736297607422
2010-02-26,13.622125625610352
2010-03-01,13.98565673828125
2010-03-02,14.099913597106934
2010-03-03,14.079142570495605
2010-03-04,14.02200984954834
2010-03-05,14.406314849853516
2010-03-08,14.406314849853516
2010-03-09,14.110304832458496
2010-03-10,14.458255767822266
2010-03-11,14.46863842010498
2010-03-12,14.479022026062012
2010-03-15,14.281684875488281
2010-03-16,14.49460220336914
2010-03-17,14.811395645141602
2010-03-18,14.998353958129883
2010-03-19,14.416704177856445
2010-03-22,14.48421573638916
2010-03-23,14.85814380645752
2010-03-24,14.72310733795166
2010-03-25,14.640019416809082
2010-03-26,14.920454025268555
2010-03-29,15.652716636657715
2010-03-30,15.559240341186523
2010-03-31,15.585210800170898
2010-04-01,15.813709259033203
2010-04-05,16.03702735900879
2010-04-06,15.969518661499023
2010-04-07,16.000675201416016
2010-04-08,15.912382125854492
2010-04-09,16.099346160888672
2010-04-12,16.10453987121582
2010-04-13,16.1201229095459
2010-04-14,16.379785537719727
2010-04-15,16.75889778137207
2010-04-16,16.483654022216797
2010-04-19,16.33304786682129
2010-04-20,16.49923324584961
2010-04-21,16.909509658813477
2010-04-22,17.169174194335938
2010-04-23,17.39249038696289
2010-04-26,17.153594970703125
2010-04-27,16.68099594116211
2010-04-28,16.76409339904785
2010-04-29,18.472702026367188
2010-04-30,18.27016258239746
2010-05-03,18.332477569580078
2010-05-04,17.2366886138916
2010-05-05,16.914703369140625
2010-05-06,16.078575134277344
2010-05-07,15.637144088745117
2010-05-10,16.769285202026367
2010-05-11,17.034147262573242
2010-05-12,17.818344116210938
2010-05-13,17.771596908569336
2010-05-14,16.96143913269043
2010-05-17,16.623870849609375
2010-05-18,16.343429565429688
2010-05-19,15.566421508789062
2010-05-20,14.544297218322754
2010-05-21,14.956274032592773
2010-05-24,14.805046081542969
2010-05-25,14.705955505371094
2010-05-26,14.580801963806152
2010-05-27,15.232666015625
2010-05-28,15.013643264770508
2010-06-01,14.580801963806152
2010-06-02,15.16486930847168
2010-06-03,15.102293014526367
2010-06-04,14.241836547851562
2010-06-07,13.543039321899414
2010-06-08,13.855934143066406
2010-06-09,13.996743202209473
2010-06-10,14.549515724182129
2010-06-11,14.945850372314453
2010-06-14,15.060567855834961
2010-06-15,15.712430953979492
2010-06-16,15.284815788269043
2010-06-17,15.336956977844238
2010-06-18,15.342181205749512
2010-06-21,15.258745193481445
2010-06-22,14.904126167297363
2010-06-23,14.961488723754883
2010-06-24,14.502579689025879
2010-06-25,14.867622375488281
2010-06-28,14.7007474899292
2010-06-29,13.986309051513672
2010-06-30,13.553472518920898
2010-07-01,13.141497611999512
2010-07-02,13.037199974060059
2010-07-06,13.12585163116455
2010-07-07,13.871580123901367
2010-07-08,13.866364479064941
2010-07-09,14.247049331665039
2010-07-12,14.12710952758789
2010-07-13,14.851975440979004
2010-07-14,14.91456127166748
2010-07-15,14.825905799865723
2010-07-16,14.241836547851562
2010-07-19,14.434786796569824
2010-07-20,14.763323783874512
2010-07-21,15.310893058776855
2010-07-22,15.409972190856934
2010-07-23,16.072256088256836
2010-07-26,16.259994506835938
2010-07-27,16.025327682495117
2010-07-28,15.941885948181152
2010-07-29,17.60544204711914
2010-07-30,17.532424926757812
2010-08-02,17.913108825683594
2010-08-03,17.81403160095215
2010-08-04,18.377233505249023
2010-08-05,18.49196434020996
2010-08-06,18.283369064331055
2010-08-09,18.55454444885254
2010-08-10,18.705778121948242
2010-08-11,17.41248893737793
2010-08-12,17.761877059936523
2010-08-13,17.949609756469727
2010-08-16,18.345949172973633
2010-08-17,18.226001739501953
2010-08-18,18.236478805541992
2010-08-19,17.849136352539062
2010-08-20,17.650226593017578
2010-08-23,17.28382110595703
2010-08-24,16.812740325927734
2010-08-25,17.032583236694336
2010-08-26,16.7656192779541
2010-08-27,17.587413787841797
2010-08-30,17.032583236694336
2010-08-31,17.12155532836914
2010-09-01,17.859603881835938
2010-09-02,18.409204483032227
2010-09-03,18.6813907623291
2010-09-07,18.32022476196289
2010-09-08,18.498191833496094
2010-09-09,18.59764289855957
2010-09-10,19.04256820678711
2010-09-13,19.361858367919922
2010-09-14,19.414203643798828
2010-09-15,19.639278411865234
2010-09-16,19.48748016357422
2010-09-17,19.675920486450195
2010-09-20,19.995222091674805
2010-09-21,20.115612030029297
2010-09-22,19.728267669677734
2010-09-23,19.46131134033203
