Date,EVRG
2010-01-04,11.776754379272461
2010-01-05,11.620379447937012
2010-01-06,11.685081481933594
2010-01-07,11.60959529876709
2010-01-08,11.712040901184082
2010-01-11,11.889986038208008
2010-01-12,11.830680847167969
2010-01-13,11.943916320800781
2010-01-14,11.960090637207031
2010-01-15,11.992441177368164
2010-01-19,12.148818969726562
2010-01-20,12.094894409179688
2010-01-21,11.889986038208008
2010-01-22,11.625763893127441
2010-01-25,11.647337913513184
2010-01-26,11.641944885253906
2010-01-27,11.539491653442383
2010-01-28,11.474784851074219
2010-01-29,11.501745223999023
2010-02-01,11.593413352966309
2010-02-02,11.658123016357422
2010-02-03,11.555667877197266
2010-02-04,11.323800086975098
2010-02-05,11.291446685791016
2010-02-08,11.21595573425293
2010-02-09,11.350763320922852
2010-02-10,11.334583282470703
2010-02-11,11.388506889343262
2010-02-12,11.44243049621582
2010-02-16,11.647337913513184
2010-02-17,11.679692268371582
2010-02-18,11.733613967895508
2010-02-19,11.960090637207031
2010-02-22,11.949307441711426
2010-02-23,11.879205703735352
2010-02-24,11.943916320800781
2010-02-25,11.884602546691895
2010-02-26,11.539491653442383
2010-03-01,11.56106185913086
2010-03-02,11.78753662109375
2010-03-03,11.906167984008789
2010-03-04,11.943916320800781
2010-03-05,11.938446044921875
2010-03-08,11.993133544921875
2010-03-09,11.900162696838379
2010-03-10,12.009538650512695
2010-03-11,12.053295135498047
2010-03-12,12.069696426391602
2010-03-15,12.118918418884277
2010-03-16,12.272043228149414
2010-03-17,12.28844928741455
2010-03-18,12.266571044921875
2010-03-19,12.233757019042969
2010-03-22,12.200946807861328
2010-03-23,12.239227294921875
2010-03-24,12.031414031982422
2010-03-25,11.938446044921875
2010-03-26,12.009538650512695
2010-03-29,12.135326385498047
2010-03-30,12.24470329284668
2010-03-31,12.195476531982422
2010-04-01,12.354076385498047
2010-04-05,12.42516803741455
2010-04-06,12.616576194763184
2010-04-07,12.529075622558594
2010-04-08,12.38688850402832
2010-04-09,12.354076385498047
2010-04-12,12.463452339172363
2010-04-13,12.49626350402832
2010-04-14,12.441575050354004
2010-04-15,12.403298377990723
2010-04-16,12.354076385498047
2010-04-19,12.381415367126465
2010-04-20,12.5618896484375
2010-04-21,12.534547805786133
2010-04-22,12.58376693725586
2010-04-23,12.742356300354004
2010-04-26,12.665799140930176
2010-04-27,12.523608207702637
2010-04-28,12.616576194763184
2010-04-29,12.840801239013672
2010-04-30,12.955645561218262
2010-05-03,13.08143138885498
2010-05-04,12.96658706665039
2010-05-05,12.884553909301758
2010-05-06,12.337668418884277
2010-05-07,12.190009117126465
2010-05-10,12.780643463134766
2010-05-11,12.884553909301758
2010-05-12,12.939236640930176
2010-05-13,12.906423568725586
2010-05-14,12.753303527832031
2010-05-17,12.780643463134766
2010-05-18,12.660331726074219
2010-05-19,12.42516803741455
2010-05-20,11.93297290802002
2010-05-21,11.982193946838379
2010-05-24,11.976727485656738
2010-05-25,11.829063415527344
2010-05-26,11.883752822875977
2010-05-27,12.091567039489746
2010-05-28,12.031414031982422
2010-06-01,11.7798490524292
2010-06-02,12.009538650512695
2010-06-03,12.228288650512695
2010-06-04,11.856410026550293
2010-06-07,11.739903450012207
2010-06-08,11.856409072875977
2010-06-09,11.767640113830566
2010-06-10,12.139365196228027
2010-06-11,12.111627578735352
2010-06-14,12.19484806060791
2010-06-15,12.461158752441406
2010-06-16,12.544379234313965
2010-06-17,12.694183349609375
2010-06-18,12.638702392578125
2010-06-21,12.633152961730957
2010-06-22,12.339099884033203
2010-06-23,12.156010627746582
2010-06-24,12.15046501159668
2010-06-25,12.167107582092285
2010-06-28,12.339099884033203
2010-06-29,12.11717700958252
2010-06-30,11.989574432373047
2010-07-01,11.861958503723145
2010-07-02,11.922991752624512
2010-07-06,12.000659942626953
2010-07-07,12.355749130249023
2010-07-08,12.488899230957031
2010-07-09,12.59986400604248
2010-07-12,12.683091163635254
2010-07-13,12.777408599853516
2010-07-14,12.827340126037598
2010-07-15,12.932753562927246
2010-07-16,12.677536010742188
2010-07-19,12.86617660522461
2010-07-20,12.971596717834473
2010-07-21,12.816241264343262
2010-07-22,13.043716430664062
2010-07-23,13.14358139038086
2010-07-26,13.365513801574707
2010-07-27,13.581884384155273
2010-07-28,13.465380668640137
2010-07-29,13.376608848571777
2010-07-30,13.248995780944824
2010-08-02,13.448735237121582
2010-08-03,13.393251419067383
2010-08-04,13.426543235778809
2010-08-05,13.554153442382812
2010-08-06,13.498669624328613
2010-08-09,13.570792198181152
2010-08-10,13.58743667602539
2010-08-11,13.232357025146484
2010-08-12,13.093649864196777
2010-08-13,13.232357025146484
2010-08-16,13.215706825256348
2010-08-17,13.348868370056152
2010-08-18,13.199067115783691
2010-08-19,13.032623291015625
2010-08-20,12.99378776550293
