Date,RRBI
2019-05-03,48.45509338378906
2019-05-06,46.661529541015625
2019-05-07,46.52653884887695
2019-05-08,48.32009506225586
2019-05-09,47.78009796142578
2019-05-10,48.93722915649414
2019-05-13,48.87937927246094
2019-05-14,48.6865234375
2019-05-15,48.72509765625
2019-05-16,48.79258346557617
2019-05-17,47.982601165771484
2019-05-20,48.156158447265625
2019-05-21,47.944026947021484
2019-05-22,47.982601165771484
2019-05-23,46.47831726074219
2019-05-24,46.70973205566406
2019-05-28,47.24973678588867
2019-05-29,47.24973678588867
2019-05-30,47.24973678588867
2019-05-31,47.03759002685547
2019-06-03,47.2208137512207
2019-06-04,46.29508972167969
2019-06-05,46.34331130981445
2019-06-06,46.671165466308594
2019-06-07,46.536170959472656
2019-06-10,46.579566955566406
2019-06-11,46.33366775512695
2019-06-12,47.24973678588867
2019-06-13,46.52653884887695
2019-06-14,46.38187789916992
2019-06-17,46.11189651489258
2019-06-18,46.15046310424805
2019-06-19,46.33366775512695
2019-06-20,46.11189651489258
2019-06-21,46.09260177612305
2019-06-24,46.18903350830078
2019-06-25,46.52653884887695
2019-06-26,46.38187789916992
2019-06-27,46.285457611083984
2019-06-28,46.71938705444336
2019-07-01,46.43009948730469
2019-07-02,47.17259979248047
2019-07-03,46.140811920166016
2019-07-05,46.999027252197266
2019-07-08,46.49760055541992
2019-07-09,46.75794982910156
2019-07-10,46.401161193847656
2019-07-11,46.75794982910156
2019-07-12,46.75794982910156
2019-07-15,46.246891021728516
2019-07-16,46.37224197387695
2019-07-17,46.11189651489258
2019-07-18,46.285457611083984
2019-07-19,46.285457611083984
2019-07-22,46.285457611083984
2019-07-23,46.33366775512695
2019-07-24,46.285457611083984
2019-07-25,46.00581741333008
2019-07-26,45.7068977355957
2019-07-29,46.285457611083984
2019-07-30,46.034751892089844
2019-07-31,45.43689727783203
2019-08-01,45.3693962097168
2019-08-02,45.41761016845703
2019-08-05,44.83903884887695
2019-08-06,44.69439697265625
2019-08-07,44.42439651489258
2019-08-08,44.60760498046875
2019-08-09,44.224788665771484
2019-08-12,43.54690170288086
2019-08-13,44.68475341796875
2019-08-14,44.25081253051758
2019-08-15,43.48904037475586
2019-08-16,43.48904037475586
2019-08-19,43.68190383911133
2019-08-20,43.57583999633789
2019-08-21,43.63369369506836
2019-08-22,43.63369369506836
2019-08-23,43.58547592163086
2019-08-26,43.7783317565918
2019-08-27,43.25761413574219
2019-08-28,43.39262008666992
2019-08-29,42.54405212402344
2019-08-30,41.222984313964844
2019-09-03,41.290489196777344
2019-09-04,42.235477447509766
2019-09-05,41.46405792236328
2019-09-06,42.5247688293457
2019-09-09,42.06672668457031
2019-09-10,42.187255859375
2019-09-11,41.560482025146484
2019-09-12,41.65690994262695
2019-09-13,41.483341217041016
2019-09-16,41.502628326416016
2019-09-17,41.483341217041016
2019-09-18,41.560482025146484
2019-09-19,41.521907806396484
2019-09-20,41.87387466430664
2019-09-23,41.560482025146484
2019-09-24,41.49298858642578
2019-09-25,41.560482025146484
2019-09-26,41.58942413330078
2019-09-27,41.58942413330078
2019-09-30,41.82084274291992
2019-10-01,42.187255859375
2019-10-02,41.88352966308594
2019-10-03,41.71476745605469
2019-10-04,41.94620132446289
2019-10-07,41.95583724975586
2019-10-08,41.94620132446289
2019-10-09,42.1409797668457
2019-10-10,42.187255859375
2019-10-11,41.81119918823242
2019-10-14,42.16796875
2019-10-15,41.724422454833984
2019-10-16,41.83434295654297
2019-10-17,41.92690658569336
2019-10-18,41.89798355102539
2019-10-21,41.70513153076172
2019-10-22,41.54119873046875
2019-10-23,41.94620132446289
2019-10-24,41.94620132446289
2019-10-25,41.92690658569336
2019-10-28,41.483341217041016
2019-10-29,41.88833999633789
2019-10-30,41.81119918823242
2019-10-31,42.4283332824707
2019-11-01,42.09083938598633
2019-11-04,42.4283332824707
2019-11-05,44.83903884887695
2019-11-06,44.347251892089844
2019-11-07,44.35689163208008
2019-11-08,44.35689163208008
2019-11-11,44.35689163208008
2019-11-12,46.285457611083984
2019-11-13,46.034751892089844
2019-11-14,46.47831726074219
2019-11-15,45.86117935180664
2019-11-18,46.285457611083984
2019-11-19,46.62295913696289
2019-11-20,46.57473373413086
2019-11-21,46.169742584228516
2019-11-22,46.52653884887695
2019-11-25,46.91224670410156
2019-11-26,48.242950439453125
2019-11-27,47.78009796142578
2019-11-29,48.6961669921875
2019-12-02,49.61222839355469
2019-12-03,49.64114761352539
2019-12-04,48.65757751464844
2019-12-05,48.23330307006836
2019-12-06,49.17829132080078
2019-12-09,46.878501892089844
2019-12-10,48.647945404052734
2019-12-11,49.83401870727539
2019-12-12,49.660438537597656
2019-12-13,50.48971939086914
2019-12-16,50.01721954345703
2019-12-17,50.72114562988281
2019-12-18,50.97187042236328
2019-12-19,51.44436264038086
2019-12-20,51.588993072509766
2019-12-23,51.347938537597656
2019-12-24,51.38650894165039
2019-12-26,51.97471618652344
2019-12-27,52.736488342285156
2019-12-30,53.66220474243164
2019-12-31,54.057559967041016
2020-01-02,53.208988189697266
2020-01-03,53.99970245361328
2020-01-06,53.99970245361328
2020-01-07,54.38541793823242
2020-01-08,54.24076843261719
