Date,CRVL
2010-01-04,5.4816670417785645
2010-01-05,5.408332824707031
2010-01-06,5.28000020980835
2010-01-07,5.375
2010-01-08,5.3566670417785645
2010-01-11,5.289999961853027
2010-01-12,5.2216668128967285
2010-01-13,5.284999847412109
2010-01-14,5.326666831970215
2010-01-15,5.139999866485596
2010-01-19,5.329999923706055
2010-01-20,5.2083330154418945
2010-01-21,4.953332901000977
2010-01-22,4.9166669845581055
2010-01-25,5.001667022705078
2010-01-26,4.808332920074463
2010-01-27,5.051667213439941
2010-01-28,4.8933329582214355
2010-01-29,5.02666711807251
2010-02-01,5.079999923706055
2010-02-02,5.320000171661377
2010-02-03,5.215000152587891
2010-02-04,5.0966668128967285
2010-02-05,5.146667003631592
2010-02-08,5.175000190734863
2010-02-09,5.248332977294922
2010-02-10,5.198332786560059
2010-02-11,5.244999885559082
2010-02-12,5.196667194366455
2010-02-16,5.293333053588867
2010-02-17,5.408332824707031
2010-02-18,5.438333034515381
2010-02-19,5.448332786560059
2010-02-22,5.514999866485596
2010-02-23,5.466667175292969
2010-02-24,5.579999923706055
2010-02-25,5.489999771118164
2010-02-26,5.366666793823242
2010-03-01,5.579999923706055
2010-03-02,5.590000152587891
2010-03-03,5.5883331298828125
2010-03-04,5.690000057220459
2010-03-05,6.008333206176758
2010-03-08,5.908332824707031
2010-03-09,6.051667213439941
2010-03-10,6.066667079925537
2010-03-11,6.066667079925537
2010-03-12,6.085000038146973
2010-03-15,6.010000228881836
2010-03-16,6.093332767486572
2010-03-17,6.079999923706055
2010-03-18,6.053332805633545
2010-03-19,6.00333309173584
2010-03-22,6.081666946411133
2010-03-23,6.074999809265137
2010-03-24,5.906667232513428
2010-03-25,5.978332996368408
2010-03-26,6.0
2010-03-29,5.931666851043701
2010-03-30,6.02666711807251
2010-03-31,5.9583330154418945
2010-04-01,5.929999828338623
2010-04-05,6.158332824707031
2010-04-06,6.296667098999023
2010-04-07,6.09833288192749
2010-04-08,6.113333225250244
2010-04-09,6.054999828338623
2010-04-12,6.045000076293945
2010-04-13,5.821667194366455
2010-04-14,6.03000020980835
2010-04-15,6.0
2010-04-16,5.956666946411133
2010-04-19,5.985000133514404
2010-04-20,6.0
2010-04-21,5.97333288192749
2010-04-22,6.0
2010-04-23,5.991666793823242
2010-04-26,5.998332977294922
2010-04-27,5.9033331871032715
2010-04-28,5.9716668128967285
2010-04-29,6.0
2010-04-30,5.550000190734863
2010-05-03,5.954999923706055
2010-05-04,5.883333206176758
2010-05-05,5.826666831970215
2010-05-06,5.6483330726623535
2010-05-07,5.5
2010-05-10,5.941667079925537
2010-05-11,5.988333225250244
2010-05-12,6.126667022705078
2010-05-13,6.206666946411133
2010-05-14,6.091667175292969
2010-05-17,6.316667079925537
2010-05-18,6.005000114440918
2010-05-19,5.9116668701171875
2010-05-20,5.501667022705078
2010-05-21,5.511666774749756
2010-05-24,5.511666774749756
2010-05-25,5.46999979019165
2010-05-26,5.599999904632568
2010-05-27,6.008333206176758
2010-05-28,5.9116668701171875
2010-06-01,6.210000038146973
2010-06-02,6.136666774749756
2010-06-03,6.130000114440918
2010-06-04,5.681666851043701
2010-06-07,5.559999942779541
2010-06-08,5.659999847412109
2010-06-09,5.683332920074463
2010-06-10,5.8516669273376465
2010-06-11,6.066667079925537
2010-06-14,6.076666831970215
2010-06-15,6.0833330154418945
2010-06-16,6.113333225250244
2010-06-17,6.0416669845581055
2010-06-18,5.945000171661377
2010-06-21,6.021667003631592
2010-06-22,5.87833309173584
2010-06-23,5.936666965484619
2010-06-24,5.788332939147949
2010-06-25,5.788332939147949
2010-06-28,5.813333034515381
2010-06-29,5.698332786560059
2010-06-30,5.631667137145996
2010-07-01,5.554999828338623
2010-07-02,5.5883331298828125
2010-07-06,5.563333034515381
2010-07-07,5.866666793823242
2010-07-08,5.974999904632568
2010-07-09,5.9583330154418945
2010-07-12,5.928332805633545
2010-07-13,6.2083330154418945
2010-07-14,6.135000228881836
2010-07-15,6.110000133514404
2010-07-16,5.9716668128967285
2010-07-19,6.1533331871032715
2010-07-20,6.203332901000977
2010-07-21,6.123332977294922
2010-07-22,6.525000095367432
2010-07-23,6.625
2010-07-26,6.670000076293945
2010-07-27,6.658332824707031
2010-07-28,6.650000095367432
2010-07-29,6.679999828338623
2010-07-30,6.631667137145996
2010-08-02,6.6533331871032715
2010-08-03,6.801667213439941
2010-08-04,6.831666946411133
2010-08-05,6.693333148956299
2010-08-06,6.434999942779541
2010-08-09,6.644999980926514
2010-08-10,6.581666946411133
2010-08-11,6.215000152587891
2010-08-12,6.264999866485596
2010-08-13,6.066667079925537
2010-08-16,6.248332977294922
2010-08-17,6.313333034515381
2010-08-18,6.315000057220459
2010-08-19,6.1666669845581055
2010-08-20,6.260000228881836
2010-08-23,6.113333225250244
2010-08-24,6.1616668701171875
2010-08-25,6.303332805633545
2010-08-26,6.228332996368408
2010-08-27,6.394999980926514
2010-08-30,6.078332901000977
2010-08-31,6.130000114440918
2010-09-01,6.5
2010-09-02,6.37166690826416
2010-09-03,6.451666831970215
2010-09-07,6.369999885559082
2010-09-08,6.4166669845581055
2010-09-09,6.4766669273376465
2010-09-10,6.493332862854004
2010-09-13,6.603332996368408
2010-09-14,6.519999980926514
2010-09-15,6.603332996368408
2010-09-16,6.505000114440918
2010-09-17,6.566667079925537
2010-09-20,7.008333206176758
