Date,BKE
2010-01-04,7.131048679351807
2010-01-05,7.3667473793029785
2010-01-06,7.4172515869140625
2010-01-07,7.778013706207275
2010-01-08,7.674598217010498
2010-01-11,7.799659729003906
2010-01-12,7.903079032897949
2010-01-13,8.01439094543457
2010-01-14,7.806285858154297
2010-01-15,7.651421070098877
2010-01-19,7.622379302978516
2010-01-20,7.523168087005615
2010-01-21,7.387658596038818
2010-01-22,7.380401134490967
2010-01-25,7.431220054626465
2010-01-26,7.419119834899902
2010-01-27,7.5764055252075195
2010-01-28,7.356202602386475
2010-01-29,7.341683864593506
2010-02-01,7.622379302978516
2010-02-02,7.813546180725098
2010-02-03,7.687718868255615
2010-02-04,6.964192867279053
2010-02-05,6.889180660247803
2010-02-08,6.787547588348389
2010-02-09,6.877082347869873
2010-02-10,6.819007873535156
2010-02-11,7.065826892852783
2010-02-12,6.978714466094971
2010-02-16,7.046465873718262
2010-02-17,7.000491142272949
2010-02-18,7.0609869956970215
2010-02-19,7.058568000793457
2010-02-22,7.073088645935059
2010-02-23,7.082766056060791
2010-02-24,7.19649600982666
2010-02-25,7.194074630737305
2010-02-26,7.082766056060791
2010-03-01,7.160200119018555
2010-03-02,7.307806968688965
2010-03-03,7.353784561157227
2010-03-04,7.823225021362305
2010-03-05,7.997450351715088
2010-03-08,7.9877705574035645
2010-03-09,8.328965187072754
2010-03-10,8.370098114013672
2010-03-11,8.481410026550293
2010-03-12,8.614500045776367
2010-03-15,8.643538475036621
2010-03-16,8.648378372192383
2010-03-17,8.609662055969238
2010-03-18,8.689515113830566
2010-03-19,8.798409461975098
2010-03-22,8.95327377319336
2010-03-23,9.093623161315918
2010-03-24,9.001670837402344
2010-03-25,9.035547256469727
2010-03-26,8.926654815673828
2010-03-29,8.933914184570312
2010-03-30,8.926654815673828
2010-03-31,8.895197868347168
2010-04-01,8.99199104309082
2010-04-05,9.263009071350098
2010-04-06,9.40335750579834
2010-04-07,9.45417308807373
2010-04-08,9.214612007141113
2010-04-09,9.117816925048828
2010-04-12,9.149276733398438
2010-04-13,9.329297065734863
2010-04-14,9.494718551635742
2010-04-15,9.509312629699707
2010-04-16,9.32199764251709
2010-04-19,9.26118278503418
2010-04-20,9.329297065734863
2010-04-21,9.42660140991211
2010-04-22,9.628511428833008
2010-04-23,9.730685234069824
2010-04-26,9.672301292419434
2010-04-27,9.387681007385254
2010-04-28,9.385247230529785
2010-04-29,9.472819328308105
2010-04-30,8.801406860351562
2010-05-03,9.120087623596191
2010-05-04,8.76248550415039
2010-05-05,9.015480995178223
2010-05-06,8.511916160583496
2010-05-07,8.232158660888672
2010-05-10,8.687068939208984
2010-05-11,8.648148536682129
2010-05-12,8.796539306640625
2010-05-13,8.358660697937012
2010-05-14,8.229727745056152
2010-05-17,8.443799018859863
2010-05-18,8.207831382751465
2010-05-19,8.487588882446289
2010-05-20,8.470565795898438
2010-05-21,8.514352798461914
2010-05-24,8.402446746826172
2010-05-25,8.611656188964844
2010-05-26,8.414609909057617
2010-05-27,8.774645805358887
2010-05-28,8.648148536682129
2010-06-01,8.480295181274414
2010-06-02,8.728425979614258
2010-06-03,8.39271354675293
2010-06-04,8.008355140686035
2010-06-07,7.894019603729248
2010-06-08,8.21756649017334
2010-06-09,8.31973648071289
2010-06-10,8.382984161376953
2010-06-11,8.477862358093262
2010-06-14,8.555705070495605
2010-06-15,8.631115913391113
2010-06-16,8.424341201782227
2010-06-17,8.453531265258789
2010-06-18,8.385416030883789
2010-06-21,8.232158660888672
2010-06-22,8.16891098022461
2010-06-23,8.25162124633789
2010-06-24,8.171344757080078
2010-06-25,8.149449348449707
2010-06-28,8.07160472869873
2010-06-29,7.852663516998291
2010-06-30,7.886720657348633
2010-07-01,7.901318073272705
2010-07-02,7.765086650848389
2010-07-06,7.5948028564453125
2010-07-07,7.714001655578613
2010-07-08,6.959874629974365
2010-07-09,6.916085243225098
2010-07-12,6.901488780975342
2010-07-13,6.940689563751221
2010-07-14,6.938236713409424
2010-07-15,6.977438449859619
2010-07-16,6.781442165374756
2010-07-19,6.842689514160156
2010-07-20,6.970086097717285
2010-07-21,6.911290168762207
2010-07-22,7.036235809326172
2010-07-23,7.121983051300049
2010-07-26,7.185683250427246
2010-07-27,6.925987243652344
2010-07-28,6.803493022918701
