Date,RAMP
2010-01-04,13.829999923706055
2010-01-05,13.699999809265137
2010-01-06,13.760000228881836
2010-01-07,13.880000114440918
2010-01-08,13.789999961853027
2010-01-11,13.720000267028809
2010-01-12,13.6899995803833
2010-01-13,14.029999732971191
2010-01-14,14.050000190734863
2010-01-15,13.760000228881836
2010-01-19,14.529999732971191
2010-01-20,14.289999961853027
2010-01-21,14.239999771118164
2010-01-22,13.899999618530273
2010-01-25,14.899999618530273
2010-01-26,14.069999694824219
2010-01-27,13.949999809265137
2010-01-28,14.029999732971191
2010-01-29,15.380000114440918
2010-02-01,15.069999694824219
2010-02-02,15.600000381469727
2010-02-03,16.299999237060547
2010-02-04,15.960000038146973
2010-02-05,16.020000457763672
2010-02-08,15.649999618530273
2010-02-09,15.609999656677246
2010-02-10,15.399999618530273
2010-02-11,15.720000267028809
2010-02-12,15.829999923706055
2010-02-16,15.899999618530273
2010-02-17,16.0
2010-02-18,16.309999465942383
2010-02-19,16.530000686645508
2010-02-22,16.719999313354492
2010-02-23,16.75
2010-02-24,16.770000457763672
2010-02-25,16.889999389648438
2010-02-26,16.860000610351562
2010-03-01,17.459999084472656
2010-03-02,18.520000457763672
2010-03-03,18.030000686645508
2010-03-04,17.959999084472656
2010-03-05,18.010000228881836
2010-03-08,18.31999969482422
2010-03-09,18.3799991607666
2010-03-10,18.280000686645508
2010-03-11,18.219999313354492
2010-03-12,17.979999542236328
2010-03-15,17.860000610351562
2010-03-16,17.899999618530273
2010-03-17,17.899999618530273
2010-03-18,17.780000686645508
2010-03-19,17.559999465942383
2010-03-22,17.8700008392334
2010-03-23,17.989999771118164
2010-03-24,17.700000762939453
2010-03-25,17.559999465942383
2010-03-26,17.510000228881836
2010-03-29,17.59000015258789
2010-03-30,17.899999618530273
2010-03-31,17.940000534057617
2010-04-01,17.959999084472656
2010-04-05,18.479999542236328
2010-04-06,18.889999389648438
2010-04-07,18.739999771118164
2010-04-08,18.729999542236328
2010-04-09,18.700000762939453
2010-04-12,18.860000610351562
2010-04-13,18.709999084472656
2010-04-14,19.040000915527344
2010-04-15,19.25
2010-04-16,18.950000762939453
2010-04-19,18.93000030517578
2010-04-20,19.110000610351562
2010-04-21,19.100000381469727
2010-04-22,19.59000015258789
2010-04-23,19.649999618530273
2010-04-26,19.959999084472656
2010-04-27,19.239999771118164
2010-04-28,19.18000030517578
2010-04-29,19.5
2010-04-30,19.079999923706055
2010-05-03,19.299999237060547
2010-05-04,18.579999923706055
2010-05-05,18.079999923706055
2010-05-06,17.829999923706055
2010-05-07,17.270000457763672
2010-05-10,18.549999237060547
2010-05-11,19.010000228881836
2010-05-12,19.450000762939453
2010-05-13,19.299999237060547
2010-05-14,18.670000076293945
2010-05-17,18.459999084472656
2010-05-18,17.790000915527344
2010-05-19,17.3700008392334
2010-05-20,16.09000015258789
2010-05-21,16.299999237060547
2010-05-24,16.100000381469727
2010-05-25,15.979999542236328
2010-05-26,16.010000228881836
2010-05-27,17.360000610351562
2010-05-28,17.40999984741211
2010-06-01,16.25
2010-06-02,16.5
2010-06-03,16.510000228881836
2010-06-04,15.880000114440918
2010-06-07,15.489999771118164
2010-06-08,15.069999694824219
2010-06-09,15.100000381469727
2010-06-10,15.65999984741211
2010-06-11,15.520000457763672
2010-06-14,15.649999618530273
2010-06-15,16.1299991607666
2010-06-16,16.139999389648438
2010-06-17,16.110000610351562
2010-06-18,15.6899995803833
2010-06-21,15.779999732971191
2010-06-22,15.149999618530273
2010-06-23,15.170000076293945
2010-06-24,15.020000457763672
2010-06-25,15.149999618530273
2010-06-28,15.260000228881836
2010-06-29,14.640000343322754
2010-06-30,14.6899995803833
2010-07-01,14.15999984741211
2010-07-02,14.25
2010-07-06,13.350000381469727
2010-07-07,14.430000305175781
2010-07-08,14.609999656677246
2010-07-09,14.569999694824219
2010-07-12,13.430000305175781
2010-07-13,14.109999656677246
2010-07-14,14.180000305175781
2010-07-15,14.199999809265137
2010-07-16,13.899999618530273
2010-07-19,14.029999732971191
2010-07-20,14.289999961853027
2010-07-21,14.180000305175781
2010-07-22,15.039999961853027
2010-07-23,15.279999732971191
2010-07-26,15.25
2010-07-27,15.279999732971191
2010-07-28,15.100000381469727
2010-07-29,15.329999923706055
2010-07-30,15.34000015258789
2010-08-02,16.079999923706055
2010-08-03,15.779999732971191
2010-08-04,16.459999084472656
2010-08-05,16.510000228881836
2010-08-06,16.579999923706055
2010-08-09,16.489999771118164
2010-08-10,16.079999923706055
2010-08-11,15.399999618530273
2010-08-12,15.029999732971191
2010-08-13,14.949999809265137
2010-08-16,14.899999618530273
2010-08-17,14.9399995803833
2010-08-18,14.899999618530273
2010-08-19,14.25
2010-08-20,13.619999885559082
2010-08-23,13.359999656677246
2010-08-24,13.09000015258789
2010-08-25,13.079999923706055
2010-08-26,13.039999961853027
2010-08-27,12.920000076293945
2010-08-30,12.75
2010-08-31,12.399999618530273
2010-09-01,12.899999618530273
2010-09-02,13.15999984741211
2010-09-03,13.800000190734863
2010-09-07,13.670000076293945
2010-09-08,13.869999885559082
2010-09-09,14.279999732971191
2010-09-10,15.130000114440918
2010-09-13,16.079999923706055
2010-09-14,15.359999656677246
2010-09-15,15.079999923706055
2010-09-16,15.079999923706055
2010-09-17,15.09000015258789
2010-09-20,15.619999885559082
2010-09-21,15.119999885559082
2010-09-22,14.6899995803833
2010-09-23,14.329999923706055
2010-09-24,15.069999694824219
2010-09-27,15.010000228881836
2010-09-28,15.8100004196167
2010-09-29,15.800000190734863
2010-09-30,15.859999656677246
2010-10-01,15.930000305175781
2010-10-04,15.59000015258789
2010-10-05,16.280000686645508
2010-10-06,16.200000762939453
2010-10-07,16.350000381469727
2010-10-08,16.440000534057617
2010-10-11,16.68000030517578
2010-10-12,17.010000228881836
2010-10-13,17.610000610351562
2010-10-14,17.739999771118164
2010-10-15,17.920000076293945
2010-10-18,18.0
2010-10-19,17.389999389648438
2010-10-20,17.889999389648438
2010-10-21,18.09000015258789
2010-10-22,18.200000762939453
2010-10-25,18.010000228881836
2010-10-26,17.989999771118164
2010-10-27,17.3799991607666
2010-10-28,17.489999771118164
2010-10-29,17.549999237060547
2010-11-01,17.540000915527344
2010-11-02,17.850000381469727
2010-11-03,17.989999771118164
2010-11-04,18.030000686645508
2010-11-05,18.010000228881836
2010-11-08,17.90999984741211
2010-11-09,17.59000015258789
2010-11-10,17.81999969482422
2010-11-11,17.40999984741211
2010-11-12,17.06999969482422
2010-11-15,17.030000686645508
2010-11-16,16.540000915527344
2010-11-17,16.579999923706055
2010-11-18,17.520000457763672
2010-11-19,17.15999984741211
2010-11-22,17.25
2010-11-23,16.8799991607666
2010-11-24,17.489999771118164
2010-11-26,17.420000076293945
2010-11-29,17.459999084472656
2010-11-30,17.030000686645508
2010-12-01,17.899999618530273
2010-12-02,18.34000015258789
2010-12-03,18.399999618530273
2010-12-06,18.40999984741211
2010-12-07,18.5
2010-12-08,18.56999969482422
2010-12-09,18.639999389648438
2010-12-10,18.260000228881836
2010-12-13,17.799999237060547
2010-12-14,18.020000457763672
2010-12-15,17.989999771118164
2010-12-16,18.030000686645508
2010-12-17,17.979999542236328
2010-12-20,17.809999465942383
2010-12-21,18.139999389648438
2010-12-22,18.149999618530273
2010-12-23,18.170000076293945
2010-12-27,18.059999465942383
2010-12-28,17.75
2010-12-29,17.760000228881836
2010-12-30,17.709999084472656
2010-12-31,17.149999618530273
2011-01-03,17.6299991607666
2011-01-04,17.309999465942383
2011-01-05,17.549999237060547
2011-01-06,17.229999542236328
2011-01-07,17.1299991607666
2011-01-10,16.959999084472656
2011-01-11,17.40999984741211
2011-01-12,17.670000076293945
2011-01-13,17.799999237060547
2011-01-14,18.15999984741211
2011-01-18,18.559999465942383
2011-01-19,18.030000686645508
2011-01-20,18.0
2011-01-21,17.93000030517578
2011-01-24,18.020000457763672
2011-01-25,17.6200008392334
2011-01-26,17.190000534057617
2011-01-27,17.219999313354492
2011-01-28,17.010000228881836
2011-01-31,17.229999542236328
2011-02-01,17.360000610351562
2011-02-02,17.559999465942383
2011-02-03,17.530000686645508
2011-02-04,17.25
2011-02-07,17.6200008392334
2011-02-08,17.440000534057617
2011-02-09,17.170000076293945
2011-02-10,17.1200008392334
2011-02-11,17.59000015258789
2011-02-14,17.81999969482422
2011-02-15,18.010000228881836
2011-02-16,17.690000534057617
2011-02-17,17.809999465942383
2011-02-18,17.56999969482422
2011-02-22,17.149999618530273
2011-02-23,16.670000076293945
2011-02-24,16.549999237060547
2011-02-25,17.1200008392334
2011-02-28,17.139999389648438
2011-03-01,16.56999969482422
2011-03-02,16.350000381469727
2011-03-03,16.8799991607666
2011-03-04,16.43000030517578
2011-03-07,16.209999084472656
2011-03-08,17.190000534057617
2011-03-09,16.93000030517578
2011-03-10,16.360000610351562
2011-03-11,16.25
2011-03-14,16.110000610351562
2011-03-15,15.930000305175781
2011-03-16,15.890000343322754
2011-03-17,15.899999618530273
2011-03-18,16.90999984741211
2011-03-21,17.190000534057617
2011-03-22,16.940000534057617
2011-03-23,16.65999984741211
2011-03-24,17.190000534057617
2011-03-25,17.25
2011-03-28,17.25
2011-03-29,17.459999084472656
2011-03-30,13.5
2011-03-31,14.350000381469727
2011-04-01,14.670000076293945
2011-04-04,14.539999961853027
2011-04-05,14.529999732971191
2011-04-06,14.829999923706055
2011-04-07,15.15999984741211
2011-04-08,14.890000343322754
2011-04-11,15.039999961853027
2011-04-12,14.779999732971191
2011-04-13,14.829999923706055
2011-04-14,14.699999809265137
2011-04-15,14.890000343322754
2011-04-18,14.3100004196167
2011-04-19,14.270000457763672
2011-04-20,14.770000457763672
2011-04-21,14.720000267028809
2011-04-25,14.239999771118164
2011-04-26,14.600000381469727
2011-04-27,14.649999618530273
2011-04-28,14.5
2011-04-29,14.5600004196167
2011-05-02,14.479999542236328
2011-05-03,14.460000038146973
2011-05-04,14.380000114440918
2011-05-05,14.40999984741211
2011-05-06,14.210000038146973
2011-05-09,14.229999542236328
2011-05-10,14.470000267028809
2011-05-11,14.470000267028809
2011-05-12,14.420000076293945
2011-05-13,14.289999961853027
2011-05-16,13.75
2011-05-17,13.579999923706055
2011-05-18,13.630000114440918
2011-05-19,13.8100004196167
2011-05-20,13.760000228881836
2011-05-23,13.489999771118164
2011-05-24,13.460000038146973
2011-05-25,13.449999809265137
2011-05-26,13.449999809265137
2011-05-27,13.520000457763672
2011-05-31,13.75
2011-06-01,13.329999923706055
2011-06-02,13.109999656677246
2011-06-03,12.699999809265137
2011-06-06,12.40999984741211
2011-06-07,12.59000015258789
2011-06-08,12.5
2011-06-09,12.4399995803833
2011-06-10,12.039999961853027
2011-06-13,11.739999771118164
2011-06-14,12.079999923706055
2011-06-15,11.949999809265137
2011-06-16,12.020000457763672
2011-06-17,12.100000381469727
2011-06-20,12.210000038146973
2011-06-21,12.539999961853027
2011-06-22,12.220000267028809
2011-06-23,12.1899995803833
2011-06-24,12.020000457763672
2011-06-27,12.449999809265137
2011-06-28,12.779999732971191
2011-06-29,12.819999694824219
2011-06-30,13.109999656677246
2011-07-01,13.109999656677246
2011-07-05,12.90999984741211
2011-07-06,13.0
2011-07-07,13.0600004196167
2011-07-08,12.850000381469727
2011-07-11,12.600000381469727
2011-07-12,12.739999771118164
2011-07-13,12.699999809265137
2011-07-14,12.510000228881836
2011-07-15,12.300000190734863
2011-07-18,11.75
2011-07-19,12.0
2011-07-20,12.079999923706055
2011-07-21,12.170000076293945
2011-07-22,12.289999961853027
2011-07-25,12.010000228881836
2011-07-26,11.84000015258789
2011-07-27,13.979999542236328
2011-07-28,13.930000305175781
2011-07-29,13.739999771118164
2011-08-01,13.619999885559082
2011-08-02,13.010000228881836
2011-08-03,13.199999809265137
2011-08-04,12.140000343322754
2011-08-05,12.180000305175781
2011-08-08,11.220000267028809
2011-08-09,11.319999694824219
2011-08-10,10.220000267028809
2011-08-11,10.520000457763672
2011-08-12,10.59000015258789
2011-08-15,10.869999885559082
2011-08-16,10.829999923706055
2011-08-17,10.539999961853027
2011-08-18,9.460000038146973
2011-08-19,9.399999618530273
2011-08-22,9.149999618530273
2011-08-23,9.550000190734863
2011-08-24,9.670000076293945
2011-08-25,9.210000038146973
2011-08-26,9.739999771118164
2011-08-29,10.489999771118164
2011-08-30,10.579999923706055
2011-08-31,10.970000267028809
2011-09-01,10.520000457763672
