Date,ATEN
2014-03-21,15.258583068847656
2014-03-24,14.35492992401123
2014-03-25,14.307865142822266
2014-03-26,13.18770980834961
2014-03-27,13.413623809814453
2014-03-28,13.799556732177734
2014-03-31,14.157254219055176
2014-04-01,14.326689720153809
2014-04-02,13.837210655212402
2014-04-03,13.837210655212402
2014-04-04,13.328904151916504
2014-04-07,13.00886058807373
2014-04-08,12.95238208770752
2014-04-09,13.055924415588379
2014-04-10,12.54762077331543
2014-04-11,12.764121055603027
2014-04-14,13.291253089904785
2014-04-15,13.620709419250488
2014-04-16,14.138428688049316
2014-04-17,13.874862670898438
2014-04-21,13.432448387145996
2014-04-22,13.413623809814453
2014-04-23,12.745294570922852
2014-04-24,12.086379051208496
2014-04-25,12.001662254333496
2014-04-28,12.114619255065918
2014-04-29,12.312294006347656
2014-04-30,12.32170581817627
2014-05-01,12.274641036987305
2014-05-02,11.672203063964844
2014-05-05,11.549836158752441
2014-05-06,10.97563648223877
2014-05-07,10.843855857849121
2014-05-08,10.881505966186523
2014-05-09,11.408638000488281
2014-05-12,11.483943939208984
2014-05-13,11.154487609863281
2014-05-14,11.323920249938965
2014-05-15,11.521594047546387
2014-05-16,11.135658264160156
2014-05-19,10.589699745178223
2014-05-20,10.166114807128906
2014-05-21,10.024917602539062
2014-05-22,10.006091117858887
2014-05-23,10.01550579071045
2014-05-27,10.363788604736328
2014-05-28,10.344963073730469
2014-05-29,10.759137153625488
2014-05-30,10.768548965454102
2014-06-02,10.486157417297363
2014-06-03,10.35437297821045
2014-06-04,10.316722869873047
2014-06-05,10.35437297821045
2014-06-06,10.552048683166504
2014-06-09,11.182724952697754
2014-06-10,11.370987892150879
2014-06-11,11.192138671875
2014-06-12,11.34274673461914
2014-06-13,11.68161678314209
2014-06-16,12.01107406616211
2014-06-17,12.37818431854248
2014-06-18,12.029902458190918
2014-06-19,11.935770034790039
2014-06-20,11.945181846618652
2014-06-23,12.095794677734375
2014-06-24,11.992246627807617
2014-06-25,11.992246627807617
2014-06-26,11.860467910766602
2014-06-27,11.700443267822266
2014-06-30,12.519380569458008
2014-07-01,12.895901679992676
2014-07-02,12.622922897338867
2014-07-03,12.801773071289062
2014-07-07,12.566447257995605
2014-07-08,12.1616849899292
2014-07-09,11.879291534423828
2014-07-10,11.521594047546387
2014-07-11,11.483943939208984
2014-07-14,11.832225799560547
2014-07-15,11.90753173828125
2014-07-16,11.888705253601074
2014-07-17,11.531009674072266
2014-07-18,11.653379440307617
2014-07-21,11.549836158752441
2014-07-22,12.171096801757812
2014-07-23,12.218160629272461
2014-07-24,12.218160629272461
2014-07-25,12.312294006347656
2014-07-28,11.92635726928711
2014-07-29,11.719267845153809
2014-07-30,12.171096801757812
2014-07-31,10.166114807128906
2014-08-01,10.787376403808594
2014-08-04,10.54263687133789
2014-08-05,10.15670108795166
2014-08-06,10.47674560546875
2014-08-07,10.09080982208252
2014-08-08,9.959027290344238
2014-08-11,10.128461837768555
2014-08-12,9.968439102172852
2014-08-13,10.15670108795166
2014-08-14,9.827242851257324
2014-08-15,9.733110427856445
2014-08-18,9.968439102172852
2014-08-19,10.109635353088379
2014-08-20,10.194351196289062
2014-08-21,10.457918167114258
2014-08-22,10.504983901977539
2014-08-25,10.448507308959961
2014-08-26,10.35437297821045
2014-08-27,10.222594261169434
2014-08-28,10.457918167114258
2014-08-29,10.97563648223877
2014-09-02,11.069767951965332
2014-09-03,10.937986373901367
2014-09-04,11.060355186462402
2014-09-05,10.87209415435791
2014-09-08,10.966225624084473
2014-09-09,10.740312576293945
2014-09-10,10.504983901977539
2014-09-11,10.288484573364258
2014-09-12,10.194351196289062
2014-09-15,10.363788604736328
2014-09-16,10.373201370239258
2014-09-17,10.504983901977539
2014-09-18,9.544853210449219
2014-09-19,9.413069725036621
2014-09-22,9.140088081359863
2014-09-23,8.885937690734863
2014-09-24,9.187154769897461
2014-09-25,8.89534854888916
2014-09-26,8.998894691467285
2014-09-29,8.820045471191406
2014-09-30,8.57530403137207
2014-10-01,8.151718139648438
2014-10-02,7.9822821617126465
2014-10-03,7.58693265914917
2014-10-06,7.530454158782959
2014-10-07,7.436324596405029
2014-10-08,4.282946586608887
2014-10-09,4.461793899536133
2014-10-10,3.9629013538360596
2014-10-13,3.9346628189086914
2014-10-14,3.8217053413391113
2014-10-15,3.8311188220977783
2014-10-16,3.8781838417053223
2014-10-17,3.887596845626831
2014-10-20,3.9346628189086914
2014-10-21,3.849944829940796
2014-10-22,3.774641275405884
2014-10-23,3.840531349182129
2014-10-24,3.8217053413391113
2014-10-27,3.8122928142547607
2014-10-28,3.849944829940796
2014-10-29,3.8687710762023926
2014-10-30,3.9723141193389893
2014-10-31,4.141749858856201
2014-11-03,4.0476202964782715
2014-11-04,3.981729030609131
2014-11-05,3.9346628189086914
2014-11-06,3.887596845626831
2014-11-07,3.9346628189086914
2014-11-10,3.906424045562744
2014-11-11,3.9252493381500244
2014-11-12,3.8781838417053223
2014-11-13,3.915836811065674
2014-11-14,3.981729030609131
2014-11-17,3.8781838417053223
2014-11-18,3.9346628189086914
2014-11-19,3.8687710762023926
2014-11-20,3.8593573570251465
2014-11-21,3.8217053413391113
2014-11-24,3.840531349182129
2014-11-25,3.8593573570251465
2014-11-26,3.849944829940796
2014-11-28,3.840531349182129
2014-12-01,3.7558140754699707
2014-12-02,3.8028793334960938
2014-12-03,3.746401071548462
2014-12-04,3.699336051940918
2014-12-05,3.8028793334960938
2014-12-08,3.7652270793914795
2014-12-09,3.8781838417053223
2014-12-10,3.784053087234497
2014-12-11,3.8687710762023926
2014-12-12,3.774641275405884
2014-12-15,3.8311188220977783
2014-12-16,3.8217053413391113
2014-12-17,3.9534881114959717
2014-12-18,3.9346628189086914
2014-12-19,4.01938009262085
2014-12-22,4.141749858856201
2014-12-23,4.028792858123779
2014-12-24,4.038205623626709
2014-12-26,3.9534881114959717
2014-12-29,3.906424045562744
2014-12-30,3.9629013538360596
2014-12-31,4.104098320007324
2015-01-02,4.273533821105957
2015-01-05,4.104098320007324
2015-01-06,4.2923583984375
2015-01-07,4.301772117614746
2015-01-08,4.8759684562683105
2015-01-09,5.130122184753418
2015-01-12,4.772426605224609
2015-01-13,4.650054931640625
2015-01-14,4.659468650817871
2015-01-15,4.49003267288208
2015-01-16,4.602989673614502
2015-01-20,4.715946674346924
2015-01-21,4.7065348625183105
2015-01-22,4.668882846832275
2015-01-23,5.0548176765441895
2015-01-26,4.904209136962891
2015-01-27,4.8947954177856445
2015-01-28,4.584164142608643
2015-01-29,4.4241414070129395
2015-01-30,4.51827335357666
2015-02-02,4.499447345733643
2015-02-03,4.72536039352417
2015-02-04,4.52768611907959
2015-02-05,4.49003267288208
2015-02-06,4.650054931640625
2015-02-09,4.640641689300537
2015-02-10,4.602989673614502
2015-02-11,3.774641275405884
2015-02-12,3.981729030609131
2015-02-13,3.897010326385498
2015-02-17,3.8687710762023926
