Date,AXL
2010-01-04,8.760000228881836
2010-01-05,9.479999542236328
2010-01-06,9.569999694824219
2010-01-07,9.710000038146973
2010-01-08,10.279999732971191
2010-01-11,10.1899995803833
2010-01-12,9.600000381469727
2010-01-13,10.3100004196167
2010-01-14,10.109999656677246
2010-01-15,9.819999694824219
2010-01-19,10.25
2010-01-20,10.140000343322754
2010-01-21,9.59000015258789
2010-01-22,9.079999923706055
2010-01-25,8.949999809265137
2010-01-26,9.170000076293945
2010-01-27,9.380000114440918
2010-01-28,9.539999961853027
2010-01-29,9.350000381469727
2010-02-01,10.109999656677246
2010-02-02,10.229999542236328
2010-02-03,9.989999771118164
2010-02-04,9.420000076293945
2010-02-05,8.420000076293945
2010-02-08,8.600000381469727
2010-02-09,8.920000076293945
2010-02-10,8.649999618530273
2010-02-11,8.670000076293945
2010-02-12,8.699999809265137
2010-02-16,9.020000457763672
2010-02-17,8.789999961853027
2010-02-18,9.119999885559082
2010-02-19,9.029999732971191
2010-02-22,9.399999618530273
2010-02-23,9.1899995803833
2010-02-24,9.539999961853027
2010-02-25,9.75
2010-02-26,9.8100004196167
2010-03-01,10.170000076293945
2010-03-02,10.020000457763672
2010-03-03,9.699999809265137
2010-03-04,9.600000381469727
2010-03-05,9.869999885559082
2010-03-08,9.930000305175781
2010-03-09,10.220000267028809
2010-03-10,9.979999542236328
2010-03-11,9.65999984741211
2010-03-12,10.109999656677246
2010-03-15,10.050000190734863
2010-03-16,10.3100004196167
2010-03-17,10.930000305175781
2010-03-18,10.819999694824219
2010-03-19,10.550000190734863
2010-03-22,10.979999542236328
2010-03-23,11.279999732971191
2010-03-24,11.069999694824219
2010-03-25,10.520000457763672
2010-03-26,10.399999618530273
2010-03-29,10.390000343322754
2010-03-30,10.279999732971191
2010-03-31,9.979999542236328
2010-04-01,9.930000305175781
2010-04-05,10.4399995803833
2010-04-06,10.579999923706055
2010-04-07,10.390000343322754
2010-04-08,10.1899995803833
2010-04-09,10.09000015258789
2010-04-12,10.739999771118164
2010-04-13,10.550000190734863
2010-04-14,11.09000015258789
2010-04-15,11.670000076293945
2010-04-16,11.100000381469727
2010-04-19,10.989999771118164
2010-04-20,11.0
2010-04-21,11.210000038146973
2010-04-22,11.380000114440918
2010-04-23,11.789999961853027
2010-04-26,11.729999542236328
2010-04-27,10.770000457763672
2010-04-28,10.920000076293945
2010-04-29,11.739999771118164
2010-04-30,10.760000228881836
2010-05-03,11.109999656677246
2010-05-04,10.359999656677246
2010-05-05,9.649999618530273
2010-05-06,9.520000457763672
2010-05-07,8.850000381469727
2010-05-10,9.279999732971191
2010-05-11,9.75
2010-05-12,10.25
2010-05-13,9.819999694824219
2010-05-14,9.029999732971191
2010-05-17,8.539999961853027
2010-05-18,8.399999618530273
2010-05-19,8.289999961853027
2010-05-20,7.909999847412109
2010-05-21,8.260000228881836
2010-05-24,8.869999885559082
2010-05-25,8.859999656677246
2010-05-26,8.630000114440918
2010-05-27,9.260000228881836
2010-05-28,8.970000267028809
2010-06-01,8.470000267028809
2010-06-02,9.100000381469727
2010-06-03,9.539999961853027
2010-06-04,8.819999694824219
2010-06-07,8.369999885559082
2010-06-08,8.390000343322754
2010-06-09,8.130000114440918
2010-06-10,8.729999542236328
2010-06-11,9.020000457763672
2010-06-14,9.079999923706055
2010-06-15,9.460000038146973
2010-06-16,9.550000190734863
2010-06-17,9.3100004196167
2010-06-18,9.359999656677246
2010-06-21,9.300000190734863
2010-06-22,9.0600004196167
2010-06-23,8.800000190734863
2010-06-24,8.5
2010-06-25,8.600000381469727
2010-06-28,8.449999809265137
2010-06-29,7.53000020980835
2010-06-30,7.329999923706055
2010-07-01,7.199999809265137
2010-07-02,7.010000228881836
2010-07-06,6.960000038146973
2010-07-07,7.480000019073486
2010-07-08,7.519999980926514
2010-07-09,7.739999771118164
2010-07-12,7.539999961853027
2010-07-13,8.149999618530273
2010-07-14,8.4399995803833
2010-07-15,8.329999923706055
2010-07-16,7.730000019073486
2010-07-19,7.929999828338623
2010-07-20,8.119999885559082
2010-07-21,7.989999771118164
2010-07-22,8.699999809265137
2010-07-23,9.140000343322754
2010-07-26,9.300000190734863
2010-07-27,8.90999984741211
2010-07-28,8.779999732971191
2010-07-29,9.100000381469727
2010-07-30,9.3100004196167
2010-08-02,10.0
2010-08-03,9.819999694824219
2010-08-04,9.949999809265137
2010-08-05,10.140000343322754
2010-08-06,10.109999656677246
2010-08-09,10.369999885559082
2010-08-10,9.949999809265137
2010-08-11,9.260000228881836
2010-08-12,9.140000343322754
2010-08-13,9.010000228881836
2010-08-16,9.180000305175781
2010-08-17,9.4399995803833
2010-08-18,9.520000457763672
2010-08-19,9.0
2010-08-20,8.850000381469727
2010-08-23,9.039999961853027
2010-08-24,8.59000015258789
2010-08-25,8.649999618530273
2010-08-26,8.430000305175781
2010-08-27,8.779999732971191
2010-08-30,8.40999984741211
2010-08-31,8.369999885559082
2010-09-01,8.84000015258789
2010-09-02,9.1899995803833
2010-09-03,9.4399995803833
2010-09-07,8.90999984741211
2010-09-08,8.739999771118164
2010-09-09,8.479999542236328
2010-09-10,8.550000190734863
2010-09-13,8.75
2010-09-14,8.5
2010-09-15,8.6899995803833
2010-09-16,8.789999961853027
2010-09-17,8.84000015258789
2010-09-20,9.199999809265137
2010-09-21,9.279999732971191
2010-09-22,9.170000076293945
2010-09-23,8.850000381469727
2010-09-24,9.15999984741211
2010-09-27,9.359999656677246
2010-09-28,9.40999984741211
2010-09-29,9.270000457763672
2010-09-30,9.020000457763672
2010-10-01,8.75
2010-10-04,8.579999923706055
2010-10-05,8.90999984741211
2010-10-06,8.770000457763672
2010-10-07,8.6899995803833
2010-10-08,9.0600004196167
2010-10-11,8.989999771118164
2010-10-12,9.079999923706055
2010-10-13,9.170000076293945
2010-10-14,8.949999809265137
2010-10-15,8.989999771118164
2010-10-18,9.100000381469727
2010-10-19,8.729999542236328
2010-10-20,9.100000381469727
2010-10-21,9.229999542236328
2010-10-22,9.210000038146973
2010-10-25,9.529999732971191
2010-10-26,9.600000381469727
2010-10-27,9.489999771118164
2010-10-28,9.829999923706055
2010-10-29,9.220000267028809
2010-11-01,8.859999656677246
2010-11-02,8.970000267028809
2010-11-03,9.550000190734863
2010-11-04,9.989999771118164
2010-11-05,10.109999656677246
2010-11-08,10.529999732971191
2010-11-09,10.460000038146973
2010-11-10,10.729999542236328
2010-11-11,10.90999984741211
2010-11-12,10.649999618530273
2010-11-15,10.84000015258789
2010-11-16,10.390000343322754
2010-11-17,11.180000305175781
2010-11-18,10.869999885559082
2010-11-19,11.069999694824219
2010-11-22,11.079999923706055
2010-11-23,10.899999618530273
2010-11-24,10.989999771118164
2010-11-26,10.960000038146973
2010-11-29,10.760000228881836
2010-11-30,10.739999771118164
2010-12-01,10.65999984741211
2010-12-02,11.0
2010-12-03,11.470000267028809
2010-12-06,11.760000228881836
2010-12-07,12.0
2010-12-08,11.949999809265137
2010-12-09,12.09000015258789
2010-12-10,12.430000305175781
2010-12-13,12.489999771118164
2010-12-14,12.65999984741211
2010-12-15,12.5
2010-12-16,12.789999961853027
2010-12-17,12.680000305175781
2010-12-20,13.25
2010-12-21,13.270000457763672
2010-12-22,12.850000381469727
2010-12-23,12.880000114440918
2010-12-27,12.859999656677246
2010-12-28,12.859999656677246
2010-12-29,12.729999542236328
2010-12-30,12.770000457763672
2010-12-31,12.859999656677246
2011-01-03,13.520000457763672
2011-01-04,14.09000015258789
2011-01-05,14.350000381469727
2011-01-06,13.979999542236328
2011-01-07,13.989999771118164
2011-01-10,15.229999542236328
2011-01-11,15.319999694824219
2011-01-12,15.5
2011-01-13,15.819999694824219
2011-01-14,16.030000686645508
2011-01-18,16.149999618530273
2011-01-19,15.029999732971191
2011-01-20,14.84000015258789
2011-01-21,14.770000457763672
2011-01-24,15.050000190734863
2011-01-25,14.760000228881836
2011-01-26,15.170000076293945
2011-01-27,15.789999961853027
2011-01-28,14.520000457763672
2011-01-31,14.300000190734863
2011-02-01,14.630000114440918
2011-02-02,13.739999771118164
2011-02-03,14.319999694824219
2011-02-04,14.489999771118164
2011-02-07,14.630000114440918
2011-02-08,14.510000228881836
2011-02-09,14.020000457763672
2011-02-10,14.199999809265137
2011-02-11,14.729999542236328
2011-02-14,14.670000076293945
2011-02-15,14.420000076293945
2011-02-16,14.520000457763672
2011-02-17,14.420000076293945
2011-02-18,14.130000114440918
2011-02-22,13.420000076293945
2011-02-23,13.130000114440918
2011-02-24,12.970000267028809
2011-02-25,13.649999618530273
2011-02-28,13.369999885559082
