Date,KKR
2010-07-15,5.863328456878662
2010-07-16,5.570159912109375
2010-07-19,5.627644062042236
2010-07-20,5.317232131958008
2010-07-21,5.058557510375977
2010-07-22,5.345973968505859
2010-07-23,5.460941791534424
2010-07-26,5.570159912109375
2010-07-27,5.662133693695068
2010-07-28,5.512678146362305
2010-07-29,5.449445724487305
2010-07-30,5.202263832092285
2010-08-02,5.426453113555908
2010-08-03,5.47818660736084
2010-08-04,5.483935356140137
2010-08-05,5.690874099731445
2010-08-06,5.667882919311523
2010-08-09,5.685128211975098
2010-08-10,5.650638580322266
2010-08-11,5.644890785217285
2010-08-12,5.7828497886657715
2010-08-13,5.840334415435791
2010-08-16,5.742610454559326
2010-08-17,5.972545146942139
2010-08-18,6.058770656585693
2010-08-19,5.989791393280029
2010-08-20,5.966618537902832
2010-08-23,5.856554985046387
2010-08-24,5.891312599182129
2010-08-25,5.862349033355713
2010-08-26,5.827591419219971
2010-08-27,5.9260687828063965
2010-08-30,5.816004276275635
2010-08-31,5.804418563842773
2010-09-01,5.931863307952881
2010-09-02,5.914483070373535
2010-09-03,5.937657833099365
2010-09-07,5.937657833099365
2010-09-08,5.937657833099365
2010-09-09,5.891312599182129
2010-09-10,5.8855180740356445
2010-09-13,5.955034255981445
2010-09-14,5.856554985046387
2010-09-15,5.897104263305664
2010-09-16,5.908689975738525
2010-09-17,5.908689975738525
2010-09-20,5.856554985046387
2010-09-21,5.850760459899902
2010-09-22,5.937657833099365
2010-09-23,5.955034255981445
2010-09-24,6.163574695587158
2010-09-27,6.186749458312988
2010-09-28,6.076683044433594
2010-09-29,6.14040470123291
2010-09-30,6.14040470123291
2010-10-01,6.279430866241455
2010-10-04,6.21571159362793
2010-10-05,6.2736406326293945
2010-10-06,6.082475662231445
2010-10-07,6.128819465637207
2010-10-08,6.430048942565918
2010-10-11,6.372116565704346
2010-10-12,6.540112018585205
2010-10-13,6.580660343170166
2010-10-14,6.48797607421875
2010-10-15,6.360530853271484
2010-10-18,6.499560356140137
2010-10-19,6.343151092529297
2010-10-20,6.5922441482543945
2010-10-21,6.835544109344482
2010-10-22,6.812373161315918
2010-10-25,6.9282307624816895
2010-10-26,6.910855770111084
2010-10-27,7.015120029449463
2010-10-28,7.159943103790283
2010-10-29,7.345314025878906
2010-11-01,7.246834754943848
2010-11-02,7.32793664932251
2010-11-03,7.356898307800293
2010-11-04,7.756601810455322
2010-11-05,7.675505638122559
2010-11-08,7.658127307891846
2010-11-09,7.476490020751953
2010-11-10,7.576093673706055
2010-11-11,7.775310039520264
2010-11-12,7.73430061340332
2010-11-15,7.640547275543213
2010-11-16,7.464771747589111
2010-11-17,7.412037372589111
2010-11-18,7.4706292152404785
2010-11-19,7.499924659729004
2010-11-22,7.488206386566162
2010-11-23,7.476490020751953
2010-11-24,7.523360729217529
2010-11-26,7.517501354217529
2010-11-29,7.464771747589111
2010-11-30,7.3710222244262695
2010-12-01,7.412037372589111
2010-12-02,7.482349872589111
2010-12-03,7.482349872589111
2010-12-06,7.552662372589111
2010-12-07,7.658127307891846
2010-12-08,7.78117561340332
2010-12-09,7.839764595031738
2010-12-10,7.857345104217529
2010-12-13,7.874922752380371
2010-12-14,7.892501354217529
2010-12-15,7.939375877380371
2010-12-16,7.810466766357422
2010-12-17,7.839764595031738
2010-12-20,7.951096057891846
2010-12-21,8.490150451660156
2010-12-22,8.513587951660156
2010-12-23,8.496006965637207
2010-12-27,8.449131965637207
2010-12-28,8.290933609008789
2010-12-29,8.437416076660156
2010-12-30,8.396403312683105
2010-12-31,8.320231437683105
2011-01-03,8.496006965637207
2011-01-04,8.46671199798584
2011-01-05,8.871010780334473
2011-01-06,8.923739433288574
2011-01-07,8.771398544311523
2011-01-10,8.841711044311523
2011-01-11,8.788973808288574
2011-01-12,8.91788101196289
2011-01-13,9.169831275939941
2011-01-14,9.187409400939941
2011-01-18,9.199130058288574
2011-01-19,8.935457229614258
2011-01-20,8.812408447265625
2011-01-21,8.853425979614258
2011-01-24,8.829992294311523
2011-01-25,8.689366340637207
2011-01-26,8.76553726196289
2011-01-27,8.777256965637207
2011-01-28,8.78311538696289
2011-01-31,8.78311538696289
2011-02-01,9.105380058288574
2011-02-02,9.363191604614258
2011-02-03,9.732325553894043
2011-02-04,9.954980850219727
2011-02-07,9.831933975219727
2011-02-08,9.544827461242676
2011-02-09,9.51552963256836
2011-02-10,9.47451400756836
2011-02-11,9.421780586242676
2011-02-14,9.533105850219727
2011-02-15,9.533105850219727
2011-02-16,9.533105850219727
2011-02-17,9.492094993591309
2011-02-18,9.544827461242676
2011-02-22,9.480375289916992
2011-02-23,9.591704368591309
2011-02-24,9.785058975219727
2011-02-25,10.072164535522461
2011-02-28,9.76162052154541
2011-03-01,9.58584213256836
2011-03-02,10.189353942871094
2011-03-03,10.528996467590332
2011-03-04,10.534955978393555
2011-03-07,10.385986328125
2011-03-08,10.433656692504883
2011-03-09,10.380029678344727
2011-03-10,10.266815185546875
2011-03-11,10.374072074890137
2011-03-14,10.296610832214355
2011-03-15,9.885457992553711
2011-03-16,9.432597160339355
2011-03-17,9.778203010559082
2011-03-18,9.700738906860352
2011-03-21,10.01059341430664
2011-03-22,10.129764556884766
2011-03-23,10.195307731628418
2011-03-24,10.51111888885498
2011-03-25,10.630293846130371
2011-03-28,10.493242263793945
2011-03-29,10.374072074890137
2011-03-30,10.022507667541504
2011-03-31,9.778203010559082
2011-04-01,10.076138496398926
2011-04-04,10.213187217712402
2011-04-05,10.374072074890137
2011-04-06,10.380029678344727
2011-04-07,10.362153053283691
2011-04-08,10.362153053283691
2011-04-11,10.36811351776123
2011-04-12,10.481325149536133
2011-04-13,10.695844650268555
2011-04-14,10.612414360046387
2011-04-15,10.856722831726074
2011-04-18,10.618378639221191
2011-04-19,10.517080307006836
2011-04-20,10.713714599609375
2011-04-21,10.850767135620117
2011-04-25,10.862682342529297
2011-04-26,10.904396057128906
2011-04-27,10.958019256591797
2011-04-28,11.184452056884766
2011-04-29,11.2976655960083
2011-05-02,11.083157539367676
2011-05-03,10.868644714355469
2011-05-04,10.60645866394043
2011-05-05,10.517080307006836
2011-05-06,10.564750671386719
2011-05-09,10.60050106048584
2011-05-10,10.60645866394043
2011-05-11,10.439619064331055
2011-05-12,10.312965393066406
2011-05-13,10.518019676208496
2011-05-16,10.463738441467285
2011-05-17,10.385339736938477
2011-05-18,10.493896484375
2011-05-19,10.421527862548828
2011-05-20,10.331061363220215
2011-05-23,10.101882934570312
2011-05-24,10.325028419494629
2011-05-25,10.246626853942871
2011-05-26,10.252655029296875
2011-05-27,10.325028419494629
2011-05-31,10.367246627807617
2011-06-01,10.373281478881836
2011-06-02,10.409462928771973
2011-06-03,10.204407691955566
2011-06-06,9.878734588623047
2011-06-07,9.82446002960205
2011-06-08,9.54703140258789
2011-06-09,9.703836441040039
2011-06-10,9.601312637329102
2011-06-13,9.432443618774414
2011-06-14,9.553064346313477
2011-06-15,9.305791854858398
2011-06-16,9.299765586853027
2011-06-17,9.390227317810059
2011-06-20,9.179143905639648
2011-06-21,9.46863079071045
2011-06-22,9.643528938293457
2011-06-23,9.565123558044434
2011-06-24,9.504817008972168
2011-06-27,9.444504737854004
2011-06-28,9.432443618774414
2011-06-29,9.649558067321777
2011-06-30,9.842549324035645
2011-07-01,9.993325233459473
2011-07-05,9.66765308380127
2011-07-06,9.697803497314453
2011-07-07,9.577186584472656
2011-07-08,9.426412582397461
2011-07-11,8.901717185974121
2011-07-12,8.943937301635742
2011-07-13,9.221360206604004
2011-07-14,9.47465991973877
2011-07-15,9.432443618774414
2011-07-18,9.034399032592773
2011-07-19,8.998213768005371
2011-07-20,9.2454833984375
2011-07-21,9.541001319885254
2011-07-22,9.703836441040039
2011-07-25,9.534974098205566
2011-07-26,9.47465991973877
2011-07-27,9.070584297180176
2011-07-28,8.949965476989746
2011-07-29,8.83537483215332
2011-08-01,8.509702682495117
2011-08-02,8.527796745300293
2011-08-03,8.075474739074707
2011-08-04,7.592997074127197
2011-08-05,7.351758003234863
2011-08-08,6.332522869110107
2011-08-09,7.164796352386475
2011-08-10,6.410923480987549
2011-08-11,6.709533214569092
2011-08-12,6.733910083770752
2011-08-15,6.758286952972412
2011-08-16,6.727816581726074
2011-08-17,6.959390640258789
2011-08-18,6.624218940734863
2011-08-19,6.752192974090576
2011-08-22,6.679064750671387
2011-08-23,6.971577167510986
2011-08-24,7.1117401123046875
2011-08-25,7.075173854827881
2011-08-26,7.37987756729126
2011-08-29,7.63582706451416
2011-08-30,7.617542266845703
2011-08-31,7.800365924835205
2011-09-01,7.48956823348999
2011-09-02,7.032517910003662
2011-09-06,6.709533214569092
2011-09-07,7.075173854827881
2011-09-08,6.8192243576049805
2011-09-09,6.624218940734863
2011-09-12,6.557183265686035
2011-09-13,6.758286952972412
2011-09-14,6.9350128173828125
2011-09-15,7.300654888153076
2011-09-16,7.392065525054932
2011-09-19,7.276280879974365
2011-09-20,7.166586875915527
2011-09-21,6.9532952308654785
2011-09-22,6.557183265686035
2011-09-23,6.417018890380859
2011-09-26,6.557183265686035
2011-09-27,6.642499923706055
2011-09-28,6.423115253448486
2011-09-29,6.459677696228027
2011-09-30,6.337795257568359
2011-10-03,6.045282363891602
2011-10-04,6.179351806640625
2011-10-05,6.331700325012207
2011-10-06,6.45358419418335
2011-10-07,6.337795257568359
2011-10-10,6.715627193450928
2011-10-11,6.989859580993652
2011-10-12,7.495664596557617
2011-10-13,7.410346508026123
2011-10-14,7.648012161254883
2011-10-17,7.142208576202393
2011-10-18,7.422535419464111
2011-10-19,6.9532952308654785
2011-10-20,7.13002347946167
2011-10-21,7.556602954864502
2011-10-24,8.025845527648926
2011-10-25,7.641920566558838
2011-10-26,7.678487777709961
2011-10-27,8.318355560302734
2011-10-28,8.549931526184082
2011-10-31,8.214759826660156
2011-11-01,7.879590034484863
2011-11-02,8.330546379089355
2011-11-03,8.23913860321045
2011-11-04,8.23913860321045
2011-11-07,8.330546379089355
2011-11-08,8.57430648803711
2011-11-09,7.7886881828308105
2011-11-10,7.886892318725586
2011-11-11,8.365628242492676
2011-11-14,8.156947135925293
2011-11-15,8.187638282775879
2011-11-16,7.966679573059082
2011-11-17,7.432703495025635
2011-11-18,7.451119422912598
2011-11-21,7.230159759521484
2011-11-22,7.242438793182373
2011-11-23,7.05830717086792
2011-11-25,6.806663513183594
2011-11-28,7.352914333343506
2011-11-29,7.377467155456543
2011-11-30,7.874612808227539
2011-12-01,7.985090732574463
2011-12-02,8.04033374786377
2011-12-05,8.298116683959961
2011-12-06,8.279703140258789
2011-12-07,8.304250717163086
2011-12-08,7.659799098968506
2011-12-09,7.9359917640686035
2011-12-12,7.91144323348999
2011-12-13,7.807102680206299
2011-12-14,7.610696792602539
2011-12-15,7.561595439910889
2011-12-16,7.794824600219727
2011-12-19,7.580005645751953
2011-12-20,7.77640962600708
2011-12-21,7.751865863800049
2011-12-22,7.9789557456970215
2011-12-23,8.089434623718262
2011-12-27,8.230600357055664
2011-12-28,8.071022987365723
2011-12-29,8.24901294708252
2011-12-30,7.874612808227539
2012-01-03,8.163084983825684
2012-01-04,8.138534545898438
2012-01-05,8.113984107971191
2012-01-06,8.224459648132324
2012-01-09,8.341075897216797
2012-01-10,8.414729118347168
2012-01-11,8.53134536743164
2012-01-12,8.537480354309082
2012-01-13,8.635685920715332
2012-01-17,8.555895805358887
2012-01-18,8.549758911132812
2012-01-19,8.65410041809082
2012-01-20,8.65410041809082
2012-01-23,8.519070625305176
2012-01-24,8.396317481994629
2012-01-25,8.57430648803711
2012-01-26,8.43928050994873
2012-01-27,8.488383293151855
2012-01-30,8.555895805358887
2012-01-31,8.580448150634766
2012-02-01,8.936429023742676
2012-02-02,8.875053405761719
2012-02-03,8.924155235290527
2012-02-06,9.096009254455566
2012-02-07,9.181937217712402
2012-02-08,9.12669849395752
2012-02-09,9.243314743041992
2012-02-10,9.249454498291016
