Date,SKY
2010-01-04,17.161733627319336
2010-01-05,16.350086212158203
2010-01-06,16.115615844726562
2010-01-07,16.629653930664062
2010-01-08,18.460359573364258
2010-01-11,18.568578720092773
2010-01-12,18.424283981323242
2010-01-13,19.479421615600586
2010-01-14,19.326114654541016
2010-01-15,18.424283981323242
2010-01-19,18.71286964416504
2010-01-20,17.820064544677734
2010-01-21,16.82805633544922
2010-01-22,16.295978546142578
2010-01-25,16.178743362426758
2010-01-26,16.124631881713867
2010-01-27,16.45830535888672
2010-01-28,16.61161994934082
2010-01-29,16.512414932250977
2010-02-01,15.772917747497559
2010-02-02,16.45830535888672
2010-02-03,16.494380950927734
2010-02-04,15.980338096618652
2010-02-05,15.71881103515625
2010-02-08,15.448261260986328
2010-02-09,15.727829933166504
2010-02-10,15.56550121307373
2010-02-11,15.63764762878418
2010-02-12,15.538443565368652
2010-02-16,16.277942657470703
2010-02-17,16.629653930664062
2010-02-18,17.31504249572754
2010-02-19,16.539472579956055
2010-02-22,15.691754341125488
2010-02-23,15.27691650390625
2010-02-24,15.457283020019531
2010-02-25,15.466300010681152
2010-02-26,15.376115798950195
2010-03-01,15.484334945678711
2010-03-02,16.205793380737305
2010-03-03,16.133647918701172
2010-03-04,16.90020179748535
2010-03-05,17.324058532714844
2010-03-08,17.251914978027344
2010-03-09,17.937299728393555
2010-03-10,18.334104537963867
2010-03-11,18.252214431762695
2010-03-12,17.897363662719727
2010-03-15,17.74268341064453
2010-03-16,17.533411026000977
2010-03-17,18.27041244506836
2010-03-18,18.052040100097656
2010-03-19,17.078466415405273
2010-03-22,17.078466415405273
2010-03-23,16.996578216552734
2010-03-24,17.060270309448242
2010-03-25,16.83279800415039
2010-03-26,16.81460189819336
2010-03-29,16.723615646362305
2010-03-30,16.669021606445312
2010-03-31,16.92378807067871
2010-04-01,16.359661102294922
2010-04-05,17.469717025756836
2010-04-06,16.78730583190918
2010-04-07,16.714513778686523
2010-04-08,16.996578216552734
2010-04-09,16.80550193786621
2010-04-12,16.78730583190918
2010-04-13,16.987478256225586
2010-04-14,17.396926879882812
2010-04-15,18.133930206298828
2010-04-16,17.90645980834961
2010-04-19,18.033842086791992
2010-04-20,17.551607131958008
2010-04-21,18.161226272583008
2010-04-22,18.252214431762695
2010-04-23,19.1802921295166
2010-04-26,18.91642951965332
2010-04-27,18.825441360473633
2010-04-28,19.098403930664062
2010-04-29,20.581510543823242
2010-04-30,21.20932960510254
2010-05-03,23.274757385253906
2010-05-04,22.84711456298828
2010-05-05,23.047285079956055
2010-05-06,21.06374740600586
2010-05-07,19.062007904052734
2010-05-10,19.225786209106445
2010-05-11,19.162097930908203
2010-05-12,19.398664474487305
2010-05-13,18.488784790039062
2010-05-14,18.143030166625977
2010-05-17,18.40689468383789
2010-05-18,20.72709083557129
2010-05-19,20.32674217224121
2010-05-20,18.3523006439209
2010-05-21,18.44329071044922
2010-05-24,17.47881507873535
2010-05-25,17.469717025756836
2010-05-26,17.087568283081055
2010-05-27,17.37873077392578
2010-05-28,17.196752548217773
2010-06-01,16.35055923461914
2010-06-02,17.32413673400879
2010-06-03,17.35143280029297
2010-06-04,15.886523246765137
2010-06-07,16.32326889038086
2010-06-08,16.223180770874023
2010-06-09,15.822830200195312
2010-06-10,16.769811630249023
2010-06-11,17.20192527770996
2010-06-14,17.128374099731445
2010-06-15,17.238704681396484
2010-06-16,17.836313247680664
2010-06-17,17.891475677490234
2010-06-18,18.8476505279541
2010-06-21,19.059110641479492
2010-06-22,18.397146224975586
2010-06-23,18.53505516052246
2010-06-24,17.771953582763672
2010-06-25,17.238704681396484
2010-06-28,16.52157211303711
2010-06-29,16.68706703186035
2010-06-30,16.558349609375
2010-07-01,15.97912883758545
2010-07-02,15.97912883758545
2010-07-06,15.31716251373291
2010-07-07,16.31011390686035
2010-07-08,16.33769416809082
2010-07-09,16.78820037841797
2010-07-12,16.356081008911133
2010-07-13,17.14676284790039
2010-07-14,17.413389205932617
2010-07-15,16.668676376342773
2010-07-16,15.997515678405762
2010-07-19,16.071067810058594
2010-07-20,16.677871704101562
2010-07-21,16.402053833007812
2010-07-22,17.054826736450195
2010-07-23,17.735177993774414
2010-07-26,18.63619041442871
2010-07-27,18.72812843322754
2010-07-28,18.387948989868164
2010-07-29,18.507469177246094
2010-07-30,18.461503982543945
2010-08-02,18.96717071533203
2010-08-03,19.56477928161621
2010-08-04,19.822214126586914
2010-08-05,17.790342330932617
2010-08-06,16.990467071533203
2010-08-09,18.90281105041504
2010-08-10,18.489086151123047
2010-08-11,17.3398380279541
2010-08-12,16.82497787475586
2010-08-13,16.33769416809082
2010-08-16,16.72384262084961
2010-08-17,18.148910522460938
2010-08-18,18.341981887817383
2010-08-19,16.668676376342773
2010-08-20,17.100793838500977
2010-08-23,16.199785232543945
2010-08-24,16.650291442871094
2010-08-25,17.349031448364258
2010-08-26,17.569686889648438
2010-08-27,18.010997772216797
2010-08-30,16.68706703186035
2010-08-31,16.83416748046875
2010-09-01,17.845504760742188
2010-09-02,18.27762222290039
2010-09-03,18.69135093688965
2010-09-07,18.21326446533203
2010-09-08,18.05696678161621
2010-09-09,19.15104866027832
2010-09-10,19.362512588500977
2010-09-13,19.316143035888672
2010-09-14,19.251232147216797
2010-09-15,18.843212127685547
2010-09-16,17.860248565673828
2010-09-17,17.294580459594727
2010-09-20,17.64696502685547
2010-09-21,17.73969841003418
2010-09-22,17.248214721679688
2010-09-23,16.84946632385254
2010-09-24,17.674785614013672
2010-09-27,17.92516326904297
2010-09-28,18.15699005126953
2010-09-29,18.898849487304688
2010-09-30,18.78757095336914
2010-10-01,18.973033905029297
2010-10-04,18.50937271118164
