Date,TXT
2010-01-04,18.446044921875
2010-01-05,18.09728240966797
2010-01-06,18.727006912231445
2010-01-07,19.560182571411133
2010-01-08,19.74425506591797
2010-01-11,20.800251007080078
2010-01-12,20.664608001708984
2010-01-13,20.267412185668945
2010-01-14,22.07906723022461
2010-01-15,21.197460174560547
2010-01-19,22.26314353942871
2010-01-20,21.61404800415039
2010-01-21,20.76149559020996
2010-01-22,20.654943466186523
2010-01-25,20.470848083496094
2010-01-26,19.928329467773438
2010-01-27,20.34491729736328
2010-01-28,18.969196319580078
2010-01-29,18.920766830444336
2010-02-01,19.99614143371582
2010-02-02,20.034887313842773
2010-02-03,19.821748733520508
2010-02-04,18.949832916259766
2010-02-05,18.320104598999023
2010-02-08,18.12635040283203
2010-02-09,18.310428619384766
2010-02-10,18.291051864624023
2010-02-11,18.368558883666992
2010-02-12,17.748510360717773
2010-02-16,18.48480987548828
2010-02-17,18.465435028076172
2010-02-18,19.13390350341797
2010-02-19,19.066089630126953
2010-02-22,19.259851455688477
2010-02-23,18.920766830444336
2010-02-24,18.978897094726562
2010-02-25,18.84326171875
2010-02-26,19.298608779907227
2010-03-01,19.579553604125977
2010-03-02,20.248029708862305
2010-03-03,20.577421188354492
2010-03-04,20.40304183959961
2010-03-05,21.129634857177734
2010-03-08,21.06182289123535
2010-03-09,20.94556999206543
2010-03-10,21.14920425415039
2010-03-11,21.575870513916016
2010-03-12,21.585580825805664
2010-03-15,21.381938934326172
2010-03-16,21.721330642700195
2010-03-17,21.847394943237305
2010-03-18,21.478904724121094
2010-03-19,21.53708839416504
2010-03-22,21.50800323486328
2010-03-23,21.769807815551758
2010-03-24,21.604969024658203
2010-03-25,21.110414505004883
2010-03-26,21.023143768310547
2010-03-29,21.04254722595215
2010-03-30,20.906782150268555
2010-03-31,20.586782455444336
2010-04-01,20.751625061035156
2010-04-05,20.683744430541992
2010-04-06,20.916481018066406
2010-04-07,21.50800323486328
2010-04-08,21.49829864501953
2010-04-09,21.420726776123047
2010-04-12,21.905576705932617
2010-04-13,21.866785049438477
2010-04-14,22.070425033569336
2010-04-15,21.653453826904297
2010-04-16,21.2752742767334
2010-04-19,20.906782150268555
2010-04-20,21.207387924194336
2010-04-21,20.945571899414062
2010-04-22,23.495899200439453
2010-04-23,23.12740135192871
2010-04-26,23.806182861328125
2010-04-27,22.545583724975586
2010-04-28,22.894676208496094
2010-04-29,22.807397842407227
2010-04-30,22.14799690246582
2010-05-03,22.77830696105957
2010-05-04,22.235271453857422
2010-05-05,22.56498146057129
2010-05-06,21.818300247192383
2010-05-07,19.762542724609375
2010-05-10,21.711633682250977
2010-05-11,21.954059600830078
2010-05-12,23.360130310058594
2010-05-13,22.817092895507812
2010-05-14,21.88617706298828
2010-05-17,21.28496551513672
2010-05-18,20.848604202270508
2010-05-19,20.431631088256836
2010-05-20,18.821922302246094
2010-05-21,19.946781158447266
2010-05-24,19.607379913330078
2010-05-25,18.928586959838867
2010-05-26,19.655860900878906
2010-05-27,20.615869522094727
2010-05-28,20.043743133544922
2010-06-01,19.287378311157227
2010-06-02,19.84980583190918
2010-06-03,20.02434730529785
2010-06-04,18.38556480407715
2010-06-07,17.658283233642578
2010-06-08,18.38556480407715
2010-06-09,18.133176803588867
2010-06-10,18.73501968383789
2010-06-11,18.890338897705078
2010-06-14,18.73501968383789
2010-06-15,19.647493362426758
2010-06-16,19.433940887451172
2010-06-17,19.365983963012695
2010-06-18,19.443647384643555
2010-06-21,19.424236297607422
2010-06-22,18.78356170654297
2010-06-23,18.46320915222168
2010-06-24,18.045799255371094
2010-06-25,18.74472427368164
2010-06-28,18.113750457763672
2010-06-29,16.30820083618164
2010-06-30,16.473220825195312
2010-07-01,15.890795707702637
2010-07-02,15.599571228027344
2010-07-06,15.803421974182129
2010-07-07,16.667367935180664
2010-07-08,16.541179656982422
2010-07-09,17.278928756713867
2010-07-12,17.162439346313477
2010-07-13,17.851654052734375
2010-07-14,17.71575927734375
2010-07-15,17.725465774536133
