Date,WVE
2015-11-11,16.0
2015-11-12,16.0
2015-11-13,15.899999618530273
2015-11-16,15.890000343322754
2015-11-17,15.899999618530273
2015-11-18,15.890000343322754
2015-11-19,15.789999961853027
2015-11-20,16.0
2015-11-23,16.0
2015-11-24,16.0
2015-11-25,16.079999923706055
2015-11-27,16.09000015258789
2015-11-30,16.25
2015-12-01,16.489999771118164
2015-12-02,16.8700008392334
2015-12-03,16.75
2015-12-04,16.399999618530273
2015-12-07,14.140000343322754
2015-12-08,14.220000267028809
2015-12-09,14.15999984741211
2015-12-10,14.279999732971191
2015-12-11,13.789999961853027
2015-12-14,13.079999923706055
2015-12-15,13.510000228881836
2015-12-16,13.789999961853027
2015-12-17,16.049999237060547
2015-12-18,15.319999694824219
2015-12-21,17.309999465942383
2015-12-22,19.579999923706055
2015-12-23,17.690000534057617
2015-12-24,16.389999389648438
2015-12-28,15.59000015258789
2015-12-29,14.649999618530273
2015-12-30,15.020000457763672
2015-12-31,15.949999809265137
2016-01-04,15.069999694824219
2016-01-05,14.579999923706055
2016-01-06,14.170000076293945
2016-01-07,14.0600004196167
2016-01-08,13.199999809265137
2016-01-11,13.359999656677246
2016-01-12,13.229999542236328
2016-01-13,13.25
2016-01-14,13.100000381469727
2016-01-15,13.979999542236328
2016-01-19,15.3100004196167
2016-01-20,15.920000076293945
2016-01-21,15.199999809265137
2016-01-22,15.210000038146973
2016-01-25,14.270000457763672
2016-01-26,13.470000267028809
2016-01-27,13.220000267028809
2016-01-28,13.770000457763672
2016-01-29,13.529999732971191
2016-02-01,12.960000038146973
2016-02-02,12.75
2016-02-03,12.59000015258789
2016-02-04,12.75
2016-02-05,12.59000015258789
2016-02-08,11.039999961853027
2016-02-09,11.109999656677246
2016-02-10,9.720000267028809
2016-02-11,10.079999923706055
2016-02-12,9.960000038146973
2016-02-16,9.600000381469727
2016-02-17,10.119999885559082
2016-02-18,13.289999961853027
2016-02-19,13.59000015258789
2016-02-22,14.289999961853027
2016-02-23,15.479999542236328
2016-02-24,14.180000305175781
2016-02-25,14.699999809265137
2016-02-26,14.800000190734863
2016-02-29,15.050000190734863
2016-03-01,14.100000381469727
2016-03-02,14.819999694824219
2016-03-03,15.300000190734863
2016-03-04,15.119999885559082
2016-03-07,14.739999771118164
2016-03-08,14.109999656677246
2016-03-09,14.149999618530273
2016-03-10,14.699999809265137
2016-03-11,14.270000457763672
2016-03-14,16.950000762939453
2016-03-15,19.450000762939453
2016-03-16,19.799999237060547
2016-03-17,18.969999313354492
2016-03-18,14.59000015258789
2016-03-21,13.9399995803833
2016-03-22,13.949999809265137
2016-03-23,14.0
2016-03-24,14.510000228881836
2016-03-28,14.489999771118164
2016-03-29,14.329999923706055
2016-03-30,14.350000381469727
2016-03-31,13.880000114440918
2016-04-01,13.699999809265137
2016-04-04,13.720000267028809
2016-04-05,12.5600004196167
2016-04-06,13.130000114440918
2016-04-07,12.970000267028809
2016-04-08,13.029999732971191
2016-04-11,12.979999542236328
2016-04-12,12.760000228881836
2016-04-13,12.960000038146973
2016-04-14,12.65999984741211
2016-04-15,12.869999885559082
2016-04-18,12.609999656677246
2016-04-19,13.180000305175781
2016-04-20,13.25
2016-04-21,14.069999694824219
2016-04-22,13.520000457763672
2016-04-25,13.850000381469727
2016-04-26,13.850000381469727
2016-04-27,13.59000015258789
2016-04-28,13.399999618530273
2016-04-29,13.520000457763672
2016-05-02,14.210000038146973
2016-05-03,14.600000381469727
2016-05-04,14.630000114440918
2016-05-05,15.279999732971191
2016-05-06,15.199999809265137
2016-05-09,15.479999542236328
2016-05-10,15.5
2016-05-11,15.649999618530273
2016-05-12,15.329999923706055
2016-05-13,15.119999885559082
2016-05-16,14.739999771118164
2016-05-17,14.710000038146973
2016-05-18,15.5
2016-05-19,15.329999923706055
2016-05-20,15.640000343322754
2016-05-23,16.299999237060547
2016-05-24,16.25
2016-05-25,16.280000686645508
2016-05-26,15.079999923706055
2016-05-27,15.529999732971191
2016-05-31,15.90999984741211
2016-06-01,16.270000457763672
2016-06-02,16.209999084472656
2016-06-03,15.899999618530273
2016-06-06,15.579999923706055
2016-06-07,15.25
2016-06-08,15.699999809265137
2016-06-09,15.40999984741211
2016-06-10,16.040000915527344
2016-06-13,15.630000114440918
2016-06-14,16.1299991607666
2016-06-15,17.110000610351562
2016-06-16,18.790000915527344
2016-06-17,19.329999923706055
2016-06-20,20.5
2016-06-21,20.280000686645508
2016-06-22,20.020000457763672
2016-06-23,20.729999542236328
2016-06-24,20.25
2016-06-27,20.010000228881836
2016-06-28,20.149999618530273
2016-06-29,20.469999313354492
2016-06-30,20.690000534057617
2016-07-01,19.940000534057617
2016-07-05,20.329999923706055
2016-07-06,20.489999771118164
2016-07-07,21.200000762939453
2016-07-08,22.469999313354492
2016-07-11,21.690000534057617
2016-07-12,23.0
2016-07-13,22.469999313354492
2016-07-14,22.1299991607666
2016-07-15,22.8799991607666
2016-07-18,26.6299991607666
2016-07-19,23.450000762939453
2016-07-20,22.600000381469727
2016-07-21,21.940000534057617
2016-07-22,21.100000381469727
2016-07-25,19.600000381469727
2016-07-26,19.8700008392334
2016-07-27,19.84000015258789
2016-07-28,19.170000076293945
2016-07-29,19.309999465942383
2016-08-01,18.360000610351562
2016-08-02,18.239999771118164
2016-08-03,18.09000015258789
2016-08-04,18.559999465942383
2016-08-05,19.25
2016-08-08,19.489999771118164
2016-08-09,19.6299991607666
2016-08-10,19.34000015258789
2016-08-11,19.739999771118164
2016-08-12,19.760000228881836
2016-08-15,20.56999969482422
2016-08-16,20.889999389648438
2016-08-17,21.8700008392334
2016-08-18,22.59000015258789
2016-08-19,22.43000030517578
2016-08-22,22.3700008392334
2016-08-23,22.969999313354492
2016-08-24,23.600000381469727
2016-08-25,24.200000762939453
2016-08-26,24.549999237060547
2016-08-29,24.90999984741211
2016-08-30,25.049999237060547
2016-08-31,24.940000534057617
2016-09-01,23.280000686645508
2016-09-02,24.989999771118164
2016-09-06,25.100000381469727
2016-09-07,26.239999771118164
2016-09-08,26.0
2016-09-09,25.899999618530273
2016-09-12,25.670000076293945
2016-09-13,24.719999313354492
2016-09-14,25.079999923706055
2016-09-15,25.469999313354492
2016-09-16,25.700000762939453
2016-09-19,26.100000381469727
2016-09-20,27.219999313354492
2016-09-21,29.270000457763672
2016-09-22,33.61000061035156
2016-09-23,34.31999969482422
2016-09-26,33.310001373291016
2016-09-27,31.959999084472656
2016-09-28,32.16999816894531
2016-09-29,32.16999816894531
2016-09-30,32.470001220703125
2016-10-03,31.170000076293945
2016-10-04,31.549999237060547
2016-10-05,32.91999816894531
2016-10-06,29.639999389648438
2016-10-07,30.270000457763672
2016-10-10,31.43000030517578
2016-10-11,30.600000381469727
2016-10-12,29.81999969482422
2016-10-13,28.56999969482422
2016-10-14,28.770000457763672
2016-10-17,29.049999237060547
2016-10-18,29.559999465942383
2016-10-19,30.030000686645508
2016-10-20,30.229999542236328
2016-10-21,30.139999389648438
2016-10-24,30.850000381469727
2016-10-25,30.700000762939453
2016-10-26,31.25
2016-10-27,31.200000762939453
2016-10-28,31.350000381469727
2016-10-31,31.850000381469727
2016-11-01,31.899999618530273
2016-11-02,32.5
2016-11-03,32.349998474121094
2016-11-04,34.04999923706055
2016-11-07,33.849998474121094
2016-11-08,31.600000381469727
2016-11-09,36.45000076293945
2016-11-10,36.41999816894531
2016-11-11,36.5
2016-11-14,37.349998474121094
2016-11-15,37.900001525878906
2016-11-16,36.599998474121094
2016-11-17,37.75
2016-11-18,37.95000076293945
2016-11-21,37.95000076293945
2016-11-22,37.54999923706055
2016-11-23,38.900001525878906
2016-11-25,39.54999923706055
2016-11-28,37.75
2016-11-29,37.150001525878906
2016-11-30,35.599998474121094
2016-12-01,35.79999923706055
2016-12-02,35.849998474121094
2016-12-05,36.20000076293945
2016-12-06,37.0
2016-12-07,34.29999923706055
2016-12-08,33.70000076293945
2016-12-09,33.25
2016-12-12,32.04999923706055
2016-12-13,31.75
2016-12-14,29.600000381469727
2016-12-15,29.549999237060547
2016-12-16,29.200000762939453
