Date,ESS
2010-01-04,50.354671478271484
2010-01-05,50.65941619873047
2010-01-06,51.012935638427734
2010-01-07,51.54317092895508
2010-01-08,51.012935638427734
2010-01-11,51.04948425292969
2010-01-12,50.37297821044922
2010-01-13,51.37250518798828
2010-01-14,51.71992492675781
2010-01-15,51.37250518798828
2010-01-19,52.07341384887695
2010-01-20,52.22575759887695
2010-01-21,50.866615295410156
2010-01-22,49.29419708251953
2010-01-25,49.64159393310547
2010-01-26,49.367340087890625
2010-01-27,49.9767951965332
2010-01-28,49.62332534790039
2010-01-29,48.56892776489258
2010-02-01,49.36124801635742
2010-02-02,50.21449661254883
2010-02-03,48.77004623413086
2010-02-04,47.3316764831543
2010-02-05,47.691280364990234
2010-02-08,47.45969772338867
2010-02-09,47.691280364990234
2010-02-10,47.79487991333008
2010-02-11,48.41655731201172
2010-02-12,48.88585662841797
2010-02-16,50.110897064208984
2010-02-17,50.982444763183594
2010-02-18,51.348121643066406
2010-02-19,51.31155014038086
2010-02-22,51.573638916015625
2010-02-23,51.55537033081055
2010-02-24,51.93930435180664
2010-02-25,52.06119918823242
2010-02-26,52.3537483215332
2010-03-01,52.73161315917969
2010-03-02,53.08510971069336
2010-03-03,53.103416442871094
2010-03-04,53.670230865478516
2010-03-05,55.08418273925781
2010-03-08,55.18171691894531
2010-03-09,54.75507736206055
2010-03-10,54.76725387573242
2010-03-11,55.13294982910156
2010-03-12,55.52301788330078
2010-03-15,55.13294982910156
2010-03-16,56.29703140258789
2010-03-17,56.937007904052734
2010-03-18,56.63224411010742
2010-03-19,56.175148010253906
2010-03-22,56.620059967041016
2010-03-23,55.93138122558594
2010-03-24,55.91917419433594
2010-03-25,55.535186767578125
2010-03-26,54.73680877685547
2010-03-29,54.56602096557617
2010-03-30,55.379886627197266
2010-03-31,55.460018157958984
2010-04-01,56.0211067199707
2010-04-05,57.55634689331055
2010-04-06,59.19025421142578
2010-04-07,58.52436065673828
2010-04-08,58.60453414916992
2010-04-09,60.250728607177734
2010-04-12,60.2630729675293
2010-04-13,62.0449333190918
2010-04-14,61.23725128173828
2010-04-15,60.05961227416992
2010-04-16,59.40603256225586
2010-04-19,59.28273010253906
2010-04-20,60.528194427490234
2010-04-21,61.92782211303711
2010-04-22,62.44571304321289
2010-04-23,64.11662292480469
2010-04-26,64.84413146972656
2010-04-27,63.38288879394531
2010-04-28,64.12275695800781
2010-04-29,67.67418670654297
2010-04-30,65.24490356445312
2010-05-03,67.97012329101562
2010-05-04,68.40171813964844
2010-05-05,67.82217407226562
2010-05-06,64.79483795166016
2010-05-07,63.228755950927734
2010-05-10,66.95895385742188
2010-05-11,67.48920440673828
2010-05-12,68.53121185302734
2010-05-13,67.39673614501953
2010-05-14,66.0032958984375
2010-05-17,67.16861724853516
2010-05-18,66.10193634033203
2010-05-19,65.7566909790039
2010-05-20,62.47654342651367
2010-05-21,64.7701644897461
2010-05-24,63.419883728027344
2010-05-25,63.524681091308594
2010-05-26,63.567867279052734
2010-05-27,66.37324523925781
2010-05-28,64.88115692138672
2010-06-01,62.90814208984375
2010-06-02,63.678810119628906
2010-06-03,63.284236907958984
2010-06-04,59.6464958190918
2010-06-07,60.158241271972656
2010-06-08,61.194068908691406
2010-06-09,62.87730026245117
2010-06-10,65.0969467163086
2010-06-11,65.701171875
2010-06-14,65.86150360107422
2010-06-15,66.74317169189453
2010-06-16,66.5582046508789
2010-06-17,66.52737426757812
2010-06-18,66.6568603515625
2010-06-21,66.14510345458984
2010-06-22,63.66035079956055
2010-06-23,63.88848876953125
2010-06-24,62.3347282409668
2010-06-25,64.97978210449219
2010-06-28,64.67032623291016
2010-06-29,62.15473937988281
2010-06-30,60.73503875732422
2010-07-01,60.299198150634766
2010-07-02,59.20329666137695
2010-07-06,58.2008056640625
2010-07-07,61.78734588623047
2010-07-08,63.41874313354492
2010-07-09,64.33406066894531
2010-07-12,64.32164001464844
2010-07-13,65.74132537841797
2010-07-14,64.78243255615234
2010-07-15,64.85092163085938
2010-07-16,62.864593505859375
2010-07-19,63.98542785644531
2010-07-20,64.37145233154297
2010-07-21,62.833457946777344
2010-07-22,65.09998321533203
2010-07-23,65.14978790283203
2010-07-26,66.37641906738281
2010-07-27,66.83718872070312
