Date,OPCH
2010-01-04,34.959999084472656
2010-01-05,34.439998626708984
2010-01-06,32.560001373291016
2010-01-07,32.880001068115234
2010-01-08,33.119998931884766
2010-01-11,34.279998779296875
2010-01-12,33.599998474121094
2010-01-13,33.959999084472656
2010-01-14,34.31999969482422
2010-01-15,34.08000183105469
2010-01-19,34.68000030517578
2010-01-20,33.599998474121094
2010-01-21,32.279998779296875
2010-01-22,31.280000686645508
2010-01-25,31.559999465942383
2010-01-26,31.8799991607666
2010-01-27,30.760000228881836
2010-01-28,29.520000457763672
2010-01-29,29.079999923706055
2010-02-01,29.079999923706055
2010-02-02,28.520000457763672
2010-02-03,28.1200008392334
2010-02-04,27.639999389648438
2010-02-05,27.1200008392334
2010-02-08,26.479999542236328
2010-02-09,26.360000610351562
2010-02-10,26.360000610351562
2010-02-11,27.399999618530273
2010-02-12,27.1200008392334
2010-02-16,28.200000762939453
2010-02-17,27.68000030517578
2010-02-18,29.1200008392334
2010-02-19,29.0
2010-02-22,29.15999984741211
2010-02-23,28.360000610351562
2010-02-24,28.559999465942383
2010-02-25,28.520000457763672
2010-02-26,29.559999465942383
2010-03-01,31.760000228881836
2010-03-02,32.63999938964844
2010-03-03,32.599998474121094
2010-03-04,33.0
2010-03-05,33.84000015258789
2010-03-08,33.400001525878906
2010-03-09,32.47999954223633
2010-03-10,31.559999465942383
2010-03-11,32.040000915527344
2010-03-12,32.400001525878906
2010-03-15,32.36000061035156
2010-03-16,32.36000061035156
2010-03-17,32.31999969482422
2010-03-18,33.0
2010-03-19,32.79999923706055
2010-03-22,33.79999923706055
2010-03-23,34.599998474121094
2010-03-24,33.47999954223633
2010-03-25,33.400001525878906
2010-03-26,32.7599983215332
2010-03-29,33.08000183105469
2010-03-30,32.84000015258789
2010-03-31,31.959999084472656
2010-04-01,33.959999084472656
2010-04-05,35.36000061035156
2010-04-06,37.7599983215332
2010-04-07,36.599998474121094
2010-04-08,36.400001525878906
2010-04-09,36.560001373291016
2010-04-12,36.08000183105469
2010-04-13,36.52000045776367
2010-04-14,37.84000015258789
2010-04-15,38.36000061035156
2010-04-16,37.47999954223633
2010-04-19,37.36000061035156
2010-04-20,37.7599983215332
2010-04-21,37.2400016784668
2010-04-22,37.0
2010-04-23,37.52000045776367
2010-04-26,37.63999938964844
2010-04-27,36.36000061035156
2010-04-28,36.2400016784668
2010-04-29,36.79999923706055
2010-04-30,35.79999923706055
2010-05-03,33.599998474121094
2010-05-04,30.8799991607666
2010-05-05,31.399999618530273
2010-05-06,31.15999984741211
2010-05-07,29.280000686645508
2010-05-10,30.079999923706055
2010-05-11,29.959999084472656
2010-05-12,31.399999618530273
2010-05-13,30.200000762939453
2010-05-14,28.399999618530273
2010-05-17,28.68000030517578
2010-05-18,28.360000610351562
2010-05-19,29.1200008392334
2010-05-20,27.440000534057617
2010-05-21,26.200000762939453
2010-05-24,25.799999237060547
2010-05-25,25.1200008392334
2010-05-26,25.399999618530273
2010-05-27,26.520000457763672
2010-05-28,25.959999084472656
2010-06-01,23.84000015258789
2010-06-02,25.760000228881836
2010-06-03,25.200000762939453
2010-06-04,24.0
2010-06-07,24.1200008392334
2010-06-08,26.040000915527344
2010-06-09,26.200000762939453
2010-06-10,27.15999984741211
2010-06-11,27.639999389648438
2010-06-14,27.760000228881836
2010-06-15,27.479999542236328
2010-06-16,26.600000381469727
2010-06-17,27.280000686645508
2010-06-18,26.1200008392334
2010-06-21,25.280000686645508
2010-06-22,24.399999618530273
2010-06-23,23.8799991607666
2010-06-24,23.040000915527344
2010-06-25,22.920000076293945
2010-06-28,23.360000610351562
2010-06-29,21.0
2010-06-30,20.959999084472656
2010-07-01,20.84000015258789
2010-07-02,21.719999313354492
2010-07-06,20.959999084472656
2010-07-07,21.8799991607666
2010-07-08,23.440000534057617
2010-07-09,24.040000915527344
2010-07-12,23.68000030517578
2010-07-13,25.040000915527344
2010-07-14,25.639999389648438
2010-07-15,25.959999084472656
2010-07-16,25.399999618530273
2010-07-19,25.040000915527344
2010-07-20,25.84000015258789
2010-07-21,26.559999465942383
2010-07-22,26.600000381469727
2010-07-23,26.0
2010-07-26,25.959999084472656
2010-07-27,25.84000015258789
2010-07-28,25.0
2010-07-29,25.040000915527344
2010-07-30,17.0
2010-08-02,17.200000762939453
2010-08-03,16.68000030517578
2010-08-04,16.68000030517578
2010-08-05,16.959999084472656
2010-08-06,18.15999984741211
2010-08-09,19.31999969482422
2010-08-10,19.8799991607666
2010-08-11,18.799999237060547
2010-08-12,18.760000228881836
2010-08-13,18.479999542236328
2010-08-16,18.479999542236328
2010-08-17,19.280000686645508
2010-08-18,19.040000915527344
2010-08-19,18.440000534057617
2010-08-20,18.200000762939453
2010-08-23,18.8799991607666
2010-08-24,18.760000228881836
2010-08-25,19.959999084472656
2010-08-26,19.799999237060547
2010-08-27,20.440000534057617
2010-08-30,20.15999984741211
2010-08-31,19.399999618530273
2010-09-01,20.600000381469727
2010-09-02,20.200000762939453
2010-09-03,20.280000686645508
2010-09-07,19.719999313354492
2010-09-08,19.760000228881836
2010-09-09,20.079999923706055
2010-09-10,20.200000762939453
2010-09-13,20.84000015258789
2010-09-14,20.760000228881836
2010-09-15,20.360000610351562
2010-09-16,19.600000381469727
2010-09-17,18.440000534057617
2010-09-20,18.8799991607666
2010-09-21,20.920000076293945
2010-09-22,20.84000015258789
2010-09-23,20.31999969482422
2010-09-24,20.84000015258789
2010-09-27,20.079999923706055
2010-09-28,20.0
2010-09-29,20.719999313354492
2010-09-30,20.639999389648438
2010-10-01,20.440000534057617
2010-10-04,21.1200008392334
2010-10-05,21.200000762939453
2010-10-06,20.760000228881836
2010-10-07,21.0
2010-10-08,21.479999542236328
2010-10-11,22.440000534057617
2010-10-12,22.8799991607666
2010-10-13,23.440000534057617
2010-10-14,23.719999313354492
2010-10-15,23.360000610351562
2010-10-18,23.440000534057617
2010-10-19,22.639999389648438
2010-10-20,22.84000015258789
2010-10-21,23.15999984741211
2010-10-22,22.8799991607666
2010-10-25,23.040000915527344
2010-10-26,22.799999237060547
2010-10-27,22.520000457763672
2010-10-28,22.0
2010-10-29,22.520000457763672
2010-11-01,22.520000457763672
2010-11-02,16.799999237060547
2010-11-03,17.68000030517578
2010-11-04,18.15999984741211
2010-11-05,18.15999984741211
2010-11-08,18.440000534057617
2010-11-09,17.600000381469727
2010-11-10,18.0
2010-11-11,17.760000228881836
2010-11-12,17.399999618530273
2010-11-15,17.559999465942383
2010-11-16,17.079999923706055
2010-11-17,16.559999465942383
2010-11-18,17.239999771118164
2010-11-19,17.040000915527344
2010-11-22,17.040000915527344
2010-11-23,16.600000381469727
2010-11-24,16.719999313354492
2010-11-26,16.360000610351562
2010-11-29,16.360000610351562
2010-11-30,16.15999984741211
2010-12-01,17.959999084472656
2010-12-02,18.15999984741211
2010-12-03,18.15999984741211
2010-12-06,18.0
2010-12-07,18.079999923706055
2010-12-08,18.239999771118164
2010-12-09,18.200000762939453
2010-12-10,20.0
2010-12-13,20.8799991607666
2010-12-14,20.360000610351562
2010-12-15,20.079999923706055
2010-12-16,20.399999618530273
2010-12-17,20.200000762939453
2010-12-20,20.31999969482422
2010-12-21,20.399999618530273
