Date,COLB
2010-01-04,9.251127243041992
2010-01-05,8.972648620605469
2010-01-06,9.2177095413208
2010-01-07,9.780244827270508
2010-01-08,10.459733963012695
2010-01-11,10.482015609741211
2010-01-12,10.34834098815918
2010-01-13,9.936187744140625
2010-01-14,10.36505126953125
2010-01-15,10.22024154663086
2010-01-19,10.493149757385254
2010-01-20,10.209100723266602
2010-01-21,10.314925193786621
2010-01-22,10.108850479125977
2010-01-25,10.225811004638672
2010-01-26,10.147833824157715
2010-01-27,10.292640686035156
2010-01-28,10.749354362487793
2010-01-29,10.576698303222656
2010-02-01,10.370619773864746
2010-02-02,10.114418983459473
2010-02-03,10.081000328063965
2010-02-04,9.908344268798828
2010-02-05,10.108850479125977
2010-02-08,10.030830383300781
2010-02-09,10.069841384887695
2010-02-10,10.170147895812988
2010-02-11,10.170147895812988
2010-02-12,10.404197692871094
2010-02-16,10.755279541015625
2010-02-17,10.732992172241211
2010-02-18,10.738563537597656
2010-02-19,10.80543041229248
2010-02-22,11.20109748840332
2010-02-23,11.195526123046875
2010-02-24,11.596755027770996
2010-02-25,11.580037117004395
2010-02-26,11.401710510253906
2010-03-01,11.468581199645996
2010-03-02,11.697062492370605
2010-03-03,11.529888153076172
2010-03-04,11.619048118591309
2010-03-05,11.875388145446777
2010-03-08,11.724924087524414
2010-03-09,11.719353675842285
2010-03-10,11.970121383666992
2010-03-11,12.259906768798828
2010-03-12,12.282194137573242
2010-03-15,12.259906768798828
2010-03-16,12.243185997009277
2010-03-17,12.254332542419434
2010-03-18,12.081575393676758
2010-03-19,11.814090728759766
2010-03-22,11.91996955871582
2010-03-23,12.053711891174316
2010-03-24,11.89767837524414
2010-03-25,11.55774211883545
2010-03-26,11.490875244140625
2010-03-29,11.323698997497559
2010-03-30,11.463011741638184
2010-03-31,11.318126678466797
2010-04-01,11.390565872192383
2010-04-05,11.529888153076172
2010-04-06,11.819659233093262
2010-04-07,11.663623809814453
2010-04-08,12.025853157043457
2010-04-09,11.864242553710938
2010-04-12,11.89767837524414
2010-04-13,11.384995460510254
2010-04-14,11.758360862731934
2010-04-15,11.853097915649414
2010-04-16,11.719353675842285
2010-04-19,11.758360862731934
2010-04-20,12.042573928833008
2010-04-21,12.67227840423584
2010-04-22,13.430168151855469
2010-04-23,13.641929626464844
2010-04-26,13.045652389526367
2010-04-27,12.39365005493164
2010-04-28,12.271047592163086
2010-04-29,12.9732084274292
2010-04-30,12.52739429473877
2010-05-03,12.566401481628418
2010-05-04,12.315634727478027
2010-05-05,12.46609878540039
2010-05-06,12.142878532409668
2010-05-07,12.12615966796875
2010-05-10,12.477400779724121
2010-05-11,12.750589370727539
2010-05-12,13.263510704040527
2010-05-13,13.135276794433594
2010-05-14,12.627930641174316
2010-05-17,12.694831848144531
2010-05-18,12.265541076660156
2010-05-19,12.259966850280762
2010-05-20,11.512879371643066
2010-05-21,11.69686222076416
2010-05-24,11.390225410461426
2010-05-25,11.529608726501465
2010-05-26,11.747042655944824
2010-05-27,12.338019371032715
2010-05-28,12.449525833129883
2010-06-01,12.18748664855957
2010-06-02,12.460675239562988
2010-06-03,11.9644775390625
2010-06-04,11.128190040588379
2010-06-07,10.855001449584961
2010-06-08,10.643146514892578
2010-06-09,10.676597595214844
2010-06-10,11.083585739135742
2010-06-11,11.11146354675293
2010-06-14,11.195089340209961
2010-06-15,11.379077911376953
2010-06-16,11.278719902038574
2010-06-17,11.367927551269531
2010-06-18,11.512879371643066
2010-06-21,11.351201057434082
2010-06-22,11.261995315551758
2010-06-23,11.038990020751953
2010-06-24,10.598546028137207
2010-06-25,11.161640167236328
2010-06-28,10.983236312866211
2010-06-29,10.403407096862793
2010-06-30,10.180397033691406
2010-07-01,9.87933349609375
2010-07-02,9.712080955505371
2010-07-06,9.41101360321045
2010-07-07,9.873760223388672
2010-07-08,9.72322940826416
2010-07-09,9.75667953491211
2010-07-12,9.818007469177246
2010-07-13,10.358806610107422
2010-07-14,10.4926176071167
2010-07-15,10.42570972442627
2010-07-16,9.834735870361328
2010-07-19,9.511369705200195
2010-07-20,9.36083698272705
2010-07-21,9.031900405883789
2010-07-22,9.58942699432373
2010-07-23,9.862611770629883
2010-07-26,10.16925048828125
2010-07-27,10.135790824890137
2010-07-28,9.918360710144043
2010-07-29,10.174821853637695
2010-07-30,10.191550254821777
2010-08-02,10.303053855895996
2010-08-03,10.035444259643555
2010-08-04,10.130223274230957
2010-08-05,9.762255668640137
2010-08-06,9.639599800109863
2010-08-09,9.695385932922363
2010-08-10,9.449933052062988
2010-08-11,8.947870254516602
2010-08-12,9.148697853088379
2010-08-13,9.14311408996582
2010-08-16,9.327204704284668
2010-08-17,9.539188385009766
2010-08-18,9.634021759033203
2010-08-19,9.260268211364746
2010-08-20,9.483404159545898
2010-08-23,9.304890632629395
2010-08-24,9.265841484069824
2010-08-25,9.483404159545898
2010-08-26,9.449933052062988
2010-08-27,9.907367706298828
2010-08-30,9.762327194213867
2010-08-31,9.935256004333496
2010-09-01,10.331326484680176
2010-09-02,10.325753211975098
2010-09-03,10.560046195983887
2010-09-07,10.136082649230957
2010-09-08,10.392693519592285
2010-09-09,10.537734985351562
2010-09-10,10.548892974853516
2010-09-13,11.062114715576172
2010-09-14,10.677196502685547
2010-09-15,10.699508666992188
2010-09-16,10.47079086303711
2010-09-17,10.593523979187012
2010-09-20,10.855710983276367
2010-09-21,10.68277645111084
2010-09-22,10.403847694396973
2010-09-23,10.253229141235352
2010-09-24,10.448480606079102
