Date,SEPN
2024-10-25,21.399999618530273
2024-10-28,20.75
2024-10-29,20.020000457763672
2024-10-30,20.3700008392334
2024-10-31,22.8799991607666
2024-11-01,21.790000915527344
2024-11-04,23.770000457763672
2024-11-05,22.950000762939453
2024-11-06,25.6200008392334
2024-11-07,26.0
2024-11-08,25.90999984741211
2024-11-11,25.459999084472656
2024-11-12,23.579999923706055
2024-11-13,23.209999084472656
2024-11-14,22.3799991607666
2024-11-15,22.530000686645508
2024-11-18,23.549999237060547
2024-11-19,24.200000762939453
2024-11-20,22.5
2024-11-21,21.790000915527344
2024-11-22,22.0
2024-11-25,23.25
2024-11-26,24.280000686645508
2024-11-27,24.780000686645508
2024-11-29,25.290000915527344
2024-12-02,24.760000228881836
2024-12-03,25.690000534057617
2024-12-04,26.059999465942383
2024-12-05,25.190000534057617
2024-12-06,25.75
2024-12-09,23.010000228881836
2024-12-10,23.010000228881836
2024-12-11,24.6299991607666
2024-12-12,22.56999969482422
2024-12-13,22.389999389648438
2024-12-16,21.690000534057617
2024-12-17,22.40999984741211
2024-12-18,22.399999618530273
2024-12-19,23.399999618530273
2024-12-20,24.280000686645508
2024-12-23,27.09000015258789
2024-12-24,25.899999618530273
2024-12-26,25.760000228881836
2024-12-27,25.329999923706055
2024-12-30,23.229999542236328
2024-12-31,22.899999618530273
2025-01-02,21.350000381469727
2025-01-03,23.690000534057617
2025-01-06,22.09000015258789
2025-01-07,20.469999313354492
2025-01-08,20.850000381469727
2025-01-10,17.989999771118164
2025-01-13,17.0
2025-01-14,16.959999084472656
2025-01-15,17.0
2025-01-16,16.979999542236328
2025-01-17,16.889999389648438
2025-01-21,18.700000762939453
2025-01-22,19.3799991607666
2025-01-23,18.3799991607666
2025-01-24,18.479999542236328
2025-01-27,16.15999984741211
2025-01-28,16.010000228881836
2025-01-29,15.550000190734863
2025-01-30,17.709999084472656
2025-01-31,16.90999984741211
2025-02-03,15.609999656677246
2025-02-04,14.539999961853027
2025-02-05,14.390000343322754
2025-02-06,14.210000038146973
2025-02-07,13.09000015258789
2025-02-10,13.170000076293945
2025-02-11,11.380000114440918
2025-02-12,11.319999694824219
2025-02-13,11.550000190734863
2025-02-14,12.960000038146973
2025-02-18,6.869999885559082
2025-02-19,5.550000190734863
2025-02-20,5.889999866485596
2025-02-21,5.800000190734863
2025-02-24,5.730000019073486
2025-02-25,5.519999980926514
2025-02-26,5.699999809265137
2025-02-27,5.800000190734863
2025-02-28,6.46999979019165
2025-03-03,6.059999942779541
2025-03-04,6.159999847412109
2025-03-05,5.929999828338623
2025-03-06,6.360000133514404
2025-03-07,6.429999828338623
2025-03-10,5.869999885559082
2025-03-11,6.679999828338623
2025-03-12,6.739999771118164
2025-03-13,6.389999866485596
2025-03-14,6.300000190734863
2025-03-17,6.340000152587891
2025-03-18,6.239999771118164
2025-03-19,6.550000190734863
2025-03-20,6.150000095367432
2025-03-21,5.920000076293945
2025-03-24,6.369999885559082
2025-03-25,6.099999904632568
2025-03-26,6.139999866485596
2025-03-27,6.289999961853027
2025-03-28,6.099999904632568
2025-03-31,5.789999961853027
2025-04-01,5.019999980926514
2025-04-02,5.494999885559082
2025-04-03,5.800000190734863
2025-04-04,5.480000019073486
2025-04-07,5.380000114440918
2025-04-08,5.019999980926514
2025-04-09,5.610000133514404
2025-04-10,5.159999847412109
2025-04-11,5.71999979019165
2025-04-14,6.070000171661377
2025-04-15,6.289999961853027
2025-04-16,5.989999771118164
2025-04-17,5.900000095367432
2025-04-21,5.869999885559082
2025-04-22,5.96999979019165
2025-04-23,6.139999866485596
2025-04-24,6.460000038146973
2025-04-25,6.460000038146973
2025-04-28,7.0
2025-04-29,6.929999828338623
2025-04-30,6.960000038146973
2025-05-01,7.139999866485596
2025-05-02,7.480000019073486
2025-05-05,7.159999847412109
2025-05-06,6.449999809265137
2025-05-07,7.050000190734863
2025-05-08,6.949999809265137
2025-05-09,6.690000057220459
2025-05-12,6.980000019073486
2025-05-13,6.730000019073486
2025-05-14,10.15999984741211
2025-05-15,10.119999885559082
2025-05-16,9.84000015258789
2025-05-19,9.970000267028809
2025-05-20,9.420000076293945
2025-05-21,9.0600004196167
2025-05-22,9.479999542236328
2025-05-23,9.1899995803833
2025-05-27,9.649999618530273
2025-05-28,9.720000267028809
2025-05-29,9.859999656677246
2025-05-30,9.25
2025-06-02,9.930000305175781
2025-06-03,9.970000267028809
2025-06-04,9.970000267028809
2025-06-05,10.520000457763672
2025-06-06,10.210000038146973
2025-06-09,10.109999656677246
2025-06-10,10.279999732971191
2025-06-11,10.279999732971191
2025-06-12,10.40999984741211
2025-06-13,10.170000076293945
2025-06-16,10.539999961853027
2025-06-17,10.239999771118164
2025-06-18,10.489999771118164
2025-06-20,10.470000267028809
2025-06-23,10.529999732971191
2025-06-24,10.710000038146973
2025-06-25,10.729999542236328
2025-06-26,10.869999885559082
2025-06-27,10.510000228881836
2025-06-30,10.569999694824219
2025-07-01,10.600000381469727
2025-07-02,11.399999618530273
2025-07-03,11.369999885559082
2025-07-07,10.850000381469727
2025-07-08,11.34000015258789
2025-07-09,11.720000267028809
2025-07-10,11.680000305175781
2025-07-11,11.729999542236328
2025-07-14,12.010000228881836
2025-07-15,11.670000076293945
2025-07-16,11.989999771118164
2025-07-17,12.619999885559082
2025-07-18,12.550000190734863
2025-07-21,12.3100004196167
2025-07-22,12.470000267028809
2025-07-23,13.529999732971191
2025-07-24,13.5600004196167
2025-07-25,13.880000114440918
