Date,LEU
2010-01-04,1140.10986328125
2010-01-05,1134.6153564453125
2010-01-06,1173.076904296875
2010-01-07,1203.2967529296875
2010-01-08,1181.3187255859375
2010-01-11,1173.076904296875
2010-01-12,1148.3516845703125
2010-01-13,1151.098876953125
2010-01-14,1142.857177734375
2010-01-15,1112.6373291015625
2010-01-19,1098.901123046875
2010-01-20,1090.6593017578125
2010-01-21,1035.7142333984375
2010-01-22,1013.7362670898438
2010-01-25,1024.7252197265625
2010-01-26,1002.7472534179688
2010-01-27,1019.2307739257812
2010-01-28,1013.7362670898438
2010-01-29,1098.901123046875
2010-02-01,1173.076904296875
2010-02-02,1184.06591796875
2010-02-03,1162.087890625
2010-02-04,1101.6483154296875
2010-02-05,1131.8681640625
2010-02-08,1120.879150390625
2010-02-09,1151.098876953125
2010-02-10,1159.3406982421875
2010-02-11,1164.835205078125
2010-02-12,1162.087890625
2010-02-16,1302.19775390625
2010-02-17,1291.208740234375
2010-02-18,1250.0
2010-02-19,1296.7032470703125
2010-02-22,1250.0
2010-02-23,1203.2967529296875
2010-02-24,1186.813232421875
2010-02-25,1217.032958984375
2010-02-26,1197.80224609375
2010-03-01,1445.054931640625
2010-03-02,1373.6263427734375
2010-03-03,1434.06591796875
2010-03-04,1439.5604248046875
2010-03-05,1420.3297119140625
2010-03-08,1423.076904296875
2010-03-09,1428.5714111328125
2010-03-10,1420.3297119140625
2010-03-11,1414.835205078125
2010-03-12,1412.087890625
2010-03-15,1467.032958984375
2010-03-16,1472.5274658203125
2010-03-17,1519.230712890625
2010-03-18,1472.5274658203125
2010-03-19,1472.5274658203125
2010-03-22,1472.5274658203125
2010-03-23,1472.5274658203125
2010-03-24,1615.3846435546875
2010-03-25,1524.7252197265625
2010-03-26,1538.4615478515625
2010-03-29,1598.901123046875
2010-03-30,1585.164794921875
2010-03-31,1585.164794921875
2010-04-01,1678.5714111328125
2010-04-05,1758.24169921875
2010-04-06,1730.769287109375
2010-04-07,1752.7471923828125
2010-04-08,1733.5164794921875
2010-04-09,1763.7362060546875
2010-04-12,1755.4945068359375
2010-04-13,1752.7471923828125
2010-04-14,1763.7362060546875
2010-04-15,1750.0
2010-04-16,1684.06591796875
2010-04-19,1681.3187255859375
2010-04-20,1686.813232421875
2010-04-21,1607.142822265625
2010-04-22,1662.087890625
2010-04-23,1681.3187255859375
2010-04-26,1656.5933837890625
2010-04-27,1596.15380859375
2010-04-28,1620.879150390625
2010-04-29,1637.3626708984375
2010-04-30,1648.3516845703125
2010-05-03,1629.120849609375
2010-05-04,1615.3846435546875
2010-05-05,1346.15380859375
2010-05-06,1208.791259765625
2010-05-07,1156.5933837890625
2010-05-10,1277.4725341796875
2010-05-11,1164.835205078125
2010-05-12,1252.7471923828125
2010-05-13,1239.010986328125
2010-05-14,1225.2747802734375
2010-05-17,1228.02197265625
2010-05-18,1219.7802734375
2010-05-19,1200.5494384765625
2010-05-20,1098.901123046875
2010-05-21,1164.835205078125
2010-05-24,1164.835205078125
2010-05-25,1445.054931640625
2010-05-26,1291.208740234375
2010-05-27,1406.5933837890625
2010-05-28,1450.5494384765625
2010-06-01,1392.857177734375
2010-06-02,1590.6593017578125
2010-06-03,1538.4615478515625
2010-06-04,1417.5823974609375
2010-06-07,1310.4395751953125
2010-06-08,1310.4395751953125
2010-06-09,1271.97802734375
2010-06-10,1337.912109375
2010-06-11,1359.89013671875
2010-06-14,1395.6043701171875
2010-06-15,1450.5494384765625
2010-06-16,1414.835205078125
2010-06-17,1390.10986328125
2010-06-18,1409.3406982421875
2010-06-21,1436.813232421875
2010-06-22,1434.06591796875
2010-06-23,1450.5494384765625
2010-06-24,1403.84619140625
2010-06-25,1464.2857666015625
2010-06-28,1447.80224609375
2010-06-29,1351.6483154296875
2010-06-30,1307.6922607421875
2010-07-01,1299.4505615234375
2010-07-02,1302.19775390625
2010-07-06,1277.4725341796875
2010-07-07,1376.3736572265625
2010-07-08,1423.076904296875
2010-07-09,1442.3077392578125
2010-07-12,1417.5823974609375
2010-07-13,1447.80224609375
2010-07-14,1428.5714111328125
2010-07-15,1390.10986328125
2010-07-16,1321.4285888671875
2010-07-19,1326.923095703125
2010-07-20,1370.879150390625
2010-07-21,1337.912109375
2010-07-22,1403.84619140625
2010-07-23,1445.054931640625
2010-07-26,1464.2857666015625
2010-07-27,1447.80224609375
2010-07-28,1439.5604248046875
2010-07-29,1478.02197265625
2010-07-30,1519.230712890625
2010-08-02,1552.19775390625
2010-08-03,1524.7252197265625
2010-08-04,1612.6373291015625
2010-08-05,1571.4285888671875
2010-08-06,1563.186767578125
2010-08-09,1563.186767578125
2010-08-10,1516.4835205078125
2010-08-11,1453.2967529296875
2010-08-12,1414.835205078125
2010-08-13,1392.857177734375
2010-08-16,1401.098876953125
2010-08-17,1447.80224609375
2010-08-18,1409.3406982421875
2010-08-19,1370.879150390625
2010-08-20,1406.5933837890625
2010-08-23,1340.6593017578125
2010-08-24,1302.19775390625
2010-08-25,1329.6702880859375
2010-08-26,1274.7252197265625
2010-08-27,1271.97802734375
2010-08-30,1258.24169921875
2010-08-31,1291.208740234375
2010-09-01,1346.15380859375
2010-09-02,1384.6153564453125
2010-09-03,1348.901123046875
2010-09-07,1313.186767578125
2010-09-08,1313.186767578125
2010-09-09,1324.17578125
2010-09-10,1343.4066162109375
2010-09-13,1381.8681640625
2010-09-14,1365.3846435546875
2010-09-15,1370.879150390625
2010-09-16,1359.89013671875
2010-09-17,1354.3956298828125
2010-09-20,1373.6263427734375
2010-09-21,1376.3736572265625
2010-09-22,1359.89013671875
2010-09-23,1351.6483154296875
2010-09-24,1395.6043701171875
2010-09-27,1420.3297119140625
2010-09-28,1428.5714111328125
2010-09-29,1467.032958984375
2010-09-30,1425.82421875
2010-10-01,1428.5714111328125
2010-10-04,1373.6263427734375
2010-10-05,1420.3297119140625
2010-10-06,1409.3406982421875
2010-10-07,1387.3626708984375
2010-10-08,1425.82421875
2010-10-11,1445.054931640625
2010-10-12,1447.80224609375
2010-10-13,1456.0439453125
2010-10-14,1447.80224609375
2010-10-15,1431.3187255859375
2010-10-18,1434.06591796875
2010-10-19,1368.1318359375
2010-10-20,1420.3297119140625
2010-10-21,1376.3736572265625
2010-10-22,1398.3516845703125
2010-10-25,1409.3406982421875
2010-10-26,1392.857177734375
2010-10-27,1362.6373291015625
2010-10-28,1478.02197265625
2010-10-29,1475.2747802734375
2010-11-01,1475.2747802734375
2010-11-02,1516.4835205078125
2010-11-03,1376.3736572265625
2010-11-04,1406.5933837890625
2010-11-05,1390.10986328125
2010-11-08,1423.076904296875
2010-11-09,1510.989013671875
2010-11-10,1546.7032470703125
2010-11-11,1618.1318359375
2010-11-12,1554.945068359375
2010-11-15,1560.4395751953125
2010-11-16,1458.791259765625
2010-11-17,1491.75830078125
2010-11-18,1500.0
2010-11-19,1519.230712890625
2010-11-22,1543.9560546875
2010-11-23,1516.4835205078125
2010-11-24,1557.6922607421875
2010-11-26,1615.3846435546875
2010-11-29,1640.10986328125
2010-11-30,1634.6153564453125
2010-12-01,1642.857177734375
2010-12-02,1648.3516845703125
2010-12-03,1637.3626708984375
2010-12-06,1703.2967529296875
2010-12-07,1662.087890625
2010-12-08,1623.6263427734375
2010-12-09,1629.120849609375
2010-12-10,1645.6043701171875
2010-12-13,1626.3736572265625
2010-12-14,1593.4066162109375
2010-12-15,1587.912109375
2010-12-16,1576.923095703125
2010-12-17,1552.19775390625
2010-12-20,1596.15380859375
2010-12-21,1664.835205078125
2010-12-22,1684.06591796875
2010-12-23,1692.3077392578125
2010-12-27,1670.3297119140625
2010-12-28,1637.3626708984375
2010-12-29,1612.6373291015625
2010-12-30,1653.84619140625
2010-12-31,1653.84619140625
2011-01-03,1645.6043701171875
2011-01-04,1623.6263427734375
2011-01-05,1642.857177734375
2011-01-06,1664.835205078125
2011-01-07,1697.80224609375
2011-01-10,1717.032958984375
2011-01-11,1659.3406982421875
2011-01-12,1670.3297119140625
2011-01-13,1609.89013671875
2011-01-14,1629.120849609375
2011-01-18,1604.3956298828125
2011-01-19,1535.7142333984375
2011-01-20,1524.7252197265625
2011-01-21,1516.4835205078125
2011-01-24,1532.967041015625
2011-01-25,1505.4945068359375
2011-01-26,1543.9560546875
2011-01-27,1560.4395751953125
2011-01-28,1530.2197265625
2011-01-31,1524.7252197265625
2011-02-01,1593.4066162109375
2011-02-02,1631.8681640625
2011-02-03,1664.835205078125
2011-02-04,1607.142822265625
2011-02-07,1609.89013671875
2011-02-08,1609.89013671875
2011-02-09,1582.4176025390625
2011-02-10,1587.912109375
2011-02-11,1607.142822265625
2011-02-14,1618.1318359375
2011-02-15,1618.1318359375
2011-02-16,1604.3956298828125
2011-02-17,1626.3736572265625
2011-02-18,1604.3956298828125
2011-02-22,1541.208740234375
2011-02-23,1436.813232421875
2011-02-24,1450.5494384765625
2011-02-25,1450.5494384765625
2011-02-28,1461.5384521484375
2011-03-01,1417.5823974609375
2011-03-02,1428.5714111328125
2011-03-03,1442.3077392578125
2011-03-04,1505.4945068359375
2011-03-07,1510.989013671875
2011-03-08,1450.5494384765625
2011-03-09,1453.2967529296875
2011-03-10,1414.835205078125
2011-03-11,1417.5823974609375
2011-03-14,1260.989013671875
2011-03-15,1197.80224609375
2011-03-16,1200.5494384765625
2011-03-17,1203.2967529296875
2011-03-18,1263.7362060546875
2011-03-21,1310.4395751953125
2011-03-22,1337.912109375
2011-03-23,1324.17578125
2011-03-24,1324.17578125
2011-03-25,1307.6922607421875
2011-03-28,1247.2528076171875
2011-03-29,1219.7802734375
2011-03-30,1214.2857666015625
2011-03-31,1208.791259765625
2011-04-01,1192.3077392578125
2011-04-04,1203.2967529296875
2011-04-05,1228.02197265625
2011-04-06,1230.769287109375
2011-04-07,1230.769287109375
2011-04-08,1214.2857666015625
2011-04-11,1178.5714111328125
2011-04-12,1170.3297119140625
2011-04-13,1175.82421875
2011-04-14,1195.054931640625
2011-04-15,1217.032958984375
2011-04-18,1184.06591796875
2011-04-19,1192.3077392578125
2011-04-20,1225.2747802734375
2011-04-21,1225.2747802734375
2011-04-25,1236.2637939453125
2011-04-26,1274.7252197265625
2011-04-27,1258.24169921875
2011-04-28,1252.7471923828125
2011-04-29,1258.24169921875
