Date,LEU
2011-05-02,1250.0
2011-05-03,1173.076904296875
2011-05-04,1173.076904296875
2011-05-05,1184.06591796875
2011-05-06,1181.3187255859375
2011-05-09,1225.2747802734375
2011-05-10,1263.7362060546875
2011-05-11,1195.054931640625
2011-05-12,1222.5274658203125
2011-05-13,1170.3297119140625
2011-05-16,1162.087890625
2011-05-17,1137.3626708984375
2011-05-18,1159.3406982421875
2011-05-19,1134.6153564453125
2011-05-20,1101.6483154296875
2011-05-23,1087.912109375
2011-05-24,1065.93408203125
2011-05-25,1054.945068359375
2011-05-26,1142.857177734375
2011-05-27,1145.6043701171875
2011-05-31,1148.3516845703125
2011-06-01,1093.4066162109375
2011-06-02,1112.6373291015625
2011-06-03,1082.4176025390625
2011-06-06,1049.4505615234375
2011-06-07,997.2527465820312
2011-06-08,925.8241577148438
2011-06-09,945.054931640625
2011-06-10,953.2966918945312
2011-06-13,936.8131713867188
2011-06-14,961.5384521484375
2011-06-15,887.3626098632812
2011-06-16,901.098876953125
2011-06-17,914.8351440429688
2011-06-20,906.5933837890625
2011-06-21,956.0439453125
2011-06-22,947.8021850585938
2011-06-23,890.10986328125
2011-06-24,846.1538696289062
2011-06-27,848.901123046875
2011-06-28,862.6373901367188
2011-06-29,873.6264038085938
2011-06-30,917.5823974609375
2011-07-01,934.06591796875
2011-07-05,870.879150390625
2011-07-06,876.3735961914062
2011-07-07,903.8461303710938
2011-07-08,898.3516235351562
2011-07-11,851.6483764648438
2011-07-12,840.6593627929688
2011-07-13,873.6264038085938
2011-07-14,854.3956298828125
2011-07-15,832.4176025390625
2011-07-18,846.1538696289062
2011-07-19,901.098876953125
2011-07-20,923.076904296875
2011-07-21,958.7911987304688
2011-07-22,958.7911987304688
2011-07-25,936.8131713867188
2011-07-26,972.5274658203125
2011-07-27,934.06591796875
2011-07-28,912.087890625
2011-07-29,936.8131713867188
2011-08-01,892.8571166992188
2011-08-02,901.098876953125
2011-08-03,873.6264038085938
2011-08-04,656.5933837890625
2011-08-05,587.912109375
2011-08-08,618.1318969726562
2011-08-09,689.5604248046875
2011-08-10,620.879150390625
2011-08-11,678.5714111328125
2011-08-12,634.6153564453125
2011-08-15,673.076904296875
2011-08-16,620.879150390625
2011-08-17,604.3956298828125
2011-08-18,626.3735961914062
2011-08-19,634.6153564453125
2011-08-22,620.879150390625
2011-08-23,634.6153564453125
2011-08-24,618.1318969726562
2011-08-25,615.3846435546875
2011-08-26,609.89013671875
2011-08-29,629.120849609375
2011-08-30,629.120849609375
2011-08-31,598.901123046875
2011-09-01,590.6593627929688
2011-09-02,565.93408203125
2011-09-06,549.4505615234375
2011-09-07,552.1978149414062
2011-09-08,527.4725341796875
2011-09-09,489.010986328125
2011-09-12,516.4835205078125
2011-09-13,535.7142944335938
2011-09-14,538.4615478515625
2011-09-15,552.1978149414062
2011-09-16,563.1868286132812
2011-09-19,532.967041015625
2011-09-20,521.97802734375
2011-09-21,500.0
2011-09-22,480.76922607421875
2011-09-23,494.5054931640625
2011-09-26,508.24176025390625
2011-09-27,519.2307739257812
2011-09-28,486.26373291015625
2011-09-29,491.75823974609375
2011-09-30,442.30767822265625
2011-10-03,337.9120788574219
2011-10-04,381.8681335449219
2011-10-05,357.1428527832031
2011-10-06,357.1428527832031
2011-10-07,332.4175720214844
2011-10-10,357.1428527832031
2011-10-11,354.3955993652344
2011-10-12,357.1428527832031
2011-10-13,365.3846130371094
2011-10-14,560.4395751953125
2011-10-17,601.6483764648438
2011-10-18,576.923095703125
2011-10-19,565.93408203125
2011-10-20,568.6813354492188
2011-10-21,513.7362670898438
2011-10-24,576.923095703125
2011-10-25,576.923095703125
2011-10-26,612.6373901367188
2011-10-27,637.3626098632812
2011-10-28,642.8571166992188
2011-10-31,576.923095703125
2011-11-01,585.1648559570312
2011-11-02,604.3956298828125
2011-11-03,565.93408203125
2011-11-04,554.945068359375
2011-11-07,516.4835205078125
2011-11-08,510.989013671875
2011-11-09,442.30767822265625
2011-11-10,453.29669189453125
2011-11-11,453.29669189453125
2011-11-14,398.3516540527344
2011-11-15,395.6044006347656
2011-11-16,376.3736267089844
2011-11-17,368.1318664550781
2011-11-18,365.3846130371094
2011-11-21,357.1428527832031
2011-11-22,351.6483459472656
2011-11-23,337.9120788574219
2011-11-25,335.1648254394531
2011-11-28,343.4065856933594
2011-11-29,348.9010925292969
2011-11-30,387.3626403808594
2011-12-01,373.6263732910156
2011-12-02,351.6483459472656
2011-12-05,346.1538391113281
2011-12-06,326.9230651855469
2011-12-07,337.9120788574219
2011-12-08,340.6593322753906
2011-12-09,340.6593322753906
2011-12-12,346.1538391113281
2011-12-13,329.6703186035156
2011-12-14,329.6703186035156
2011-12-15,318.6813049316406
2011-12-16,313.1867980957031
2011-12-19,296.70330810546875
2011-12-20,313.1867980957031
2011-12-21,335.1648254394531
2011-12-22,332.4175720214844
2011-12-23,332.4175720214844
2011-12-27,313.1867980957031
2011-12-28,326.9230651855469
2011-12-29,324.1758117675781
2011-12-30,313.1867980957031
2012-01-03,354.3955993652344
2012-01-04,357.1428527832031
2012-01-05,390.1098937988281
2012-01-06,357.1428527832031
2012-01-09,351.6483459472656
2012-01-10,348.9010925292969
2012-01-11,370.8791198730469
2012-01-12,365.3846130371094
2012-01-13,365.3846130371094
2012-01-17,420.3296813964844
2012-01-18,401.0989074707031
2012-01-19,403.8461608886719
2012-01-20,387.3626403808594
2012-01-23,392.8571472167969
2012-01-24,381.8681335449219
2012-01-25,395.6044006347656
2012-01-26,447.80218505859375
2012-01-27,494.5054931640625
2012-01-30,475.27471923828125
2012-01-31,524.7252807617188
2012-02-01,458.79119873046875
2012-02-02,464.28570556640625
2012-02-03,461.5384521484375
2012-02-06,445.054931640625
2012-02-07,453.29669189453125
2012-02-08,445.054931640625
2012-02-09,439.5604248046875
2012-02-10,362.6373596191406
2012-02-13,381.8681335449219
2012-02-14,387.3626403808594
2012-02-15,379.1208801269531
2012-02-16,401.0989074707031
2012-02-17,395.6044006347656
2012-02-21,425.8241882324219
2012-02-22,423.0769348144531
2012-02-23,414.8351745605469
2012-02-24,406.5934143066406
2012-02-27,398.3516540527344
2012-02-28,381.8681335449219
2012-02-29,368.1318664550781
2012-03-01,379.1208801269531
2012-03-02,381.8681335449219
2012-03-05,362.6373596191406
2012-03-06,343.4065856933594
2012-03-07,348.9010925292969
2012-03-08,340.6593322753906
2012-03-09,376.3736267089844
2012-03-12,368.1318664550781
2012-03-13,359.8901062011719
2012-03-14,348.9010925292969
2012-03-15,362.6373596191406
2012-03-16,357.1428527832031
2012-03-19,335.1648254394531
2012-03-20,340.6593322753906
2012-03-21,340.6593322753906
2012-03-22,337.9120788574219
2012-03-23,329.6703186035156
2012-03-26,318.6813049316406
2012-03-27,310.4395751953125
2012-03-28,302.19781494140625
2012-03-29,296.70330810546875
2012-03-30,291.20880126953125
2012-04-02,310.4395751953125
2012-04-03,318.6813049316406
2012-04-04,307.69232177734375
2012-04-05,313.1867980957031
2012-04-09,302.19781494140625
2012-04-10,280.21978759765625
2012-04-11,277.4725341796875
2012-04-12,293.9560546875
2012-04-13,296.70330810546875
2012-04-16,280.21978759765625
2012-04-17,288.4615478515625
2012-04-18,280.21978759765625
2012-04-19,269.23077392578125
2012-04-20,271.97802734375
2012-04-23,244.5054931640625
2012-04-24,228.02197265625
2012-04-25,236.26373291015625
2012-04-26,230.76922607421875
2012-04-27,225.27471923828125
2012-04-30,230.76922607421875
2012-05-01,230.76922607421875
2012-05-02,228.02197265625
2012-05-03,230.76922607421875
2012-05-04,222.5274658203125
2012-05-07,208.7912139892578
2012-05-08,222.5274658203125
2012-05-09,217.03297424316406
2012-05-10,219.78021240234375
2012-05-11,219.78021240234375
2012-05-14,208.7912139892578
2012-05-15,211.53846740722656
2012-05-16,203.2967071533203
2012-05-17,186.8131866455078
2012-05-18,181.3186798095703
2012-05-21,195.05494689941406
2012-05-22,197.8022003173828
2012-05-23,189.56044006347656
2012-05-24,181.3186798095703
2012-05-25,200.54945373535156
2012-05-29,217.03297424316406
2012-05-30,195.05494689941406
2012-05-31,197.8022003173828
2012-06-01,200.54945373535156
2012-06-04,192.3076934814453
2012-06-05,203.2967071533203
2012-06-06,219.78021240234375
2012-06-07,219.78021240234375
2012-06-08,208.7912139892578
2012-06-11,203.2967071533203
2012-06-12,208.7912139892578
2012-06-13,260.989013671875
2012-06-14,288.4615478515625
2012-06-15,315.9340515136719
2012-06-18,293.9560546875
2012-06-19,293.9560546875
2012-06-20,288.4615478515625
2012-06-21,255.4945068359375
2012-06-22,269.23077392578125
2012-06-25,244.5054931640625
2012-06-26,230.76922607421875
2012-06-27,225.27471923828125
2012-06-28,239.010986328125
2012-06-29,271.97802734375
2012-07-02,266.4835205078125
2012-07-03,280.21978759765625
2012-07-05,274.72528076171875
2012-07-06,260.989013671875
2012-07-09,260.989013671875
2012-07-10,247.25274658203125
2012-07-11,239.010986328125
2012-07-12,244.5054931640625
2012-07-13,247.25274658203125
2012-07-16,247.25274658203125
2012-07-17,247.25274658203125
2012-07-18,233.5164794921875
2012-07-19,222.5274658203125
2012-07-20,247.25274658203125
2012-07-23,241.75823974609375
2012-07-24,236.26373291015625
2012-07-25,233.5164794921875
2012-07-26,228.02197265625
2012-07-27,247.25274658203125
2012-07-30,244.5054931640625
2012-07-31,263.73626708984375
2012-08-01,219.78021240234375
2012-08-02,228.02197265625
2012-08-03,211.53846740722656
2012-08-06,219.78021240234375
2012-08-07,225.27471923828125
2012-08-08,208.7912139892578
2012-08-09,252.74725341796875
2012-08-10,239.010986328125
2012-08-13,239.010986328125
2012-08-14,230.76922607421875
2012-08-15,228.02197265625
2012-08-16,219.78021240234375
2012-08-17,214.2857208251953
2012-08-20,203.2967071533203
2012-08-21,203.2967071533203
2012-08-22,200.54945373535156
2012-08-23,189.56044006347656
2012-08-24,189.56044006347656
2012-08-27,178.57142639160156
2012-08-28,175.8241729736328
2012-08-29,175.8241729736328
2012-08-30,181.3186798095703
2012-08-31,170.3296661376953
2012-09-04,167.58241271972656
2012-09-05,159.3406524658203
2012-09-06,148.35165405273438
2012-09-07,137.36264038085938
2012-09-10,142.85714721679688
2012-09-11,137.36264038085938
2012-09-12,137.36264038085938
2012-09-13,148.35165405273438
2012-09-14,173.07691955566406
2012-09-17,186.8131866455078
2012-09-18,192.3076934814453
2012-09-19,203.2967071533203
2012-09-20,230.76922607421875
2012-09-21,260.989013671875
2012-09-24,228.02197265625
2012-09-25,211.53846740722656
2012-09-26,208.7912139892578
2012-09-27,219.78021240234375
2012-09-28,214.2857208251953
2012-10-01,200.54945373535156
2012-10-02,206.04396057128906
2012-10-03,197.8022003173828
2012-10-04,192.3076934814453
2012-10-05,189.56044006347656
2012-10-08,181.3186798095703
2012-10-09,181.3186798095703
2012-10-10,184.06593322753906
2012-10-11,189.56044006347656
2012-10-12,186.8131866455078
2012-10-15,200.54945373535156
2012-10-16,192.3076934814453
2012-10-17,184.06593322753906
2012-10-18,178.57142639160156
2012-10-19,181.3186798095703
2012-10-22,181.3186798095703
2012-10-23,178.57142639160156
2012-10-24,181.3186798095703
2012-10-25,186.8131866455078
2012-10-26,181.3186798095703
2012-10-31,186.8131866455078
2012-11-01,189.56044006347656
2012-11-02,186.8131866455078
2012-11-05,189.56044006347656
2012-11-06,184.06593322753906
2012-11-07,175.8241729736328
2012-11-08,167.58241271972656
2012-11-09,162.08790588378906
2012-11-12,162.08790588378906
2012-11-13,159.3406524658203
2012-11-14,151.09890747070312
2012-11-15,148.35165405273438
2012-11-16,145.60440063476562
2012-11-19,162.08790588378906
2012-11-20,167.58241271972656
2012-11-21,164.8351593017578
2012-11-23,164.8351593017578
2012-11-26,167.58241271972656
2012-11-27,173.07691955566406
2012-11-28,159.3406524658203
2012-11-29,156.59341430664062
2012-11-30,134.61538696289062
2012-12-03,148.35165405273438
2012-12-04,140.10989379882812
2012-12-05,140.10989379882812
2012-12-06,137.36264038085938
2012-12-07,137.36264038085938
2012-12-10,134.61538696289062
2012-12-11,140.10989379882812
2012-12-12,142.85714721679688
2012-12-13,140.10989379882812
2012-12-14,140.10989379882812
2012-12-17,148.35165405273438
2012-12-18,159.3406524658203
2012-12-19,159.3406524658203
2012-12-20,159.3406524658203
2012-12-21,137.36264038085938
2012-12-24,153.84616088867188
2012-12-26,153.84616088867188
2012-12-27,142.85714721679688
2012-12-28,148.35165405273438
2012-12-31,145.60440063476562
2013-01-02,153.84616088867188
2013-01-03,156.59341430664062
2013-01-04,170.3296661376953
2013-01-07,173.07691955566406
2013-01-08,173.07691955566406
2013-01-09,170.3296661376953
2013-01-10,167.58241271972656
2013-01-11,159.3406524658203
2013-01-14,162.08790588378906
2013-01-15,162.08790588378906
2013-01-16,162.08790588378906
2013-01-17,178.57142639160156
2013-01-18,181.3186798095703
2013-01-22,175.8241729736328
2013-01-23,175.8241729736328
2013-01-24,178.57142639160156
2013-01-25,178.57142639160156
2013-01-28,164.8351593017578
2013-01-29,162.08790588378906
2013-01-30,159.3406524658203
2013-01-31,156.59341430664062
2013-02-01,156.59341430664062
2013-02-04,159.3406524658203
2013-02-05,151.09890747070312
2013-02-06,145.60440063476562
2013-02-07,148.35165405273438
2013-02-08,148.35165405273438
2013-02-11,156.59341430664062
2013-02-12,156.59341430664062
2013-02-13,145.60440063476562
2013-02-14,148.35165405273438
2013-02-15,151.09890747070312
2013-02-19,151.09890747070312
2013-02-20,145.60440063476562
2013-02-21,145.60440063476562
2013-02-22,142.85714721679688
2013-02-25,140.10989379882812
2013-02-26,129.12088012695312
2013-02-27,137.36264038085938
2013-02-28,131.86813354492188
2013-03-01,134.61538696289062
2013-03-04,137.36264038085938
2013-03-05,131.86813354492188
2013-03-06,134.61538696289062
2013-03-07,140.10989379882812
2013-03-08,131.86813354492188
2013-03-11,134.61538696289062
2013-03-12,134.61538696289062
2013-03-13,118.13186645507812
2013-03-14,112.63735961914062
2013-03-15,93.4065933227539
2013-03-18,107.14286041259766
2013-03-19,104.3956069946289
2013-03-20,104.3956069946289
2013-03-21,112.63735961914062
2013-03-22,107.14286041259766
2013-03-25,104.3956069946289
2013-03-26,98.9011001586914
2013-03-27,101.64835357666016
2013-03-28,101.64835357666016
2013-04-01,90.65933990478516
2013-04-02,96.15384674072266
2013-04-03,96.15384674072266
2013-04-04,96.15384674072266
2013-04-05,90.65933990478516
2013-04-08,90.65933990478516
2013-04-09,90.65933990478516
2013-04-10,93.4065933227539
2013-04-11,98.9011001586914
2013-04-12,96.15384674072266
2013-04-15,93.4065933227539
2013-04-16,90.65933990478516
2013-04-17,87.9120864868164
2013-04-18,85.16483306884766
2013-04-19,82.4175796508789
2013-04-22,82.4175796508789
2013-04-23,82.4175796508789
2013-04-24,87.9120864868164
2013-04-25,85.16483306884766
2013-04-26,85.16483306884766
2013-04-29,87.9120864868164
2013-04-30,87.9120864868164
2013-05-01,90.65933990478516
2013-05-02,93.4065933227539
2013-05-03,96.15384674072266
2013-05-06,120.87911987304688
2013-05-07,104.3956069946289
2013-05-08,101.64835357666016
2013-05-09,96.15384674072266
2013-05-10,96.15384674072266
2013-05-13,96.15384674072266
2013-05-14,98.9011001586914
2013-05-15,90.65933990478516
2013-05-16,98.9011001586914
2013-05-17,96.15384674072266
2013-05-20,93.4065933227539
2013-05-21,101.64835357666016
2013-05-22,98.9011001586914
2013-05-23,107.14286041259766
2013-05-24,98.9011001586914
2013-05-28,98.9011001586914
2013-05-29,101.64835357666016
2013-05-30,98.9011001586914
2013-05-31,101.64835357666016
2013-06-03,101.64835357666016
2013-06-04,96.15384674072266
2013-06-05,98.9011001586914
2013-06-06,90.65933990478516
2013-06-07,93.4065933227539
2013-06-10,90.65933990478516
2013-06-11,96.15384674072266
2013-06-12,87.9120864868164
2013-06-13,87.9120864868164
2013-06-14,85.16483306884766
2013-06-17,87.9120864868164
2013-06-18,85.16483306884766
2013-06-19,87.9120864868164
2013-06-20,82.4175796508789
2013-06-21,82.4175796508789
2013-06-24,90.65933990478516
2013-06-25,85.16483306884766
2013-06-26,87.9120864868164
2013-06-27,79.67032623291016
2013-06-28,79.67032623291016
2013-07-01,79.67032623291016
2013-07-02,73.07691955566406
2013-07-03,61.978023529052734
2013-07-05,37.47252655029297
2013-07-08,32.52747344970703
2013-07-09,35.71428680419922
2013-07-10,36.483516693115234
2013-07-11,35.05494689941406
2013-07-12,38.4615364074707
2013-07-15,40.989009857177734
2013-07-16,42.19780349731445
2013-07-17,50.10988998413086
2013-07-18,51.42856979370117
2013-07-19,66.48351287841797
2013-07-22,131.64834594726562
2013-07-23,136.92308044433594
2013-07-24,146.7032928466797
2013-07-25,153.5164794921875
2013-07-26,211.09890747070312
2013-07-29,318.9010925292969
2013-07-30,214.06593322753906
2013-07-31,218.6813201904297
2013-08-01,207.6923065185547
2013-08-02,189.78021240234375
2013-08-05,199.6703338623047
2013-08-06,193.5164794921875
2013-08-07,201.2087860107422
2013-08-08,228.35165405273438
2013-08-09,209.3406524658203
2013-08-12,216.8131866455078
2013-08-13,202.96702575683594
2013-08-14,198.7912139892578
2013-08-15,197.4725341796875
2013-08-16,187.58241271972656
2013-08-19,189.010986328125
2013-08-20,182.41758728027344
2013-08-21,182.41758728027344
2013-08-22,186.92308044433594
2013-08-23,179.89010620117188
2013-08-26,201.75823974609375
2013-08-27,184.06593322753906
2013-08-28,185.7142791748047
2013-08-29,184.2857208251953
2013-08-30,180.87911987304688
2013-09-03,161.42857360839844
2013-09-04,156.15383911132812
2013-09-05,149.45054626464844
2013-09-06,139.45054626464844
