Date,ITGR
2010-01-04,17.821331024169922
2010-01-05,17.538742065429688
2010-01-06,17.839561462402344
2010-01-07,17.75752067565918
2010-01-08,18.204193115234375
2010-01-11,18.55059242248535
2010-01-12,18.687328338623047
2010-01-13,18.906108856201172
2010-01-14,19.197811126708984
2010-01-15,19.033727645874023
2010-01-19,19.3254337310791
2010-01-20,19.21604347229004
2010-01-21,19.10665512084961
2010-01-22,18.824066162109375
2010-01-25,18.7876033782959
2010-01-26,18.49589729309082
2010-01-27,18.514129638671875
2010-01-28,18.122150421142578
2010-01-29,17.91248893737793
2010-02-01,18.149499893188477
2010-02-02,18.158613204956055
2010-02-03,18.213308334350586
2010-02-04,18.01276206970215
2010-02-05,18.1677303314209
2010-02-08,17.885141372680664
2010-02-09,18.003646850585938
2010-02-10,17.994531631469727
2010-02-11,17.976299285888672
2010-02-12,18.049224853515625
2010-02-16,18.049224853515625
2010-02-17,18.277118682861328
2010-02-18,18.350046157836914
2010-02-19,18.304466247558594
2010-02-22,18.204193115234375
2010-02-23,17.93071937561035
2010-02-24,17.730173110961914
2010-02-25,17.948951721191406
2010-02-26,17.793983459472656
2010-03-01,17.70282554626465
2010-03-02,17.76663589477539
2010-03-03,18.49589729309082
2010-03-04,19.252506256103516
2010-03-05,19.27073860168457
2010-03-08,19.051959991455078
2010-03-09,18.988149642944336
2010-03-10,18.997264862060547
2010-03-11,18.79671859741211
2010-03-12,18.669097900390625
2010-03-15,18.523244857788086
2010-03-16,18.44120216369629
2010-03-17,18.587055206298828
2010-03-18,18.714675903320312
2010-03-19,18.79671859741211
2010-03-22,19.051959991455078
2010-03-23,19.243391036987305
2010-03-24,19.088422775268555
2010-03-25,18.723791122436523
2010-03-26,18.833181381225586
2010-03-29,18.778486251831055
2010-03-30,19.10665512084961
2010-03-31,19.316316604614258
2010-04-01,19.051959991455078
2010-04-05,19.41659164428711
2010-04-06,19.662715911865234
2010-04-07,19.63536834716797
2010-04-08,19.598905563354492
2010-04-09,19.48040008544922
2010-04-12,19.94530487060547
2010-04-13,19.817684173583984
2010-04-14,20.04557991027832
2010-04-15,20.218778610229492
2010-04-16,20.200546264648438
2010-04-19,20.300819396972656
2010-04-20,20.47402000427246
2010-04-21,20.656335830688477
2010-04-22,20.847766876220703
2010-04-23,20.9845027923584
2010-04-26,21.20328140258789
2010-04-27,21.877849578857422
2010-04-28,21.394712448120117
2010-04-29,21.121240615844727
2010-04-30,20.36463165283203
2010-05-03,20.227893829345703
2010-05-04,20.00911521911621
2010-05-05,20.00911521911621
2010-05-06,19.462169647216797
2010-05-07,19.489517211914062
2010-05-10,19.917957305908203
2010-05-11,20.018232345581055
2010-05-12,20.16408348083496
2010-05-13,20.26435661315918
2010-05-14,20.391977310180664
2010-05-17,20.492252349853516
2010-05-18,20.501367568969727
2010-05-19,20.47402000427246
2010-05-20,19.699180603027344
2010-05-21,19.58979034423828
2010-05-24,19.088422775268555
2010-05-25,18.94257164001465
2010-05-26,19.0154972076416
2010-05-27,19.298086166381836
2010-05-28,19.21604347229004
2010-06-01,19.143117904663086
2010-06-02,19.753873825073242
2010-06-03,19.6900634765625
2010-06-04,18.924339294433594
2010-06-07,18.65086555480957
2010-06-08,18.450319290161133
2010-06-09,18.459434509277344
2010-06-10,18.659982681274414
2010-06-11,18.869644165039062
2010-06-14,18.887876510620117
2010-06-15,19.197811126708984
2010-06-16,19.0975399017334
2010-06-17,19.27985382080078
2010-06-18,19.94530487060547
2010-06-21,20.182315826416016
2010-06-22,20.346399307250977
2010-06-23,20.227893829345703
2010-06-24,20.036462783813477
2010-06-25,20.446672439575195
2010-06-28,20.510482788085938
2010-06-29,20.237009048461914
2010-06-30,20.337284088134766
2010-07-01,19.972652435302734
2010-07-02,20.05469512939453
2010-07-06,20.036462783813477
2010-07-07,20.237009048461914
2010-07-08,20.793071746826172
2010-07-09,21.112123489379883
2010-07-12,21.185049057006836
2010-07-13,21.494985580444336
2010-07-14,21.586143493652344
2010-07-15,21.467639923095703
2010-07-16,21.04831314086914
2010-07-19,20.619871139526367
2010-07-20,20.62898826599121
2010-07-21,19.917957305908203
2010-07-22,20.483135223388672
2010-07-23,21.08477783203125
2010-07-26,21.51321792602539
2010-07-27,21.422060012817383
2010-07-28,20.838651657104492
2010-07-29,20.82953453063965
2010-07-30,20.58340835571289
2010-08-02,20.856882095336914
2010-08-03,20.683683395385742
2010-08-04,20.911577224731445
2010-08-05,20.820419311523438
2010-08-06,20.78395652770996
2010-08-09,21.221513748168945
2010-08-10,21.13947105407715
2010-08-11,20.41932487487793
2010-08-12,20.401094436645508
2010-08-13,20.04557991027832
2010-08-16,20.191431045532227
2010-08-17,20.711029052734375
2010-08-18,21.08477783203125
2010-08-19,21.130355834960938
2010-08-20,21.230628967285156
2010-08-23,20.692798614501953
2010-08-24,20.10938835144043
2010-08-25,20.282588958740234
2010-08-26,19.89061164855957
2010-08-27,20.15496826171875
2010-08-30,19.99088478088379
2010-08-31,20.00911521911621
2010-09-01,20.082042694091797
2010-09-02,20.328168869018555
2010-09-03,20.237009048461914
2010-09-07,19.881494522094727
2010-09-08,19.726526260375977
2010-09-09,19.79033660888672
2010-09-10,19.753873825073242
2010-09-13,20.072925567626953
2010-09-14,20.018232345581055
2010-09-15,20.300819396972656
2010-09-16,20.072925567626953
2010-09-17,20.00911521911621
2010-09-20,20.647220611572266
2010-09-21,20.483135223388672
2010-09-22,20.437557220458984
2010-09-23,20.10027313232422
2010-09-24,20.920692443847656
2010-09-27,20.88422966003418
2010-09-28,21.130355834960938
2010-09-29,21.385597229003906
2010-09-30,21.13947105407715
2010-10-01,20.820419311523438
2010-10-04,20.31905174255371
2010-10-05,20.856882095336914
2010-10-06,20.793071746826172
2010-10-07,20.58340835571289
2010-10-08,20.56517791748047
2010-10-11,20.51959991455078
2010-10-12,20.556062698364258
2010-10-13,21.175933837890625
2010-10-14,21.267091751098633
2010-10-15,21.34913444519043
2010-10-18,21.77757453918457
2010-10-19,21.267091751098633
2010-10-20,21.467639923095703
2010-10-21,21.330902099609375
2010-10-22,21.34913444519043
2010-10-25,21.440292358398438
2010-10-26,21.467639923095703
2010-10-27,21.549680709838867
2010-10-28,21.549680709838867
2010-10-29,19.826799392700195
2010-11-01,19.89061164855957
2010-11-02,20.191431045532227
2010-11-03,20.027347564697266
2010-11-04,20.41932487487793
2010-11-05,20.601640701293945
2010-11-08,20.41020965576172
2010-11-09,20.0
2010-11-10,20.282588958740234
2010-11-11,20.337284088134766
2010-11-12,20.328168869018555
2010-11-15,20.62898826599121
2010-11-16,20.346399307250977
2010-11-17,20.282588958740234
2010-11-18,20.57429313659668
2010-11-19,20.47402000427246
2010-11-22,20.42844009399414
2010-11-23,20.282588958740234
2010-11-24,20.701913833618164
2010-11-26,20.57429313659668
2010-11-29,20.45578956604004
2010-11-30,19.972652435302734
2010-12-01,20.42844009399414
2010-12-02,20.501367568969727
2010-12-03,20.382862091064453
2010-12-06,20.41020965576172
2010-12-07,20.78395652770996
2010-12-08,20.847766876220703
2010-12-09,20.9024600982666
2010-12-10,21.330902099609375
2010-12-13,21.56791114807129
2010-12-14,21.795806884765625
2010-12-15,21.741111755371094
2010-12-16,21.62260627746582
2010-12-17,21.814037322998047
2010-12-20,22.160438537597656
2010-12-21,22.288057327270508
2010-12-22,22.206016540527344
2010-12-23,22.123973846435547
2010-12-27,22.488605499267578
2010-12-28,22.470373153686523
2010-12-29,22.69826889038086
2010-12-30,22.579763412475586
2010-12-31,22.014585494995117
2011-01-03,22.379215240478516
2011-01-04,21.731996536254883
2011-01-05,21.722881317138672
2011-01-06,21.649953842163086
2011-01-07,21.56791114807129
2011-01-10,21.30355453491211
2011-01-11,21.77757453918457
2011-01-12,21.959890365600586
2011-01-13,21.631723403930664
2011-01-14,22.005468368530273
2011-01-18,22.18778419494629
2011-01-19,21.704648971557617
2011-01-20,21.51321792602539
2011-01-21,21.020965576171875
2011-01-24,20.911577224731445
