Date,GNK
2014-07-15,136.20347595214844
2014-07-16,137.82498168945312
2014-07-17,139.44644165039062
2014-07-18,139.44644165039062
2014-07-21,139.44644165039062
2014-07-22,139.12216186523438
2014-07-23,139.12216186523438
2014-07-24,139.12216186523438
2014-07-25,138.14926147460938
2014-07-28,138.14926147460938
2014-07-29,139.44644165039062
2014-07-30,138.14926147460938
2014-07-31,139.44644165039062
2014-08-01,139.44644165039062
2014-08-04,139.44644165039062
2014-08-05,139.44644165039062
2014-08-06,139.44644165039062
2014-08-07,139.44644165039062
2014-08-08,139.44644165039062
2014-08-11,139.44644165039062
2014-08-12,132.96055603027344
2014-08-13,139.44644165039062
2014-08-14,139.44644165039062
2014-08-15,139.44644165039062
2014-08-18,136.20347595214844
2014-08-19,139.44644165039062
2014-08-20,139.44644165039062
2014-08-21,139.44644165039062
2014-08-22,139.44644165039062
2014-08-25,139.44644165039062
2014-08-26,139.44644165039062
2014-08-27,138.14926147460938
2014-08-28,138.14926147460938
2014-08-29,136.20347595214844
2014-09-02,136.52781677246094
2014-09-03,138.14926147460938
2014-09-04,139.44644165039062
2014-09-05,139.44644165039062
2014-09-08,138.14926147460938
2014-09-09,136.20347595214844
2014-09-10,136.20347595214844
2014-09-11,136.8520965576172
2014-09-12,136.20347595214844
2014-09-15,136.8520965576172
2014-09-16,136.8520965576172
2014-09-17,136.52781677246094
2014-09-18,136.20347595214844
2014-09-19,136.20347595214844
2014-09-22,136.20347595214844
2014-09-23,133.2848358154297
2014-09-24,133.2848358154297
2014-09-25,133.2848358154297
2014-09-26,132.96055603027344
2014-09-29,129.71762084960938
2014-09-30,129.71762084960938
2014-10-01,124.85324096679688
2014-10-02,119.98881530761719
2014-10-03,115.1243667602539
2014-10-06,115.1243667602539
2014-10-07,115.1243667602539
2014-10-08,115.1243667602539
2014-10-09,115.1243667602539
2014-10-10,115.1243667602539
2014-10-13,113.56781005859375
2014-10-14,113.50292205810547
2014-10-15,97.28820037841797
2014-10-16,97.28820037841797
2014-10-17,97.28820037841797
2014-10-20,97.28820037841797
2014-10-21,97.28820037841797
2014-10-22,97.28820037841797
2014-10-23,100.53116607666016
2014-10-24,100.85545349121094
2014-10-27,100.53116607666016
2014-10-28,100.20685577392578
2014-10-29,100.20685577392578
2014-10-30,101.50405883789062
2014-10-31,101.50405883789062
2014-11-03,101.50405883789062
2014-11-04,101.50405883789062
2014-11-05,102.4769287109375
2014-11-06,105.39558410644531
2014-11-07,101.17973327636719
2014-11-10,102.4769287109375
2014-11-11,102.4769287109375
2014-11-12,102.4769287109375
2014-11-13,101.82833862304688
2014-11-14,101.82833862304688
2014-11-17,101.82833862304688
2014-11-18,101.82833862304688
2014-11-19,101.17973327636719
2014-11-20,101.17973327636719
2014-11-21,101.17973327636719
2014-11-24,99.882568359375
2014-11-25,99.882568359375
2014-11-26,99.23396301269531
2014-11-28,99.23396301269531
2014-12-01,99.36370086669922
2014-12-02,97.28820037841797
2014-12-03,96.63960266113281
2014-12-04,95.66676330566406
2014-12-05,94.36956024169922
2014-12-08,93.39669799804688
2014-12-09,92.4238052368164
2014-12-10,92.4238052368164
2014-12-11,90.80235290527344
2014-12-12,90.80235290527344
2014-12-15,89.82946014404297
2014-12-16,89.82946014404297
2014-12-17,85.93793487548828
2014-12-18,85.93793487548828
2014-12-19,84.31644439697266
2014-12-22,83.34358978271484
2014-12-23,83.34358978271484
2014-12-24,83.34358978271484
2014-12-26,83.34358978271484
2014-12-29,83.34358978271484
2014-12-30,84.31644439697266
2014-12-31,87.55940246582031
2015-01-02,87.55940246582031
2015-01-05,85.6136474609375
2015-01-06,83.0192642211914
2015-01-07,83.0192642211914
2015-01-08,82.69498443603516
2015-01-09,82.69498443603516
2015-01-12,82.69498443603516
2015-01-13,82.69498443603516
2015-01-14,82.37068939208984
2015-01-15,81.72210693359375
2015-01-16,81.72210693359375
2015-01-20,81.72210693359375
2015-01-21,81.0735092163086
2015-01-22,80.42491912841797
2015-01-23,80.42491912841797
2015-01-26,79.90605163574219
2015-01-27,79.90605163574219
2015-01-28,77.83058166503906
2015-01-29,76.20909881591797
2015-01-30,75.23622131347656
2015-02-02,75.23622131347656
2015-02-03,75.23622131347656
2015-02-04,75.23622131347656
2015-02-05,73.29045867919922
2015-02-06,72.9661636352539
2015-02-09,72.9661636352539
2015-02-10,72.9661636352539
2015-02-11,71.34468841552734
2015-02-12,71.34468841552734
2015-02-13,68.75033569335938
2015-02-17,68.4260482788086
2015-02-18,66.48027801513672
2015-02-19,65.8316879272461
2015-02-20,65.8316879272461
2015-02-23,63.23733901977539
2015-02-24,63.23733901977539
2015-02-25,62.588741302490234
2015-02-26,63.23733901977539
2015-02-27,64.5345230102539
2015-03-02,63.56163787841797
2015-03-03,63.23733901977539
2015-03-04,62.913047790527344
2015-03-05,63.23733901977539
2015-03-06,63.23733901977539
2015-03-09,63.23733901977539
2015-03-10,61.29156494140625
2015-03-11,61.29156494140625
2015-03-12,61.29156494140625
2015-03-13,61.29156494140625
2015-03-16,58.3729362487793
2015-03-17,57.40005874633789
2015-03-18,57.40005874633789
2015-03-19,57.07575988769531
2015-03-20,57.07575988769531
2015-03-23,57.07575988769531
2015-03-24,57.40005874633789
2015-03-25,57.40005874633789
2015-03-26,57.40005874633789
2015-03-27,57.40005874633789
2015-03-30,57.40005874633789
2015-03-31,56.42716979980469
2015-04-01,56.42716979980469
2015-04-02,51.887054443359375
2015-04-06,47.995521545410156
2015-04-07,47.995521545410156
2015-04-08,45.40117645263672
2015-04-09,43.779701232910156
2015-04-10,43.45540237426758
2015-04-13,44.03913879394531
2015-04-14,43.90940856933594
2015-04-15,43.45540237426758
2015-04-16,43.45540237426758
2015-04-17,45.40117645263672
2015-04-20,45.7254638671875
2015-04-21,45.7254638671875
2015-04-22,46.049747467041016
2015-04-23,46.37404251098633
2015-04-24,46.049747467041016
2015-04-27,45.85517120361328
2015-04-28,45.7254638671875
2015-04-29,44.75259017944336
2015-04-30,45.076873779296875
2015-05-01,44.75259017944336
2015-05-04,44.75259017944336
2015-05-05,44.428287506103516
2015-05-06,44.428287506103516
2015-05-07,45.40117645263672
2015-05-08,44.428287506103516
2015-05-11,45.076873779296875
2015-05-12,45.40117645263672
2015-05-13,45.076873779296875
2015-05-14,46.049747467041016
2015-05-15,46.049747467041016
2015-05-18,45.7254638671875
2015-05-19,44.75259017944336
2015-05-20,45.076873779296875
2015-05-21,44.75259017944336
2015-05-22,45.7254638671875
