Date,WERN
2010-01-04,12.874316215515137
2010-01-05,13.143592834472656
2010-01-06,13.085893630981445
2010-01-07,12.835229873657227
2010-01-08,13.20801067352295
2010-01-11,13.42653751373291
2010-01-12,13.567930221557617
2010-01-13,13.940717697143555
2010-01-14,14.094974517822266
2010-01-15,13.844307899475098
2010-01-19,13.844307899475098
2010-01-20,13.709336280822754
2010-01-21,13.522945404052734
2010-01-22,13.240148544311523
2010-01-25,13.297989845275879
2010-01-26,13.400827407836914
2010-01-27,13.645062446594238
2010-01-28,12.764528274536133
2010-01-29,12.713112831115723
2010-02-01,12.815953254699707
2010-02-02,12.597420692443848
2010-02-03,12.905928611755371
2010-02-04,12.52672004699707
2010-02-05,12.648838996887207
2010-02-08,12.565284729003906
2010-02-09,12.610278129577637
2010-02-10,12.616701126098633
2010-02-11,12.680973052978516
2010-02-12,12.725964546203613
2010-02-16,12.803092002868652
2010-02-17,13.015191078186035
2010-02-18,13.060187339782715
2010-02-19,13.285136222839355
2010-02-22,13.7350492477417
2010-02-23,13.985713005065918
2010-02-24,13.998559951782227
2010-02-25,14.294215202331543
2010-02-26,14.33920955657959
2010-03-01,14.24280071258545
2010-03-02,14.274932861328125
2010-03-03,14.191381454467773
2010-03-04,14.17209529876709
2010-03-05,14.589871406555176
2010-03-08,14.609148979187012
2010-03-09,15.116903305053711
2010-03-10,14.904802322387695
2010-03-11,14.859818458557129
2010-03-12,14.711990356445312
2010-03-15,14.737702369689941
2010-03-16,14.885523796081543
2010-03-17,14.705557823181152
2010-03-18,14.789109230041504
2010-03-19,14.622007369995117
2010-03-22,14.77625846862793
2010-03-23,15.071913719177246
2010-03-24,14.859818458557129
2010-03-25,14.981932640075684
2010-03-26,15.007637977600098
2010-03-29,14.898381233215332
2010-03-30,14.879093170166016
2010-03-31,14.891950607299805
2010-04-01,14.859818458557129
2010-04-05,15.065489768981934
2010-04-06,15.136188507080078
2010-04-07,14.885523796081543
2010-04-08,15.001216888427734
2010-04-09,15.059059143066406
2010-04-12,14.821249008178711
2010-04-13,14.956225395202637
2010-04-14,15.26473331451416
2010-04-15,15.425756454467773
2010-04-16,15.155237197875977
2010-04-19,15.367783546447754
2010-04-20,14.710821151733398
2010-04-21,15.103711128234863
2010-04-22,14.942691802978516
2010-04-23,14.826757431030273
2010-04-26,14.942691802978516
2010-04-27,14.543355941772461
2010-04-28,14.549798011779785
2010-04-29,14.865399360656738
2010-04-30,14.440306663513184
2010-05-03,14.833199501037598
2010-05-04,14.305046081542969
2010-05-05,14.137591361999512
2010-05-06,13.783340454101562
2010-05-07,13.480623245239258
2010-05-10,14.111825942993164
2010-05-11,14.350139617919922
2010-05-12,14.833199501037598
2010-05-13,14.839640617370605
2010-05-14,14.839640617370605
2010-05-17,14.936248779296875
2010-05-18,14.89760684967041
2010-05-19,15.245406150817871
2010-05-20,14.118266105651855
2010-05-21,14.388782501220703
2010-05-24,14.356578826904297
2010-05-25,14.356578826904297
2010-05-26,14.47895336151123
2010-05-27,14.813875198364258
2010-05-28,14.517596244812012
2010-06-01,14.021652221679688
2010-06-02,14.74946403503418
2010-06-03,14.839640617370605
2010-06-04,14.279279708862305
2010-06-07,13.84131145477295
2010-06-08,13.899284362792969
2010-06-09,14.189109802246094
2010-06-10,14.685059547424316
2010-06-11,14.685059547424316
2010-06-14,15.090826034545898
2010-06-15,15.40643310546875
2010-06-16,15.277612686157227
2010-06-17,15.200326919555664
2010-06-18,15.148795127868652
2010-06-21,15.090826034545898
2010-06-22,14.588448524475098
2010-06-23,14.627090454101562
2010-06-24,14.47895336151123
2010-06-25,14.504717826843262
2010-06-28,14.47895336151123
2010-06-29,14.253519058227539
2010-06-30,14.0989408493042
2010-07-01,14.537920951843262
2010-07-02,14.56374454498291
2010-07-06,14.234514236450195
2010-07-07,14.776776313781738
2010-07-08,15.138284683227539
2010-07-09,15.144747734069824
2010-07-12,15.118924140930176
2010-07-13,15.428786277770996
2010-07-14,15.286762237548828
2010-07-15,15.118924140930176
2010-07-16,14.970444679260254
2010-07-19,15.170571327209473
2010-07-20,15.319049835205078
2010-07-21,15.254493713378906
2010-07-22,15.390053749084473
2010-07-23,15.583725929260254
2010-07-26,15.519164085388184
2010-07-27,15.319049835205078
2010-07-28,15.028548240661621
2010-07-29,14.957535743713379
2010-07-30,14.867167472839355
2010-08-02,14.951077461242676
2010-08-03,14.647663116455078
2010-08-04,14.9381685256958
2010-08-05,14.673492431640625
2010-08-06,14.363617897033691
2010-08-09,14.544381141662598
2010-08-10,14.279704093933105
2010-08-11,13.698699951171875
2010-08-12,13.827808380126953
2010-08-13,13.569584846496582
2010-08-16,13.453391075134277
2010-08-17,13.659968376159668
2010-08-18,13.72452163696289
2010-08-19,13.627691268920898
2010-08-20,13.54376220703125
2010-08-23,13.317822456359863
2010-08-24,12.995040893554688
2010-08-25,13.001496315002441
2010-08-26,12.95630931854248
2010-08-27,13.343640327453613
2010-08-30,12.891756057739258
2010-08-31,12.872383117675781
2010-09-01,13.324275016784668
2010-09-02,13.298454284667969
2010-09-03,13.35655403137207
2010-09-07,13.466297149658203
2010-09-08,13.814901351928711
2010-09-09,13.517943382263184
2010-09-10,13.472755432128906
2010-09-13,13.834263801574707
2010-09-14,13.75680160522461
2010-09-15,13.614776611328125
2010-09-16,13.550219535827637
2010-09-17,13.692242622375488
2010-09-20,13.453391075134277
2010-09-21,13.54376220703125
2010-09-22,13.272634506225586
2010-09-23,12.898212432861328
2010-09-24,13.337186813354492
2010-09-27,13.111244201660156
2010-09-28,13.26617431640625
2010-09-29,13.350099563598633
2010-09-30,13.259507179260254
2010-10-01,13.162430763244629
2010-10-04,12.987709999084473
2010-10-05,13.401869773864746
2010-10-06,13.382453918457031
2010-10-07,13.408337593078613
2010-10-08,13.6218900680542
2010-10-11,13.71249008178711
2010-10-12,13.518352508544922
2010-10-13,13.647772789001465
2010-10-14,13.531292915344238
2010-10-15,13.550705909729004
2010-10-18,13.667184829711914
2010-10-19,13.136549949645996
2010-10-20,13.233616828918457
2010-10-21,13.421283721923828
2010-10-22,13.47952651977539
2010-10-25,13.6089506149292
2010-10-26,13.790144920349121
2010-10-27,13.91309928894043
2010-10-28,13.81602954864502
2010-10-29,13.803082466125488
2010-11-01,13.718963623046875
2010-11-02,13.796608924865723
2010-11-03,13.867794036865234
2010-11-04,14.02957534790039
2010-11-05,14.165472030639648
2010-11-08,14.191356658935547
2010-11-09,13.893680572509766
2010-11-10,14.236653327941895
2010-11-11,14.236653327941895
2010-11-12,14.25606632232666
2010-11-15,14.269010543823242
2010-11-16,14.152532577514648
2010-11-17,14.087821006774902
2010-11-18,14.164645195007324
2010-11-19,14.57673454284668
2010-11-22,14.667533874511719
2010-11-23,14.646581649780273
2010-11-24,15.016766548156738
2010-11-26,14.974851608276367
2010-11-29,15.079622268676758
2010-11-30,15.07263469696045
2010-12-01,15.296143531799316
2010-12-02,15.603453636169434
2010-12-03,15.757118225097656
2010-12-06,15.666319847106934
2010-12-07,16.04349136352539
2010-12-08,16.00157928466797
2010-12-09,16.04349136352539
2010-12-10,16.218097686767578
2010-12-13,15.910781860351562
2010-12-14,15.778076171875
2010-12-15,15.51266098022461
2010-12-16,15.68029499053955
2010-12-17,15.547582626342773
2010-12-20,15.715213775634766
2010-12-21,15.910781860351562
2010-12-22,15.95268726348877
2010-12-23,15.910781860351562
2010-12-27,15.826972961425781
2010-12-28,15.76410961151123
2010-12-29,15.715213775634766
2010-12-30,15.806015014648438
2010-12-31,15.785058975219727
2011-01-03,16.099361419677734
2011-01-04,15.771089553833008
2011-01-05,16.43461799621582
2011-01-06,16.189638137817383
2011-01-07,16.25263786315918
2011-01-10,16.3226318359375
2011-01-11,16.3226318359375
2011-01-12,16.343631744384766
2011-01-13,16.427621841430664
2011-01-14,16.777587890625
2011-01-18,16.595603942871094
2011-01-19,16.175642013549805
2011-01-20,15.972668647766113
2011-01-21,15.902668952941895
2011-01-24,16.035659790039062
2011-01-25,16.161643981933594
2011-01-26,16.490615844726562
2011-01-27,17.8695011138916
2011-01-28,16.97357940673828
2011-01-31,17.25355339050293
2011-02-01,17.40053939819336
2011-02-02,17.218555450439453
2011-02-03,17.295551300048828
2011-02-04,17.162569046020508
2011-02-07,17.036575317382812
2011-02-08,16.987573623657227
2011-02-09,17.064577102661133
2011-02-10,17.071577072143555
2011-02-11,17.498538970947266
2011-02-14,17.40053939819336
2011-02-15,17.519533157348633
2011-02-16,17.596532821655273
2011-02-17,17.484540939331055
2011-02-18,17.351547241210938
2011-02-22,16.833581924438477
2011-02-23,16.25963592529297
2011-02-24,16.371623992919922
2011-02-25,16.72859764099121
2011-02-28,16.483623504638672
2011-03-01,16.245637893676758
2011-03-02,16.742599487304688
2011-03-03,17.50553321838379
2011-03-04,17.40053939819336
2011-03-07,17.33754539489746
2011-03-08,17.9534969329834
2011-03-09,17.946496963500977
2011-03-10,17.575531005859375
2011-03-11,17.638525009155273
2011-03-14,17.617523193359375
2011-03-15,17.610538482666016
