Date,HII
2011-03-22,30.09592628479004
2011-03-23,29.90324592590332
2011-03-24,29.90324592590332
2011-03-25,31.508790969848633
2011-03-28,30.304622650146484
2011-03-29,30.103946685791016
2011-03-30,30.665889739990234
2011-03-31,33.315025329589844
2011-04-01,32.14297866821289
2011-04-04,32.231285095214844
2011-04-05,32.31156539916992
2011-04-06,31.853971481323242
2011-04-07,31.147546768188477
2011-04-08,30.90671730041504
2011-04-11,30.762210845947266
2011-04-12,30.54547691345215
2011-04-13,30.505319595336914
2011-04-14,31.123458862304688
2011-04-15,32.223262786865234
2011-04-18,32.151004791259766
2011-04-19,31.934261322021484
2011-04-20,32.15904235839844
2011-04-21,31.55695343017578
2011-04-25,31.36429214477539
2011-04-26,31.581029891967773
2011-04-27,32.11890411376953
2011-04-28,32.10284423828125
2011-04-29,32.11088562011719
2011-05-02,32.89759063720703
2011-05-03,32.51225662231445
2011-05-04,32.070735931396484
2011-05-05,31.982418060302734
2011-05-06,31.709489822387695
2011-05-09,31.789756774902344
2011-05-10,32.247352600097656
2011-05-11,31.13149642944336
2011-05-12,30.818410873413086
2011-05-13,30.87459945678711
2011-05-16,31.05923843383789
2011-05-17,31.13149642944336
2011-05-18,30.90671730041504
2011-05-19,30.810379028320312
2011-05-20,30.553499221801758
2011-05-23,30.344762802124023
2011-05-24,29.839035034179688
2011-05-25,29.437639236450195
2011-05-26,29.236949920654297
2011-05-27,29.36539649963379
2011-05-31,29.35735511779785
2011-06-01,28.98004722595215
2011-06-02,28.93991470336914
2011-06-03,28.73923683166504
2011-06-06,28.88372039794922
2011-06-07,29.25300407409668
2011-06-08,29.678462982177734
2011-06-09,29.694528579711914
2011-06-10,29.16469383239746
2011-06-13,29.3092041015625
2011-06-14,29.36539649963379
2011-06-15,29.028228759765625
2011-06-16,28.8997802734375
2011-06-17,28.859649658203125
2011-06-20,28.891761779785156
2011-06-21,29.180757522583008
2011-06-22,29.020206451416016
2011-06-23,28.81950569152832
2011-06-24,28.57064437866211
2011-06-27,28.25756072998047
2011-06-28,28.30573081970215
2011-06-29,27.952512741088867
2011-06-30,27.69562339782715
2011-07-01,27.783926010131836
2011-07-05,27.808015823364258
2011-07-06,28.297706604003906
2011-07-07,27.687599182128906
2011-07-08,28.097003936767578
2011-07-11,27.96857261657715
2011-07-12,27.6153507232666
2011-07-13,27.326353073120117
2011-07-14,26.932994842529297
2011-07-15,26.908918380737305
2011-07-18,26.652015686035156
2011-07-19,26.74032974243164
2011-07-20,26.67610740661621
2011-07-21,26.828643798828125
2011-07-22,27.221988677978516
2011-07-25,27.519014358520508
2011-07-26,28.22545623779297
2011-07-27,27.454801559448242
2011-07-28,27.29423713684082
2011-07-29,26.87679100036621
2011-08-01,26.3630313873291
2011-08-02,26.04994773864746
2011-08-03,25.76094627380371
2011-08-04,25.367586135864258
2011-08-05,24.99028205871582
2011-08-08,23.994840621948242
2011-08-09,23.85837745666504
2011-08-10,22.485637664794922
2011-08-11,22.341135025024414
2011-08-12,22.49366569519043
2011-08-15,22.951244354248047
2011-08-16,23.665714263916016
2011-08-17,23.673738479614258
2011-08-18,22.99138069152832
2011-08-19,22.98335838317871
2011-08-22,22.798721313476562
2011-08-23,23.4810791015625
2011-08-24,24.564815521240234
2011-08-25,23.818239212036133
2011-08-26,24.283843994140625
2011-08-29,24.725370407104492
2011-08-30,24.580873489379883
2011-08-31,24.034984588623047
2011-09-01,23.689794540405273
2011-09-02,22.172550201416016
2011-09-06,22.148475646972656
2011-09-07,23.031522750854492
2011-09-08,21.787221908569336
2011-09-09,21.458087921142578
2011-09-12,21.83539390563965
2011-09-13,22.453521728515625
2011-09-14,22.798721313476562
2011-09-15,22.66224479675293
2011-09-16,23.039546966552734
2011-09-19,22.70238494873047
2011-09-20,21.923707962036133
2011-09-21,22.011999130249023
2011-09-22,21.75511360168457
2011-09-23,21.74708366394043
2011-09-26,21.65877914428711
2011-09-27,21.64272689819336
2011-09-28,19.73212242126465
2011-09-29,19.61974334716797
2011-09-30,19.531436920166016
2011-10-03,18.833019256591797
2011-10-04,18.688526153564453
2011-10-05,18.343338012695312
2011-10-06,19.00963592529297
2011-10-07,19.146102905273438
2011-10-10,19.595659255981445
2011-10-11,20.261962890625
2011-10-12,20.382375717163086
2011-10-13,20.56700897216797
2011-10-14,21.289506912231445
2011-10-17,21.27345085144043
2011-10-18,21.24936294555664
2011-10-19,21.16106414794922
2011-10-20,21.506258010864258
2011-10-21,22.10833168029785
2011-10-24,23.063629150390625
2011-10-25,23.232208251953125
2011-10-26,23.05560302734375
2011-10-27,23.489103317260742
2011-10-28,23.617536544799805
2011-10-31,23.6817684173584
2011-11-01,22.8388614654541
2011-11-02,23.24826431274414
2011-11-03,23.90654182434082
2011-11-04,23.890487670898438
2011-11-07,23.762048721313477
2011-11-08,24.16343116760254
2011-11-09,23.416854858398438
2011-11-10,24.885929107666016
2011-11-11,24.51664924621582
2011-11-14,24.35610008239746
2011-11-15,25.415748596191406
2011-11-16,24.901979446411133
2011-11-17,24.2918758392334
2011-11-18,24.725370407104492
2011-11-21,24.034984588623047
2011-11-22,23.762048721313477
2011-11-23,23.521211624145508
2011-11-25,23.641626358032227
2011-11-28,24.58890151977539
2011-11-29,24.885929107666016
2011-11-30,25.488004684448242
2011-12-01,25.44786834716797
2011-12-02,25.046478271484375
2011-12-05,25.16689682006836
2011-12-06,25.126758575439453
2011-12-07,25.30336570739746
2011-12-08,24.500593185424805
2011-12-09,24.749452590942383
2011-12-12,24.17949104309082
2011-12-13,24.404264450073242
2011-12-14,24.85381317138672
2011-12-15,24.92606544494629
2011-12-16,25.383642196655273
2011-12-19,25.56024932861328
2011-12-20,25.83319664001465
2011-12-21,26.090087890625
2011-12-22,25.99374771118164
2011-12-23,25.96163558959961
2011-12-27,26.033891677856445
2011-12-28,25.29533576965332
2011-12-29,25.64052963256836
2011-12-30,25.110708236694336
2012-01-03,25.99374771118164
2012-01-04,25.52814483642578
2012-01-05,25.608423233032227
2012-01-06,25.929527282714844
2012-01-09,25.57630729675293
2012-01-10,26.202468872070312
2012-01-11,27.25410270690918
2012-01-12,27.10960578918457
2012-01-13,26.957080841064453
2012-01-17,27.454801559448242
2012-01-18,27.567184448242188
2012-01-19,27.334375381469727
2012-01-20,27.08552360534668
2012-01-23,27.29423713684082
2012-01-24,27.422683715820312
2012-01-25,28.177291870117188
2012-01-26,29.285114288330078
2012-01-27,29.927330017089844
2012-01-30,29.758752822875977
2012-01-31,30.248441696166992
2012-02-01,31.17162322998047
2012-02-02,30.95488739013672
2012-02-03,30.866588592529297
2012-02-06,30.826435089111328
2012-02-07,30.408987045288086
2012-02-08,30.497299194335938
2012-02-09,29.919307708740234
2012-02-10,29.373414993286133
2012-02-13,29.341306686401367
2012-02-14,29.453697204589844
2012-02-15,29.381437301635742
2012-02-16,29.244972229003906
2012-02-17,29.22089195251465
2012-02-21,29.132596969604492
2012-02-22,28.827529907226562
2012-02-23,29.196796417236328
2012-02-24,29.196796417236328
2012-02-27,28.83556365966797
2012-02-28,28.506418228149414
2012-02-29,28.803451538085938
2012-03-01,29.204833984375
2012-03-02,28.955974578857422
2012-03-05,29.204833984375
2012-03-06,28.98808479309082
2012-03-07,29.012189865112305
2012-03-08,29.140605926513672
2012-03-09,30.071828842163086
2012-03-12,30.376890182495117
2012-03-13,30.103946685791016
2012-03-14,29.822975158691406
2012-03-15,30.103946685791016
2012-03-16,30.304622650146484
2012-03-19,30.649829864501953
2012-03-20,30.09592628479004
2012-03-21,30.184221267700195
2012-03-22,29.847042083740234
2012-03-23,30.031694412231445
2012-03-26,30.58559226989746
2012-03-27,30.42503547668457
2012-03-28,32.48015213012695
2012-03-29,32.11088562011719
