Date,LFUS
2010-01-04,28.74242401123047
2010-01-05,27.74953842163086
2010-01-06,27.706729888916016
2010-01-07,27.715295791625977
2010-01-08,27.946395874023438
2010-01-11,27.886493682861328
2010-01-12,29.178955078125
2010-01-13,29.69252586364746
2010-01-14,29.435728073120117
2010-01-15,29.21319580078125
2010-01-19,29.358692169189453
2010-01-20,28.973529815673828
2010-01-21,28.323017120361328
2010-01-22,27.013427734375
2010-01-25,26.78232765197754
2010-01-26,26.70528793334961
2010-01-27,26.944948196411133
2010-01-28,26.499862670898438
2010-01-29,25.72951316833496
2010-02-01,25.977739334106445
2010-02-02,25.72096061706543
2010-02-03,25.609689712524414
2010-02-04,24.787981033325195
2010-02-05,24.98484992980957
2010-02-08,27.35580062866211
2010-02-09,30.248884201049805
2010-02-10,29.983530044555664
2010-02-11,30.9849796295166
2010-02-12,30.51422691345215
2010-02-16,30.5484561920166
2010-02-17,30.830917358398438
2010-02-18,32.48286819458008
2010-02-19,32.08058166503906
2010-02-22,32.70541763305664
2010-02-23,30.9849796295166
2010-02-24,31.207523345947266
2010-02-25,30.411500930786133
2010-02-26,30.462854385375977
2010-03-01,30.907941818237305
2010-03-02,30.81378936767578
2010-03-03,30.454313278198242
2010-03-04,30.36870765686035
2010-03-05,31.24176025390625
2010-03-08,31.969310760498047
2010-03-09,33.159080505371094
2010-03-10,33.4500846862793
2010-03-11,33.595584869384766
2010-03-12,32.79100799560547
2010-03-15,32.106258392333984
2010-03-16,31.900842666625977
2010-03-17,32.67974853515625
2010-03-18,32.79100799560547
2010-03-19,32.32881546020508
2010-03-22,33.082035064697266
2010-03-23,33.46720886230469
2010-03-24,32.58558654785156
2010-03-25,33.26178741455078
2010-03-26,32.79100799560547
2010-03-29,33.218971252441406
2010-03-30,33.67262268066406
2010-03-31,32.53422546386719
2010-04-01,32.63694381713867
2010-04-05,33.184749603271484
2010-04-06,33.92085647583008
2010-04-07,33.74109649658203
2010-04-08,33.54424285888672
2010-04-09,34.69974899291992
2010-04-12,34.76823043823242
2010-04-13,34.82814407348633
2010-04-14,34.92229080200195
2010-04-15,35.20475769042969
2010-04-16,34.90517807006836
2010-04-19,34.90517807006836
2010-04-20,35.84673309326172
2010-04-21,35.949432373046875
2010-04-22,35.82105255126953
2010-04-23,36.30035400390625
2010-04-26,36.129173278808594
2010-04-27,36.00076675415039
2010-04-28,36.240447998046875
2010-04-29,37.481544494628906
2010-04-30,36.06069564819336
2010-05-03,36.58279800415039
2010-05-04,36.20619583129883
2010-05-05,34.8110237121582
2010-05-06,32.54279327392578
2010-05-07,31.575586318969727
2010-05-10,32.52568054199219
2010-05-11,32.713966369628906
2010-05-12,34.06635284423828
2010-05-13,33.715423583984375
2010-05-14,32.6455078125
2010-05-17,32.68830490112305
2010-05-18,31.404390335083008
2010-05-19,30.79667854309082
2010-05-20,29.57268714904785
2010-05-21,29.820903778076172
2010-05-24,29.76954460144043
2010-05-25,29.36726188659668
2010-05-26,29.30734634399414
2010-05-27,30.967845916748047
2010-05-28,30.94218635559082
2010-06-01,30.693967819213867
2010-06-02,31.09626007080078
2010-06-03,31.036344528198242
2010-06-04,28.828018188476562
2010-06-07,28.160383224487305
2010-06-08,27.04766082763672
2010-06-09,26.850799560546875
2010-06-10,27.013427734375
2010-06-11,28.400041580200195
2010-06-14,28.982093811035156
2010-06-15,30.437177658081055
2010-06-16,30.394384384155273
2010-06-17,30.428606033325195
2010-06-18,30.89082145690918
2010-06-21,30.608373641967773
2010-06-22,29.88081169128418
2010-06-23,29.375812530517578
2010-06-24,28.54555320739746
2010-06-25,28.049110412597656
2010-06-28,27.698177337646484
2010-06-29,26.67105484008789
2010-06-30,27.056224822998047
2010-07-01,26.910715103149414
2010-07-02,26.80800437927246
2010-07-06,26.516990661621094
2010-07-07,27.689617156982422
2010-07-08,27.886493682861328
2010-07-09,28.37436294555664
2010-07-12,27.698177337646484
2010-07-13,29.30734634399414
2010-07-14,29.375812530517578
2010-07-15,28.905052185058594
2010-07-16,27.586910247802734
