Date,GTX
2018-09-17,18.859949111938477
2018-09-18,17.957172393798828
2018-09-19,16.4820499420166
2018-09-20,15.980506896972656
2018-09-21,15.980506896972656
2018-09-24,15.636311531066895
2018-09-25,15.046262741088867
2018-09-26,15.32161808013916
2018-09-27,16.47221565246582
2018-09-28,18.193193435668945
2018-10-01,18.08501625061035
2018-10-02,16.71807098388672
2018-10-03,16.432878494262695
2018-10-04,15.970674514770508
2018-10-05,16.09851837158203
2018-10-08,16.954090118408203
2018-10-09,15.941169738769531
2018-10-10,15.439628601074219
2018-10-11,14.98725700378418
2018-10-12,14.967589378356934
2018-10-15,15.056097030639648
2018-10-16,15.360955238342285
2018-10-17,14.711901664733887
2018-10-18,14.269363403320312
2018-10-19,13.856328964233398
2018-10-22,13.728485107421875
2018-10-23,14.436545372009277
2018-10-24,13.54163646697998
2018-10-25,13.944836616516113
2018-10-26,14.338202476501465
2018-10-29,14.55455493927002
2018-10-30,14.298867225646973
2018-10-31,14.918417930603027
2018-11-01,15.183939933776855
2018-11-02,14.692233085632324
2018-11-05,14.5643892288208
2018-11-06,14.525052070617676
2018-11-07,13.767822265625
2018-11-08,13.639978408813477
2018-11-09,12.794240951538086
2018-11-12,13.335119247436523
2018-11-13,13.620309829711914
2018-11-14,13.276113510131836
2018-11-15,12.745068550109863
2018-11-16,11.8501615524292
2018-11-19,11.732151985168457
2018-11-20,11.564970016479492
2018-11-21,11.997673034667969
2018-11-23,11.918999671936035
2018-11-26,12.125517845153809
2018-11-27,11.338785171508789
2018-11-28,11.564970016479492
2018-11-29,11.358453750610352
2018-11-30,11.309282302856445
2018-12-03,11.387955665588379
2018-12-04,11.240442276000977
2018-12-06,11.368287086486816
2018-12-07,11.437126159667969
2018-12-10,11.437126159667969
2018-12-11,11.653477668762207
2018-12-12,11.840326309204102
2018-12-13,11.820658683776855
2018-12-14,11.85999584197998
2018-12-17,11.918999671936035
2018-12-18,12.312366485595703
2018-12-19,12.145186424255371
2018-12-20,11.958335876464844
2018-12-21,11.840326309204102
2018-12-24,12.155019760131836
2018-12-26,12.253361701965332
2018-12-27,11.869829177856445
2018-12-28,12.096014976501465
2018-12-31,12.13535213470459
2019-01-02,12.440210342407227
2019-01-03,11.525633811950684
2019-01-04,11.358453750610352
2019-01-07,11.505964279174805
2019-01-08,12.813908576965332
2019-01-09,13.000757217407227
2019-01-10,12.902416229248047
2019-01-11,13.03026008605957
2019-01-14,13.226943969726562
2019-01-15,13.266279220581055
2019-01-16,14.062846183776855
2019-01-17,14.997090339660645
2019-01-18,15.547804832458496
2019-01-22,14.947920799255371
2019-01-23,15.006924629211426
2019-01-24,14.770906448364258
2019-01-25,14.938085556030273
2019-01-28,15.11510181427002
2019-01-29,15.17410659790039
2019-01-30,15.59697437286377
2019-01-31,15.705150604248047
2019-02-01,15.892000198364258
2019-02-04,15.960838317871094
2019-02-05,15.872331619262695
2019-02-06,16.02967643737793
2019-02-07,15.036428451538086
2019-02-08,14.643062591552734
2019-02-11,14.426711082458496
2019-02-12,14.751237869262695
2019-02-13,14.761072158813477
2019-02-14,15.22327709197998
2019-02-15,15.88216495513916
2019-02-19,16.02967643737793
2019-02-20,16.67873191833496
2019-02-21,15.577306747436523
2019-02-22,15.970674514770508
2019-02-25,16.07884979248047
2019-02-26,16.629562377929688
2019-02-27,16.501718521118164
2019-02-28,16.46238136291504
2019-03-01,16.501718521118164
2019-03-04,15.901833534240723
2019-03-05,15.76415729522705
2019-03-06,15.075765609741211
2019-03-07,15.262614250183105
2019-03-08,14.957755088806152
2019-03-11,14.98725700378418
2019-03-12,15.16427230834961
2019-03-13,15.193774223327637
2019-03-14,14.259529113769531
2019-03-15,14.515217781066895
2019-03-18,14.633227348327637
2019-03-19,14.761072158813477
2019-03-20,14.37753963470459
2019-03-21,14.928252220153809
2019-03-22,14.466046333312988
2019-03-25,14.5643892288208
2019-03-26,14.947920799255371
2019-03-27,14.888916015625
2019-03-28,15.026594161987305
2019-03-29,14.48571491241455
2019-04-01,15.27244758605957
2019-04-02,15.59697437286377
2019-04-03,15.547804832458496
2019-04-04,16.1673583984375
2019-04-05,16.069015502929688
2019-04-08,16.196857452392578
2019-04-09,15.941169738769531
2019-04-10,16.37387466430664
2019-04-11,16.432878494262695
2019-04-12,16.973758697509766
2019-04-15,17.435962677001953
2019-04-16,17.927671432495117
2019-04-17,18.79307746887207
2019-04-18,18.498050689697266
2019-04-22,18.96026039123535
2019-04-23,19.009428024291992
2019-04-24,19.038930892944336
2019-04-25,18.488216400146484
2019-04-26,18.91108512878418
2019-04-29,18.537389755249023
2019-04-30,18.488216400146484
2019-05-01,17.70148468017578
2019-05-02,17.190107345581055
2019-05-03,18.124353408813477
2019-05-06,18.15385627746582
2019-05-07,18.734071731567383
2019-05-08,18.016178131103516
2019-05-09,17.94734001159668
2019-05-10,17.97684097290039
2019-05-13,17.70148468017578
2019-05-14,17.78015899658203
2019-05-15,17.99650764465332
2019-05-16,18.252197265625
2019-05-17,17.829328536987305
2019-05-20,17.524471282958984
2019-05-21,17.6031436920166
2019-05-22,16.76723861694336
2019-05-23,16.777074813842773
2019-05-24,16.84591293334961
2019-05-28,16.619726181030273
2019-05-29,16.01984405517578
2019-05-30,15.705150604248047
2019-05-31,15.1249361038208
2019-06-03,14.938085556030273
2019-06-04,15.813326835632324
2019-06-05,15.282281875610352
2019-06-06,15.518301963806152
2019-06-07,15.449462890625
2019-06-10,15.73465347290039
2019-06-11,15.813326835632324
2019-06-12,15.803492546081543
2019-06-13,16.137853622436523
2019-06-14,15.73465347290039
2019-06-17,15.193774223327637
2019-06-18,14.820076942443848
2019-06-19,14.879081726074219
2019-06-20,15.036428451538086
2019-06-21,14.859413146972656
2019-06-24,14.505383491516113
2019-06-25,14.27919864654541
2019-06-26,14.456212997436523
2019-06-27,15.262614250183105
2019-06-28,15.095434188842773
2019-07-01,14.829911231994629
2019-07-02,14.898749351501465
2019-07-03,14.908583641052246
2019-07-05,14.83974552154541
2019-07-08,14.593890190124512
2019-07-09,13.777656555175781
2019-07-10,13.935002326965332
2019-07-11,13.846494674682617
2019-07-12,14.308701515197754
2019-07-15,14.367705345153809
2019-07-16,14.298867225646973
2019-07-17,13.964505195617676
2019-07-18,13.797323226928711
2019-07-19,14.210357666015625
2019-07-22,14.151354789733887
2019-07-23,14.298867225646973
2019-07-24,14.55455493927002
2019-07-25,13.984173774719238
2019-07-26,14.544719696044922
2019-07-29,14.6528959274292
2019-07-30,13.482630729675293
2019-07-31,13.935002326965332
2019-08-01,13.276113510131836
2019-08-02,12.7253999710083
2019-08-05,12.558220863342285
2019-08-06,12.538552284240723
2019-08-07,12.273029327392578
2019-08-08,12.400873184204102
2019-08-09,11.77148723602295
2019-08-12,11.289612770080566
2019-08-13,11.338785171508789
2019-08-14,11.073263168334961
